"","Name","TeamAbbrev","Salary","fpts","proj_own","status","lines","totals","pass_plays","grades_offense","yprr","opponent","def_rank","cov_rank"
"242","Gregory Clayton Jr.","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"243","Gabe Leonards","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"244","Landon Ibieta","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"245","Jack Rilling","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"246","Nick Storz","LSU",3000,NA,0,"Healthy",-3.5,60.5,NA,NA,NA,"ARK",90,119
"247","Isaiah Sategna","ARK",3000,NA,0,"Healthy",3.5,60.5,1,78.8,10,"LSU",30,91
"248","Zach Lee","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"249","Harper Cole","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"250","Erin Outley","ARK",3000,NA,0,"Healthy",3.5,60.5,NA,NA,NA,"LSU",30,91
"251","Kyirin Heath","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"252","Trace Campbell","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"253","Hudson Wolfe","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"254","Jack Standeffer","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"255","Robbie Ouzts","BAMA",3000,NA,0,"Healthy",-11.5,65,36,47.3,0.14,"MISS",48,48
"256","Thaiu Jones-Bell","BAMA",3000,NA,0,"Healthy",-11.5,65,2,72.4,2.5,"MISS",48,48
"257","Mekiel Stewart","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"258","Zarian Courtney","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"259","Kendrick Law","BAMA",3000,NA,0,"Healthy",-11.5,65,48,57.1,0.5,"MISS",48,48
"260","Amari Niblack","BAMA",3000,NA,0,"Healthy",-11.5,65,18,58.4,0.94,"MISS",48,48
"261","Calvin Wilson","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"262","Drew Burnett","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"263","Joshua Pfeifer","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"264","DJ Ruff","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"265","Sellers Shy","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"266","Landon Thomason","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"267","JJ Henry","MISS",3000,0.49,0,"Healthy",NA,NA,42,60.4,1.47,"BAMA",6,14
"268","Brandon Buckhaulter","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"269","Mac Owen","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"270","Jeremiah Dillon","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"271","Larry Simmons","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"272","Qua Davis","MISS",3000,NA,0,"Healthy",NA,NA,2,60.9,1,"BAMA",6,14
"273","Shazz Preston","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"274","MJ Chirgwin","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"275","Bralon Brown","MISS",3000,NA,0,"Healthy",NA,NA,5,57,0,"BAMA",6,14
"276","Lex Boucvalt","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"277","Jalen Knox","MISS",3000,0.52,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"278","Dannis Jackson","MISS",3000,NA,0,"Out indefinitely - Foot",NA,NA,NA,NA,NA,"BAMA",6,14
"279","Jonathan Hess","MISS",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"BAMA",6,14
"280","Bret Bolin","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"281","Jacoby Boykins","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"282","Danny Lewis Jr.","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"283","Peyton Fox","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"284","Jax Porter","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"285","Sam Willoughby","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"286","Aaron Anderson","BAMA",3000,NA,0,"Out indefinitely - Knee",-11.5,65,NA,NA,NA,"MISS",48,48
"287","Charlie Skehan","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"288","Grant Krieger","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"289","Hayden Neighbors","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"290","Elijah Brown","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"291","Jay Loper Jr.","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"292","Adam Thorsland","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"293","Robert Ellis","BAMA",3000,NA,0,"Healthy",-11.5,65,NA,NA,NA,"MISS",48,48
"294","Kibet Chepyator","MIZZ",3000,0.55,0,"Healthy",19.5,57.5,57,32.2,0.59,"TENN",101,106
"295","Tucker Miller","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"296","Ryan Hoerstkamp","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"297","Micah Manning","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"298","Shawn Hendershot","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"299","Damon Johanns","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"300","Gavin McKay","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"301","Max Whisner","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"302","Walker Merrill","TENN",3000,1.2,0,"Healthy",-19.5,57.5,25,69.3,4.91,"MIZZ",12,11
"303","Jimmy Calloway","TENN",3000,NA,0,"Healthy",-19.5,57.5,18,50.6,1.43,"MIZZ",12,11
"304","Grant Frerking","TENN",3000,0.63,0,"Healthy",-19.5,57.5,7,57.4,0.57,"MIZZ",12,11
"305","Jack Jancek","TENN",3000,0.63,0,"Healthy",-19.5,57.5,5,80.6,8.8,"MIZZ",12,11
"306","Chas Nimrod","TENN",3000,NA,0,"Healthy",-19.5,57.5,7,55.8,0,"MIZZ",12,11
"307","Michael Bittner","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"308","Kaleb Webb","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"309","Nigel Lanier","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"310","Hunter Salmon","TENN",3000,0.64,0,"Healthy",-19.5,57.5,31,62.4,0.5,"MIZZ",12,11
"311","Titus Rohrer","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"312","Miles Campbell","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"313","Charlie Browder","TENN",3000,NA,0,"Healthy",-19.5,57.5,NA,NA,NA,"MIZZ",12,11
"314","Logan Muckey","MIZZ",3000,NA,0,"Healthy",19.5,57.5,NA,NA,NA,"TENN",101,106
"315","Carson Brown","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"316","Jason Essex","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"317","Kevin Sawitzke","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"318","Tyler Moore","ISU",3000,NA,0,"Out indefinitely - Undisclosed",-1.5,48,10,71.5,3.11,"OKST",74,74
"319","Jack Bjorn","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"320","Easton Dean","ISU",3000,2.02,0,"Healthy",-1.5,48,154,56.5,0.5,"OKST",74,74
"321","Jared Rus","ISU",3000,1.37,0,"Healthy",-1.5,48,177,45.4,0.36,"OKST",74,74
"322","Daniel Jackson","ISU",3000,NA,0,"Out indefinitely - Foot",-1.5,48,167,70.1,2.01,"OKST",74,74
"323","Aidan Bitter","ISU",3000,0.71,0,"Healthy",-1.5,48,36,63.9,0.76,"OKST",74,74
"324","Stevo Klotz","ISU",3000,0.72,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"325","Tristan Michaud","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"326","Greg Gaines III","ISU",3000,NA,0,"Healthy",-1.5,48,8,56.5,0.25,"OKST",74,74
"327","Quaron Adams","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"328","Jacob Hillmann","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"329","Braden Cassity","OKST",3000,1.19,0,"Healthy",1.5,48,96,50.4,0.55,"ISU",62,71
"330","Blaine Green","OKST",3000,NA,0,"Out indefinitely - Wrist",1.5,48,NA,NA,NA,"ISU",62,71
"331","Rashad Dixon","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"332","Braylin Presley","OKST",3000,0.63,0,"Healthy",1.5,48,37,50.6,0.46,"ISU",62,71
"333","Quinton Stewart","OKST",3000,0.63,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"334","Jake Schultz","OKST",3000,1.19,0,"Healthy",1.5,48,65,51.4,0.36,"ISU",62,71
"335","Jaden Bray","OKST",3000,NA,0,"Ques Sat - Undisclosed",1.5,48,41,56.4,0.63,"ISU",62,71
"336","Peyton Kramer","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"337","CJ Tate","OKST",3000,0.63,0,"Healthy",1.5,48,22,48.1,0,"ISU",62,71
"338","Luke McEndoo","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"339","Rylan McQuarters","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"340","Max Muehlberger","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"341","Tabry Shettron","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"342","Clayton Barbour","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"343","Mason Gilkey","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"344","Vance Hooper","OKST",3000,NA,0,"Healthy",1.5,48,NA,NA,NA,"ISU",62,71
"345","Andrew Keller","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"346","Gabe Burkle","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"347","Tyler Claiborne","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"348","Beau Coberley","ISU",3000,NA,0,"Healthy",-1.5,48,NA,NA,NA,"OKST",74,74
"349","Brian Polendey","WVU",3000,3.08,0,"Healthy",8.5,68.5,143,33.4,0.1,"OU",104,112
"350","Mike O'Laughlin","WVU",3000,NA,0,"out for season - Knee",8.5,68.5,101,57.4,0.83,"OU",104,112
"351","Kaden Helms","OU",3000,0.6,0,"Healthy",-8.5,68.5,7,55,0.8,"WVU",116,124
"352","LV Bunkley-Shelton","OU",3000,0.99,0,"Healthy",-8.5,68.5,27,55.4,0.38,"WVU",116,124
"353","J.J. Hester","OU",3000,0.6,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"354","Jason Llewellyn","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"355","Gavin Freeman","OU",3000,1.01,0,"Healthy",-8.5,68.5,12,81.3,3.82,"WVU",116,124
"356","Brian Darby","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"357","Damon Smith","OU",3000,NA,0,"day-to-day - Undisclosed",-8.5,68.5,NA,NA,NA,"WVU",116,124
"358","Jackson Sumlin","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"359","Dallas Dudley","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"360","Major Melson","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"361","Davion Woolen","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"362","Nic Anderson","OU",3000,NA,0,"out for season - Redshirt",-8.5,68.5,NA,NA,NA,"WVU",116,124
"363","Taran Fitzpatrick","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"364","Nick Maher","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"365","Jarel Williams","WVU",3000,0.81,0,"Ques Sat - Undisclosed",8.5,68.5,4,42.1,0,"OU",104,112
"366","Hudson Clement","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"367","Corbin Page","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"368","Carsten Groos","OU",3000,NA,0,"Healthy",-8.5,68.5,NA,NA,NA,"WVU",116,124
"369","Theo Grabill","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"370","Will Dixon","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"371","C.J. Cole","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"372","Graeson Malashevich","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"373","Victor Wikstrom","WVU",3000,NA,0,"Healthy",8.5,68.5,NA,NA,NA,"OU",104,112
"374","Christian Henry","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"375","Nate Kurisky","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"376","Gerald Hanson","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"377","Blackmon Huckabee Jr.","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"378","Dez Melton","UL",3000,0.48,0,"Healthy",NA,NA,15,68.8,0.89,"CLEM",21,52
"379","Francis Sherman","UL",3000,0.89,0,"Healthy",NA,NA,44,56.9,0.39,"CLEM",21,52
"380","Isaac Martin","UL",3000,0.48,0,"Healthy",NA,NA,56,49.1,0.5,"CLEM",21,52
"381","Duane Martin","UL",3000,0.48,0,"Healthy",NA,NA,31,71,1.83,"CLEM",21,52
"382","Josh Johnson","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"383","Bradley West","UL",3000,0.48,0,"Healthy",NA,NA,10,56.4,0,"CLEM",21,52
"384","Chris Bell","UL",3000,2.11,0,"Healthy",NA,NA,53,61.5,1.88,"CLEM",21,52
"385","Austin Holland","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"386","Gage Reale","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"387","Elijah Downing","UL",3000,1.29,0,"Healthy",NA,NA,11,48.6,0.64,"CLEM",21,52
"388","Josh Lifson","UL",3000,0.48,0,"Healthy",NA,NA,27,57.3,0.35,"CLEM",21,52
"389","Will Blackston","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"390","Cole Turner","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"391","Zach Jackson","CLEM",3000,1.27,0,"Healthy",-7,52,76,52.3,0.84,"UL",NA,NA
"392","Jackson Crosby","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"393","Jatavian Churchill","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"394","Chance Morrow","UL",3000,NA,0,"Healthy",NA,NA,NA,NA,NA,"CLEM",21,52
"395","Luke Price","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"396","Will Taylor","CLEM",3000,0.58,0,"Healthy",-7,52,14,68.3,1.62,"UL",NA,NA
"397","Troy Stellato","CLEM",3000,NA,0,"out for season - Knee",-7,52,NA,NA,NA,"UL",NA,NA
"398","Josh Sapp","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"399","Hamp Greene","CLEM",3000,0.58,0,"Healthy",-7,52,1,60.6,1,"UL",NA,NA
"400","Hampton Earle","CLEM",3000,NA,0,"Healthy",-7,52,7,53.3,0,"UL",NA,NA
"401","Clay Swinney","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"402","Banks Pope","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"403","Griffin Batt","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"404","Drew Swinney","CLEM",3000,0.58,0,"Healthy",-7,52,12,65.6,2.82,"UL",NA,NA
"405","Tye Herbstreit","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"406","Michael Mankaka","CLEM",3000,NA,0,"Healthy",-7,52,NA,NA,NA,"UL",NA,NA
"407","Dacari Collins","CLEM",3000,NA,0,"Healthy",-7,52,42,49.6,0.22,"UL",NA,NA
"408","Christian Moss","VT",3000,1.08,0,"Healthy",10,50,49,64.6,1.58,"DUKE",56,85
"409","Jaden Watkins","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"410","Trevor Horton","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"411","Jake Taylor","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"412","Tucker Holloway","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"413","Cole Beck","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"414","Dallan Wright","VT",3000,NA,0,"out for season - Undisclosed",10,50,NA,NA,NA,"DUKE",56,85
"415","Tink Boyd","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"416","Luke Bussel","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"417","Darrell Harding Jr.","DUKE",3000,0.52,0,"Healthy",-10,50,17,66.4,1.31,"VT",64,92
"418","Mason Russell","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"419","Benji Gosnell","VT",3000,NA,0,"out for season - Knee",10,50,NA,NA,NA,"DUKE",56,85
"420","Sam Hughes","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"421","William Kakavitsas","VT",3000,NA,0,"Healthy",10,50,18,56.9,0.5,"DUKE",56,85
"422","Harrison Saint Germain","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"423","P.J. Prioleau","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"424","Xayvion Turner-Bradshaw","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"425","Ty Eller","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"426","Latrell Sutton","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"427","Cole Reemsnyder","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"428","Ayden Burkey","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"429","Areeb Rashid","VT",3000,NA,0,"Healthy",10,50,NA,NA,NA,"DUKE",56,85
"430","Matt Smith","DUKE",3000,0.57,0,"out for season - Knee",-10,50,NA,NA,NA,"VT",64,92
"431","Malik Bowen-Sims","DUKE",3000,0.57,0,"Healthy",-10,50,28,62.3,0.72,"VT",64,92
"432","Luca Diamont","DUKE",3000,0.57,0,"Healthy",-10,50,1,79.8,18,"VT",64,92
"433","Joe Hardison","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"434","Andrew Jones","DUKE",3000,NA,0,"out for season - Undisclosed",-10,50,NA,NA,NA,"VT",64,92
"435","William Robertson","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"436","Edwin Barnes III","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"437","Harrison Wellmann","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"438","Mehki Wall","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"439","Nick Lampert","DUKE",3000,0.57,0,"Healthy",-10,50,1,61.4,7,"VT",64,92
"440","Cade Anders","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"441","Eric Gallmann II","DUKE",3000,NA,0,"Healthy",-10,50,NA,NA,NA,"VT",64,92
"442","Naivyan Cargill","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"443","Hank Beatty","IL",3000,1.1,0,"Healthy",-6.5,44.5,30,62.3,0.67,"PUR",92,103
"444","Kody Case","IL",3000,0.64,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"445","Keion Battle","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"446","Mike Cerniglia Jr.","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"447","Owen Anderson","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"448","Garrett Miller","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"449","Preston Terrell","PUR",3000,0.58,0,"Healthy",6.5,44.5,5,62.5,2.4,"IL",3,3
"450","Collin Sullivan","PUR",3000,0.58,0,"Healthy",6.5,44.5,8,56.1,0.75,"IL",3,3
"451","Elijah Canion","PUR",3000,NA,0,"Out indefinitely - Knee",6.5,44.5,4,55.5,0,"IL",3,3
"452","Charlie Kenrich","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"453","Zion Steptoe","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"454","Ben Buechel","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"455","Curtis Deville Jr.","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"456","Max Klare","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"457","Hayden Parise","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"458","Drew Biber","PUR",3000,0.59,0,"Healthy",6.5,44.5,7,52.3,1.5,"IL",3,3
"459","Trey Firestone","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"460","Lucas Althaus","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"461","Henry Boyer","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"462","Shawn Miller","IL",3000,0.59,0,"out for season - Undisclosed",-6.5,44.5,NA,NA,NA,"PUR",92,103
"463","Broc Thompson","PUR",3000,NA,0,"Out indefinitely - Knee",6.5,44.5,42,56.8,0.7,"IL",3,3
"464","Ben Van Noord","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"465","Alex Maxwell","PUR",3000,0.58,0,"Healthy",6.5,44.5,2,73.8,4,"IL",3,3
"466","Camdyn Childers","PUR",3000,NA,0,"Healthy",6.5,44.5,NA,NA,NA,"IL",3,3
"467","Ashton Hollins","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"468","Khmari Thompson","IL",3000,NA,0,"Ques Sat - Undisclosed",-6.5,44.5,NA,NA,NA,"PUR",92,103
"469","Ben Clawson","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"470","Griffin Moore","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"471","Weston Adams","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"472","Eian Pugh","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"473","Daniel Edwards","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"474","Chase Miller","IL",3000,NA,0,"Healthy",-6.5,44.5,NA,NA,NA,"PUR",92,103
"475","Miles Scott","IL",3000,0.59,0,"Healthy",-6.5,44.5,23,58.6,0.86,"PUR",92,103
"476","Chris Hickman","NEB",3000,0.45,0,"Healthy",30.5,49.5,10,73.9,0,"MICH",4,6
"477","Carter Selzer","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"478","Amorion Walker","MICH",3000,1.56,0,"Healthy",-30.5,49.5,14,48.7,0.29,"NEB",94,77
"479","Darrius Clemons","MICH",3000,0.56,0,"Healthy",-30.5,49.5,23,51.2,0.3,"NEB",94,77
"480","Eamonn Dennis","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"481","Zach Peterson","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"482","Will Rolapp","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"483","Joe Taylor","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"484","Mathew Harrison","MICH",3000,NA,0,"Healthy",-30.5,49.5,NA,NA,NA,"NEB",94,77
"485","Matthew Hibner","MICH",3000,NA,0,"Healthy",-30.5,49.5,9,53.6,1.88,"NEB",94,77
"486","Colston Loveland","MICH",3000,2.55,0,"Healthy",-30.5,49.5,59,48.2,0.76,"NEB",94,77
"487","Wyatt Liewer","NEB",3000,0.45,0,"Healthy",30.5,49.5,23,51.7,0.78,"MICH",4,6
"488","Ty Hahn","NEB",3000,NA,0,"Healthy",30.5,49.5,NA,NA,NA,"MICH",4,6
"489","AJ Rollins","NEB",3000,NA,0,"Healthy",30.5,49.5,9,65.7,0,"MICH",4,6
"490","Tyler Morris","MICH",3000,0.56,0,"Healthy",-30.5,49.5,12,65.2,1.5,"NEB",94,77
"491","Chancellor Brewington","NEB",3000,1.6,0,"Healthy",30.5,49.5,115,56.4,0.86,"MICH",4,6
