player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Malcolm Jenkins,4937,S,NO,7,281,0,20,0,8.3,33.3,89.2,30.3,10.1,0,2,22.2,62.3,1,31,16.7,1,2,13.4,3,99,35.2,111,1,5,9,0,50,27,0.5,16.7,0,1,5.1,82.4,91.3,10.6,8.7,0,1,5.9,66.7,0,26,0.0,0,1,113.0,14,158,56.2,173,8,16,17,1,109,45,0.7,7.8
Jason McCourty,5127,S,MIA,7,190,0,17,0,8.1,62.5,97.0,18.4,11.5,0,3,37.5,78.8,0,23,0.0,0,3,75.5,5,97,51.1,100,2,5,8,0,41,19,0.4,8.2,0,2,9.8,100.0,98.8,20.0,20.0,0,0,0.0,66.1,0,25,0.0,0,0,117.7,4,82,43.2,83,1,4,4,0,49,10,0.6,12.3
Ndamukong Suh,5527,DI,TB,8,6,0,30,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,61,0,0,0,0,0,0,,,0,0,3.0,100.0,2.0,3.0,3.0,1,0,0.0,57.6,0,5,0.0,0,0,87.5,1,3,50.0,148,3,1,1,0,5,2,1.7,5.0
Joe Haden,5532,CB,PIT,6,241,0,25,2,12.4,87.5,100.0,7.0,6.1,0,1,12.5,43.9,0,37,14.3,1,1,118.8,7,53,22.0,53,0,4,8,0,111,36,2.3,15.9,0,1,9.9,60.0,100.0,16.8,10.1,0,2,13.3,65.2,0,14,22.2,2,2,98.2,9,158,65.6,158,2,6,15,1,86,30,0.6,9.6
Jason Pierre-Paul,5540,ED,TB,6,31,0,30,0,,,2.0,,,0,0,,55.7,0,,100.0,1,0,0.0,0,1,3.2,51,0,0,0,0,0,0,0.0,,0,1,5.4,100.0,14.5,4.4,4.4,0,0,0.0,72.4,0,24,20.0,3,0,147.1,5,23,74.2,159,5,11,5,1,49,22,2.2,9.8
Kareem Jackson,5545,S,DEN,8,301,0,10,0,20.0,50.0,98.5,62.5,31.3,0,0,0.0,67.0,1,14,21.4,3,0,27.1,2,131,43.5,133,0,11,4,0,22,5,0.2,11.0,0,0,3.0,83.3,100.0,16.2,13.5,0,0,0.0,56.8,0,17,7.1,1,0,96.5,5,85,28.2,85,3,13,6,0,43,30,0.5,8.6
Devin McCourty,5552,S,NE,8,287,0,19,0,7.2,60.0,98.6,44.7,26.8,1,1,20.0,55.6,0,13,12.5,1,1,75.4,3,142,49.5,144,0,7,5,0,28,7,0.2,9.3,0,4,19.7,44.4,97.7,30.3,13.4,0,3,33.3,62.5,0,33,6.7,1,3,76.6,4,129,44.9,132,0,10,9,0,81,15,0.7,20.3
Jerry Hughes,5556,ED,BUF,7,9,0,4,0,,,5.8,,,0,0,,63.0,0,,0.0,0,0,0.0,0,3,33.3,52,1,1,0,0,0,0,0.0,,0,0,15.0,100.0,5.2,4.0,4.0,0,0,0.0,44.3,0,18,,0,0,118.8,1,5,55.6,97,1,0,1,0,18,3,4.5,18.0
Carlos Dunlap,5579,ED,SEA,8,19,0,29,1,,,2.0,,,0,0,,60.6,0,,0.0,0,0,0.0,0,1,5.3,49,1,1,0,0,0,0,,,0,0,4.0,100.0,12.5,14.0,14.0,0,0,0.0,56.4,0,4,,0,0,83.3,1,15,78.9,120,0,0,1,0,4,0,0.3,4.0
Corey Peters,5607,DI,ARZ,5,3,0,1,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,11,0,0,0,0,0,0,,,0,0,,,10.7,,,0,0,,57.2,0,,,0,0,0.0,0,3,100.0,28,0,0,0,0,0,0,0.0,
