"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"12","Harold Varner III",23114154,9000,64.78,69.6,8.6,94.5,29.5,0.6694,0.017,0.3972,0.2919,0.1618,0.0863,0.0532,0.0181,43,0.075,67,2.01,-0.33,-0.05,9,2022-06-26,"Travelers Championship"
"13","Davis Riley",23114155,8900,66.04,60.12,16.3,86.85,27.5,0.6119,0.0133,0.3183,0.2215,0.1132,0.055,0.0331,0.0099,64,0.1941,55,1.11,-1.1,-0.16,16,2022-06-26,"Travelers Championship"
"14","Aaron Wise",23114156,8800,70.14,62.74,15,89.5,28,0.6882,0.014,0.4249,0.3159,0.1814,0.1003,0.0627,0.0216,100,0.1627,21.5,2.45,0.36,0.05,15,2022-06-26,"Travelers Championship"
"15","Mito Pereira",23114157,8700,68.91,78.68,17.4,100,32.5,0.6907,0.0185,0.4304,0.3205,0.1839,0.0993,0.0612,0.0222,100,0.1691,38,2.55,0.58,0.09,17,2022-06-26,"Travelers Championship"
"16","Brian Harman",23114158,8600,58.74,60.41,15.7,86.5,28,0.7051,0.0164,0.4444,0.3333,0.1902,0.1022,0.0624,0.0208,8,0.1579,96,2.42,0.55,0.08,16,2022-06-26,"Travelers Championship"
"17","Webb Simpson",23114159,8500,63.04,68.04,10.9,93,29.5,0.6366,0.0129,0.3492,0.2478,0.1311,0.0675,0.0402,0.0132,13,0.0969,85,1.55,-0.22,-0.03,11,2022-06-26,"Travelers Championship"
"18","Marc Leishman",23114160,8400,70.85,57.55,10.2,85,27,0.6065,0.0082,0.3065,0.2099,0.106,0.0512,0.0294,0.0083,100,0.1276,25.5,0.99,-0.69,-0.1,10,2022-06-26,"Travelers Championship"
"19","Denny McCarthy",23114161,8300,65.39,48.99,6.2,78.5,25,0.6085,0.0079,0.3153,0.2152,0.1088,0.0541,0.0311,0.0096,100,0.1439,26,1.16,-0.44,-0.07,6,2022-06-26,"Travelers Championship"
"20","Keith Mitchell",23114162,8200,69.22,62.88,8,89,28.5,0.6436,0.0098,0.3559,0.2544,0.1356,0.0698,0.0412,0.0124,6,0.1101,96.5,1.51,-0.01,0,8,2022-06-26,"Travelers Championship"
"21","Jason Day",23114163,8100,60.88,59.15,6.9,86,27,0.5982,0.0119,0.3078,0.212,0.1072,0.0539,0.0316,0.0104,100,0.0741,20.5,1.28,-0.17,-0.03,7,2022-06-26,"Travelers Championship"
"22","Brendon Todd",23114165,7900,59.08,52.44,13.7,81.5,25.5,0.6034,0.0103,0.3012,0.2034,0.0986,0.0466,0.0263,0.0081,100,0.124,32.5,1.03,-0.28,-0.04,14,2022-06-26,"Travelers Championship"
"23","Christiaan Bezuidenhout",23114166,7800,62.75,62.54,8.5,88.35,28,0.5858,0.0104,0.2819,0.1863,0.0906,0.0436,0.0241,0.007,100,0.0646,22.5,0.9,-0.34,-0.05,8,2022-06-26,"Travelers Championship"
"24","Brendan Steele",23114167,7700,55.65,62.39,16,88,28,0.6722,0.0121,0.4014,0.2934,0.1674,0.0899,0.0574,0.02,25,0.168,78.5,2.6,1.42,0.21,16,2022-06-26,"Travelers Championship"
"25","Maverick McNealy",23114168,7700,73.94,60.53,12.6,87,27.5,0.5783,0.0078,0.28,0.1884,0.0922,0.0445,0.0256,0.0072,100,0.1045,28,0.94,-0.24,-0.04,13,2022-06-26,"Travelers Championship"
"26","Joel Dahmen",23114169,7700,61.95,50.88,9.1,80.5,25.5,0.6198,0.0089,0.3312,0.2326,0.1211,0.06,0.0344,0.0105,69,0.1363,53.5,1.36,0.18,0.03,9,2022-06-26,"Travelers Championship"
"27","Si Woo Kim",23114170,7600,64.39,64.95,9.2,90.85,28.5,0.654,0.0142,0.3749,0.2712,0.147,0.0763,0.0449,0.0146,100,0.0978,33.5,1.92,0.81,0.12,9,2022-06-26,"Travelers Championship"
"28","Harris English",23114172,7600,53.81,47.07,5.2,77,24.5,0.466,0.0052,0.1669,0.1008,0.0427,0.0182,0.0101,0.0028,19,0.0331,78.5,0.37,-0.74,-0.11,5,2022-06-26,"Travelers Championship"
"29","Kevin Kisner",23114173,7500,53.16,51.95,4.6,81,26,0.5186,0.008,0.2132,0.1357,0.0604,0.0276,0.0153,0.0039,6,0.0452,91,0.52,-0.52,-0.08,5,2022-06-26,"Travelers Championship"
"30","Jhonattan Vegas",23114176,7500,66.03,65.55,7.9,90.5,28.5,0.5765,0.0066,0.2765,0.1823,0.0859,0.0394,0.0224,0.0066,100,0.0649,22,0.88,-0.16,-0.02,8,2022-06-26,"Travelers Championship"
"31","Cameron Tringale",23114177,7400,65,56.74,8.8,85,26.5,0.6202,0.012,0.33,0.228,0.1159,0.0567,0.0331,0.0095,100,0.1069,30.5,1.28,0.32,0.05,9,2022-06-26,"Travelers Championship"
"32","Mackenzie Hughes",23114178,7400,57.05,46.22,9.4,76.5,24.5,0.5438,0.006,0.2392,0.1559,0.0714,0.0328,0.0185,0.0049,25,0.0794,76.5,0.66,-0.3,-0.04,9,2022-06-26,"Travelers Championship"
"33","Aaron Rai",23114179,7400,58.91,60.15,8.1,87,27,0.5744,0.0065,0.2739,0.1832,0.0884,0.0419,0.0239,0.0066,40,0.063,66.5,0.89,-0.07,-0.01,8,2022-06-26,"Travelers Championship"
"34","Tom Hoge",23114180,7400,63.83,61.28,8.7,87.5,28,0.6197,0.0126,0.3279,0.2288,0.1187,0.0599,0.0357,0.0109,100,0.0671,20.5,1.47,0.51,0.08,9,2022-06-26,"Travelers Championship"
"35","Sahith Theegala",23114181,7300,64.96,57.09,6.4,84.85,27,0.5074,0.0075,0.2027,0.1288,0.0566,0.0232,0.0131,0.0036,2,0.1031,120.5,0.49,-0.4,-0.06,6,2022-06-26,"Travelers Championship"
"36","C.T. Pan",23114182,7300,63.05,60.15,6.1,87,27.5,0.5797,0.0094,0.2791,0.1849,0.0896,0.0414,0.0231,0.0065,100,0.0478,26,0.89,0,0,6,2022-06-26,"Travelers Championship"
"37","Anirban Lahiri",23114183,7300,51.05,54.26,3.8,82,26,0.5632,0.0094,0.2616,0.1716,0.0817,0.0377,0.0215,0.0067,100,0.0212,25,0.92,0.03,0,4,2022-06-26,"Travelers Championship"
"38","Ryan Palmer",23114184,7300,52.75,59.17,1.3,86.85,27.5,0.4466,0.004,0.1556,0.095,0.0404,0.0175,0.0091,0.0025,100,0.0082,29.5,0.34,-0.55,-0.08,1,2022-06-26,"Travelers Championship"
"39","Luke List",23114185,7300,56.43,65.31,9.1,91,29,0.6081,0.0107,0.3115,0.2124,0.1067,0.0522,0.0308,0.0098,19,0.0386,91,1.34,0.45,0.07,9,2022-06-26,"Travelers Championship"
"40","Charles Howell III",23114186,7200,58.64,60.89,2.1,87,27.5,0.5734,0.0097,0.2744,0.1858,0.0912,0.0429,0.0248,0.0078,35,0.0241,73,1.08,0.27,0.04,2,2022-06-26,"Travelers Championship"
"41","Kevin Streelman",23114187,7200,51.33,60.4,6.4,87,27.5,0.5958,0.0076,0.2971,0.2012,0.1003,0.0479,0.0272,0.008,25,0.0442,77,1.11,0.3,0.04,6,2022-06-26,"Travelers Championship"
"42","Cameron Champ",23114188,7200,49.89,49.41,0.74,80,25,0.4944,0.0045,0.1901,0.12,0.0525,0.0229,0.0122,0.0032,100,0.0144,18.5,0.44,-0.37,-0.06,1,2022-06-26,"Travelers Championship"
"43","Chez Reavie",23114189,7200,49.8,51.33,1.4,80.5,25.5,0.5236,0.0078,0.2181,0.139,0.0626,0.0275,0.0151,0.0042,8,0.0364,90,0.58,-0.23,-0.03,1,2022-06-26,"Travelers Championship"
"44","Matthew NeSmith",23114190,7200,57.14,52.89,6,80.5,26.5,0.5871,0.01,0.2856,0.1948,0.0951,0.0462,0.0265,0.0081,19,0.0633,78.5,1.12,0.31,0.05,6,2022-06-26,"Travelers Championship"
"45","Troy Merritt",23114191,7100,62.82,54.29,1.2,83.5,26,0.5664,0.0069,0.2594,0.1738,0.0844,0.0401,0.0221,0.0063,100,0.0467,29.5,0.89,0.17,0.03,1,2022-06-26,"Travelers Championship"
"46","Doug Ghim",23114192,7100,53.35,59.79,0.95,87,27,0.5939,0.011,0.2941,0.2002,0.1,0.0476,0.0275,0.0082,100,0.0386,24.5,1.15,0.43,0.06,1,2022-06-26,"Travelers Championship"
"47","Lanto Griffin",23114193,7100,62.81,59.22,2.7,87,27.5,0.5558,0.009,0.2482,0.1625,0.0757,0.035,0.0195,0.0057,100,0.062,32.5,0.8,0.08,0.01,3,2022-06-26,"Travelers Championship"
"48","Sepp Straka",23114194,7100,56.12,52.21,2.2,81,26,0.5498,0.0063,0.2472,0.1608,0.0764,0.035,0.0193,0.0054,100,0.0419,25.5,0.76,0.04,0.01,2,2022-06-26,"Travelers Championship"
"49","Emiliano Grillo",23114195,7100,52.95,58.28,3.8,86.5,27,0.5365,0.009,0.2343,0.1507,0.0708,0.0328,0.0177,0.0052,100,0.0377,25,0.73,0.01,0,4,2022-06-26,"Travelers Championship"
"50","Nick Hardy",23114196,7100,55.03,48.97,2.6,78.5,25.5,0.5024,0.0047,0.1976,0.1245,0.0551,0.0234,0.0128,0.0036,8,0.0455,87.5,0.51,-0.21,-0.03,3,2022-06-26,"Travelers Championship"
"51","Adam Long",23114197,7000,56.61,51.97,6.1,81,25.5,0.5928,0.0082,0.2987,0.2035,0.1047,0.0517,0.0307,0.0096,25,0.0569,82.5,1.37,0.74,0.11,6,2022-06-26,"Travelers Championship"
"52","Rickie Fowler",23114198,7000,52.91,52.8,2.9,81,26.5,0.4847,0.0044,0.1856,0.1182,0.0535,0.0231,0.0125,0.0032,100,0.0409,24,0.46,-0.17,-0.03,3,2022-06-26,"Travelers Championship"
"53","Stewart Cink",23114199,7000,50.28,51.31,0.76,81,25.5,0.4647,0.0056,0.1667,0.1024,0.0445,0.0188,0.0102,0.0027,53,0.0193,63,0.39,-0.24,-0.04,1,2022-06-26,"Travelers Championship"
"54","Dylan Frittelli",23114200,7000,54.79,49.62,0.82,78,25.5,0.456,0.0039,0.158,0.0954,0.0401,0.0162,0.0082,0.0019,100,0.0087,25,0.27,-0.36,-0.05,1,2022-06-26,"Travelers Championship"
"55","Alex Smalley",23114201,7000,56.7,57.22,1.9,85.5,26.5,0.5416,0.006,0.2428,0.1605,0.0759,0.0353,0.0199,0.0053,100,0.0294,22,0.76,0.13,0.02,2,2022-06-26,"Travelers Championship"
"56","J.J. Spaun",23114202,7000,58.76,54.7,1.3,83,26,0.5604,0.006,0.2562,0.1686,0.0808,0.0371,0.0213,0.0059,100,0.0108,22.5,0.84,0.21,0.03,1,2022-06-26,"Travelers Championship"
"57","Russell Knox",23114203,6900,55.64,57.28,4.2,85.5,26.5,0.5719,0.0071,0.2731,0.183,0.0862,0.0403,0.023,0.0073,100,0.0354,18.5,1.06,0.51,0.08,4,2022-06-26,"Travelers Championship"
"58","Scott Stallings",23114205,6900,53.63,54.99,0.65,84,26.5,0.4899,0.0044,0.193,0.1183,0.0512,0.0217,0.012,0.0029,8,0.018,94.5,0.42,-0.13,-0.02,1,2022-06-26,"Travelers Championship"
"59","Danny Willett",23114206,6900,50.75,50.82,0.48,80,26,0.4294,0.0039,0.1346,0.0778,0.0325,0.0135,0.0068,0.0019,100,0.0042,31,0.28,-0.27,-0.04,0,2022-06-26,"Travelers Championship"
"60","Scott Piercy",23114207,6900,50.38,50.65,0.4,79.5,25.5,0.4435,0.0051,0.1473,0.0851,0.0328,0.0129,0.0062,0.0016,100,0.0032,34.5,0.23,-0.32,-0.05,0,2022-06-26,"Travelers Championship"
"61","Martin Laird",23114208,6900,51.9,55.23,0.89,84.5,26.5,0.5268,0.007,0.2191,0.1384,0.064,0.0282,0.0158,0.0039,13,0.0051,82,0.57,0.02,0,1,2022-06-26,"Travelers Championship"
"62","Beau Hossler",23127955,6900,54.39,41.37,0,71,23.5,0.4745,0.0068,0.1782,0.1121,0.05,0.0227,0.0124,0.0033,100,0.081,28,0.48,-0.07,-0.01,0,2022-06-26,"Travelers Championship"
"63","John Huh",23114209,6800,56,53.67,1.5,82,26,0.494,0.0056,0.1898,0.1184,0.05,0.0198,0.011,0.0029,13,0.0192,85.5,0.43,-0.04,-0.01,1,2022-06-26,"Travelers Championship"
"64","Lucas Glover",23114210,6800,60.55,60.62,4.3,87,27.5,0.5539,0.0088,0.2504,0.1665,0.0788,0.0361,0.0206,0.006,70,0.0479,56.5,0.88,0.41,0.06,4,2022-06-26,"Travelers Championship"
"65","Matthew Wolff",23114211,6800,53,33.61,1.4,59,20.5,0.3038,0.0015,0.0622,0.0326,0.0111,0.004,0.0021,4e-04,40,0.0121,73,0.06,-0.41,-0.06,1,2022-06-26,"Travelers Championship"
"66","Stephan Jaeger",23114212,6800,47.98,44.06,0.29,74,24,0.4241,0.0043,0.1335,0.0774,0.0316,0.0124,0.0064,0.0016,100,0.0039,29.5,0.24,-0.23,-0.03,0,2022-06-26,"Travelers Championship"
"67","Adam Svensson",23114213,6800,54.65,56.23,6.5,84.5,27,0.5007,0.0046,0.197,0.1247,0.0542,0.0235,0.0135,0.0036,25,0.0375,75,0.53,0.06,0.01,7,2022-06-26,"Travelers Championship"
"68","Austin Smotherman",23114214,6800,58.26,56.18,5.1,84,26.5,0.4715,0.0074,0.1724,0.1071,0.0474,0.0207,0.0112,0.0029,100,0.0296,23,0.43,-0.04,-0.01,5,2022-06-26,"Travelers Championship"
"69","Zach Johnson",23114215,6800,40.19,46.39,0.26,76.5,24.5,0.4462,0.0034,0.152,0.0909,0.0369,0.0148,0.0074,0.0018,100,0.009,17,0.26,-0.21,-0.03,0,2022-06-26,"Travelers Championship"
"70","Patton Kizzire",23114216,6700,54.67,48.14,1.6,73.35,23.4,0.4554,0.0034,0.1562,0.0937,0.0365,0.0155,0.0077,0.002,64,0.01,67,0.3,-0.1,-0.01,2,2022-06-26,"Travelers Championship"
"71","Wyndham Clark",23114217,6700,53.91,44.32,2.3,74.5,24,0.4338,0.0036,0.1359,0.0787,0.0324,0.0143,0.0074,0.0018,35,0.0309,70.5,0.27,-0.13,-0.02,2,2022-06-26,"Travelers Championship"
"72","Matt Wallace",23114218,6700,47.33,45.2,1.3,74,24,0.3442,0.0019,0.0816,0.0439,0.0156,0.0052,0.0023,4e-04,46,0.0142,67,0.06,-0.34,-0.05,1,2022-06-26,"Travelers Championship"
"73","Joseph Bramlett",23114219,6700,49.11,47.23,0.38,78,24.5,0.4515,0.0043,0.1544,0.092,0.038,0.015,0.0079,0.0023,56,0.0049,53.5,0.34,-0.06,-0.01,0,2022-06-26,"Travelers Championship"
"74","Chad Ramey",23114220,6700,54.5,46.52,0.67,76,25,0.4778,0.0062,0.1733,0.1052,0.0457,0.0196,0.0101,0.0026,100,0.0089,22,0.39,-0.01,0,1,2022-06-26,"Travelers Championship"
"75","David Lipsky",23114221,6700,54.09,59,4.7,87,27.5,0.5294,0.0055,0.2225,0.1431,0.0644,0.0292,0.017,0.0047,100,0.0233,29,0.7,0.3,0.04,5,2022-06-26,"Travelers Championship"
"76","Kramer Hickok",23114222,6700,45.9,51.18,1.2,80,25.5,0.4773,0.004,0.1787,0.1095,0.046,0.0195,0.0103,0.003,100,0.0153,32.5,0.45,0.05,0.01,1,2022-06-26,"Travelers Championship"
"77","Carlos Ortiz",23114223,6600,56.92,49.01,1.3,79.5,25,0.4365,0.0034,0.1448,0.0863,0.0348,0.0145,0.0073,0.0019,100,0.01,10.5,0.29,-0.04,-0.01,1,2022-06-26,"Travelers Championship"
"78","J.T. Poston",23114224,6600,44.98,48.99,1.4,79,25.5,0.4842,0.0044,0.1833,0.1146,0.0496,0.0212,0.0114,0.0033,2,0.008,116,0.5,0.17,0.03,1,2022-06-26,"Travelers Championship"
"79","James Hahn",23114226,6600,44.5,52.82,0.52,82,25.5,0.4744,0.0055,0.1751,0.1058,0.0451,0.0192,0.0102,0.0026,100,0.0041,19.5,0.39,0.06,0.01,1,2022-06-26,"Travelers Championship"
"80","Callum Tarren",23114227,6600,52.71,44.2,0.5,73.5,24,0.3698,0.0023,0.0975,0.0538,0.0196,0.0073,0.0038,6e-04,100,0.0127,28.5,0.09,-0.24,-0.04,0,2022-06-26,"Travelers Championship"
"81","Brice Garnett",23114228,6600,48.33,52.19,0.25,81,25.5,0.4594,0.0051,0.16,0.0953,0.0384,0.0152,0.0081,0.0023,100,0.0066,31,0.35,0.02,0,0,2022-06-26,"Travelers Championship"
"82","Andrew Putnam",23114229,6600,51.3,43.86,2,73.5,24,0.5043,0.0044,0.195,0.1201,0.0521,0.022,0.0121,0.0032,46,0.0187,67,0.48,0.15,0.02,2,2022-06-26,"Travelers Championship"
"83","Adam Schenk",23114230,6600,47.86,45.7,3.7,75.5,24.5,0.4886,0.0055,0.1887,0.116,0.0512,0.022,0.0109,0.0032,100,0.0371,22.5,0.48,0.15,0.02,4,2022-06-26,"Travelers Championship"
"84","Matthias Schwab",23114231,6500,56.44,52.11,0.61,75.68,23.65,0.4432,0.0036,0.1484,0.0885,0.0354,0.0134,0.007,0.002,53,0.0168,54,0.31,0.04,0.01,1,2022-06-26,"Travelers Championship"
"85","Rory Sabbatini",23114232,6500,57.77,52.23,0.84,81,26,0.4722,0.0062,0.1726,0.106,0.0445,0.0189,0.0101,0.0032,100,0.0115,28.5,0.49,0.22,0.03,1,2022-06-26,"Travelers Championship"
"86","Garrick Higgo",23114233,6500,45.78,48.5,0.86,77.5,24.5,0.3545,0.0022,0.0884,0.0485,0.0174,0.0066,0.0033,8e-04,100,0.0076,30.5,0.12,-0.15,-0.02,1,2022-06-26,"Travelers Championship"
"87","Nate Lashley",23114234,6500,56.69,51.04,1.3,80,25.5,0.4896,0.0054,0.1842,0.1132,0.0505,0.022,0.0118,0.0032,25,0.008,75.5,0.49,0.22,0.03,1,2022-06-26,"Travelers Championship"
"88","Charley Hoffman",23114235,6500,46.64,55.71,2.9,84.5,26.5,0.4164,0.0042,0.1281,0.0742,0.0286,0.012,0.0063,0.0016,100,0.0195,27,0.25,-0.02,0,3,2022-06-26,"Travelers Championship"
"89","Hayden Buckley",23114236,6500,49.52,44.62,3.1,74.5,24,0.4473,0.004,0.1506,0.0901,0.037,0.0148,0.0079,0.0022,43,0.0163,71.5,0.34,0.07,0.01,3,2022-06-26,"Travelers Championship"
"90","Doc Redman",23114237,6500,48.7,47.04,0.38,76.5,24.5,0.4173,0.0034,0.133,0.0771,0.0306,0.0118,0.0055,0.0014,100,0.0044,29.5,0.22,-0.05,-0.01,0,2022-06-26,"Travelers Championship"
"91","Hank Lebioda",23114238,6500,45.36,50.17,3.3,80,25,0.4394,0.0027,0.1437,0.0844,0.0339,0.014,0.0071,0.0021,56,0.0321,58,0.32,0.05,0.01,3,2022-06-26,"Travelers Championship"
"92","Brian Stuard",23114240,6400,45.4,46.56,0.74,76,24.5,0.4666,0.0049,0.1622,0.097,0.0395,0.0152,0.0071,0.0015,100,0.0048,27,0.23,0.01,0,1,2022-06-26,"Travelers Championship"
"93","Peter Malnati",23114241,6400,55.16,45.01,1.4,74.35,24,0.4111,0.0032,0.1258,0.0748,0.0288,0.0109,0.0054,0.0014,64,0.0074,59,0.22,0,0,1,2022-06-26,"Travelers Championship"
"94","Lee Hodges",23114242,6400,52.19,52.72,1.2,81.5,26,0.4323,0.0032,0.1403,0.0819,0.0322,0.0133,0.007,0.0017,25,0.0063,80,0.27,0.05,0.01,1,2022-06-26,"Travelers Championship"
"95","Greyson Sigg",23114244,6400,53.74,49.25,0.34,77.5,25,0.4454,0.0064,0.151,0.0906,0.0368,0.0153,0.0073,0.0016,100,0.0018,34,0.25,0.03,0,0,2022-06-26,"Travelers Championship"
"96","Luke Donald",23114245,6400,47.78,46.4,0.8,76,25,0.3292,0.0018,0.0736,0.0391,0.0132,0.0047,0.002,6e-04,56,0.0014,59.5,0.09,-0.13,-0.02,1,2022-06-26,"Travelers Championship"
"97","Tyler Duncan",23114246,6400,54.13,50.51,5.1,79.5,25.5,0.5294,0.0056,0.2234,0.1446,0.0671,0.0312,0.017,0.0045,46,0.0349,64,0.7,0.48,0.07,5,2022-06-26,"Travelers Championship"
"98","Max McGreevy",23114247,6400,45.24,33.3,0.2,57.85,20.5,0.2908,0.0014,0.0544,0.0275,0.0093,0.0032,0.0016,4e-04,100,6e-04,14.5,0.06,-0.16,-0.02,0,2022-06-26,"Travelers Championship"
"99","Bo Hoag",23123235,6400,40.21,46,0.13,75.5,24,0.2693,0.0014,0.046,0.0224,0.0067,0.0019,8e-04,1e-04,100,3e-04,18,0.02,-0.2,-0.03,0,2022-06-26,"Travelers Championship"
"100","Kevin Tway",23114248,6300,41.95,38.34,0.24,67.35,22.5,0.3496,0.0017,0.0818,0.0425,0.0138,0.0052,0.0023,4e-04,67,0.0023,56,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"101","Brandon Wu",23114249,6300,51.03,45.48,0.62,75.5,24,0.4164,0.0042,0.1247,0.074,0.0294,0.0121,0.0065,0.0015,100,0.0048,18.5,0.24,0.07,0.01,1,2022-06-26,"Travelers Championship"
"102","Taylor Moore",23114250,6300,48,48,1.2,77.5,24.5,0.4696,0.0039,0.1666,0.1015,0.0418,0.017,0.0087,0.0021,56,0.0035,55,0.33,0.16,0.02,1,2022-06-26,"Travelers Championship"
"103","Robert Streb",23114251,6300,46.79,44.65,0.63,74.5,24,0.426,0.003,0.1374,0.0812,0.0332,0.0134,0.0073,0.0016,35,0.0064,78,0.25,0.08,0.01,1,2022-06-26,"Travelers Championship"
"104","Austin Cook",23114252,6300,43.74,34.59,0.35,61.85,21,0.3272,0.0018,0.0756,0.0402,0.0128,0.005,0.0022,4e-04,63,0.0023,67.5,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"105","Harry Higgs",23114253,6300,44.3,39.32,0.3,69,22.5,0.3034,0.0013,0.0615,0.0304,0.0105,0.0034,0.0017,3e-04,70,0.0034,59.5,0.05,-0.12,-0.02,0,2022-06-26,"Travelers Championship"
"106","Henrik Norlander",23114254,6300,46.75,50.4,0.41,80.35,25.5,0.4102,0.0037,0.1224,0.0685,0.0265,0.0103,0.0054,0.0011,100,0.0023,24.5,0.17,0,0,0,2022-06-26,"Travelers Championship"
"107","Andrew Novak",23114255,6300,51.5,49,0.54,79,25,0.3707,0.0034,0.0942,0.0517,0.0185,0.007,0.0036,0.001,46,0.0014,65,0.16,-0.01,0,1,2022-06-26,"Travelers Championship"
"108","Roger Sloan",23114256,6300,40.98,49.03,0.27,78.5,25,0.3635,0.0031,0.0936,0.0506,0.0181,0.0069,0.0034,8e-04,100,0.001,38.5,0.13,-0.04,-0.01,0,2022-06-26,"Travelers Championship"
"109","Dylan Wu",23114257,6300,46.26,40.96,0.26,70.5,23,0.3139,0.0024,0.0665,0.034,0.0113,0.0039,0.0019,4e-04,100,3e-04,19.5,0.06,-0.11,-0.02,0,2022-06-26,"Travelers Championship"
"110","Brandt Snedeker",23114258,6200,45.55,45.33,0.88,74.5,24,0.4032,0.0036,0.1152,0.0658,0.0245,0.0095,0.0051,0.001,100,0.0108,23,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"111","Justin Lower",23114259,6200,57.25,38.7,0.47,67.5,22.5,0.3887,0.0028,0.1077,0.0606,0.0222,0.0086,0.0042,0.001,100,0.0106,22.5,0.16,0.04,0.01,0,2022-06-26,"Travelers Championship"
"112","Sam Ryder",23114260,6200,49.98,49.45,0.92,78.5,25,0.4561,0.0047,0.1522,0.0913,0.0379,0.0148,0.0075,0.0017,35,0.0085,69.5,0.27,0.15,0.02,1,2022-06-26,"Travelers Championship"
"113","Trey Mullinax",23114261,6200,50.35,48.97,0.53,79.5,25,0.3471,0.0032,0.0832,0.0446,0.0164,0.0061,0.0032,0.001,100,0.0016,29,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"114","Kiradech Aphibarnrat",23114262,6200,48.88,38.78,0.18,67.5,22.5,0.3155,0.0017,0.0688,0.0366,0.0125,0.0044,0.0019,4e-04,100,0.0019,26,0.06,-0.06,-0.01,0,2022-06-26,"Travelers Championship"
"115","Kelly Kraft",23114263,6200,41.79,37.09,0.57,65.5,22,0.3636,0.0031,0.0934,0.0506,0.0188,0.0075,0.0041,0.001,56,0.0027,53,0.16,0.04,0.01,1,2022-06-26,"Travelers Championship"
"116","Chesson Hadley",23114264,6200,42.35,34.82,0.22,61.5,21,0.2175,0.0012,0.0297,0.0142,0.0043,0.0012,4e-04,0,5,7e-04,104.5,0,-0.12,-0.02,0,2022-06-26,"Travelers Championship"
"117","Michael Gligic",23114265,6200,48.25,37.85,0.21,66,22,0.3162,0.0017,0.068,0.035,0.013,0.0044,0.002,3e-04,40,7e-04,71,0.05,-0.07,-0.01,0,2022-06-26,"Travelers Championship"
