date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Jun 26, 2022","Travelers Championship","Scheffler, Scottie",0.830075,0.033775,0.673725,0.574375,0.4092,0.274975,0.1969,0.088775,T13
"Jun 26, 2022","Travelers Championship","McIlroy, Rory",0.823725,0.043375,0.65695,0.556,0.3949,0.2635,0.189575,0.08655,T19
"Jun 26, 2022","Travelers Championship","Cantlay, Patrick",0.799675,0.02655,0.61725,0.511625,0.35455,0.22865,0.161,0.0678,T13
"Jun 26, 2022","Travelers Championship","Schauffele, Xander",0.75015,0.022975,0.520875,0.40615,0.253325,0.14485,0.09485,0.0354,1
"Jun 26, 2022","Travelers Championship","Bradley, Keegan",0.74035,0.01815,0.50465,0.39675,0.242675,0.139425,0.090225,0.03465,T19
"Jun 26, 2022","Travelers Championship","Burns, Sam",0.7253,0.01995,0.484625,0.3752,0.23115,0.133775,0.087025,0.03305,CUT
"Jun 26, 2022","Travelers Championship","Niemann, Joaquin",0.724525,0.01495,0.47625,0.36225,0.213475,0.1205,0.075325,0.02565,CUT
"Jun 26, 2022","Travelers Championship","Pereira, Mito",0.690725,0.018525,0.4304,0.320525,0.18385,0.09935,0.06125,0.022175,CUT
"Jun 26, 2022","Travelers Championship","Power, Seamus",0.689825,0.01395,0.429775,0.3193,0.18175,0.100025,0.06355,0.02175,T25
"Jun 26, 2022","Travelers Championship","Wise, Aaron",0.6882,0.01405,0.424925,0.315925,0.18135,0.10025,0.062675,0.021625,CUT
"Jun 26, 2022","Travelers Championship","Finau, Tony",0.697525,0.0166,0.431,0.318625,0.1835,0.0986,0.06085,0.021075,T13
"Jun 26, 2022","Travelers Championship","Harman, Brian",0.7051,0.01635,0.444375,0.333275,0.190225,0.1022,0.06235,0.020825,T8
"Jun 26, 2022","Travelers Championship","Steele, Brendan",0.67215,0.01215,0.401425,0.293425,0.16745,0.089925,0.05735,0.02005,T25
