team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
WPG,2023,WPG,WPG,Team Level,other,15,0.53,0.47,0.51,1362.0,25.51,6.68,1.68,4.62,0.95,12.68,9.4,6.49,6.68,6.49,28.0,8.0,9.0,45.0,9.0,3.0,1.0,2.0,1.0,12.0,9.0,19.0,27.0,0.0,0.0,16.0,2.0,4.0,4.0,16.0,10.0,10.0,0.71,1.12,4.85,1.0,1.0,7.0,45.0,36.0,36.0,4.0,0.48,1.05,1.05,6.11,6.11,6.01,25.25,5.9,1.89,4.67,0.96,13.16,8.41,5.28,5.9,5.28,27.0,8.0,15.0,50.0,8.0,4.0,2.0,0.0,0.0,13.0,10.0,19.0,27.0,0.0,0.0,21.0,7.0,4.0,6.0,20.0,3.0,12.0,0.8,0.35,4.75,2.0,0.0,6.0,50.0,35.0,35.0,6.0,0.53,1.58,1.58,4.85,4.85,4.79
WPG,2023,WPG,WPG,Team Level,all,15,0.5,0.54,0.53,54807.0,482.08,45.07,32.19,116.34,16.43,262.81,196.18,43.77,45.36,44.05,494.0,175.0,270.0,939.0,55.0,47.0,8.0,30.0,3.0,314.0,220.0,439.0,614.0,65.0,153.0,414.0,219.0,83.0,117.0,515.0,106.0,48.0,14.24,12.87,17.96,19.0,15.0,21.0,944.04,669.0,673.33,83.0,7.13,9.64,9.68,42.53,42.87,42.05,433.11,45.01,29.98,102.53,14.21,231.4,170.87,42.88,45.22,43.07,421.0,173.0,211.0,805.0,49.0,41.0,10.0,16.0,0.0,230.0,258.0,372.0,545.0,71.0,161.0,460.0,253.0,83.0,129.0,441.0,91.0,62.0,12.04,11.06,21.91,12.0,14.0,23.0,803.36,594.0,593.45,99.0,6.84,10.56,10.56,41.3,41.47,40.63
WPG,2023,WPG,WPG,Team Level,5on5,15,0.53,0.55,0.55,42894.0,371.31,29.56,23.51,94.28,12.67,202.74,153.23,28.6,29.85,28.88,379.0,137.0,213.0,729.0,35.0,38.0,7.0,20.0,2.0,249.0,172.0,344.0,481.0,63.0,149.0,307.0,190.0,62.0,100.0,410.0,77.0,29.0,11.34,9.48,8.75,18.0,9.0,8.0,734.04,516.0,520.33,72.0,4.87,8.08,8.12,26.31,26.65,26.08,308.16,26.1,19.88,78.32,10.14,164.29,124.27,25.19,26.3,25.38,309.0,114.0,162.0,585.0,24.0,29.0,5.0,14.0,0.0,163.0,193.0,285.0,399.0,66.0,151.0,347.0,226.0,63.0,103.0,325.0,69.0,29.0,9.17,8.52,8.41,8.0,10.0,6.0,583.36,423.0,422.45,78.0,4.15,6.71,6.71,23.54,23.72,23.38
WPG,2023,WPG,WPG,Team Level,4on5,15,0.13,0.14,0.16,5024.0,16.91,1.72,0.85,2.32,0.48,4.98,11.64,1.72,1.72,1.72,20.0,2.0,1.0,23.0,2.0,0.0,0.0,1.0,0.0,4.0,15.0,18.0,20.0,0.0,0.0,40.0,21.0,15.0,7.0,15.0,5.0,2.0,0.42,0.78,0.52,0.0,1.0,1.0,23.0,22.0,22.0,7.0,0.19,0.0,0.0,1.91,1.91,1.91,80.99,11.88,7.41,16.61,2.59,48.27,25.23,11.29,11.88,11.29,72.0,40.0,32.0,144.0,15.0,8.0,3.0,2.0,0.0,51.0,36.0,57.0,97.0,4.0,8.0,40.0,4.0,3.0,6.0,77.0,15.0,20.0,1.59,1.8,8.5,1.0,3.0,11.0,144.0,112.0,112.0,1.0,1.97,2.26,2.26,11.59,11.59,11.15
WPG,2023,WPG,WPG,Team Level,5on4,15,0.86,0.85,0.8,5527.0,68.35,7.11,6.14,15.12,2.32,42.4,21.9,6.96,7.11,6.96,67.0,28.0,47.0,142.0,9.0,6.0,0.0,7.0,0.0,49.0,24.0,58.0,86.0,2.0,4.0,51.0,6.0,2.0,6.0,74.0,14.0,7.0,1.77,1.5,3.85,0.0,4.0,5.0,142.0,95.0,95.0,0.0,1.59,0.51,0.51,8.19,8.19,8.03,18.7,1.13,0.8,2.92,0.51,5.68,12.96,1.12,1.13,1.12,13.0,11.0,2.0,26.0,2.0,0.0,0.0,0.0,0.0,3.0,19.0,11.0,22.0,1.0,2.0,52.0,16.0,13.0,14.0,19.0,4.0,1.0,0.48,0.39,0.25,1.0,1.0,0.0,26.0,24.0,24.0,14.0,0.19,0.0,0.0,1.32,1.32,1.31
NYI,2023,NYI,NYI,Team Level,other,15,0.32,0.44,0.45,2621.0,25.98,3.75,1.77,5.18,1.03,14.62,10.65,3.47,3.75,3.47,28.0,9.0,10.0,47.0,2.0,3.0,1.0,1.0,0.0,17.0,14.0,26.0,35.0,3.0,6.0,29.0,4.0,3.0,8.0,28.0,4.0,5.0,0.96,0.38,2.41,0.0,1.0,1.0,47.0,37.0,37.0,5.0,0.45,0.77,0.77,3.43,3.43,3.2,32.87,7.96,2.24,6.07,1.22,16.2,12.31,7.38,7.96,7.38,36.0,10.0,13.0,59.0,11.0,3.0,0.0,4.0,0.0,12.0,16.0,25.0,35.0,1.0,2.0,25.0,5.0,5.0,9.0,25.0,11.0,10.0,0.91,1.26,5.79,2.0,3.0,6.0,59.0,46.0,46.0,2.0,0.68,0.69,0.05,8.6,8.6,8.0
NYI,2023,NYI,NYI,Team Level,all,15,0.44,0.47,0.47,54454.0,495.46,43.75,32.65,123.57,17.05,263.98,194.0,41.31,43.85,41.44,470.0,205.0,234.0,909.0,36.0,57.0,6.0,24.0,2.0,308.0,248.0,434.0,639.0,59.0,126.0,456.0,302.0,104.0,142.0,515.0,111.0,49.0,14.04,14.11,15.6,17.0,9.0,10.0,914.58,675.0,680.28,63.0,7.18,12.25,12.25,38.69,38.78,37.62,549.35,54.96,36.83,135.39,18.62,286.45,213.75,52.52,54.8,52.38,530.0,216.0,300.0,1046.0,48.0,60.0,2.0,30.0,1.0,336.0,271.0,482.0,698.0,48.0,102.0,430.0,224.0,103.0,133.0,556.0,125.0,65.0,14.82,15.97,24.17,16.0,15.0,17.0,1038.4,746.0,739.97,57.0,8.25,10.37,10.77,52.45,52.35,50.94
NYI,2023,NYI,NYI,Team Level,5on5,15,0.49,0.47,0.48,44100.0,401.22,33.13,25.42,103.61,13.89,210.97,158.99,31.28,33.23,31.4,374.0,172.0,192.0,738.0,23.0,50.0,2.0,20.0,2.0,249.0,202.0,351.0,523.0,49.0,106.0,346.0,286.0,89.0,117.0,418.0,92.0,36.0,11.35,11.99,9.78,14.0,5.0,4.0,743.58,546.0,551.28,49.0,5.31,9.36,9.36,29.08,29.17,28.47,429.92,34.94,27.23,111.21,14.53,224.05,171.03,33.48,34.78,33.33,408.0,175.0,249.0,832.0,24.0,50.0,1.0,24.0,1.0,269.0,215.0,384.0,559.0,45.0,96.0,332.0,211.0,86.0,116.0,450.0,97.0,36.0,11.99,12.49,10.47,13.0,8.0,3.0,824.4,583.0,576.97,53.0,5.64,8.78,9.17,31.4,31.3,30.74
NYI,2023,NYI,NYI,Team Level,4on5,15,0.09,0.07,0.09,4316.0,8.12,1.18,0.43,1.06,0.23,2.23,4.86,1.15,1.18,1.15,8.0,2.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,37.0,7.0,10.0,8.0,5.0,3.0,2.0,0.09,0.41,0.68,0.0,2.0,1.0,10.0,10.0,10.0,7.0,0.1,0.0,0.0,1.28,1.28,1.25,76.1,11.47,6.93,16.17,2.5,42.8,23.15,11.08,11.47,11.08,74.0,29.0,37.0,140.0,13.0,7.0,1.0,2.0,0.0,48.0,33.0,61.0,90.0,1.0,2.0,37.0,1.0,5.0,5.0,68.0,17.0,18.0,1.54,2.22,7.71,1.0,4.0,8.0,140.0,103.0,103.0,0.0,1.83,0.9,1.55,11.76,11.76,11.52
NYI,2023,NYI,NYI,Team Level,5on4,15,0.91,0.88,0.85,3417.0,60.15,5.7,5.02,13.72,1.9,36.16,19.5,5.43,5.7,5.43,60.0,22.0,32.0,114.0,8.0,4.0,3.0,3.0,0.0,42.0,25.0,52.0,74.0,7.0,14.0,44.0,5.0,2.0,9.0,64.0,12.0,6.0,1.64,1.33,2.73,3.0,1.0,4.0,114.0,82.0,82.0,2.0,1.32,2.11,2.11,4.9,4.9,4.71,10.46,0.59,0.43,1.94,0.37,3.4,7.27,0.59,0.59,0.59,12.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,12.0,14.0,1.0,2.0,36.0,7.0,7.0,3.0,13.0,0.0,1.0,0.39,0.0,0.2,0.0,0.0,0.0,15.0,14.0,14.0,2.0,0.1,0.0,0.0,0.69,0.69,0.68
