"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"DeAndre Hopkins","ARZ","All Defenders","HST","86.50774919","64.44698918"
"DeAndre Hopkins","ARZ","Desmond King II","HST","79.07676615","51.50130576"
"DeAndre Hopkins","ARZ","Terrance Mitchell","HST","62.89358768","2.532851103"
"DeAndre Hopkins","ARZ","Tavierre Thomas","HST","85.32074198","10.41283231"
"A.J. Green","ARZ","All Defenders","HST","33.53809915","59.09985907"
"A.J. Green","ARZ","Desmond King II","HST","50.20264767","1.407139502"
"A.J. Green","ARZ","Terrance Mitchell","HST","42.06214585","50.65702206"
"A.J. Green","ARZ","Tavierre Thomas","HST","55.89045626","7.035697509"
"Christian Kirk","ARZ","All Defenders","HST","47.03534465","50.09416626"
"Christian Kirk","ARZ","Desmond King II","HST","49.71918134","3.095706904"
"Christian Kirk","ARZ","Terrance Mitchell","HST","41.71334557","1.969995302"
"Christian Kirk","ARZ","Tavierre Thomas","HST","55.3976775","45.02846406"
"Tajae Sharpe","ATL","All Defenders","MIA","40.11079526","30.6866558"
"Tajae Sharpe","ATL","Justin Coleman","MIA","65.19241734","15.3433279"
"Tajae Sharpe","ATL","Noah Igbinoghene","MIA","58.80418721","6.76911525"
"Tajae Sharpe","ATL","Nik Needham","MIA","45.63444978","8.574212649"
"Calvin Ridley","ATL","All Defenders","MIA","78.94382388","59.69195071"
"Calvin Ridley","ATL","Justin Coleman","MIA","85.67362744","26.64217009"
"Calvin Ridley","ATL","Noah Igbinoghene","MIA","73.45636892","20.57180222"
"Calvin Ridley","ATL","Nik Needham","MIA","66.5736463","12.4779784"
"Olamide Zaccheaus","ATL","All Defenders","MIA","34.59545174","42.44091238"
"Olamide Zaccheaus","ATL","Justin Coleman","MIA","58.22501322","8.274643294"
"Olamide Zaccheaus","ATL","Noah Igbinoghene","MIA","53.81973217","11.744655"
"Olamide Zaccheaus","ATL","Nik Needham","MIA","38.51124547","21.35391818"
"Rashod Bateman","BLT","All Defenders","CIN","25.12227196","43.79733094"
"Rashod Bateman","BLT","Chidobe Awuzie","CIN","22.39038488","25.88024101"
"Rashod Bateman","BLT","Eli Apple","CIN","54.80620325","11.94472662"
"Rashod Bateman","BLT","Mike Hilton","CIN","34.29286352","5.97236331"
"Marquise Brown","BLT","All Defenders","CIN","70.4791861","57.38344177"
"Marquise Brown","BLT","Chidobe Awuzie","CIN","50.59183924","9.116995421"
"Marquise Brown","BLT","Eli Apple","CIN","75.15234667","28.42357396"
"Marquise Brown","BLT","Mike Hilton","CIN","63.03752841","19.84287239"
"Devin Duvernay","BLT","All Defenders","CIN","18.91675267","42.36721401"
"Devin Duvernay","BLT","Chidobe Awuzie","CIN","14.47163746","17.69769699"
"Devin Duvernay","BLT","Eli Apple","CIN","49.09316558","8.848848497"
"Devin Duvernay","BLT","Mike Hilton","CIN","26.22158683","15.5525216"
"D.J. Moore","CAR","All Defenders","NYG","40.36078827","59.02490935"
"D.J. Moore","CAR","Adoree' Jackson","NYG","42.98487994","25.39717215"
"D.J. Moore","CAR","James Bradberry","NYG","44.35103929","25.16201315"
"D.J. Moore","CAR","Jabrill Peppers","NYG","74.84485495","7.525088044"
"Robby Anderson","CAR","All Defenders","NYG","17.98806407","57.14363734"
"Robby Anderson","CAR","Adoree' Jackson","NYG","17.40297487","19.04787911"
"Robby Anderson","CAR","James Bradberry","NYG","25.89478866","18.10724311"
"Robby Anderson","CAR","Jabrill Peppers","NYG","48.77019656","19.98851512"
"Alex Erickson","CAR","All Defenders","NYG","13.1866123935702","40.5849846533526"
"Alex Erickson","CAR","Adoree' Jackson","NYG","7.01746133404215","8.11699693067052"
"Alex Erickson","CAR","James Bradberry","NYG","12.8996230552326","8.11699693067052"
"Alex Erickson","CAR","Jabrill Peppers","NYG","33.1805875528739","24.3509907920116"
"Darnell Mooney","CHI","All Defenders","TB","40.26373435","59.34472898"
"Darnell Mooney","CHI","Jamel Dean","TB","27.39828775","15.29503324"
"Darnell Mooney","CHI","Dee Delaney","TB","72.45346824","23.24845053"
"Darnell Mooney","CHI","Ross Cockrell","TB","27.97269033","19.88354322"
"Damiere Byrd","CHI","All Defenders","TB","26.69378845","34.01355052"
"Damiere Byrd","CHI","Jamel Dean","TB","3.750053204","5.232853926"
"Damiere Byrd","CHI","Dee Delaney","TB","54.63993361","20.40813031"
"Damiere Byrd","CHI","Ross Cockrell","TB","2.492133332","6.802710104"
"Allen Robinson II","CHI","All Defenders","TB","62.88899492","57.20342433"
"Allen Robinson II","CHI","Jamel Dean","TB","53.72001904","19.27174189"
"Allen Robinson II","CHI","Dee Delaney","TB","92.28087104","14.07143058"
"Allen Robinson II","CHI","Ross Cockrell","TB","56.33389305","23.86025186"
"Ja'Marr Chase","CIN","All Defenders","BLT","53.61863688","59.22406024"
"Ja'Marr Chase","CIN","Anthony Averett","BLT","64.03478126","31.60791112"
"Ja'Marr Chase","CIN","Marlon Humphrey","BLT","36.1432088","18.8830337"
"Ja'Marr Chase","CIN","Tavon Young","BLT","80.27284125","8.733115418"
"Tee Higgins","CIN","All Defenders","BLT","43.64588703","50.26499761"
"Tee Higgins","CIN","Anthony Averett","BLT","59.8793796","14.13703058"
"Tee Higgins","CIN","Marlon Humphrey","BLT","33.14526418","23.02745998"
"Tee Higgins","CIN","Tavon Young","BLT","76.03739911","12.70781175"
"Tyler Boyd","CIN","All Defenders","BLT","72.79945447","54.93246167"
"Tyler Boyd","CIN","Anthony Averett","BLT","62.53185592","9.147172283"
"Tyler Boyd","CIN","Marlon Humphrey","BLT","35.05891243","8.574959141"
"Tyler Boyd","CIN","Tavon Young","BLT","78.74096688","37.21033025"
"Donovan Peoples-Jones","CLV","All Defenders","DEN","29.08675267","47.84352425"
"Donovan Peoples-Jones","CLV","Patrick Surtain II","DEN","59.78073499","13.74813915"
"Donovan Peoples-Jones","CLV","Ronald Darby","DEN","46.61488006","20.89717151"
"Donovan Peoples-Jones","CLV","Bryce Callahan","DEN","9.752666793","13.19821359"
"Odell Beckham Jr.","CLV","All Defenders","DEN","43.53404359","48.83339027"
"Odell Beckham Jr.","CLV","Patrick Surtain II","DEN","67.89508539","20.98309738"
"Odell Beckham Jr.","CLV","Ronald Darby","DEN","55.25263403","18.31252135"
"Odell Beckham Jr.","CLV","Bryce Callahan","DEN","19.60133661","9.537771538"
"Jarvis Landry","CLV","All Defenders","DEN","48.19422648","55.49248895"
"Jarvis Landry","CLV","Patrick Surtain II","DEN","84.64168203","12.94824742"
"Jarvis Landry","CLV","Ronald Darby","DEN","65.34191612","12.94824742"
"Jarvis Landry","CLV","Bryce Callahan","DEN","36.53990018","29.59599411"
"Courtland Sutton","DEN","All Defenders","CLV","42.44940008","54.75682232"
"Courtland Sutton","DEN","Denzel Ward","CLV","45.8180294","29.7184463"
"Courtland Sutton","DEN","Greedy Williams","CLV","54.00971849","17.31626005"
"Courtland Sutton","DEN","Troy Hill","CLV","46.98774844","7.722115969"
"Tim Patrick","DEN","All Defenders","CLV","40.44473175","52.41678718"
"Tim Patrick","DEN","Denzel Ward","CLV","43.12426705","13.57220382"
"Tim Patrick","DEN","Greedy Williams","CLV","52.06628414","24.80437251"
"Tim Patrick","DEN","Troy Hill","CLV","44.24209939","12.87019328"
"Kendall Hinton","DEN","All Defenders","CLV","17.49631186","38.87022758"
"Kendall Hinton","DEN","Denzel Ward","CLV","21.63514008","4.548643653"
"Kendall Hinton","DEN","Greedy Williams","CLV","36.5627979","3.308104475"
"Kendall Hinton","DEN","Troy Hill","CLV","22.33905334","31.01347945"
"KhaDarel Hodge","DET","All Defenders","LA","27.90691501","44.34968949"
"KhaDarel Hodge","DET","Jalen Ramsey","LA","27.00143758","16.95723422"
"KhaDarel Hodge","DET","Robert Rochell","LA","50.13114165","24.13144869"
