id,player,team,opponent,position,salary,ownership
94948-103020,Puka Nacua,LAR,PIT,WR,7300,24.4
94948-131328,Zach Evans,LAR,PIT,RB,4800,23.4
94948-72731,Josh Jacobs,LV,CHI,RB,8000,23.1
94948-136855,Bijan Robinson,ATL,TB,RB,7500,22.6
94948-86687,Marquise Brown,ARI,SEA,WR,6700,22.5
94948-92575,Isiah Pacheco,KC,LAC,RB,7400,20.2
94948-25079,Stefon Diggs,BUF,NE,WR,9000,18.8
94948-27050,Tyler Lockett,SEA,ARI,WR,6800,17.9
94948-169776,Christian Watson,GB,DEN,WR,6600,17.3
94948-33076,Travis Kelce,KC,LAC,TE,8500,16.7
94948-79970,Cooper Kupp,LAR,PIT,WR,9700,16.5
94948-63115,Lamar Jackson,BAL,DET,QB,8000,15.0
94948-12526,Buffalo Bills,BUF,NE,D,5000,14.3
94948-91626,James Cook,BUF,NE,RB,7000,14.3
94948-112295,Zay Flowers,BAL,DET,WR,6300,14.3
94948-103342,Kenneth Walker III,SEA,ARI,RB,8800,14.1
94948-86997,Amon-Ra St. Brown,DET,BAL,WR,8200,13.5
94948-113228,Luke Musgrave,GB,DEN,TE,5000,13.3
94948-129368,Jahmyr Gibbs,DET,BAL,RB,6200,13.2
94948-87418,Josh Palmer,LAC,KC,WR,6500,13.0
94948-62239,Josh Allen,BUF,NE,QB,9000,12.4
94948-80289,Kendrick Bourne,NE,BUF,WR,5800,12.1
94948-80001,Austin Ekeler,LAC,KC,RB,9400,11.7
94948-69213,Michael Pittman Jr.,IND,CLE,WR,7000,11.5
94948-12550,Seattle Seahawks,SEA,ARI,D,4900,11.3
94948-90562,Brian Robinson Jr.,WAS,NYG,RB,7300,11.1
94948-137902,Rachaad White,TB,ATL,RB,6100,11.1
94948-111540,Rhamondre Stevenson,NE,BUF,RB,6600,10.9
94948-6654,Matthew Stafford,LAR,PIT,QB,6700,10.6
94948-69189,Justin Herbert,LAC,KC,QB,8300,10.4
94948-40442,Aaron Jones,GB,DEN,RB,7700,10.0
94948-45889,Davante Adams,LV,CHI,WR,8000,9.9
94948-103187,Roschon Johnson,CHI,LV,RB,5900,9.8
94948-26483,Geno Smith,SEA,ARI,QB,7000,9.4
94948-93541,Javonte Williams,DEN,GB,RB,6000,9.1
94948-73048,DK Metcalf,SEA,ARI,WR,7700,9.1
94948-90575,Najee Harris,PIT,LAR,RB,6100,8.9
94948-12555,Baltimore Ravens,BAL,DET,D,4100,8.7
94948-29253,Keenan Allen,LAC,KC,WR,9200,8.4
94948-52436,Mark Andrews,BAL,DET,TE,6900,8.1
94948-105646,Sam LaPorta,DET,BAL,TE,6500,7.8
94948-32384,Mike Evans,TB,ATL,WR,7600,7.2
94948-12546,Arizona Cardinals,ARI,SEA,D,3100,7.1
94948-69017,Jordan Love,GB,DEN,QB,7800,6.8
94948-12551,Tampa Bay Buccaneers,TB,ATL,D,4000,6.6
94948-90533,Jerome Ford,CLE,IND,RB,6600,6.5
94948-25011,Darren Waller,NYG,WAS,TE,6000,6.4
94948-12529,Cleveland Browns,CLE,IND,D,4500,6.3
94948-57439,Patrick Mahomes,KC,LAC,QB,9200,6.0
94948-12533,Green Bay Packers,GB,DEN,D,3900,6.0
94948-12537,Las Vegas Raiders,LV,CHI,D,4700,6.0
94948-56250,Terry McLaurin,WAS,NYG,WR,7200,5.9
94948-31001,Amari Cooper,CLE,IND,WR,6800,5.8
94948-129458,Jaxon Smith-Njigba,SEA,ARI,WR,4900,5.4
94948-66008,Diontae Johnson,PIT,LAR,WR,6000,5.4
94948-103539,Wan'Dale Robinson,NYG,WAS,WR,5600,5.3
94948-63634,Jakobi Meyers,LV,CHI,WR,7400,5.3
94948-57403,Courtland Sutton,DEN,GB,WR,6600,5.1
94948-89675,Jonathan Taylor,IND,CLE,RB,6500,5.0
94948-12527,Chicago Bears,CHI,LV,D,3700,5.0
94948-12552,Washington Commanders,WAS,NYG,D,4600,5.0
94948-86052,Kadarius Toney,KC,LAC,WR,5500,4.9
94948-64401,Saquon Barkley,NYG,WAS,RB,8300,4.8
94948-12547,Pittsburgh Steelers,PIT,LAR,D,4200,4.8
94948-111311,Rashee Rice,KC,LAC,WR,5600,4.5
94948-112745,Drake London,ATL,TB,WR,6900,4.5
94948-94370,Romeo Doubs,GB,DEN,WR,6200,4.3
