player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Xavier Hutchinson,122518,WR,IOWA STATE,11,154,0,193,0,-2.3,6,100.0,,0,0,0.0,0,3,0,99.9,90.3,0,24,0.0,0,32,21,96.9,31,89.7,21,13.6,0,116,164,7.8,5.5,3.74,7.4,5,73.1,42.9,3,7,7.3,3,24,0,84.8,90.9,2,38,0.0,0,117,38,98.3,115,98.4,52,33.8,3,402,183,4.8,10.6,3.5
Rashee Rice,97605,WR,SMU,11,139,0,287,0,-2.4,4,92.3,100.0,1,1,0.0,0,7,0,99.9,88.6,0,21,0.0,0,68,24,97.1,66,113.6,26,18.7,2,133,189,7.9,5.5,2.02,11.5,6,63.6,28.6,2,7,4.5,1,10,1,60.7,85.6,4,75,0.0,0,73,21,95.9,70,82.1,33,23.7,2,367,212,10.1,17.5,5.24
Charlie Jones,55038,WR,PURDUE,11,129,0,273,0,-1.1,1,100.0,,0,0,0.0,0,1,1,98.6,51.8,0,22,2.1,1,47,14,91.5,43,83.9,14,10.9,0,58,74,5.3,4.1,1.35,6.1,0,88.9,50.0,1,2,0.0,0,7,0,92.7,82.6,0,32,0.0,0,47,16,91.5,43,134.7,18,14.0,3,123,22,1.4,7.7,2.86
Jayshon Jackson,78041,WR,BALL ST,12,129,0,117,0,-2.1,6,88.0,,0,0,12.0,3,8,0,52.7,75.5,0,33,0.0,0,60,22,96.7,58,95.2,25,19.4,0,171,218,9.9,7.8,2.95,7.4,5,57.6,36.4,4,11,12.8,5,15,0,63.1,71.9,2,33,0.0,0,236,34,92.4,218,63.8,59,45.7,1,314,204,6.0,9.2,1.44
Nathaniel Dell,78874,WR,HOUSTON,11,125,0,182,0,-2.4,3,95.2,,0,0,4.8,1,7,1,88.5,66.4,0,21,0.0,0,69,20,98.6,68,97.8,21,16.8,0,157,207,10.4,7.9,2.31,10.8,8,74.7,66.7,2,3,3.3,2,35,0,88.8,87.5,2,52,0.0,0,324,59,94.4,306,130.4,79,63.2,9,732,261,4.4,12.4,2.39
Zay Flowers,97268,WR,BOSTON COL,11,115,0,121,0,-3.4,3,81.8,100.0,1,1,10.0,2,4,1,63.0,65.4,0,11,0.0,0,56,18,98.2,55,79.2,22,19.1,0,65,128,7.1,3.6,1.18,9.5,1,59.5,50.0,2,4,13.8,4,11,1,49.9,66.6,1,69,0.0,0,154,25,94.2,145,94.6,42,36.5,4,213,132,5.3,8.5,1.47
Jacob Cowing,100894,WR,ARIZONA,11,113,0,109,0,-3.2,7,96.0,,0,0,4.0,1,7,0,92.2,89.7,0,25,0.0,0,49,24,98.0,48,96.2,25,22.1,0,177,254,10.6,7.4,3.69,9.3,13,67.6,40.0,2,5,7.7,4,30,0,81.3,90.7,3,38,0.0,0,336,48,95.5,321,99.0,71,62.8,5,592,375,7.8,12.3,1.84
Tyrin Smith,145487,WR,UTEP,11,112,0,330,0,-2.5,1,81.8,,0,0,10.0,1,4,0,62.1,70.7,0,17,0.0,0,32,9,93.8,30,81.8,11,9.8,0,40,65,7.2,4.4,1.33,11.5,11,62.1,25.0,2,8,10.0,6,34,1,64.2,74.3,2,74,0.0,0,311,54,96.5,300,103.1,87,77.7,6,749,231,4.3,13.9,2.5
Isaiah Winstead,91115,WR,E CAROLINA,11,111,0,156,0,-2.2,1,80.0,,0,0,0.0,0,0,0,91.4,48.3,0,8,0.0,0,41,4,100.0,41,80.8,5,4.5,0,17,27,6.8,4.3,0.41,6.6,2,80.0,0.0,0,1,0.0,0,4,0,94.6,82.1,0,28,0.0,0,33,8,93.9,31,102.9,10,9.0,0,87,46,5.8,10.9,2.81
Corey Crooms,97276,WR,W MICHIGAN,11,110,0,347,0,-1.4,8,82.4,100.0,1,1,0.0,0,4,0,99.1,87.1,0,10,0.0,0,40,14,95.0,38,82.1,17,15.5,0,63,74,5.3,4.5,1.66,12.3,6,46.8,38.9,7,18,5.1,2,23,0,78.2,80.3,3,74,0.0,0,301,37,93.0,280,71.9,79,71.8,4,563,186,5.0,15.2,2.01
Malachi Corley,66272,WR,W KENTUCKY,12,109,0,346,0,-2.4,25,96.1,0.0,0,2,0.0,0,20,0,99.9,99.9,0,76,0.8,1,122,49,97.5,119,132.3,51,46.8,3,563,684,14.0,11.5,4.73,5.0,29,73.6,25.0,3,12,1.5,1,34,0,91.6,84.0,1,76,0.3,1,373,67,94.6,353,116.9,91,83.5,5,867,729,10.9,12.9,2.46
Grant DuBose,111276,WR,CHARLOTTE,12,107,0,136,0,-1.3,3,100.0,,0,0,0.0,0,6,0,98.1,71.5,0,25,1.5,1,65,13,90.8,59,102.2,13,12.1,0,111,128,9.8,8.5,1.88,3.7,0,66.7,50.0,1,2,9.1,1,3,0,66.6,72.2,0,12,0.0,0,63,10,95.2,60,75.4,15,14.0,0,64,42,4.2,6.4,1.07
Will Sheppard,124360,WR,VANDERBILT,11,105,0,333,0,-3.5,1,100.0,,0,0,0.0,0,1,0,90.0,44.4,0,6,0.0,0,50,2,94.0,47,120.8,2,1.9,1,7,14,7.0,3.5,0.15,14.6,3,40.9,20.0,1,5,0.0,0,7,1,85.6,81.7,3,18,0.0,0,69,9,91.3,63,31.4,22,21.0,1,104,40,4.4,11.6,1.65
Khaleb Hood,97159,WR,GA SOUTHRN,11,104,0,174,0,-2.4,5,93.3,,0,0,0.0,0,8,1,99.9,85.1,0,46,0.0,0,75,28,98.7,74,129.7,30,28.8,3,214,283,10.1,7.6,2.89,8.3,7,67.3,33.3,5,15,2.9,2,33,1,83.7,69.2,2,46,0.0,0,395,66,95.9,379,92.0,98,94.2,3,754,412,6.2,11.4,1.99
Jason Brownlee,121451,WR,SO MISS,11,103,0,296,0,-1.6,3,100.0,,0,0,0.0,0,3,1,94.5,48.6,0,10,0.0,0,35,7,100.0,35,95.8,7,6.8,0,49,60,8.6,7.0,1.4,11.6,0,40.0,0.0,0,1,20.0,1,3,0,78.8,76.1,2,23,0.0,0,36,4,94.4,34,46.3,10,9.7,1,41,6,1.5,10.3,1.21
Derwin Burgess Jr.,147111,WR,GA SOUTHRN,10,101,0,174,0,-2.3,0,100.0,,0,0,0.0,0,3,0,97.6,53.1,0,12,0.0,0,80,12,96.3,77,118.8,12,11.9,1,70,98,8.2,5.8,0.91,8.8,0,60.0,50.0,1,2,7.7,1,6,0,59.0,60.4,2,34,0.0,0,81,12,91.4,74,70.4,20,19.8,2,118,51,4.3,9.8,1.59
Keylon Stokes,65080,WR,TULSA,11,100,0,320,0,-3.3,2,85.7,,0,0,0.0,0,3,0,93.6,96.4,1,31,0.0,0,15,6,100.0,15,118.8,7,7.0,1,91,116,19.3,15.2,6.07,12.3,15,69.4,65.0,13,20,9.3,7,43,1,63.4,82.5,4,76,0.0,0,405,68,93.3,378,113.3,98,98.0,6,1176,403,5.9,17.3,3.11
Mac Hippenhammer,61591,WR,MIAMI OH,12,100,0,221,0,-0.3,0,100.0,,0,0,0.0,0,1,0,90.0,47.5,0,7,0.0,0,42,3,97.6,41,91.7,3,3.0,0,18,19,6.3,6.0,0.44,11.7,0,42.9,50.0,1,2,0.0,0,3,0,77.1,70.6,1,25,0.0,0,29,3,96.6,28,29.2,7,7.0,0,52,27,9.0,17.3,1.86
Tory Horton,128232,WR,COLO STATE,11,100,0,144,0,-3.4,5,100.0,,0,0,0.0,0,5,0,99.9,75.6,0,20,0.0,0,53,19,92.5,49,86.8,19,19.0,0,92,156,8.2,4.8,1.88,14.5,5,58.3,50.0,2,4,12.5,2,8,0,55.2,78.3,2,52,0.0,0,79,14,97.5,77,68.9,24,24.0,1,225,67,4.8,16.1,2.92
Zakhari Franklin,97620,WR,UTSA,11,100,0,331,0,-1.8,7,86.4,,0,0,9.5,2,9,0,65.0,74.1,1,35,0.0,0,67,19,100.0,67,90.3,22,22.0,1,145,182,9.6,7.6,2.16,6.9,5,78.9,0.0,0,2,6.3,1,11,0,75.6,74.4,1,35,0.0,0,69,15,91.3,63,131.1,19,19.0,2,234,124,8.3,15.6,3.71
Marvin Harrison Jr.,145056,WR,OHIO STATE,11,99,0,260,0,-1.5,0,87.5,,0,0,0.0,0,0,0,95.2,60.7,0,9,0.0,0,36,7,94.4,34,83.9,8,8.1,0,33,44,6.3,4.7,0.97,8.1,1,70.0,50.0,1,2,0.0,0,4,0,96.3,93.2,0,28,0.0,0,46,7,84.8,39,134.2,10,10.1,2,82,42,6.0,11.7,2.1
