player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Mason Hunt,121462,P,SO MISS,11,63,63,4.18,39.19,42.71,6.9,0,0,15,26,296,81.9,28,59,5,0,14.3,62,9,63,263.12,2469,8,2691
Ryan Hanson,121522,P,ARK STATE,10,45,45,3.78,41.11,43.56,5.0,1,0,13,9,113,78.9,20,68,7,0,31.1,70,14,46,170.11,1850,2,1960
Billy Boehlke,121556,P,ARMY,10,30,30,3.11,35.63,37.1,1.3,0,0,9,11,114,44.3,6,58,5,0,10.0,4,3,30,93.3,1069,2,1113
Joshua Sloan,122037,P,UTEP,11,43,43,3.9,38.88,43.49,7.9,0,0,3,14,330,75.4,17,64,7,0,34.9,118,15,43,167.86,1672,4,1870
Ryan Rehkow,122074,P,BYU,11,35,35,4.12,40.86,44.43,7.2,0,0,7,11,128,72.7,15,64,5,0,25.7,65,9,35,144.07,1430,3,1555
Alex Mastromanno,122406,P,FLORIDA ST,10,30,30,3.86,38.57,41.7,3.8,0,0,7,8,167,72.1,14,53,3,0,30.0,34,9,30,115.85,1157,3,1251
Jalon Daniels,122555,QB,KANSAS,1,1,1,2.96,33.0,33.0,,0,0,1,0,198,60.0,1,33,0,0,0.0,0,0,1,2.96,33,0,33
Reis Vernon,122581,P,KANSAS,10,30,30,3.66,35.67,40.23,8.6,0,0,5,9,198,70.1,10,60,4,0,30.0,77,9,30,109.8,1070,3,1207
Cam Guess,123009,P,PITTSBURGH,3,12,12,3.5,33.08,35.5,9.7,0,0,2,4,268,40.1,3,46,3,0,25.0,29,3,12,41.99,397,0,426
James Williams,123059,P,SYRACUSE,1,0,0,0.0,0.0,0.0,,1,0,0,0,304,60.0,0,0,0,0,0.0,0,0,1,0.0,0,0,0
Lachlan Wilson,123268,P,TULSA,11,53,53,3.73,39.45,43.77,10.9,1,0,17,11,320,69.8,27,74,4,0,39.6,229,21,54,197.54,2091,0,2320
Peter Moore,123358,P,VA TECH,11,73,73,4.08,39.99,41.7,4.1,1,0,20,27,337,67.3,27,67,11,0,15.1,45,11,74,297.75,2919,4,3044
Daniel Sparks,123492,P,VIRGINIA,10,47,47,3.93,36.91,45.79,13.8,2,0,7,9,335,80.8,14,63,3,0,48.9,317,23,49,184.56,1735,5,2152
Laine Wilkins,123686,P,HOUSTON,10,33,33,3.91,42.85,45.24,3.5,0,0,12,7,182,68.9,9,67,1,0,33.3,39,11,33,129.15,1414,2,1493
Luke Larsen,123823,P,E CAROLINA,11,40,40,3.65,37.65,40.48,7.6,1,0,6,20,156,64.7,16,55,4,0,17.5,53,7,41,146.19,1506,3,1619
Kade Loggins,123859,K,GA STATE,1,1,1,4.37,42.0,42.0,,0,0,1,0,175,60.0,1,42,0,0,0.0,0,0,1,4.37,42,0,42
Kai Kroeger,124245,P,S CAROLINA,10,45,45,3.69,41.91,45.29,3.3,0,0,13,7,289,59.8,23,79,4,0,35.6,52,16,45,166.01,1886,5,2038
Jeremy Crawshaw,124372,P,FLORIDA,10,28,28,3.96,43.18,46.89,10.5,0,0,6,10,163,78.9,14,67,3,0,28.6,84,8,28,110.87,1209,1,1313
Oscar Chapman,124403,P,AUBURN,11,53,53,4.07,41.91,43.72,6.2,0,0,10,27,115,75.0,20,61,5,0,17.0,56,9,53,215.71,2221,2,2317
Alex Bacchetta,127516,P,PENN STATE,2,4,4,3.83,40.0,40.0,,0,0,1,3,266,59.7,3,42,0,0,0.0,0,0,4,15.31,160,0,160
Matthew Shipley,128212,K,HAWAII,12,59,59,3.65,36.46,40.93,9.0,0,0,13,15,180,58.7,18,63,9,0,27.1,144,16,59,215.6,2151,6,2415
Matt Freem,128228,P,NEVADA,9,45,45,3.63,38.84,42.04,9.5,0,0,11,15,239,62.9,11,70,5,0,28.9,124,13,45,163.22,1748,1,1892
Travis Benham,128320,P,S JOSE ST,9,27,27,3.82,34.81,39.81,8.8,0,0,7,8,285,64.3,12,57,3,0,14.8,35,4,27,103.25,940,5,1075
Stephen Kotsanlee,128385,P,UTAH ST,11,57,57,3.76,39.89,44.14,6.3,1,0,14,12,329,68.9,20,60,10,0,22.8,82,13,58,214.15,2274,8,2516
Hugh Robertson,129425,P,ILLINOIS,11,52,52,3.65,36.31,38.44,6.4,0,0,15,20,187,51.1,16,64,6,0,15.4,51,8,52,189.9,1888,3,1999
Tory Taylor,129481,P,IOWA,11,70,70,3.99,40.99,45.09,3.7,0,0,18,17,192,75.8,32,70,6,0,25.7,67,18,70,279.61,2869,11,3156
Mark Crawford,129645,P,MINNESOTA,10,37,37,3.67,37.3,39.76,3.9,0,0,9,16,225,64.3,14,53,1,0,21.6,31,8,37,135.85,1380,3,1471
Hunter Renner,129734,P,NWESTERN,3,10,10,2.69,37.0,37.5,2.5,0,0,6,1,256,47.4,3,49,1,0,20.0,5,2,10,26.9,370,0,375
Brendan Cropsey,129808,P,PURDUE,2,2,2,3.0,44.0,44.0,,0,0,1,1,273,60.0,0,47,0,0,0.0,0,0,2,5.99,88,0,88
Andy Vujnovich,129934,P,WISCONSIN,11,51,51,3.83,38.41,43.55,9.6,1,0,11,11,349,69.4,20,64,6,0,37.3,182,19,52,195.15,1959,4,2221
Lucas Borrow,130327,P,BALL ST,12,67,67,3.72,37.96,41.42,6.6,0,0,14,22,117,72.3,28,65,8,0,25.4,112,17,67,248.96,2543,6,2775
Luke Elzinga,130433,P,C MICHIGAN,11,49,49,3.91,39.57,43.43,9.9,0,0,10,15,134,76.0,21,65,9,0,22.4,109,11,49,191.65,1939,4,2128
Dom Dzioban,130519,P,MIAMI OH,12,71,71,3.47,39.75,41.87,4.1,0,0,20,15,221,55.7,29,67,11,0,31.0,91,22,71,246.06,2822,3,2973
Jack Wilson,130609,P,OHIO,11,33,33,3.34,34.42,36.42,4.3,0,0,9,11,259,59.5,15,54,5,0,18.2,26,6,33,110.11,1136,2,1202
Riley Moore,130657,K,UMASS,1,1,1,3.65,10.0,10.0,,0,0,0,0,216,60.0,0,10,1,0,0.0,0,0,1,3.65,10,0,10
Jamieson Sheahan,131666,P,CAL,11,60,60,3.58,39.78,45.15,9.7,0,0,12,18,130,72.9,21,65,2,0,38.3,222,23,60,215.09,2387,5,2709
Josh Green,131733,P,OREGON ST,1,1,1,3.62,25.0,45.0,,0,0,0,0,265,60.0,0,45,0,0,0.0,0,0,1,3.62,25,1,45
Luke Akers,131788,P,NWESTERN,11,43,43,3.89,38.07,41.47,7.8,1,0,14,15,256,64.8,15,56,0,0,25.6,86,11,44,167.45,1637,3,1783
Jayden de Laura,131928,QB,ARIZONA,2,2,2,3.59,31.5,41.5,,0,0,1,0,109,61.0,1,48,0,0,0.0,0,0,2,7.18,63,1,83
David Shanahan,143930,P,GA TECH,11,66,66,3.5,33.08,43.09,17.1,5,0,12,10,176,55.3,12,57,6,0,51.5,581,34,71,231.08,2183,4,2844
Cole Maynard,143970,P,N CAROLINA,1,1,1,3.03,14.0,14.0,,0,0,0,0,245,60.0,0,14,1,0,0.0,0,0,1,3.03,14,0,14
Caden Noonkester,144000,P,NC STATE,3,15,15,4.01,40.27,42.73,4.3,0,0,1,9,248,62.0,4,55,0,0,26.7,17,4,15,60.08,604,1,641
Caleb Junko,144026,K,PITTSBURGH,4,7,7,3.48,41.0,41.57,1.0,1,0,0,1,268,58.1,3,48,2,0,57.1,4,4,8,24.33,287,0,291
Mark Vassett,144176,P,LOUISVILLE,11,46,46,3.76,40.28,44.59,5.9,0,0,7,9,210,63.8,18,68,6,0,43.5,118,20,46,172.92,1853,4,2051
Mason Fletcher,144219,P,CINCINNATI,11,52,52,3.76,44.98,46.83,3.1,0,0,14,18,138,68.5,28,84,0,0,34.6,56,18,52,195.74,2339,2,2435
Kellen Grave de Peralta,144309,P,NAVY,4,7,7,4.15,38.0,43.71,,0,0,1,3,237,70.0,4,68,1,0,0.0,0,0,7,29.03,266,2,306
Riley Riethman,144340,P,NAVY,11,37,37,3.5,41.05,43.89,4.1,0,0,4,10,237,62.8,9,66,5,0,43.2,65,16,37,129.53,1519,2,1624
Justin Lynch,144392,QB,N ILLINOIS,1,1,1,3.45,10.0,10.0,,0,0,0,0,254,60.0,0,10,1,0,0.0,0,0,1,3.45,10,0,10
Andrew Stokes,144499,P,USF,6,16,16,3.8,40.88,41.31,1.4,0,0,3,4,327,61.1,8,52,4,0,31.3,7,5,16,60.87,654,0,661
