player,player_id,position,team_name,player_game_count,allowed_pressure_dropbacks,ce_percent,declined_penalties,franchise_id,hits_allowed,hurries_allowed,lg_percent,lt_percent,ol_te_percent,other_percent,penalties,pressures_allowed,pressures_ce,pressures_lg,pressures_lt,pressures_off,pressures_ol_te,pressures_other,pressures_rg,pressures_rt,pressures_self,pressures_te,rg_percent,rt_percent,sacks_allowed,self_percent,te_percent
Drake Maye,143969,QB,N CAROLINA,11,148,6.8,0,245,3,20,16.9,8.8,72.3,6.1,0,34,10,25,13,148,107,9,25,34,34,10,16.9,23.0,11,23.0,6.8
Jack Plummer,83543,QB,CAL,11,143,9.8,0,130,5,13,11.9,21.7,81.1,3.5,0,22,14,17,31,143,116,5,22,50,22,4,15.4,35.0,4,15.4,2.8
Cameron Ward,133244,QB,WASH STATE,11,139,9.4,0,341,8,22,16.5,14.4,63.3,11.5,0,40,13,23,20,139,88,16,15,34,40,2,10.8,24.5,10,28.8,1.4
Brennan Armstrong,77696,QB,VIRGINIA,10,139,16.5,0,335,1,7,18.7,25.9,88.5,0.0,0,15,23,26,36,139,123,0,18,36,15,11,12.9,25.9,7,10.8,7.9
Hunter Dekkers,122511,QB,IOWA STATE,11,136,17.6,0,193,2,6,10.3,22.8,80.9,12.5,0,10,24,14,31,136,110,17,15,36,10,5,11.0,26.5,2,7.4,3.7
Hayden Wolff,98362,QB,DOMINION,11,136,22.8,0,263,3,5,16.2,20.6,83.8,5.1,0,15,31,22,28,136,114,7,35,21,15,5,25.7,15.4,7,11.0,3.7
DJ Irons,145585,QB,AKRON,10,134,11.9,0,102,2,8,17.2,28.4,79.9,9.0,0,19,16,23,38,134,107,12,22,27,19,4,16.4,20.1,9,14.2,3.0
Jayden de Laura,131928,QB,ARIZONA,11,129,10.1,0,109,0,9,17.8,18.6,79.1,7.8,0,21,13,23,24,129,102,10,14,36,21,7,10.9,27.9,12,16.3,5.4
Connor Bazelak,99135,QB,INDIANA,9,120,18.3,0,190,2,2,11.7,15.0,85.0,10.0,0,7,22,14,18,120,102,12,26,42,7,3,21.7,35.0,3,5.8,2.5
Chevan Cordeiro,75886,QB,S JOSE ST,10,119,10.9,0,285,2,6,10.1,21.0,77.3,8.4,0,22,13,12,25,119,92,10,19,42,22,2,16.0,35.3,14,18.5,1.7
Spencer Sanders,77660,QB,OKLA STATE,10,119,19.3,0,262,4,12,30.3,17.6,79.8,3.4,0,23,23,36,21,119,95,4,13,22,23,2,10.9,18.5,7,19.3,1.7
Sam Hartman,77618,QB,WAKE,10,116,9.5,0,339,3,13,17.2,27.6,69.8,11.2,0,25,11,20,32,116,81,13,10,13,25,3,8.6,11.2,9,21.6,2.6
Matt McDonald,60350,QB,BOWL GREEN,11,116,15.5,0,122,0,4,13.8,29.3,87.9,3.4,0,8,18,16,34,116,102,4,21,21,8,7,18.1,18.1,4,6.9,6.0
Clay Millen,146082,QB,COLO STATE,9,113,26.5,0,144,1,7,15.9,28.3,87.6,3.5,0,12,30,18,32,113,99,4,19,22,12,2,16.8,19.5,4,10.6,1.8
James Blackman,60382,QB,ARK STATE,10,113,17.7,0,113,1,3,14.2,19.5,85.0,9.7,0,7,20,16,22,113,96,11,15,33,7,5,13.3,29.2,3,6.2,4.4
Chandler Rogers,98683,QB,LA MONROE,11,111,21.6,0,209,0,3,14.4,21.6,84.7,4.5,0,8,24,16,24,111,94,5,20,32,8,5,18.0,28.8,5,7.2,4.5
Caleb Williams,144622,QB,USC,11,109,5.5,0,326,2,12,13.8,26.6,71.6,11.0,0,25,6,15,29,109,78,12,12,23,25,5,11.0,21.1,11,22.9,4.6
Tanner McKee,131770,QB,STANFORD,11,109,8.3,0,300,1,8,15.6,20.2,71.6,11.9,0,17,9,17,22,109,78,13,19,15,17,9,17.4,13.8,8,15.6,8.3
Clayton Tune,77652,QB,HOUSTON,11,107,15.0,0,182,4,13,12.1,16.8,69.2,11.2,0,22,16,13,18,107,74,12,8,29,22,2,7.5,27.1,5,20.6,1.9
Holton Ahlers,77651,QB,E CAROLINA,11,107,8.4,0,156,2,8,10.3,20.6,74.8,12.1,0,15,9,11,22,107,80,13,18,24,15,4,16.8,22.4,5,14.0,3.7
Will Rogers,124184,QB,MISS STATE,12,107,11.2,0,227,1,5,17.8,20.6,86.9,5.6,0,8,12,19,22,107,93,6,17,34,8,0,15.9,31.8,2,7.5,0.0
