player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Isaiah King,55037,CB,BUFFALO,7,4,0,50.0,0,1,126,58.2,62.9,81.9,51.4,78.2,60.6,0,0,0,59,15.4,4,1,0,114.2,11,0,54,232,155,315,7,0,0,7,0,6,308,8,152,16,3,18,22,0,4,163,101,14.8
Chibueze Onwuka,55044,DI,BOSTON COL,11,8,0,,0,0,121,58.0,73.8,85.9,61.6,78.9,60.8,2,11,0,,12.2,5,0,0,0.0,0,1,0,0,1,446,446,112,329,0,5,0,0,238,207,0,23,28,0,14,0,0,0,
Devonni Reed,55046,S,S CAROLINA,10,11,0,90.5,0,0,289,43.3,43.9,83.9,54.2,45.9,57.7,0,1,0,78,21.1,12,1,1,134.6,19,0,168,2,170,371,10,0,0,10,0,152,361,6,195,39,9,34,21,1,1,302,198,15.9
Troy Brown,55050,LB,OLE MISS,12,21,1,76.3,0,2,226,65.3,73.2,7.6,68.6,78.2,82.8,2,9,0,46,7.0,7,2,2,109.6,29,0,516,0,262,542,8,0,0,8,0,2,534,26,254,15,44,72,38,11,1,321,164,11.1
Angelo Howze,55073,ED,AKRON,3,1,0,,0,0,102,,31.7,74.6,55.2,34.7,25.6,0,0,0,,50.0,1,0,0,0.0,0,0,1,0,0,11,10,0,0,9,1,0,1,5,6,0,0,0,0,0,0,0,0,
Jabari Taylor,55075,ED,CINCINNATI,10,10,3,,0,1,138,,71.1,67.6,73.5,65.5,27.9,1,25,0,,31.3,10,0,1,0.0,0,3,1,0,0,495,494,9,81,276,128,0,1,249,246,0,10,12,0,29,0,0,0,
Wilson Huber,55090,LB,CINCINNATI,11,10,0,82.4,0,0,138,52.8,63.3,86.0,72.8,64.9,72.4,2,8,0,29,9.6,5,0,1,140.4,14,1,403,0,200,517,88,0,0,88,0,2,429,67,250,24,27,37,17,11,2,141,89,10.1
Jordan Swann,55103,CB,JAMES MAD,10,4,0,45.5,0,1,197,72.2,70.5,86.3,71.1,52.0,55.0,0,0,2,90,17.9,5,1,2,72.2,15,1,17,445,283,481,7,0,0,7,0,0,474,4,194,10,9,19,33,1,2,295,144,19.7
Ian Swenson,55104,LB,UCONN,12,24,0,81.8,0,0,146,71.5,63.7,84.3,65.4,54.0,68.5,5,3,1,24,12.4,11,0,0,87.2,36,1,508,5,334,719,66,0,0,66,0,3,653,51,334,136,32,54,44,9,0,317,231,8.8
Caleb Thomas,55105,DI,LA MONROE,11,3,0,,0,0,209,61.4,69.2,34.2,63.9,72.1,28.0,0,14,0,,24.2,8,0,3,0.0,0,2,1,0,0,516,515,153,360,0,2,0,1,257,259,0,23,22,0,16,0,0,0,
Dorian Hall,55168,S,FIU,10,2,0,66.7,0,0,166,62.2,56.2,0.0,58.0,55.3,50.2,0,0,2,34,23.1,6,2,4,49.8,12,0,102,0,155,303,9,0,0,9,0,112,294,3,145,80,2,18,18,0,0,137,81,11.4
Chris Bacon,55196,S,BOWL GREEN,12,10,0,63.3,0,1,122,65.6,69.1,55.9,59.2,76.9,66.8,1,2,1,41,15.4,14,1,1,117.6,19,0,243,12,452,777,15,0,0,15,0,388,762,11,314,118,20,67,30,3,4,267,45,14.1
Jaylon Jones,55197,CB,GA STATE,11,5,0,42.4,0,0,175,68.5,68.5,82.8,56.3,65.5,50.0,0,0,0,54,20.0,4,5,2,72.7,14,0,34,334,225,377,0,0,0,0,0,4,377,3,149,2,0,11,33,0,1,199,58,14.2
Jordan Strachan,55198,ED,S CAROLINA,2,2,0,,0,0,289,56.3,60.0,82.7,58.7,61.2,57.6,0,1,0,,12.5,1,0,0,0.0,0,1,1,0,7,94,92,0,0,92,0,0,2,30,57,1,5,5,0,2,0,0,0,
Zachary Ford,55353,S,TOLEDO,11,11,0,52.5,0,0,316,77.5,75.7,87.5,63.7,69.7,71.2,1,1,1,38,11.9,7,3,0,70.2,21,1,195,18,356,632,15,0,0,15,0,60,617,7,269,344,20,41,40,3,2,174,86,8.3
Nate Givhan,55355,ED,TOLEDO,8,3,0,100.0,1,0,316,77.1,65.6,47.1,63.7,62.6,57.9,0,5,0,5,21.4,3,0,1,87.5,1,1,0,0,5,200,199,0,0,188,11,0,1,109,86,1,8,8,1,6,0,5,0,5.0
Austin Camden,55408,DI,UCF,2,0,0,,0,0,323,,71.3,0.0,62.7,80.6,72.4,1,0,0,,0.0,0,0,1,0.0,0,0,0,0,0,19,19,5,14,0,0,0,0,10,9,0,2,2,0,1,0,0,0,
Anthony Montalvo,55417,DI,UCF,11,7,1,,0,0,323,57.1,63.5,84.4,56.5,68.6,65.9,2,8,0,,9.7,3,0,0,0.0,0,1,2,0,8,469,467,32,311,13,111,0,2,262,199,0,17,21,0,11,0,0,0,
Coby Davis,55425,CB,WAKE,2,0,0,25.0,0,0,339,65.2,65.4,77.7,59.0,64.1,77.8,0,0,1,18,0.0,0,0,0,6.3,1,0,10,1,28,57,4,0,0,4,0,0,53,1,28,42,0,2,4,0,0,18,11,18.0
Troy Simon,55427,S,TOLEDO,5,1,0,50.0,0,0,316,46.6,46.1,79.3,60.0,46.9,58.8,0,0,0,42,16.7,1,1,0,134.4,2,0,38,0,46,99,0,0,0,0,0,30,99,1,52,31,1,4,4,0,1,49,16,24.5
Mike Allen,55430,ED,W KENTUCKY,12,2,0,100.0,1,0,346,60.3,63.7,49.8,65.3,61.3,69.9,2,12,0,10,10.0,1,0,1,108.3,1,1,1,0,1,233,232,20,62,90,60,0,1,144,88,0,5,7,1,15,0,10,5,10.0
Tyler Williams,55432,DI,WAKE,11,5,0,,0,0,339,73.2,81.3,83.5,79.7,72.4,55.0,3,16,0,,14.3,3,1,0,0.0,0,2,4,0,1,414,410,3,318,13,76,0,4,228,185,0,12,13,0,21,0,0,0,
DJ Taylor,55438,LB,BOWL GREEN,12,11,0,78.0,0,0,122,55.8,61.7,81.2,69.5,63.9,55.1,1,3,2,51,16.5,13,2,0,119.0,32,1,462,0,264,522,11,0,0,11,0,0,511,31,227,48,27,55,41,5,4,395,274,12.3
Chase Monroe,55439,LB,CHARLOTTE,12,16,0,66.7,0,1,136,54.0,60.7,38.2,71.1,64.5,44.7,1,3,0,18,19.0,12,0,1,79.4,6,0,389,0,183,415,13,0,0,13,0,0,402,14,218,13,20,35,9,4,0,47,21,7.8
Malik Denkins,55516,ED,C MICHIGAN,1,0,0,,0,0,134,,55.6,73.6,54.7,60.0,,0,0,0,,,0,0,0,0.0,0,0,0,0,0,13,13,0,0,13,0,0,0,11,2,0,0,0,0,0,0,0,0,
Malik Hausman,55567,CB,HAWAII,12,4,0,59.0,0,0,180,58.3,59.2,90.6,60.8,59.5,57.0,1,1,2,42,19.2,10,3,3,80.9,36,0,59,9,352,653,27,0,0,27,0,1,626,9,292,557,8,38,61,2,3,394,149,10.9
Tony Wallace,55568,CB,UTSA,1,0,0,100.0,0,0,331,48.4,41.5,67.4,,60.0,74.8,0,0,0,48,0.0,0,0,0,118.8,1,0,0,1,1,2,0,0,0,0,0,0,2,0,1,1,0,1,1,0,0,48,22,48.0
Azizi Hearn,55569,CB,UCLA,11,9,0,63.9,1,0,324,67.7,67.4,43.3,57.4,70.8,82.2,0,2,0,37,5.4,2,6,5,92.5,23,0,103,156,330,504,18,0,0,18,0,7,486,16,158,220,4,26,36,2,1,241,121,10.5
Timarcus Davis,55574,CB,ARIZONA ST,7,6,0,62.1,0,0,110,50.1,50.8,0.0,56.2,71.1,57.6,0,0,2,58,16.1,5,1,4,79.8,18,0,35,221,127,261,0,0,0,0,0,0,261,2,132,5,3,20,29,0,1,301,69,16.7
Wylan Free,55596,S,GA SOUTHRN,11,17,0,59.3,0,1,174,68.7,71.9,52.2,68.5,77.7,87.2,0,2,0,36,6.1,5,3,1,103.5,16,0,182,8,332,627,42,0,0,42,0,204,585,11,284,191,19,60,27,2,2,177,62,11.1
Wesley McCormick,55609,CB,W VIRGINIA,10,1,0,54.3,0,1,343,53.3,54.2,2.2,,65.9,54.4,0,0,0,64,20.0,4,2,1,100.9,19,0,31,257,171,294,0,0,0,0,0,2,294,0,123,4,4,15,35,0,2,290,116,15.3
Cedrick Dort Jr.,55614,CB,WISCONSIN,10,2,0,75.0,0,0,349,66.7,67.5,86.2,,67.7,87.0,0,0,0,26,0.0,0,4,0,134.2,15,0,25,20,213,338,0,0,0,0,0,8,338,0,125,285,3,10,20,0,3,144,52,9.6
Anthony Johnson,55628,CB,VIRGINIA,10,11,0,50.0,1,0,335,84.3,82.2,52.2,68.2,71.3,72.9,1,0,2,25,10.9,7,9,5,51.7,31,0,70,648,381,734,13,0,0,13,0,1,721,5,348,1,13,46,62,1,0,318,118,10.3
Zack Sanders,55638,CB,OHIO,10,13,0,59.2,0,0,259,73.5,70.4,18.8,73.5,61.8,53.0,1,1,3,33,21.2,14,6,2,73.3,29,1,114,131,361,607,47,0,0,47,0,72,560,18,228,243,13,39,49,3,3,318,166,11.0
Tre Shaw,55648,CB,W KENTUCKY,7,0,0,60.0,0,1,346,66.9,59.0,0.0,56.9,44.8,49.2,0,1,1,39,30.0,3,2,1,104.2,3,0,9,94,57,125,10,0,0,10,0,0,115,4,64,12,2,7,5,1,1,69,9,23.0
Tariq Drake,55668,S,OHIO,10,10,0,57.1,0,0,259,67.0,64.7,88.4,,56.1,34.3,0,0,3,54,25.8,16,3,0,64.4,16,0,94,7,424,665,7,0,0,7,0,416,658,0,241,141,7,36,28,0,1,285,118,17.8
Justin Broiles,55678,S,OKLAHOMA,11,12,1,72.7,0,0,261,66.2,67.6,86.8,65.4,66.9,66.3,0,0,1,26,14.3,9,0,1,81.4,16,0,180,1,282,521,15,0,0,15,0,240,506,14,225,85,12,42,22,0,0,199,98,12.4
Kordell Rodgers,55713,CB,TEXAS ST,9,4,0,61.8,0,0,314,89.2,87.9,85.6,79.3,69.3,56.4,0,1,4,37,18.2,6,1,0,40.6,21,0,49,340,299,485,3,0,0,3,0,5,482,2,184,88,9,23,34,1,0,217,44,10.3
Orlando Lacey,55720,LB,TROY,1,0,0,100.0,0,0,318,49.4,45.7,64.7,,60.0,20.7,0,0,0,18,100.0,1,0,0,118.8,1,0,2,0,2,3,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,18,16,18.0
Grayson Cash,55727,S,UAB,11,14,0,76.9,0,0,321,87.1,82.3,47.5,75.0,70.5,82.1,0,1,3,60,7.8,4,3,1,99.0,10,1,167,10,333,615,15,0,0,15,0,354,600,3,279,69,13,33,13,2,1,146,55,14.6
Andre Grayson,55735,CB,UTAH ST,11,3,0,64.5,0,0,329,64.2,67.8,84.5,,78.8,83.3,0,0,0,62,3.8,1,2,1,147.5,20,0,40,423,245,494,3,0,0,3,0,2,491,0,249,25,6,22,31,0,4,395,125,19.8
Zahodri Jackson,55736,CB,N TEXAS,5,2,0,75.0,0,0,251,53.2,55.2,0.0,,76.2,63.8,0,0,0,29,12.5,1,0,1,156.3,3,0,0,77,31,77,0,0,0,0,0,0,77,0,46,0,1,5,4,0,1,65,44,21.7
Keyon Blankenbaker,55749,CB,TEXAS TECH,9,0,0,40.0,0,0,315,61.5,58.8,81.1,66.4,46.9,29.2,0,1,0,10,66.7,2,0,1,47.9,2,0,9,0,37,68,7,0,0,7,0,7,61,2,29,45,0,1,5,1,0,6,0,3.0
C.J. Coldon,55750,CB,OKLAHOMA,9,5,0,56.7,0,0,261,66.4,66.3,83.7,53.9,64.0,64.7,0,0,3,55,13.8,4,1,1,60.3,17,0,16,338,203,364,5,0,0,5,0,1,359,2,159,3,7,20,30,0,1,284,124,16.7
