player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Dru Prox,23093,LB,UTSA,3,26,0,331,0,,,33.3,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.8,3,0,0,0,0,0,0,0.0,,0,0,6.0,100.0,91.7,10.5,10.5,0,0,0.0,51.6,0,16,50.0,1,0,118.8,2,22,84.6,24,0,1,2,0,25,13,1.2,12.5
John Porchivina,28202,LB,OLE MISS,1,2,0,226,0,,,,,,0,0,,,0,,,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Colby Reeder,30285,LB,IOWA STATE,8,146,0,193,0,,,45.2,,,0,0,,65.3,0,,50.0,1,0,0.0,0,19,13.0,42,0,1,0,0,0,0,0.0,,0,0,7.7,50.0,81.1,19.2,9.6,0,0,0.0,79.0,2,18,0.0,0,0,22.1,5,103,70.5,127,4,7,10,0,43,12,0.4,8.6
Kyle Pugh,35900,LB,N ILLINOIS,11,137,0,254,1,-4.0,100.0,75.5,34.0,34.0,0,0,0.0,70.7,0,8,0.0,0,0,100.0,1,37,27.0,49,2,2,1,0,8,12,0.2,8.0,0,3,10.8,25.0,84.4,75.0,18.8,0,1,25.0,74.6,0,11,9.1,1,1,39.6,1,76,55.5,90,2,7,4,0,11,0,0.1,11.0
Jordan Carmouche,39951,LB,ARK STATE,11,313,0,113,0,23.5,0.0,92.9,,23.0,0,0,0.0,50.9,0,,0.0,0,0,39.6,0,52,16.6,56,1,1,2,0,0,0,0.0,,0,3,4.3,77.8,85.5,13.6,10.6,0,0,0.0,62.4,0,51,7.1,1,0,146.1,14,201,64.2,235,2,10,18,2,183,122,1.0,13.1
Monte McGary,42477,CB,KANSAS,7,22,0,198,1,9.0,100.0,100.0,7.0,7.0,0,0,0.0,58.5,0,12,0.0,0,0,116.7,1,7,31.8,7,0,1,1,0,12,3,1.7,12.0,0,0,,,100.0,,,0,0,,65.5,0,,,0,0,0.0,0,13,59.1,13,0,0,0,0,0,0,0.0,
Bricen Garner,42520,S,W MICHIGAN,11,331,0,347,1,4.4,40.0,98.1,23.0,9.2,0,1,20.0,66.6,0,31,0.0,0,1,63.8,2,52,15.7,53,0,3,5,0,34,33,0.7,17.0,0,2,8.8,67.9,95.8,9.1,6.1,0,1,3.6,59.7,1,37,11.1,3,1,78.7,19,181,54.7,189,9,22,28,0,235,74,1.4,12.4
Brandon Moore,42620,CB,NEBRASKA,6,83,0,238,0,5.0,100.0,100.0,13.0,13.0,0,0,0.0,68.1,0,11,0.0,0,0,100.0,2,27,32.5,27,0,2,2,0,16,6,0.6,8.0,0,1,10.2,50.0,97.6,12.3,6.2,0,0,0.0,74.7,1,13,33.3,1,0,22.9,3,40,48.2,41,0,1,6,0,27,13,0.7,9.0
Clifford Chattman,42657,S,UTSA,11,373,0,331,0,19.7,85.7,98.4,9.3,8.0,0,1,14.3,53.8,1,42,25.0,1,1,79.2,6,60,16.1,61,0,3,7,0,146,26,2.6,24.3,0,5,10.4,41.4,98.5,20.6,8.5,0,5,17.2,77.1,1,55,3.8,1,5,56.1,12,260,69.7,264,4,20,29,1,156,97,0.6,13.0
Anthony Watts,42807,DI,MARSHALL,11,6,0,214,0,17.0,100.0,1.8,1.0,1.0,0,0,0.0,59.2,0,49,0.0,0,0,118.8,1,1,16.7,57,0,1,1,0,49,32,49.0,49.0,0,0,,,4.8,,,0,0,,55.8,0,,33.3,1,0,0.0,0,5,83.3,104,1,2,0,0,0,0,0.0,
