"game_id","first","time_control_name","game_end_reason","winner","created_at","last_update","type","game_request.lexicon","game_request.initial_time_seconds","game_request.increment_seconds","game_request.challenge_rule","game_request.game_mode","game_request.rating_mode","game_request.max_overtime_minutes","game_request.player_vs_bot","game_request.bot_type","game_request.rules.board_layout_name","game_request.rules.letter_distribution_name","game_request.rules.variant_name"
"nc5TPeEK","BasicBot","rapid","TIME",0,"2022-07-13T14:35:59.533958Z","2022-07-13T14:46:05.303481Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"k8jBmjAr","patvinraj2305","regular","TIME",0,"2022-07-13T14:35:01.339498Z","2022-07-13T14:56:06.086230Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"kJ5SaMa3","BasicBot","regular","STANDARD",0,"2022-07-13T14:31:42.765320Z","2022-07-13T14:44:30.287180Z","NATIVE","NWL20",1500,0,"DOUBLE","REAL_TIME","CASUAL",10,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"VRBy2QzE","BasicBot","regular","STANDARD",0,"2022-07-13T14:30:53.825670Z","2022-07-13T14:41:49.412726Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"pR9WZYUs","CarlTassya","rapid","STANDARD",0,"2022-07-13T14:26:03.692149Z","2022-07-13T14:35:54.748403Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"WXfDv3Bm","BasicBot","regular","STANDARD",1,"2022-07-13T14:25:03.932090Z","2022-07-13T14:37:20.459949Z","NATIVE","CSW21",1260,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"57JgazW3","BasicBot","regular","STANDARD",0,"2022-07-13T14:24:54.102454Z","2022-07-13T14:37:01.731149Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"DgSceWxN","erishacbees","regular","STANDARD",0,"2022-07-13T14:24:29.386048Z","2022-07-13T14:38:16.833492Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vdLhJGuK","Sammy","regular","STANDARD",1,"2022-07-13T14:21:28.063675Z","2022-07-13T14:27:59.269191Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"FiFBgDRg","Cappellusman","regular","STANDARD",0,"2022-07-13T14:19:04.011290Z","2022-07-13T14:29:01.592051Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"aqGibJRP","BasicBot","rapid","STANDARD",0,"2022-07-13T14:17:39.263818Z","2022-07-13T14:25:58.809759Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pCzrhoGH","BasicBot","regular","STANDARD",0,"2022-07-13T14:12:26.944070Z","2022-07-13T14:24:23.658292Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"WaRUMNGH","BasicBot","regular","STANDARD",0,"2022-07-13T14:12:05.226632Z","2022-07-13T14:27:12.421240Z","NATIVE","CSW21",1800,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Zp2DCmRN","MyraA","regular","STANDARD",0,"2022-07-13T14:11:23.225362Z","2022-07-13T14:20:17.889287Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vevMnTpn","BasicBot","regular","STANDARD",0,"2022-07-13T14:10:13.573754Z","2022-07-13T14:18:55.029167Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"mnKQDcXM","CarlTassya","rapid","TIME",0,"2022-07-13T14:07:31.062931Z","2022-07-13T14:17:36.155084Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"uW4JCoLR","Jese77","regular","STANDARD",1,"2022-07-13T14:07:15.726011Z","2022-07-13T14:24:32.041622Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NWBteSM4","anupama","regular","CONSECUTIVE_ZEROES",0,"2022-07-13T14:05:56.447429Z","2022-07-13T14:25:01.358019Z","NATIVE","CSW21",1260,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5cJScTBP","BasicBot","regular","STANDARD",1,"2022-07-13T14:00:53.028154Z","2022-07-13T14:06:23.142493Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Uuevh3z6","Cappellusman","regular","STANDARD",0,"2022-07-13T14:00:02.785600Z","2022-07-13T14:10:00.805899Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"fnTjmmMz","BasicBot","regular","STANDARD",0,"2022-07-13T13:58:16.645431Z","2022-07-13T14:08:37.341762Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"N7Avq9uw","BasicBot","rapid","STANDARD",0,"2022-07-13T13:58:09.883384Z","2022-07-13T14:06:28.679422Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"vGMnMsV9","BasicBot","regular","STANDARD",0,"2022-07-13T13:54:28.315340Z","2022-07-13T14:07:11.117354Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"VACB7Yw8","Sammy","regular","STANDARD",1,"2022-07-13T13:53:29.732469Z","2022-07-13T14:00:47.884428Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2ZhLMopM","Khairul.A","regular","STANDARD",0,"2022-07-13T13:51:49.176267Z","2022-07-13T14:03:20.891532Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"U8vBtfQS","CarlTassya","rapid","STANDARD",0,"2022-07-13T13:50:43.618802Z","2022-07-13T13:58:04.435253Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hE8exRua","BasicBot","regular","STANDARD",1,"2022-07-13T13:48:11.633204Z","2022-07-13T13:53:21.196803Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5gwkWvj3","BasicBot","regular","STANDARD",1,"2022-07-13T13:44:36.498315Z","2022-07-13T14:05:51.688522Z","NATIVE","CSW21",1260,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"qSfGgGdh","Jese77","regular","STANDARD",1,"2022-07-13T13:42:57.829401Z","2022-07-13T13:54:08.393852Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"47yj48dD","BasicBot","regular","STANDARD",0,"2022-07-13T13:42:13.357588Z","2022-07-13T13:48:23.536967Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"gvyQ3FMf","ppphrlyn","regular","STANDARD",0,"2022-07-13T13:41:08.346128Z","2022-07-13T13:49:16.848415Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pqdwFam7","BasicBot","regular","STANDARD",0,"2022-07-13T13:41:04.303732Z","2022-07-13T13:51:45.100399Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"NpwezodC","BasicBot","rapid","TIME",0,"2022-07-13T13:40:34.194494Z","2022-07-13T13:50:39.812524Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2m4My2vY","MyraA","regular","STANDARD",0,"2022-07-13T13:40:32.773319Z","2022-07-13T13:52:03.209968Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"cVF77XBY","BasicBot","regular","STANDARD",0,"2022-07-13T13:39:31.196341Z","2022-07-13T13:46:25.176582Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"uDdvCyVi","BasicBot","regular","STANDARD",0,"2022-07-13T13:36:25.132852Z","2022-07-13T13:54:48.196609Z","NATIVE","CSW21",1500,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8s5ecJbo","BasicBot","regular","STANDARD",0,"2022-07-13T13:33:29.296965Z","2022-07-13T13:46:17.304219Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"buH9H42f","CarlTassya","rapid","STANDARD",0,"2022-07-13T13:31:42.758128Z","2022-07-13T13:40:28.037376Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"eWDXcxYL","ncya3l","regular","TIME",0,"2022-07-13T13:30:51.405021Z","2022-07-13T13:46:54.322685Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dgQb8Pqt","BasicBot","regular","STANDARD",0,"2022-07-13T13:30:21.686483Z","2022-07-13T13:41:28.232366Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"W6uxh6NM","Cracker","regular","STANDARD",1,"2022-07-13T13:30:00.738552Z","2022-07-13T13:39:25.446310Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"g2bdYoek","BasicBot","regular","RESIGNED",0,"2022-07-13T13:25:27.210836Z","2022-07-13T13:29:59.339967Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Dn8ac9JC","Khairul.A","regular","STANDARD",0,"2022-07-13T13:24:11.341234Z","2022-07-13T13:41:01.048987Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"47ydj2Cz","BasicBot","regular","STANDARD",0,"2022-07-13T13:23:42.492140Z","2022-07-13T13:33:11.456159Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4nLThgQz","Mamito","regular","STANDARD",1,"2022-07-13T13:21:54.997384Z","2022-07-13T13:34:34.963975Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"DEiMdECb","trish","regular","STANDARD",0,"2022-07-13T13:21:35.604168Z","2022-07-13T13:29:37.379892Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"3t8Z2qcz","CarlTassya","rapid","STANDARD",0,"2022-07-13T13:21:19.293004Z","2022-07-13T13:30:24.991333Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hxVgtgRs","anupama","regular","STANDARD",0,"2022-07-13T13:15:36.489656Z","2022-07-13T13:33:04.868458Z","NATIVE","CSW21",1260,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"cCN6xXmr","BasicBot","rapid","STANDARD",0,"2022-07-13T13:14:18.662213Z","2022-07-13T13:21:05.478829Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"hnoT65Rs","Jese77","regular","STANDARD",0,"2022-07-13T13:14:17.842318Z","2022-07-13T13:28:11.005631Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"rbrXytj6","2205277_LKONG","regular","RESIGNED",0,"2022-07-13T13:12:47.080778Z","2022-07-13T13:13:16.554313Z","NATIVE","CSW21",3600,60,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"D3Tv5naW","megan123456","regular","TIME",0,"2022-07-13T13:12:41.350963Z","2022-07-13T13:33:46.105923Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"CeDRAytk","BasicBot","regular","STANDARD",0,"2022-07-13T13:11:06.383209Z","2022-07-13T13:21:27.148584Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"fj6nGo4H","Cracker","regular","STANDARD",1,"2022-07-13T13:10:42.405034Z","2022-07-13T13:25:17.958765Z","NATIVE","CSW21",3000,3,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"bY28F4FU","BasicBot","regular","STANDARD",0,"2022-07-13T13:08:14.016485Z","2022-07-13T13:13:30.427973Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"CYMNKwbA","CarlTassya","rapid","STANDARD",0,"2022-07-13T13:04:32.887654Z","2022-07-13T13:14:08.995030Z","NATIVE","CSW21",600,0,"VOID","REAL_TIME","RATED",0,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dbmCZ4QH","BasicBot","regular","STANDARD",0,"2022-07-13T13:04:05.958195Z","2022-07-13T13:12:37.750319Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"Utursr2W","AlexanderYZH","regular","STANDARD",1,"2022-07-13T13:03:25.227101Z","2022-07-13T13:06:36.762439Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pt3k6gji","BasicBot","regular","TIME",0,"2022-07-13T13:03:08.735424Z","2022-07-13T13:19:16.114001Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"u3iTow9K","megan123456","regular","RESIGNED",0,"2022-07-13T12:55:24.694279Z","2022-07-13T13:04:04.414403Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5vY3kJz9","BasicBot","regular","STANDARD",0,"2022-07-13T12:52:11.803445Z","2022-07-13T12:57:26.452113Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"MsUcGmx4","BasicBot","rapid","STANDARD",0,"2022-07-13T12:51:00.697031Z","2022-07-13T12:57:04.447419Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"CKtk7Hwp","Yuki86","regular","STANDARD",0,"2022-07-13T12:50:45.104253Z","2022-07-13T12:57:53.988824Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sbKVRSf7","liaa4","regular","STANDARD",1,"2022-07-13T12:50:37.628725Z","2022-07-13T13:00:34.610332Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2PPan5yv","Mamito","regular","STANDARD",0,"2022-07-13T12:47:42.444338Z","2022-07-13T12:58:47.657314Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"jeZ3YjWi","BasicBot","regular","STANDARD",0,"2022-07-13T12:46:30.602327Z","2022-07-13T12:55:21.702762Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"b8JuGBaF","CarlTassya","rapid","STANDARD",0,"2022-07-13T12:45:33.111758Z","2022-07-13T12:50:58.741013Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"322tNQP4","BasicBot","regular","CONSECUTIVE_ZEROES",0,"2022-07-13T12:44:26.854046Z","2022-07-13T12:51:54.566675Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"tuG8oJPB","BasicBot","regular","STANDARD",0,"2022-07-13T12:41:54.294085Z","2022-07-13T12:50:38.561196Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"nVMJzodt","BasicBot","regular","STANDARD",0,"2022-07-13T12:37:18.344120Z","2022-07-13T12:43:46.133538Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"MDcMZ67K","megan123456","regular","STANDARD",0,"2022-07-13T12:36:35.520143Z","2022-07-13T12:46:27.532227Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"2WkuoXUE","MegatRashidi","regular","STANDARD",0,"2022-07-13T12:35:31.304143Z","2022-07-13T12:46:08.113670Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"6XsWumiu","BasicBot","regular","STANDARD",0,"2022-07-13T12:28:22.801975Z","2022-07-13T12:36:30.063547Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"5TdLPyTA","LeeZerQian","regular","STANDARD",0,"2022-07-13T12:27:59.369882Z","2022-07-13T12:37:03.621128Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"VKh45VdM","sivanes","regular","STANDARD",0,"2022-07-13T12:27:13.281874Z","2022-07-13T12:35:36.384827Z","NATIVE","CSW21",1500,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"RSuEGtF5","BasicBot","regular","TIME",0,"2022-07-13T12:24:25.789130Z","2022-07-13T12:55:46.101436Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"qVc6w8yE","BasicBot","regular","STANDARD",0,"2022-07-13T12:21:18.213796Z","2022-07-13T12:27:46.383130Z","NATIVE","CSW21",900,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"BZWGWiuM","rahmanzl_22","rapid","RESIGNED",0,"2022-07-13T12:16:47.788642Z","2022-07-13T12:20:41.338159Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"8Rkr8ZbN","liaa4","regular","STANDARD",0,"2022-07-13T12:15:09.425707Z","2022-07-13T12:24:29.816178Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"iRG2yunH","BasicBot","regular","STANDARD",0,"2022-07-13T12:14:54.709482Z","2022-07-13T12:25:50.281660Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"jAXopkZs","BasicBot","regular","RESIGNED",0,"2022-07-13T12:12:02.669444Z","2022-07-13T12:17:32.494046Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"bxDxCQ5Q","KALEESHWAR_NAIDU","regular","STANDARD",0,"2022-07-13T12:07:32.514480Z","2022-07-13T12:14:11.605625Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ZGqSdrce","BasicBot","regular","STANDARD",0,"2022-07-13T12:07:26.973020Z","2022-07-13T12:20:36.521959Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"dvbW5VH6","MegatRashidi","regular","RESIGNED",0,"2022-07-13T12:05:08.773213Z","2022-07-13T12:10:45.356309Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"SSeGADcr","Cappellusman","regular","STANDARD",0,"2022-07-13T12:04:41.075645Z","2022-07-13T12:24:11.980252Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"PxksJnpr","SKBATUMAUNG","regular","STANDARD",0,"2022-07-13T11:54:45.996120Z","2022-07-13T12:06:37.859947Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"4yAuoxs5","Seyilaw","blitz","RESIGNED",0,"2022-07-13T11:49:35.363098Z","2022-07-13T11:53:00.819796Z","NATIVE","CSW21",300,0,"TEN_POINT","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"uhgHgExh","BasicBot","regular","STANDARD",1,"2022-07-13T11:47:18.415993Z","2022-07-13T11:56:08.013230Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"tcxcWUX2","BasicBot","regular","STANDARD",1,"2022-07-13T11:41:59.545769Z","2022-07-13T12:00:20.655036Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"artzZZvJ","BasicBot","regular","STANDARD",0,"2022-07-13T11:41:33.630078Z","2022-07-13T11:54:36.716333Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"sAmKGdp3","Bryson","regular","STANDARD",0,"2022-07-13T11:40:11.159616Z","2022-07-13T11:44:04.861023Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"iGF2Wavx","Ibrahim28","rapid","STANDARD",0,"2022-07-13T11:38:53.213250Z","2022-07-13T11:46:31.705475Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"JuFQaAsq","mutton","regular","STANDARD",1,"2022-07-13T11:35:12.378133Z","2022-07-13T11:47:15.318161Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ZKzzsyiE","BasicBot","rapid","RESIGNED",0,"2022-07-13T11:33:02.418974Z","2022-07-13T11:38:52.228681Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"YjF299qT","Holy","regular","STANDARD",1,"2022-07-13T11:32:38.776431Z","2022-07-13T11:39:13.450634Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"pteYhqdH","BasicBot","ultrablitz","TIME",0,"2022-07-13T11:31:31.204640Z","2022-07-13T11:33:06.101742Z","NATIVE","CSW21",30,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"WtW28sit","Ibrahim28","rapid","RESIGNED",0,"2022-07-13T11:31:24.491038Z","2022-07-13T11:33:01.019798Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"uhi3px8E","Zahidah","ultrablitz","TIME",0,"2022-07-13T11:29:51.120930Z","2022-07-13T11:31:24.235459Z","NATIVE","CSW21",30,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"MYGCs6bB","SKBATUMAUNG","regular","STANDARD",0,"2022-07-13T11:29:40.102436Z","2022-07-13T11:40:05.851405Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"ctDcWiv7","Cappellusman","regular","CONSECUTIVE_ZEROES",1,"2022-07-13T11:28:26.079212Z","2022-07-13T11:41:49.106099Z","NATIVE","RD28",1800,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_PROBABILISTIC","CrosswordGame","german",""
"oQAvGcMB","BasicBot","regular","STANDARD",0,"2022-07-13T11:27:34.966973Z","2022-07-13T11:37:59.335548Z","NATIVE","CSW21",1200,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"LiT6pQj7","BasicBot","rapid","STANDARD",0,"2022-07-13T11:24:28.349770Z","2022-07-13T11:31:21.491326Z","NATIVE","CSW21",600,0,"SINGLE","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"AjBhRdii","BasicBot","regular","STANDARD",1,"2022-07-13T11:19:17.602162Z","2022-07-13T11:32:42.202340Z","NATIVE","CSW21",3600,0,"VOID","REAL_TIME","CASUAL",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
"UpqrovSb","BasicBot","regular","STANDARD",0,"2022-07-13T11:16:30.500779Z","2022-07-13T11:29:33.914609Z","NATIVE","CSW21",900,0,"VOID","REAL_TIME","RATED",1,TRUE,"LEVEL2_CEL_BOT","CrosswordGame","english",""
