id,player,team,opponent,position,salary,ownership
84964-55050,Christian McCaffrey,SF,WAS,RB,9400,27.7
84964-39280,Derrick Henry,TEN,HOU,RB,9800,22.4
84964-86631,CeeDee Lamb,DAL,PHI,WR,8300,21.7
84964-73048,DK Metcalf,SEA,KC,WR,8000,19.7
84964-85671,Justin Jefferson,MIN,NYG,WR,9300,19.5
84964-64401,Saquon Barkley,NYG,MIN,RB,8500,18.4
84964-33076,Travis Kelce,KC,SEA,TE,8600,16.6
84964-54140,Dalvin Cook,MIN,NYG,RB,8700,16.3
84964-86997,Amon-Ra St. Brown,DET,CAR,WR,8400,16.0
84964-55987,JuJu Smith-Schuster,KC,SEA,WR,7300,15.8
84964-103342,Kenneth Walker III,SEA,KC,RB,6900,14.8
84964-63759,Tony Pollard,DAL,PHI,RB,7700,13.7
84964-71706,T.J. Hockenson,MIN,NYG,TE,6000,13.1
84964-53498,Richie James Jr.,NYG,MIN,WR,5200,12.7
84964-63819,Darius Slayton,NYG,MIN,WR,6300,12.3
84964-92575,Isiah Pacheco,KC,SEA,RB,6700,12.1
84964-12542,New Orleans Saints,NO,CLE,D,3800,12.0
84964-63043,D.J. Moore,CAR,DET,WR,7100,12.0
84964-26483,Geno Smith,SEA,KC,QB,7600,11.7
84964-12529,Cleveland Browns,CLE,NO,D,4100,11.7
84964-22038,Kirk Cousins,MIN,NYG,QB,7700,11.7
84964-25079,Stefon Diggs,BUF,CHI,WR,8700,11.5
84964-39716,Adam Thielen,MIN,NYG,WR,6600,11.2
84964-85701,Ja'Marr Chase,CIN,NE,WR,8800,11.2
84964-72846,A.J. Brown,PHI,DAL,WR,8500,11.0
84964-33047,Chris Moore,HOU,TEN,WR,6100,10.9
84964-31716,Dak Prescott,DAL,PHI,QB,7500,10.3
84964-61798,Gardner Minshew,PHI,DAL,QB,6100,10.3
84964-57439,Patrick Mahomes,KC,SEA,QB,9200,10.3
84964-52442,Joe Mixon,CIN,NE,RB,7500,9.9
84964-54608,Jerick McKinnon,KC,SEA,RB,7300,9.7
84964-111540,Rhamondre Stevenson,NE,CIN,RB,8300,9.7
84964-52436,Mark Andrews,BAL,ATL,TE,6400,9.2
84964-56250,Terry McLaurin,WAS,SF,WR,7000,9.2
84964-89981,Tee Higgins,CIN,NE,WR,7700,8.8
84964-63519,Daniel Jones,NYG,MIN,QB,7400,8.6
84964-71845,Miles Sanders,PHI,DAL,RB,7100,8.5
84964-12556,Houston Texans,HOU,TEN,D,3600,8.4
84964-94534,Gabe Davis,BUF,CHI,WR,6400,8.3
84964-83074,Dallas Goedert,PHI,DAL,TE,6200,8.3
84964-55042,Dalton Schultz,DAL,PHI,TE,6100,8.1
84964-38791,Ezekiel Elliott,DAL,PHI,RB,7400,8.0
84964-63634,Jakobi Meyers,NE,CIN,WR,6200,8.0
84964-85798,Brandon Aiyuk,SF,WAS,WR,6800,8.0
84964-90576,DeVonta Smith,PHI,DAL,WR,7600,7.9
84964-55830,D'Onta Foreman,CAR,DET,RB,6100,7.8
84964-91598,D'Andre Swift,DET,CAR,RB,6800,7.3
84964-73273,David Montgomery,CHI,BUF,RB,7200,7.3
84964-87787,J.K. Dobbins,BAL,ATL,RB,7000,7.1
84964-40647,Marquez Valdes-Scantling,KC,SEA,WR,5700,6.8
84964-12525,Atlanta Falcons,ATL,BAL,D,3400,6.5
84964-12555,Baltimore Ravens,BAL,ATL,D,4900,6.2
84964-70603,Devin Singletary,BUF,CHI,RB,6400,6.2
84964-63855,K.J. Osborn,MIN,NYG,WR,6100,6.0
84964-45631,Jamaal Williams,DET,CAR,RB,6800,5.9
84964-91047,Cole Kmet,CHI,BUF,TE,5100,5.8
84964-12536,Kansas City Chiefs,KC,SEA,D,4200,5.7
84964-53562,Nick Chubb,CLE,NO,RB,7900,5.7
84964-12534,Tennessee Titans,TEN,HOU,D,4700,5.6
84964-12527,Chicago Bears,CHI,BUF,D,3100,5.4
84964-42104,Alvin Kamara,NO,CLE,RB,7400,5.4
84964-62239,Josh Allen,BUF,CHI,QB,9500,5.3
84964-39793,George Kittle,SF,WAS,TE,7000,5.1
84964-32243,Marquise Goodwin,SEA,KC,WR,5800,5.1
84964-12541,New England Patriots,NE,CIN,D,4500,5.0
84964-91626,James Cook,BUF,CHI,RB,5300,5.0
84964-29683,Nelson Agholor,NE,CIN,WR,5300,5.0
84964-112745,Drake London,ATL,BAL,WR,6400,4.9
84964-12526,Buffalo Bills,BUF,CHI,D,4800,4.8
84964-87467,Chuba Hubbard,CAR,DET,RB,6000,4.8
84964-93055,Isaiah Hodgins,NYG,MIN,WR,5800,4.7
84964-63336,Joe Burrow,CIN,NE,QB,8100,4.7
84964-12528,Cincinnati Bengals,CIN,NE,D,4000,4.6
84964-52917,DJ Chark Jr.,DET,CAR,WR,5700,4.5
84964-90307,Daniel Bellinger,NYG,MIN,TE,4700,4.5
84964-12549,San Francisco 49ers,SF,WAS,D,5000,4.5
84964-56248,Noah Brown,DAL,PHI,WR,5600,4.4
84964-73687,Quez Watkins,PHI,DAL,WR,5100,4.4
84964-30733,Cordarrelle Patterson,ATL,BAL,RB,6200,4.2
84964-71705,Noah Fant,SEA,KC,TE,5300,4.1
84964-31001,Amari Cooper,CLE,NO,WR,6700,4.0
84964-90562,Brian Robinson Jr.,WAS,SF,RB,6600,3.9
84964-54879,Deshaun Watson,CLE,NO,QB,6800,3.8
84964-53639,Isaiah McKenzie,BUF,CHI,WR,5500,3.7
84964-86229,Jahan Dotson,WAS,SF,WR,5700,3.6
84964-12530,Dallas Cowboys,DAL,PHI,D,4000,3.5
84964-64585,Dawson Knox,BUF,CHI,TE,5700,3.2
84964-12552,Washington Commanders,WAS,SF,D,3700,3.2
84964-38435,Jared Goff,DET,CAR,QB,7000,3.2
84964-91591,Justin Fields,CHI,BUF,QB,7800,3.1
84964-38264,Demarcus Robinson,BAL,ATL,WR,6000,3.1
84964-12553,Carolina Panthers,CAR,DET,D,3500,3.1
84964-90584,Mac Jones,NE,CIN,QB,6400,3.0
84964-12532,Detroit Lions,DET,CAR,D,3900,3.0
84964-52451,Samaje Perine,CIN,NE,RB,5500,2.9
84964-12545,Philadelphia Eagles,PHI,DAL,D,4400,2.9
84964-64576,Damien Harris,NE,CIN,RB,6500,2.9
84964-85672,Terrace Marshall Jr.,CAR,DET,WR,5600,2.8
84964-69956,Michael Gallup,DAL,PHI,WR,5700,2.8
84964-63589,Sam Darnold,CAR,DET,QB,6700,2.7
84964-85607,Brock Purdy,SF,WAS,QB,6900,2.6
84964-55970,Royce Freeman,HOU,TEN,RB,5900,2.6
84964-88297,Chig Okonkwo,TEN,HOU,TE,5400,2.6
84964-55335,David Njoku,CLE,NO,TE,5800,2.5
84964-55165,Justin Jackson,DET,CAR,RB,5200,2.2
84964-12540,Minnesota Vikings,MIN,NYG,D,3600,2.2
84964-110259,Treylon Burks,TEN,HOU,WR,6200,2.1
84964-170287,Rashid Shaheed,NO,CLE,WR,5600,2.1
84964-70051,Tyler Huntley,BAL,ATL,QB,6700,2.1
84964-45229,Kareem Hunt,CLE,NO,RB,5600,2.0
84964-53097,Josh Reynolds,DET,CAR,WR,5500,2.0
84964-57338,Jordan Akins,HOU,TEN,TE,4900,2.0
84964-91426,Donovan Peoples-Jones,CLE,NO,WR,6500,1.9
84964-90428,Tyler Allgeier,ATL,BAL,RB,6200,1.9
84964-86278,Desmond Ridder,ATL,BAL,QB,6400,1.9
84964-64031,Hayden Hurst,CIN,NE,TE,5200,1.9
84964-90933,Antonio Gibson,WAS,SF,RB,5800,1.8
84964-86052,Kadarius Toney,KC,SEA,WR,5600,1.8
84964-40669,Tyler Boyd,CIN,NE,WR,6500,1.8
84964-52613,Curtis Samuel,WAS,SF,WR,5600,1.8
84964-29501,Brandin Cooks,HOU,TEN,WR,6500,1.7
84964-56708,Will Dissly,SEA,KC,TE,4600,1.6
84964-40167,Gus Edwards,BAL,ATL,RB,5700,1.6
84964-61593,Jauan Jennings,SF,WAS,WR,5800,1.6
84964-40845,Hunter Henry,NE,CIN,TE,5000,1.6
84964-53331,Taylor Heinicke,WAS,SF,QB,6600,1.6
84964-26355,Logan Thomas,WAS,SF,TE,4900,1.5
84964-28827,Dare Ogunbowale,HOU,TEN,RB,5400,1.5
84964-71444,Travis Homer,SEA,KC,RB,5100,1.5
84964-27338,Rex Burkhead,HOU,TEN,RB,5000,1.3
84964-29685,Robert Woods,TEN,HOU,WR,5400,1.3
84964-89628,Davis Mills,HOU,TEN,QB,6500,1.3
84964-64808,Juwan Johnson,NO,CLE,TE,5900,1.2
84964-72412,Khalil Herbert,CHI,BUF,RB,5500,1.2
84964-40126,Austin Hooper,TEN,HOU,TE,4800,1.2
84964-72776,Alexander Mattison,MIN,NYG,RB,4900,1.2
84964-45565,Taysom Hill,NO,CLE,TE,6500,1.2
84964-43433,Boston Scott,PHI,DAL,RB,4800,1.2
84964-14225,Andy Dalton,NO,CLE,QB,6500,1.1
84964-62497,David Johnson,NO,CLE,RB,4900,1.1
84964-48116,Jonnu Smith,NE,CIN,TE,4600,1.1
84964-12543,New York Giants,NYG,MIN,D,3300,0.9
84964-57342,Tre'Quan Smith,NO,CLE,WR,4800,0.9
84964-80294,Anthony Firkser,ATL,BAL,TE,4400,0.9
84964-69295,Byron Pringle,CHI,BUF,WR,5300,0.9
84964-62505,MyCole Pruitt,ATL,BAL,TE,4700,0.9
84964-83083,Justin Watson,KC,SEA,WR,4700,0.9
84964-6739,DeSean Jackson,BAL,ATL,WR,5000,0.8
84964-53303,Matt Breida,NYG,MIN,RB,6000,0.8
84964-72515,Ian Thomas,CAR,DET,TE,4500,0.8
84964-89970,Amari Rodgers,HOU,TEN,WR,5100,0.8
84964-90912,Kenneth Gainwell,PHI,DAL,RB,5000,0.8
84964-64496,Olamide Zaccheaus,ATL,BAL,WR,5300,0.8
84964-12550,Seattle Seahawks,SEA,KC,D,3000,0.7
84964-89220,Tyquan Thornton,NE,CIN,WR,5200,0.6
84964-87691,Malik Willis,TEN,HOU,QB,6600,0.6
84964-56698,Dante Pettis,CHI,BUF,WR,4900,0.6
84964-41806,Laquon Treadwell,SEA,KC,WR,4800,0.6
84964-71246,Marquez Callaway,NO,CLE,WR,4700,0.6
84964-87859,Laviska Shenault Jr.,CAR,DET,WR,5100,0.6
84964-64389,Nick Westbrook-Ikhine,TEN,HOU,WR,5300,0.6
84964-91677,Shi Smith,CAR,DET,WR,5000,0.5
84964-69168,N'Keal Harry,CHI,BUF,WR,4700,0.5
84964-87260,Isaiah Likely,BAL,ATL,TE,4500,0.5
84964-25813,Phillip Dorsett II,HOU,TEN,WR,5000,0.4
84964-93143,Noah Gray,KC,SEA,TE,4600,0.4
84964-91101,Tommy Tremble,CAR,DET,TE,4600,0.3
