team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
PHI,24,14,504,8,76,504,90.1,92,8
TB,30,14,646,28,76,646,90.1,116,12
CAR,5,14,436,8,58,436,89.0,81,15
GB,12,14,505,10,72,505,88.5,99,17
SF,28,14,470,19,70,470,88.4,99,10
BLT,3,14,475,6,74,475,88.2,96,16
JAX,15,14,548,17,83,548,88.1,115,15
PIT,25,14,539,20,80,539,87.9,115,15
ATL,2,14,386,14,54,386,87.8,81,13
NO,20,14,491,20,68,491,87.2,107,19
CIN,7,14,582,27,84,582,86.5,134,23
MIA,17,14,534,24,93,534,86.4,131,14
KC,16,14,618,23,120,618,86.2,157,14
CLV,8,14,518,26,78,518,86.1,124,20
DET,11,14,513,28,92,513,86.0,132,12
DAL,9,14,471,31,81,471,86.0,122,10
NYJ,22,14,566,26,102,566,85.7,145,17
NE,19,14,486,12,81,486,85.7,116,23
DEN,10,14,548,22,84,548,85.4,133,27
LAC,27,14,663,39,122,663,85.3,178,17
BUF,4,14,598,21,123,598,85.3,160,16
ARZ,1,14,627,17,133,627,84.4,173,23
SEA,29,14,536,28,88,536,84.3,142,26
HST,13,14,512,27,102,512,83.7,148,19
LV,23,14,526,28,111,526,83.6,156,17
IND,14,14,578,31,102,578,83.5,162,29
MIN,18,14,604,46,100,604,82.8,177,31
NYG,21,14,505,25,96,505,82.7,148,27
CHI,6,14,416,13,88,416,82.3,124,23
WAS,32,14,536,34,106,536,81.9,167,27
LA,26,14,526,36,92,526,81.4,162,34
TEN,31,14,426,23,86,426,81.3,134,25
