player,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts
Derrick Henry,10679,HB,TEN,14,296,54,14,28.9,376,0,1299,4,5,54,1079,66.0,31,60,31,5,122,58.2,81.9,51.8,71.6,63.8,45.8,83.0,84.4,56,1,379,30,162,318,0,0,36,326,12,1299,1079,3.65,4.4,2.34,170
Josh Jacobs,45953,HB,LV,14,290,80,15,25.8,386,0,1494,2,5,80,1048,91.4,37,84,23,3,175,69.2,92.7,85.7,,52.7,66.2,92.9,68.6,86,0,363,46,274,320,1,1,53,336,11,1495,1050,3.61,5.1,1.32,76
Saquon Barkley,45791,HB,NYG,14,269,37,16,34.4,403,0,1170,4,6,37,748,37.8,29,55,21,1,160,86.5,77.0,89.9,,72.9,59.1,79.1,56.8,68,0,294,47,313,333,0,0,59,316,9,1170,748,2.78,4.3,0.94,100
Nick Chubb,45783,HB,CLV,14,252,70,20,36.6,458,0,1252,1,9,70,880,101.4,39,56,8,1,135,84.4,86.9,87.1,,67.6,55.2,88.8,56.1,41,0,172,20,206,280,0,0,26,272,12,1252,880,3.49,5.0,0.83,106
Dalvin Cook,11796,HB,MIN,14,230,47,10,29.8,311,0,1045,3,8,47,746,67.8,27,45,18,3,68,60.1,69.1,66.1,60.0,42.1,64.1,73.9,57.3,81,1,265,33,349,258,0,0,43,263,8,1045,746,3.24,4.5,0.76,152
Dameon Pierce,83659,HB,HST,13,220,62,9,29.6,278,1,939,4,13,62,722,98.1,22,54,13,4,107,46.0,78.9,49.8,,32.3,55.4,84.8,46.2,75,1,165,31,193,246,0,0,37,251,4,939,722,3.28,4.3,0.85,108
Jamaal Williams,11889,HB,DET,14,217,25,6,17.1,143,0,838,3,2,25,560,30.8,18,54,11,3,134,55.2,68.0,36.8,,66.3,36.1,71.4,58.5,51,1,57,9,100,227,0,0,13,226,14,838,560,2.58,3.9,0.57,81
Miles Sanders,40555,HB,PHI,14,215,37,12,25.9,288,0,1110,1,5,37,658,54.9,32,56,24,1,93,81.9,77.5,90.7,,47.8,39.2,85.5,57.5,40,0,72,19,237,300,0,0,24,234,11,1110,658,3.06,5.2,0.3,118
Najee Harris,57121,HB,PIT,14,211,46,5,13.3,105,0,790,3,8,46,581,61.2,16,34,25,2,73,81.8,70.6,58.6,60.0,66.3,56.8,73.7,49.2,36,1,165,32,249,263,0,0,40,243,6,790,581,2.75,3.7,0.66,132
Christian McCaffrey,11763,HB,SF,14,200,33,11,30.6,284,0,927,2,17,33,590,53.8,23,46,28,1,77,83.5,87.6,90.3,87.1,43.0,92.5,76.0,60.2,49,0,623,74,341,250,0,0,89,274,6,927,590,2.95,4.6,1.83,122
Jonathan Taylor,57488,HB,IND,11,192,42,7,23.1,199,0,861,2,6,42,592,67.3,21,39,14,3,73,53.6,67.6,88.0,,28.5,57.7,71.5,58.3,66,0,143,28,256,215,0,0,34,220,4,861,592,3.08,4.5,0.56,114
Ezekiel Elliott,10638,HB,DAL,12,188,26,7,18.7,145,0,774,2,1,26,551,38.8,16,45,9,0,80,90.6,76.7,86.1,,53.9,43.3,79.9,84.1,27,0,86,16,174,217,0,0,20,204,10,774,551,2.93,4.1,0.49,98
Joe Mixon,11803,HB,CIN,12,183,21,5,18.9,137,0,723,3,10,21,483,35.4,15,41,7,0,100,90.7,76.9,89.1,,31.9,79.5,75.3,56.7,40,1,357,48,257,217,0,0,56,231,6,723,483,2.64,4.0,1.39,75
Rhamondre Stevenson,98689,HB,NE,14,183,38,13,35.4,324,0,915,3,19,38,719,92.2,26,45,19,1,98,81.6,88.2,89.1,,72.8,79.4,87.7,48.5,49,0,381,60,280,217,0,0,72,243,5,915,719,3.93,5.0,1.36,67
Travis Etienne,57185,HB,JAX,14,182,45,13,37.4,343,0,917,3,1,45,527,63.7,23,47,15,5,83,39.0,73.5,89.4,,48.8,45.3,82.5,56.7,49,0,238,27,273,217,0,0,35,209,4,917,527,2.9,5.0,0.87,90
Aaron Jones,11937,HB,GB,14,181,49,9,22.8,214,0,937,5,8,49,591,79.9,26,45,12,4,64,41.7,86.9,91.4,,65.4,71.6,89.8,61.3,36,0,364,52,280,218,0,0,63,233,2,937,591,3.27,5.2,1.3,115
Tony Pollard,27126,HB,DAL,14,177,38,17,45.4,440,0,969,1,2,38,700,75.3,31,46,9,0,80,90.6,90.2,87.8,,77.3,73.3,90.1,58.4,57,0,310,33,201,231,0,0,41,210,9,969,700,3.95,5.5,1.54,86
David Montgomery,45719,HB,CHI,13,172,43,2,6.2,43,0,694,1,10,43,510,78.6,15,38,6,1,61,78.6,69.9,89.3,,55.1,64.3,70.4,60.8,28,0,282,28,223,251,0,0,33,200,5,694,510,2.97,4.0,1.26,109
