"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Cole Kmet","347","16","0.32","72","1.24","68.6","-29","Tremaine Edmunds","361","14","0.18","71","0.71","77.6"
"Mitchell Wilcox","165","7","0.17","92","0.62","53.5","-29","Jahlani Tavai","176","13","0.19","74","0.89","73.5"
"David Njoku","314","21","0.4","77","1.75","79.4","-6","Demario Davis","466","9","0.15","74","0.59","78.4"
"Dalton Schultz","304","21","0.35","67","1.46","65.4","13","Kyzir White","394","14","0.19","73","0.85","62.5"
"Greg Dulcich","283","16","0.26","66","1.31","59.6","-29","Ernest Jones","314","17","0.28","85","1.17","65.2"
"Shane Zylstra","83","7","0.17","83","0.33","58.9","-20","Frankie Luvu","295","13","0.29","92","1.13","78"
"Robert Tonyan","300","19","0.3","82","1.25","56.8","22","Eric Rowe","270","13","0.25","86","1.34","54.8"
"Teagan Quitoriano","99","8","0.19","50","0.3","47.7","-12","Dylan Cole","229","14","0.25","91","1.24","59"
"Mo Alie-Cox","235","10","0.2","74","0.78","47","0","Drue Tranquill","400","11","0.18","80","0.76","63.3"
"Evan Engram","446","19","0.33","73","1.37","63.6","-6","C.J. Mosley","496","13","0.19","67","0.92","68.6"
"Travis Kelce","506","25","0.55","73","2.26","91.1","76","Cody Barton","319","17","0.28","76","1.15","55.8"
"Tyler Higbee","372","23","0.3","67","1.3","59.3","3","Josey Jewell","293","19","0.29","75","1.51","73.7"
"Gerald Everett","390","19","0.3","70","1.36","68.2","18","Bobby Okereke","423","18","0.28","76","1.23","72.1"
"Darren Waller","169","16","0.32","70","1.32","64.8","18","Myles Jack","316","16","0.3","80","1.13","54"
"Mike Gesicki","297","13","0.26","64","0.92","58.9","12","Quay Walker","315","11","0.18","71","0.79","55.1"
"T.J. Hockenson","480","20","0.34","68","1.52","66.2","-5","Julian Love","468","9","0.17","73","0.75","66.5"
"Hunter Henry","346","13","0.24","68","1.2","57.4","-15","Logan Wilson","441","14","0.25","82","1.09","70.4"
"Juwan Johnson","314","16","0.38","69","1.32","66.3","-15","Tony Fields II","40","10","0.18","100","0.8","52.4"
"Daniel Bellinger","205","14","0.28","89","0.97","64.3","8","Eric Kendricks","543","13","0.22","75","1.01","60.8"
"Tyler Conklin","399","17","0.27","67","1.07","55.8","-2","Devin Lloyd","417","18","0.37","85","1.55","48.2"
"Grant Calcaterra","74","11","0.18","62","1.09","60.8","-24","Damone Clark","120","13","0.25","94","1.23","60.6"
"Pat Freiermuth","354","23","0.36","65","1.78","79.4","32","Luke Masterson","68","15","0.29","100","1.44","47.8"
"Noah Fant","280","19","0.36","79","1.48","67.4","2","Willie Gay Jr.","224","18","0.35","98","1.44","63.7"
"George Kittle","363","17","0.39","77","1.63","74.4","32","Jon Bostic","135","7","0.15","70","0.57","51.2"
"Cade Otton","376","13","0.23","76","0.95","59.5","2","Ben Niemann","183","17","0.24","84","0.97","70.1"
"Austin Hooper","255","17","0.33","77","1.49","69.5","3","Christian Kirksey","433","14","0.24","73","1.12","58.3"
"Logan Thomas","282","14","0.19","62","0.77","50.9","-37","Dre Greenlaw","442","20","0.29","78","1.23","86.3"
"Trey McBride","212","10","0.14","73","0.6","45.4","-50","Lavonte David","481","13","0.2","81","0.82","82.8"
"Anthony Firkser","72","12","0.19","67","1.1","61.7","-30","Roquan Smith","396","12","0.2","75","0.95","64.2"
"Mark Andrews","392","25","0.41","62","1.79","77.1","27","Troy Andersen","145","20","0.42","93","1.94","47.6"
"Dawson Knox","424","14","0.27","74","1.1","64","27","Jack Sanborn","141","16","0.26","82","1.34","67.3"
"Ian Thomas","146","17","0.25","76","1.21","52.8","-35","Alex Anzalone","466","8","0.12","79","0.59","60.7"
