datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Scheffler, Scottie","Scottie Scheffler",150,23248828,11200,38.167,8:05 am,1,86.5,7.2,0,93.8,0.55,100,14.2078101921782,
"Rahm, Jon","Jon Rahm",150,23248829,11000,38.382,8:05 am,1,87.9,7.6,0,95.5,0.82,100,14.4214897926226,
"Thomas, Justin","Justin Thomas",150,23248830,10600,38.128,1:25 pm,0,84.7,6.7,0,91.4,0.7,100,13.0765500280217,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,23248831,10100,37.472,1:15 pm,0,83.5,6.5,0,90.1,0.88,100,14.1060644431123,
"Schauffele, Xander","Xander Schauffele",150,23248832,9900,37.268,1:05 pm,0,78.3,5.2,0,83.5,0.43,100,12.9260390495065,
"Cantlay, Patrick","Patrick Cantlay",150,23248833,9600,37.701,1:35 pm,0,79.4,5.3,0,84.7,0.71,100,10.619859840654,
"Morikawa, Collin","Collin Morikawa",150,23248834,9400,36.382,1:15 pm,0,72.2,3.7,0,75.9,0.08,100,13.1112797826099,
"Zalatoris, Will","Will Zalatoris",150,23248835,9300,37.826,1:15 pm,0,78.1,5.2,0,83.3,0.76,100,13.6982120402654,
"Burns, Sam","Sam Burns",150,23248836,9200,37.030,8:25 am,1,74.1,4,0,78.1,0.38,100,13.7010853795182,
"Smith, Cameron","Cameron Smith",150,23248837,9100,37.015,8:15 am,1,74.1,4.1,0,78.3,0.45,100,14.9162813643464,
"Matsuyama, Hideki","Hideki Matsuyama",150,23248838,9000,37.083,1:25 pm,0,76.2,4.6,0,80.7,0.72,100,11.782785577614,
"Spieth, Jordan","Jordan Spieth",150,23248839,8900,36.764,8:15 am,1,72.8,3.8,0,76.6,0.43,100,13.3494976456947,
"Hovland, Viktor","Viktor Hovland",150,23248840,8800,37.025,8:05 am,1,73,4.1,0,77,0.52,100,11.6353656045106,
"Im, Sungjae","Sungjae Im",150,23248841,8700,37.018,12:55 pm,0,74.8,4.3,0,79.1,0.75,100,10.1670287076516,
"Niemann, Joaquin","Joaquin Niemann",150,23248842,8600,36.267,7:55 am,1,72.6,3.9,0,76.5,0.59,100,10.3567846766602,
"Fox, Ryan","Ryan Fox",150,23248843,8500,36.583,12:55 pm,0,71.8,3.7,0,75.5,0.56,100,18.8285177161384,
"Fleetwood, Tommy","Tommy Fleetwood",150,23248844,8400,36.012,1:25 pm,0,72.5,3.9,0,76.4,0.7,100,12.4250502237705,
"Conners, Corey","Corey Conners",150,23248845,8300,36.574,8:35 am,1,73.3,4.1,0,77.4,0.84,100,8.58949520912563,
