date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Jul 10, 2022","Genesis Scottish Open","Rahm, Jon",0.8121,0.041375,0.641725,0.53835,0.375025,0.2445,0.174075,0.074925,T55
"Jul 10, 2022","Genesis Scottish Open","Scheffler, Scottie",0.80505,0.039525,0.63085,0.5262,0.359925,0.233975,0.1643,0.0699,CUT
"Jul 10, 2022","Genesis Scottish Open","Thomas, Justin",0.792725,0.024675,0.601225,0.492325,0.3295,0.20735,0.1421,0.057525,CUT
"Jul 10, 2022","Genesis Scottish Open","Fitzpatrick, Matthew",0.7876,0.0208,0.592125,0.481525,0.318325,0.1961,0.130675,0.050875,T6
"Jul 10, 2022","Genesis Scottish Open","Cantlay, Patrick",0.7435,0.016775,0.51655,0.405675,0.251425,0.1491,0.09865,0.03895,T4
"Jul 10, 2022","Genesis Scottish Open","Schauffele, Xander",0.740075,0.01575,0.5048,0.3901,0.238425,0.135975,0.0859,0.032225,1
"Jul 10, 2022","Genesis Scottish Open","Zalatoris, Will",0.72955,0.014675,0.490425,0.3779,0.229175,0.132975,0.086125,0.031375,CUT
"Jul 10, 2022","Genesis Scottish Open","Matsuyama, Hideki",0.700125,0.013,0.447725,0.34005,0.19875,0.109,0.0682,0.024075,CUT
"Jul 10, 2022","Genesis Scottish Open","Im, Sungjae",0.692475,0.013225,0.43885,0.3316,0.192225,0.106775,0.066075,0.023075,CUT
"Jul 10, 2022","Genesis Scottish Open","Smith, Cameron",0.68095,0.01895,0.4231,0.317925,0.1843,0.101325,0.0638,0.022825,T10
"Jul 10, 2022","Genesis Scottish Open","Conners, Corey",0.686075,0.016875,0.4178,0.306625,0.171925,0.0914,0.056275,0.0198,T61
"Jul 10, 2022","Genesis Scottish Open","Hovland, Viktor",0.6712,0.01715,0.4038,0.295375,0.1633,0.0884,0.054475,0.019425,CUT
"Jul 10, 2022","Genesis Scottish Open","Burns, Sam",0.666075,0.019,0.40055,0.297125,0.168625,0.092575,0.058325,0.0193,T66
"Jul 10, 2022","Genesis Scottish Open","Spieth, Jordan",0.6621,0.017775,0.394775,0.2898,0.165925,0.0899,0.056125,0.019225,T10
"Jul 10, 2022","Genesis Scottish Open","Niemann, Joaquin",0.675025,0.016525,0.409175,0.297825,0.1657,0.087225,0.0545,0.018525,T16
"Jul 10, 2022","Genesis Scottish Open","Fleetwood, Tommy",0.6772,0.011025,0.407375,0.297175,0.1651,0.08605,0.052225,0.0172,T4
"Jul 10, 2022","Genesis Scottish Open","Fox, Ryan",0.66315,0.01075,0.3926,0.28585,0.156725,0.083975,0.051725,0.016925,T47
"Jul 10, 2022","Genesis Scottish Open","Hatton, Tyrrell",0.6496,0.01625,0.37995,0.2764,0.15275,0.08155,0.050625,0.0169,T24
"Jul 10, 2022","Genesis Scottish Open","Morikawa, Collin",0.65615,0.01135,0.386475,0.28155,0.1558,0.082525,0.0521,0.0168,CUT
"Jul 10, 2022","Genesis Scottish Open","Young, Cameron",0.659025,0.0112,0.38175,0.27605,0.152275,0.080725,0.048375,0.01605,CUT
"Jul 10, 2022","Genesis Scottish Open","Bradley, Keegan",0.64785,0.01515,0.373425,0.27115,0.148125,0.077925,0.04735,0.015775,CUT
"Jul 10, 2022","Genesis Scottish Open","Meronk, Adrian",0.624925,0.0135,0.345325,0.245775,0.130025,0.066,0.03955,0.0127,CUT
"Jul 10, 2022","Genesis Scottish Open","Homa, Max",0.6331,0.00855,0.352875,0.25055,0.132525,0.067425,0.040025,0.0127,T16
