"game_id","nickname","score","rating"
"PMZi6MZh","JeanBean",390,"2314"
"pNcvjP5Z","BasicBot",327,"1450"
"pNcvjP5Z","pwspence",330,"1351"
"pqdwFam7","BasicBot",362,"1952"
"pqdwFam7","Khairul.A",282,"1882?"
"pR9WZYUs","BasicBot",472,"1880"
"pR9WZYUs","CarlTassya",167,"1210?"
"pt3k6gji","BasicBot",222,"1979"
"pt3k6gji","Mamito",72,"1771"
"pteYhqdH","BasicBot",95,"1844"
"pteYhqdH","Zahidah",6,"1439?"
"pVcpfepK","BasicBot",271,"1453"
"pVcpfepK","DelrayScrabbler",407,"1628"
"pVuarMBC","BasicBot",396,"1960"
"pVuarMBC","BobSluys",360,"2107"
"pVWA8bvk","BasicBot",436,"1906"
"pVWA8bvk","Mamito",277,"1796"
"PxksJnpr","BasicBot",505,"1945"
"PxksJnpr","SKBATUMAUNG",138,"1284?"
"pYirqKyD","BasicBot",288,"1934"
"pYirqKyD","hannahabigail",79,"1279?"
"pYtSUSeD","BasicBot",314,"1471"
"pYtSUSeD","DelrayScrabbler",376,"1638"
"q485qHSo","BasicBot",308,"1933"
"q485qHSo","MaryC123",309,"1886"
"Q82VvR58","BasicBot",311,"1487"
"Q82VvR58","JudyMaria",300,"1272"
"qDx7cyDZ","BasicBot",466,"1455"
"qDx7cyDZ","Cappellusman",302,"1423"
"QetHwbxn","BasicBot",235,"1495"
"QetHwbxn","BJCUBBS",144,"1380"
"QGbFNZjS","BasicBot",304,"1476"
"QGbFNZjS","DelrayScrabbler",351,"1631"
"qGuY2SJd","BasicBot",302,"1911"
"qGuY2SJd","Cracker",404,"1517"
"qhLgVGFE","BasicBot",424,"1919"
"qhLgVGFE","Rimuzy",148,"1419?"
"QkL68Aar","BasicBot",317,"1922"
"QkL68Aar","MISSOOI",262,"1583?"
"QLSbKjKC","BasicBot",430,"1924"
"QLSbKjKC","Struha23",307,"1888"
"qMTnj2k5","BasicBot",271,"1936"
"qMTnj2k5","BobSluys",401,"2128"
"qro7VzJL","BasicBot",372,"1508"
"qro7VzJL","BJCUBBS",330,"1367"
"QRsE9o5g","BasicBot",361,"1924"
"QRsE9o5g","madhulekha",324,"1862"
"qRzkUQwS","BasicBot",369,"1941"
"qRzkUQwS","hulkbuster",399,"1614"
"qSfGgGdh","BasicBot",337,"1958"
"qSfGgGdh","Jese77",356,"1769"
"QSnPdMfn","BasicBot",269,"1466"
"QSnPdMfn","DelrayScrabbler",356,"1641"
"QtkCt2Ao","BasicBot",387,"1882"
"QtkCt2Ao","CarlTassya",101,"1198?"
"quByHEM8","BasicBot",369,"1923"
"quByHEM8","sksac2022",215,"1603"
"qus8naTy","BasicBot",102,"1514"
"qus8naTy","BJCUBBS",16,"1361"
"qVc6w8yE","BasicBot",481,"1953"
"qVc6w8yE","LeeZerQian",212,"1543"
"r8wFpB49","Arfa_sumayyah",129,"1493"
"r8wFpB49","BasicBot",516,"1941"
"r9bjgTmk","BasicBot",325,"1927"
"r9bjgTmk","BobSluys",398,"2133"
"rBYDyBam","BasicBot",310,"1922"
"rBYDyBam","JUSTIN_MEB2101A",445,"1893"
"rCFUowLv","BasicBot",306,"1882"
"rCFUowLv","Hardesi",320,"1735"
"rCTgHmC8","BasicBot",223,"1942"
"rCTgHmC8","SKBATUMAUNG",221,"1308?"
"rEmiuBFb","BasicBot",284,"1495"
"rEmiuBFb","Cappellusman",352,"1382"
"ReUrQern","BasicBot",353,"1908"
"ReUrQern","CHUYUZHE",119,"1498?"
"rHfoKdJn","BasicBot",250,"1936"
"rHfoKdJn","bifftufc",355,"2146"
"rkGtmw4u","AAKIMI",214,"1483?"
"rkGtmw4u","BasicBot",473,"1938"
"RKGZnrk5","BasicBot",437,"1506"
"RKGZnrk5","DelrayScrabbler",312,"1613"
"RmEt7pX6","BasicBot",308,"1934"
"RmEt7pX6","Eleez",132,"1238"
"rN8MJxr2","BasicBot",423,"1939"
"rN8MJxr2","erishacbees",236,"1496"
"RNLy4kHt","BasicBot",396,"1935"
"RNLy4kHt","SEKTA_TEACHER",232,"1407?"
"Ro6xaqc4","BasicBot",225,"1476"
"Ro6xaqc4","BJCUBBS",126,"1362"
"RQ4zJA2H","BasicBot",479,"1926"
"RQ4zJA2H","Mashirouuu",173,"1462?"
"Rqfh3WN9","BasicBot",326,"1908"
"Rqfh3WN9","erishacbees",261,"1468"
"RRCdMwYF","BasicBot",432,"1880"
"RRCdMwYF","Chanidu.S",295,"2166"
"RrDAz9BT","AaronRoni",292,"1647"
"RrDAz9BT","BasicBot",365,"1913"
"RrLwtXNo","BasicBot",109,"1516"
"RrLwtXNo","BJCUBBS",70,"1401"
"RSuEGtF5","BasicBot",318,"1456"
"RSuEGtF5","Cappellusman",223,"1422"
"rwQUiVvs","BasicBot",351,"1947"
"rwQUiVvs","erishacbees",270,"1461"
"RYvrxpZm","BasicBot",332,"1509"
"RYvrxpZm","DelrayScrabbler",356,"1599"
"rZWurVPF","BasicBot",328,"1956"
"rZWurVPF","Khairul.A",334,"1882?"
"s6bs8cMn","BasicBot",346,"1883"
"s6bs8cMn","BobSluys",297,"2138"
"s7K2kfhZ","BasicBot",113,"1925"
"s7K2kfhZ","ttan",68,"1426"
"s8GRMQo6","AaronRoni",333,"1647"
"s8GRMQo6","BasicBot",283,"1922"
"sAmKGdp3","BasicBot",369,"1944"
"sAmKGdp3","Bryson",328,"2319"
"sbKVRSf7","BasicBot",300,"1969"
"sbKVRSf7","liaa4",332,"1666"
"sjKqRVD6","BasicBot",437,"1453"
"sjKqRVD6","Cappellusman",349,"1424"
"SJW5JRvy","BasicBot",288,"1894"
"SJW5JRvy","browndav",419,"1945"
"sKdtJwEV","BasicBot",394,"1440"
"sKdtJwEV","pwspence",301,"1362"
"SkHFtkmR","BasicBot",452,"1926"
"SkHFtkmR","Eleez",113,"1226"
"SqyGLuvW","BasicBot",190,"1952"
"SqyGLuvW","BobSluys",333,"2112"
"SrSJdvqW","BasicBot",408,"1945"
"SrSJdvqW","Yuki86",204,"1222?"
"SSeGADcr","BasicBot",419,"1447"
"SSeGADcr","Cappellusman",380,"1430"
"sv2FGbqT","BasicBot",432,"1964"
"sv2FGbqT","Yuki86",215,"1222?"
"sWf9cYzu","BasicBot",306,"1450"
"sWf9cYzu","DelrayScrabbler",303,"1642"
"SXnh4M4R","BasicBot",380,"1922"
"SXnh4M4R","BobSluys",349,"2103"
"sy4zyh3w","BasicBot",332,"1940"
"sy4zyh3w","MaryC123",298,"1893"
"SyxpNiUW","BasicBot",361,"1947"
"SyxpNiUW","joyce_1",287,"1795"
"Szi93xsg","BasicBot",402,"1494"
"Szi93xsg","was54",324,"1179"
"sZSByVVb","BasicBot",295,"1957"
"sZSByVVb","sivanes",142,"1181?"
"T2e8GeBk","BasicBot",341,"1941"
"T2e8GeBk","Yuki86",297,"1222?"
"T6DEr6Dg","BasicBot",192,"1925"
"T6DEr6Dg","Cracker",98,"1521"
"t7VSFfPE","BasicBot",277,"1896"
"t7VSFfPE","CarlTassya",67,"1662?"
"tcxcWUX2","BasicBot",287,"1458"
"tcxcWUX2","Cappellusman",387,"1419"
"tdbVB264","BasicBot",468,"1940"
"tdbVB264","Narmiii",253,"1796"
"tfYtzzMv","BasicBot",345,"1939"
"tfYtzzMv","hulkbuster",236,"1631"
"TGmjzxoh","BasicBot",374,"1888"
"TGmjzxoh","DinethScrabber123",427,"2076"
"tiBpf9Sf","BasicBot",405,"1461"
"tiBpf9Sf","Cappellusman",318,"1416"
"TjTdeJsh","BasicBot",287,"1478"
"TjTdeJsh","JudyMaria",416,"1280"
"TLSzFR7J","AinMyra",36,"1475"
"TLSzFR7J","BasicBot",227,"1930"
"trRWo4NC","BasicBot",241,"1876"
"trRWo4NC","ntsy",171,"1420?"
"tTbaQUE4","BasicBot",389,"1879"
"tTbaQUE4","Yuki86",131,"1222?"
"tuG8oJPB","BasicBot",352,"1963"
"tuG8oJPB","Yuki86",316,"1222?"
"tY9fhkk7","BasicBot",301,"1473"
"tY9fhkk7","BJCUBBS",168,"1402"
"u3iTow9K","BasicBot",236,"1974"
"u3iTow9K","megan123456",134,"1780"
"U6KuzwoZ","BasicBot",400,"1943"
"U6KuzwoZ","Yuki86",288,"1222?"
"U8vBtfQS","BasicBot",490,"1877"
"U8vBtfQS","CarlTassya",158,"1220?"
"uDdvCyVi","BasicBot",359,"1970"
"uDdvCyVi","sivanes",224,"1184?"
"udu4nbbN","BasicBot",265,"1952"
"udu4nbbN","Jam2525",364,"1930"
"ufKJpJx2","BasicBot",148,"1870"
"ufKJpJx2","SHARMAMITTRAA",59,"1602?"
"uFUiGzAU","BasicBot",374,"1490"
"uFUiGzAU","Cappellusman",395,"1387"
"uFxuHsE9","BasicBot",346,"1931"
"uFxuHsE9","Chipsmore",352,"1680?"
"uHD8EGeD","BasicBot",353,"1952"
"uHD8EGeD","SEKTA_TEACHER",284,"1396?"
"uhgHgExh","BasicBot",256,"1944"
"uhgHgExh","mutton",493,"1764?"
"uhi3px8E","BasicBot",103,"1841"
"uhi3px8E","Zahidah",13,"1500?"
"uJiME27C","BasicBot",345,"1475"
"uJiME27C","JudyMaria",326,"1283"
"UMDHcXUa","Alan_Aldrie",170,"1416?"
"UMDHcXUa","BasicBot",392,"1887"
"uNcPYown","BasicBot",100,"1902"
"uNcPYown","ttan",49,"1426"
"Unp4zxXP","BasicBot",559,"1507"
"Unp4zxXP","BJCUBBS",110,"1368"
"UpqrovSb","BasicBot",363,"1943"
"UpqrovSb","SKBATUMAUNG",212,"1301?"
"Utursr2W","AlexanderYZH",585,"1780"
"Utursr2W","BasicBot",283,"1979"
"Uuevh3z6","BasicBot",384,"1465"
"Uuevh3z6","Cappellusman",296,"1413"
"uW4JCoLR","BasicBot",294,"1909"
"uW4JCoLR","Jese77",364,"1777"
"uyJjVBpi","BasicBot",402,"1464"
"uyJjVBpi","LauraAmericana",254,"1508?"
"uzgtindP","BasicBot",354,"1932"
"uzgtindP","SEKTA_TEACHER",267,"1416?"
"v52avNbG","BasicBot",279,"1915"
"v52avNbG","Supersoldier08",283,"1702"
"v87ZGFNj","BasicBot",416,"1930"
"v87ZGFNj","JBSTAR1",164,"1463?"
"VACB7Yw8","BasicBot",263,"1954"
"VACB7Yw8","Sammy",422,"1793"
"VCguxpUV","AinMyra",134,"1473"
"VCguxpUV","BasicBot",315,"1936"
"vdaK8Lgh","BasicBot",350,"1471"
"vdaK8Lgh","DelrayScrabbler",397,"1636"
"vdLhJGuK","BasicBot",387,"1909"
"vdLhJGuK","Sammy",406,"1820"
"veB47DYX","AAKIMI",204,"1517?"
"veB47DYX","BasicBot",358,"1928"
"vevMnTpn","BasicBot",447,"1472"
"vevMnTpn","Cappellusman",301,"1405"
"vGMnMsV9","BasicBot",362,"1940"
"vGMnMsV9","Jese77",244,"1783"
"vj2C86i4","BasicBot",146,"1887"
"vj2C86i4","Cracker",48,"1551"
"vJrHhU2K","BasicBot",355,"1965"
"vJrHhU2K","erishacbees",256,"1489"
"VKh45VdM","BasicBot",407,"1955"
"VKh45VdM","sivanes",242,"1185?"
"VkqQWU7D","BasicBot",231,"1870"
"VkqQWU7D","DinethScrabber123",81,"2086"
"vLo58iNv","AmirahSyahirah95",25,"1500?"
"vLo58iNv","BasicBot",81,"1870"
"VN4uyTZ5","BasicBot",60,"1501"
"VN4uyTZ5","BJCUBBS",0,"1423"
"Vn5Ubu9d","BasicBot",327,"1489"
"Vn5Ubu9d","JudyMaria",360,"1269"
"vP2Cbswf","BasicBot",263,"1971"
"vP2Cbswf","BobSluys",399,"2093"
"VPYTKJdz","BasicBot",318,"1966"
"VPYTKJdz","Jese77",373,"1784"
"VRBy2QzE","BasicBot",366,"1488"
"VRBy2QzE","Cappellusman",348,"1390"
"VReoHiTV","BasicBot",374,"1940"
"VReoHiTV","SEKTA_TEACHER",222,"1385?"
"VzKN48VJ","BasicBot",221,"1883"
"VzKN48VJ","SEKTA_TEACHER",226,"1321?"
"w5QwSja4","anupama",259,"1879"
"w5QwSja4","BasicBot",349,"1938"
"W6uxh6NM","BasicBot",307,"1973"
"W6uxh6NM","Cracker",372,"1559"
"W9RAVEVR","BasicBot",465,"1457"
"W9RAVEVR","Cappellusman",249,"1421"
"WA8aghRX","BasicBot",318,"1488"
"WA8aghRX","DelrayScrabbler",421,"1626"
"WaRUMNGH","BasicBot",380,"1909"
"WaRUMNGH","Chanidu.S",306,"2149"
"wbXR2ggQ","BasicBot",302,"1881"
"wbXR2ggQ","CarlTassya",142,"1203?"
"We3rzipJ","BasicBot",325,"1930"
"We3rzipJ","SEKTA_TEACHER",217,"1412?"
"wgsepHt9","BasicBot",289,"1960"
"wgsepHt9","Yuki86",246,"1222?"
"wJDGFKFV","BasicBot",331,"1917"
"wJDGFKFV","Jese77",337,"1783"
"wnsCngGx","AAKIMI",247,"1517?"
"wnsCngGx","BasicBot",450,"1928"
"wQtGGqZt","BasicBot",216,"1927"
"wQtGGqZt","BobSluys",528,"2098"
"wQZgBxV4","BasicBot",299,"1883"
"wQZgBxV4","Lightning_Warrior",346,"1563"
"WSVNxSoC","anupama",268,"1856"
"WSVNxSoC","BasicBot",406,"1964"
"WtW28sit","BasicBot",141,"1865"
"WtW28sit","Ibrahim28",88,"1539"
"wvjQR7xq","BasicBot",286,"1482"
"wvjQR7xq","DelrayScrabbler",376,"1625"
"WXfDv3Bm","anupama",354,"1886"
"WXfDv3Bm","BasicBot",281,"1907"
"wyg7D3bx","BasicBot",344,"1957"
"wyg7D3bx","Yuki86",233,"1222?"
"WYscNr89","BasicBot",443,"1461"
"WYscNr89","JudyMaria",293,"1298"
"wZtFyRXK","BasicBot",365,"1511"
"wZtFyRXK","DelrayScrabbler",432,"1608"
"x3jyvC33","BasicBot",270,"1894"
"x3jyvC33","Cracker",197,"1546"
"x5vBsz3T","BasicBot",454,"1938"
"x5vBsz3T","hulkbuster",298,"1617"
"x7fRt8wU","AzrieAshraf",90,"1663?"
"x7fRt8wU","BasicBot",112,"1913"
"X7SjDRLp","BasicBot",461,"1449"
"X7SjDRLp","Cappellusman",316,"1428"
"X8YKvDst","BasicBot",364,"1898"
"X8YKvDst","MaryC123",345,"1912"
"xEZhvUWu","BasicBot",501,"1927"
"xEZhvUWu","Czc",233,"1500?"
"XfxbcV5d","BasicBot",406,"1493"
"XfxbcV5d","Cappellusman",294,"1384"
"xgG4HfDc","BasicBot",195,"1461"
"xgG4HfDc","equilibria",57,"1360"
"xh76wAiB","BasicBot",249,"1931"
"xh76wAiB","JUSTIN_MEB2101A",351,"1894"
"xHt3zep6","BasicBot",433,"1462"
"xHt3zep6","Cappellusman",328,"1416"
"XLY8eheL","BasicBot",373,"1932"
"XLY8eheL","mutton",434,"1764?"
"xP63GtMr","BasicBot",374,"1940"
"xP63GtMr","Bryson",256,"2319"
"xPh65aJL","BasicBot",472,"1898"
"xPh65aJL","Yuki86",213,"1222?"
"xSZGsjLj","BasicBot",114,"1509"
"xSZGsjLj","BJCUBBS",48,"1415"
"xurzkkZN","BasicBot",342,"1917"
"xurzkkZN","SEMSAS",416,"1500?"
"XWHE5qjT","BasicBot",241,"1901"
"XWHE5qjT","KN_Izzah",67,"1500?"
"xX3G8zrq","BasicBot",331,"1960"
"xX3G8zrq","gameatiruth",509,"2112"
"xxSUKMSC","BasicBot",326,"1915"
"xxSUKMSC","madhulekha",364,"1871"
"XXZhnxK2","BasicBot",32,"1896"
"XXZhnxK2","Stephanie",12,"1746?"
"Y2YtZt28","BasicBot",380,"1879"
"Y2YtZt28","hannahabigail",186,"1283?"
"YbmGXEQz","BasicBot",373,"1458"
"YbmGXEQz","pwspence",308,"1366"
"YfaZi7gV","BasicBot",388,"1925"
"YfaZi7gV","foonyew3",278,"1503?"
"YjF299qT","BasicBot",255,"1934"
"YjF299qT","Holy",338,"1898"
"yLifBw26","BasicBot",366,"1942"
"yLifBw26","mutton",342,"1764?"
"ynaKpKjC","BasicBot",261,"1965"
"ynaKpKjC","gameatiruth",461,"2102"
"Yop3ymAZ","BasicBot",335,"1915"
"Yop3ymAZ","foonyew3",384,"1491?"
"Yp6zy77b","BasicBot",289,"1913"
"Yp6zy77b","JeanBean",351,"2319"
"YPTE62Kc","BasicBot",319,"1879"
"YPTE62Kc","DinethScrabber123",321,"2077"
"YR2fU5Hi","BasicBot",395,"1454"
"YR2fU5Hi","Festus66",239,"1388"
"Yr5wmbiV","BasicBot",379,"1937"
"Yr5wmbiV","hannahabigail",85,"1277?"
"yrigdpmc","BasicBot",308,"1491"
"yrigdpmc","JudyMaria",452,"1260"
"yyij2Qte","BasicBot",296,"1927"
"yyij2Qte","madhulekha",395,"1859"
"YYU7gdSu","BasicBot",349,"1936"
"YYU7gdSu","foonyew3",285,"1514?"
"z3pBN6pc","BasicBot",326,"1475"
"z3pBN6pc","LauraAmericana",289,"1482"
"z4zaD95g","BasicBot",375,"1938"
"z4zaD95g","madhulekha",365,"1854"
"Z5JyV8pG","BasicBot",348,"1878"
"Z5JyV8pG","Ndnzhmhkm",317,"1960?"
"ZAfcdSGx","BasicBot",362,"1928"
"ZAfcdSGx","sksac2022",241,"1584"
"ZeQmDiWN","BasicBot",364,"1882"
"ZeQmDiWN","RayqallHakimi",150,"1500?"
"ZGqSdrce","BasicBot",454,"1946"
"ZGqSdrce","SKBATUMAUNG",165,"1279?"
"zhjDeK9y","BasicBot",323,"1496"
"zhjDeK9y","BJCUBBS",331,"1380"
"ZkdLS9KK","BasicBot",396,"1898"
"ZkdLS9KK","SEKTA_TEACHER",220,"1314?"
"ZKzzsyiE","BasicBot",370,"1868"
"ZKzzsyiE","Ibrahim28",226,"1536"
"Zp2DCmRN","BasicBot",485,"1909"
"Zp2DCmRN","MyraA",122,"1375?"
"ZVuCtpwf","BasicBot",331,"1945"
"ZVuCtpwf","Yuki86",225,"1222?"
"ZxmQMxaU","anupama",280,"1888"
"ZxmQMxaU","BasicBot",351,"1920"
