"offPlayer","offTeam","defPlayer","defTeam","advantage","expectedSnaps"
"Tyreek Hill","MIA","All Defenders","CHI","99.59866181","40.50834387"
"Tyreek Hill","MIA","Jaylon Johnson","CHI","96.39242548","9.052568865"
"Tyreek Hill","MIA","Kindle Vildor","CHI","95.12010619","10.459901"
"Tyreek Hill","MIA","Kyler Gordon","CHI","99.97104151","20.12104592"
"Davante Adams","LV","All Defenders","JAX","96.94328001","40.16339687"
"Davante Adams","LV","Tyson Campbell","JAX","100","14.64833847"
"Davante Adams","LV","Tre Herndon","JAX","100","12.08379257"
"Davante Adams","LV","Darious Williams","JAX","95.24226283","13.38779896"
"A.J. Brown","PHI","All Defenders","HST","94","43.20990765"
"A.J. Brown","PHI","Steven Nelson","HST","84.44453664","13.52833557"
"A.J. Brown","PHI","Derek Stingley Jr.","HST","93.99838233","16.22054166"
"A.J. Brown","PHI","Desmond King II","HST","100","13.19180981"
"Tee Higgins","CIN","All Defenders","CAR","84.43527829","41.16169808"
"Tee Higgins","CIN","Jaycee Horn","CAR","85.32104768","14.53536104"
"Tee Higgins","CIN","Donte Jackson","CAR","82.31106704","17.54719261"
"Tee Higgins","CIN","Myles Hartsfield","CAR","91.38688606","8.948195235"
"Jaylen Waddle","MIA","All Defenders","CHI","83.83511525","40.50834387"
"Jaylen Waddle","MIA","Jaylon Johnson","CHI","83.69509542","11.17925074"
"Jaylen Waddle","MIA","Kindle Vildor","CHI","82.89049884","8.373478008"
"Jaylen Waddle","MIA","Kyler Gordon","CHI","93.66462689","20.25417193"
"Stefon Diggs","BUF","All Defenders","NYJ","83.81473965","42.346073"
"Stefon Diggs","BUF","D.J. Reed Jr.","NYJ","78.47485067","14.6120858"
"Stefon Diggs","BUF","Sauce Gardner","NYJ","77.48513437","16.59899831"
"Stefon Diggs","BUF","Michael Carter II","NYJ","101.8294258","10.96941285"
"Keenan Allen","LAC","All Defenders","ATL","82.37068456","42.11661421"
"Keenan Allen","LAC","Cornell Armstrong","ATL","83.71240913","25.26996853"
"Keenan Allen","LAC","Darren Hall","ATL","66.62475491","9.13097327"
"Keenan Allen","LAC","Isaiah Oliver","ATL","73.9565229","8.423322842"
"DeVonta Smith","PHI","All Defenders","HST","82.36540283","43.20990765"
"DeVonta Smith","PHI","Steven Nelson","HST","75.00769166","18.3024463"
"DeVonta Smith","PHI","Derek Stingley Jr.","HST","85.64588193","18.15118641"
"DeVonta Smith","PHI","Desmond King II","HST","93.78778273","6.50417513"
"Drake London","ATL","All Defenders","LAC","79.28201155","53.50687144"
"Drake London","ATL","Michael Davis","LAC","88.33922925","26.88923996"
"Drake London","ATL","Asante Samuel Jr.","LAC","66.56176671","17.38294301"
"Drake London","ATL","Bryce Callahan","LAC","63.87468328","9.234688472"
"Cooper Kupp","LA","All Defenders","TB","78.18268348","39.87063846"
"Cooper Kupp","LA","Jamel Dean","TB","78.0509564","7.236793966"
"Cooper Kupp","LA","Zyon McCollum","TB","90.68274048","6.758892478"
"Cooper Kupp","LA","Antoine Winfield Jr.","TB","80.53288909","25.1922356"
"Terry McLaurin","WAS","All Defenders","MIN","74.3252067","41.15905092"
"Terry McLaurin","WAS","Cameron Dantzler","MIN","71.2970187","20.5373543"
"Terry McLaurin","WAS","Patrick Peterson","MIN","61.60943968","24.69543055"
"Terry McLaurin","WAS","Chandon Sullivan","MIN","89.8455062","10.54278968"
"Isaiah McKenzie","BUF","All Defenders","NYJ","74.29235583","42.346073"
"Isaiah McKenzie","BUF","D.J. Reed Jr.","NYJ","61.48248422","5.132857333"
"Isaiah McKenzie","BUF","Sauce Gardner","NYJ","61.1187039","4.972455542"
"Isaiah McKenzie","BUF","Michael Carter II","NYJ","86.69847","31.43875117"
"DeAndre Hopkins","ARZ","All Defenders","SEA","73.55562869","42.46099834"
"DeAndre Hopkins","ARZ","Tariq Woolen","SEA","80.78266046","32.7363706"
"DeAndre Hopkins","ARZ","Michael Jackson","SEA","54.55810694","2.503369516"
"DeAndre Hopkins","ARZ","Coby Bryant","SEA","75.83847375","7.22125822"
"Justin Jefferson","MIN","All Defenders","WAS","73.15992854","40.22061164"
"Justin Jefferson","MIN","Kendall Fuller","WAS","70.74333178","15.41315653"
"Justin Jefferson","MIN","Benjamin St-Juste","WAS","63.03149762","11.54970041"
"Justin Jefferson","MIN","Rachad Wildgoose","WAS","92.01167853","12.93241102"
"Tyler Lockett","SEA","All Defenders","ARZ","72.66009901","39.2887072"
"Tyler Lockett","SEA","Marco Wilson","ARZ","93.4333051","5.331352688"
"Tyler Lockett","SEA","Trayvon Mullen","ARZ","68.86185142","16.61845072"
"Tyler Lockett","SEA","Byron Murphy Jr.","ARZ","72.75624989","17.00269236"
"D.K. Metcalf","SEA","All Defenders","ARZ","69.32458676","39.2887072"
"D.K. Metcalf","SEA","Marco Wilson","ARZ","84.37362409","22.28831062"
"D.K. Metcalf","SEA","Trayvon Mullen","ARZ","60.13589558","9.340334164"
"D.K. Metcalf","SEA","Byron Murphy Jr.","ARZ","64.68900195","7.66006241"
"Mike Evans","TB","All Defenders","LA","68.9836232","40.61441389"
"Mike Evans","TB","Derion Kendrick","LA","81.80718472","18.21308627"
"Mike Evans","TB","Troy Hill","LA","55.16677226","24.36864833"
"Mike Evans","TB","Jalen Ramsey","LA","41.21387547","13.37163295"
"Julio Jones","TB","All Defenders","LA","61.80842451","40.61441389"
"Julio Jones","TB","Derion Kendrick","LA","79.165","17.52221856"
"Julio Jones","TB","Troy Hill","LA","57.21130168","14.04098309"
"Julio Jones","TB","Jalen Ramsey","LA","53.10406676","9.051212238"
"Kendrick Bourne","NE","All Defenders","IND","53.55802485","39.23672103"
"Kendrick Bourne","NE","Isaiah Rodgers","IND","50.40865146","23.54203262"
"Kendrick Bourne","NE","Stephon Gilmore","IND","35.48208489","16.88327067"
"Kendrick Bourne","NE","Kenny Moore II","IND","74.91487396","14.38454661"
"Jakobi Meyers","NE","All Defenders","IND","53.46146419","39.23672103"
