"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"1","Tyreek Hill","MIA","wr","11","@CHI","21.6","0","0","0","0","0","0","0.8614","4.1468","0.0455","10.108","7.2167","95.7179","0.7002","0.0774","0.0387","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2","Dalvin Cook","MIN","rb","7","@WAS","18.2","0","0","0","0","0","0","20.0576","86.3933","0.6715","3.6581","3.0724","19.5137","0.0877","0.2673","0.1336","0.0329","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Austin Ekeler","LAC","rb","8","@ATL","18.2","0","0","0","0","0","0","13.5517","55.9583","0.48","5.68","4.8032","34.0241","0.2627","0.1932","0.0966","0.0439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4","Derrick Henry","TEN","rb","6","@KC","17.8","0","0","0","0","0","0","20.6649","89.6597","0.7483","3.0353","2.4264","16.3172","0.0523","0.1762","0.0881","0.0324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5","Alvin Kamara","NO","rb","14","BLT","17.2","0","0","0","0","0","0","13.9837","58.9982","0.4602","4.9396","4.0993","33.2388","0.1864","0.1017","0.0509","0.0008","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6","Joe Mixon","CIN","rb","10","CAR","17.1","0","0","0","0","0","0","16.5466","62.7368","0.542","4.3799","3.7681","26.6377","0.1995","0.0924","0.0462","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7","Cooper Kupp","LA","wr","7","@TB","20.1","0","0","0","0","0","0","0.5055","2.6522","0.0184","9.9905","7.4496","88.524","0.5744","0.0557","0.0278","0.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8","Jonathan Taylor","IND","rb","14","@NE","15.9","0","0","0","0","0","0","16.7005","75.59","0.5597","3.5131","2.874","18.1181","0.0709","0.1729","0.0865","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9","Josh Jacobs","LV","rb","6","@JAX","15.6","0","0","0","0","0","0","19.0783","77.8122","0.591","2.809","2.3172","16.2893","0.0687","0.1299","0.065","0.0021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10","Aaron Jones","GB","rb","14","@DET","15.5","0","0","0","0","0","0","13.9261","65.1976","0.5177","3.3764","2.8286","21.3003","0.1663","0.1355","0.0677","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"11","Kenneth Walker III","SEA","rb","11","@ARZ","15.5","0","0","0","0","0","0","17.6537","82.6169","0.5672","2.4619","2.0662","13.749","0.069","0.1144","0.0572","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"12","Tee Higgins","CIN","wr","10","CAR","18.7","0","0","0","0","0","0","0","0","0","8.6281","5.9312","86.1803","0.6905","0.0614","0.0307","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"13","DeAndre Hopkins","ARZ","wr","13","SEA","18.6","0","0","0","0","0","0","0","0","0","9.2517","6.5918","82.8995","0.6257","0.1082","0.0541","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"14","Miles Sanders","PHI","rb","7","@HST","15.2","0","0","0","0","0","0","16.164","77.6764","0.6239","2.4018","1.9983","12.6144","0.0632","0.1588","0.0794","0.0483","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15","Mike Evans","TB","wr","11","LA","18.2","0","0","0","0","0","0","0.0236","0.1104","0.0009","9.2067","5.9725","84.8968","0.6224","0.0234","0.0117","0.0099","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"16","Travis Etienne","JAX","rb","11","LV","14.6","0","0","0","0","0","0","14.9497","70.9995","0.4422","3.073","2.4688","18.9905","0.0837","0.1442","0.0721","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"17","Dameon Pierce","HST","rb","6","PHI","14.6","0","0","0","0","0","0","16.0216","69.8528","0.415","3.206","2.6479","19.5158","0.0885","0.1683","0.0841","0.0173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"18","Justin Jefferson","MIN","wr","7","@WAS","17.8","0","0","0","0","0","0","0.3201","1.9255","0.0138","8.7037","5.8095","85.8834","0.518","0.0561","0.0281","0.0148","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"19","Travis Kelce","KC","te","8","TEN","16.6","0","0","0","0","0","0","0.1433","0.6094","0.0091","7.5924","5.6834","72.2315","0.601","0.0458","0.0229","0.0204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20","Jalen Hurts","PHI","qb","7","@HST","25.7","21.3304","33.297","260.8456","1.9144","0.7085","2.1854","9.5325","48.0822","0.6341","0","0","0","0","0.821","0.4105","0.0381","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"21","Raheem Mostert","MIA","rb","11","@CHI","14","0","0","0","0","0","0","13.6587","61.0383","0.406","3.1501","2.5487","20.7144","0.1389","0.1009","0.0504","0.0145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"22","D'Andre Swift","DET","rb","6","GB","14","0","0","0","0","0","0","10.2935","46.1493","0.4296","4.4282","3.6806","23.6811","0.1382","0.1075","0.0538","0.0081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"23","A.J. Brown","PHI","wr","7","@HST","17.3","0","0","0","0","0","0","0.1314","0.8749","0.0062","8.2215","5.3341","80.1637","0.6387","0.0266","0.0133","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"24","Davante Adams","LV","wr","6","@JAX","17.2","0","0","0","0","0","0","0.1959","0.9161","0.0073","9.0623","6.3654","73.4169","0.5679","0.048","0.024","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"25","Stefon Diggs","BUF","wr","7","@NYJ","17.1","0","0","0","0","0","0","0.096","0.4573","0.0034","8.6223","6.0542","74.1428","0.5972","0.0425","0.0213","0.0176","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26","D.J. Moore","CAR","wr","13","@CIN","17.1","0","0","0","0","0","0","0.2682","1.7343","0.0068","10.1694","6.2166","84.5732","0.3647","0.0475","0.0238","0.0172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"27","Josh Allen","BUF","qb","7","@NYJ","25","23.4444","36.1487","268.5503","2.1547","0.9222","2.1272","8.4447","41.3246","0.4337","0","0","0","0","0.6376","0.3188","0.0558","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"28","Rhamondre Stevenson","NE","rb","10","IND","13.5","0","0","0","0","0","0","15.6403","67.6195","0.4855","2.4094","2.016","14.3121","0.0613","0.0777","0.0389","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"29","Jaylen Waddle","MIA","wr","11","@CHI","16.9","0","0","0","0","0","0","0.5414","3.3117","0.0229","8.6195","6.2351","72.9573","0.4944","0.1577","0.0789","0.0163","77.2028","0.0636","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30","Chris Godwin","TB","wr","11","LA","16.4","0","0","0","0","0","0","0.0236","0.1276","0.001","8.6055","6.4534","74.0007","0.4243","0.0828","0.0414","0.0125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","Leonard Fournette","TB","rb","11","LA","12.5","0","0","0","0","0","0","13.6928","49.2155","0.383","3.2318","2.6997","19.7744","0.1006","0.0253","0.0126","0.0026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"32","Drake London","ATL","wr","14","LAC","15.4","0","0","0","0","0","0","0","0","0","8.576","5.6824","69.5232","0.4483","0.0527","0.0263","0.0338","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"33","Mark Andrews","BLT","te","10","@NO","14.2","0","0","0","0","0","0","0.0522","0.2898","0.002","7.5653","5.1576","63.2566","0.4453","0.0695","0.0348","0.0351","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"34","Tyler Boyd","CIN","wr","10","CAR","15.2","0","0","0","0","0","0","0.0997","0.5363","0.0043","7.2779","5.4723","64.842","0.5292","0.0583","0.0291","0.018","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"35","D.K. Metcalf","SEA","wr","11","@ARZ","15.1","0","0","0","0","0","0","0.0446","0.2586","0.0014","7.5153","4.8967","72.0458","0.4997","0.0842","0.0421","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"36","Patrick Mahomes","KC","qb","8","TEN","23","24.6426","37.0198","286.6613","2.2827","0.5109","1.6522","3.6632","20.5015","0.1573","0","0","0","0","0.3812","0.1906","0.0726","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"37","Tyler Lockett","SEA","wr","11","@ARZ","14.9","0","0","0","0","0","0","0.1116","0.5676","0.0038","7.0942","5.3532","69.6347","0.4217","0.0526","0.0263","0.0224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"38","Chris Olave","NO","wr","14","BLT","14.8","0","0","0","0","0","0","0","0","0","7.5393","4.962","74.3144","0.3966","0.061","0.0305","0.0263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"39","DeVonta Smith","PHI","wr","7","@HST","14.6","0","0","0","0","0","0","0.1051","0.6574","0.0042","7.4209","5.0616","66.382","0.4649","0.0519","0.026","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40","Kyle Pitts","ATL","te","14","LAC","13.3","0","0","0","0","0","0","0.0903","0.5533","0.0037","6.982","4.5474","66.5671","0.3273","0.0416","0.0208","0.015","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"41","Amon-Ra St. Brown","DET","wr","6","GB","14.3","0","0","0","0","0","0","0.3086","1.9496","0.0134","8.4982","6.3133","59.2984","0.3025","0.0505","0.0253","0.016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"42","James Conner","ARZ","rb","13","SEA","10.9","0","0","0","0","0","0","10.8128","40.6524","0.448","2.4922","2.111","15.5394","0.0943","0.1324","0.0662","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"43","Aaron Rodgers","GB","qb","14","@DET","22.3","24.9852","36.1009","285.9825","2.345","0.3702","1.9265","2.6449","6.3322","0.1939","0","0","0","0","0.2681","0.1341","0.0962","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"44","Antonio Gibson","WAS","rb","14","MIN","10.6","0","0","0","0","0","0","9.8528","40.049","0.3311","3.009","2.4444","16.9602","0.0821","0.1484","0.0742","0.0189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"45","Darrell Henderson","LA","rb","7","@TB","10.5","0","0","0","0","0","0","11.1219","44.9897","0.3278","2.5243","2.0229","15.1459","0.0881","0.0374","0.0187","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"46","Kyler Murray","ARZ","qb","13","SEA","21.9","25.0412","36.5098","242.6233","1.7137","0.7344","2.2941","7.1843","38.8409","0.393","0","0","0","0","0.717","0.3585","0.0865","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"47","Joe Burrow","CIN","qb","10","CAR","21.6","24.5646","35.2513","270.4382","2.2782","0.6586","2.9006","4.414","11.0181","0.2248","0","0","0","0","0.5402","0.2701","0.0719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"48","D'Onta Foreman","CAR","rb","13","@CIN","10.1","0","0","0","0","0","0","12.1592","52.8614","0.3049","1.9194","1.5442","11.8716","0.0528","0.1088","0.0544","0.0199","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"49","Justin Herbert","LAC","qb","8","@ATL","21.5","26.5542","39.3375","278.0751","2.1402","0.7924","1.8475","2.794","13.5015","0.2081","0","0","0","0","0.2635","0.1317","0.0763","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50","Allen Lazard","GB","wr","14","@DET","13.3","0","0","0","0","0","0","0","0","0","6.1671","4.3731","58.7138","0.4995","0.0305","0.0152","0.0138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"51","Gabriel Davis","BUF","wr","7","@NYJ","13.3","0","0","0","0","0","0","0.048","0.2877","0.0019","6.2367","3.5616","65.9774","0.5147","0.0366","0.0183","0.0066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"52","Josh Palmer","LAC","wr","8","@ATL","13.3","0","0","0","0","0","0","0","0","0","7.2763","5.0605","56.77","0.4339","0.0436","0.0218","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"53","David Montgomery","CHI","rb","14","MIA","9.9","0","0","0","0","0","0","11.0032","43.9941","0.3372","2.0896","1.7053","13.6437","0.0615","0.0541","0.0271","0.026","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"54","Gerald Everett","LAC","te","8","@ATL","12.2","0","0","0","0","0","0","0","0","0","6.3853","4.7788","49.0881","0.414","0.0798","0.0399","0.0126","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"55","Lamar Jackson","BLT","qb","10","@NO","21.4","20.2444","31.2112","218.8687","1.4133","0.6604","2.6319","9.4888","59.4352","0.3153","0","0","0","0","0.5595","0.2797","0.0719","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"56","Curtis Samuel","WAS","wr","14","MIN","13.2","0","0","0","0","0","0","1.4075","8.2162","0.0777","7.2475","5.1082","51.0914","0.281","0.0693","0.0347","0.0105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57","Christian Kirk","JAX","wr","11","LV","13.2","0","0","0","0","0","0","0.3691","1.9924","0.0138","7.4016","4.7024","61.255","0.3557","0.0298","0.0149","0.0059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58","Terry McLaurin","WAS","wr","14","MIN","13.1","0","0","0","0","0","0","0","0","0","7.4739","4.8835","62.2043","0.3269","0.0375","0.0187","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"59","Tyler Allgeier","ATL","rb","14","LAC","9.7","0","0","0","0","0","0","10.74","47.0199","0.3743","1.6578","1.3679","10.3807","0.0532","0.0744","0.0372","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60","Jakobi Meyers","NE","wr","10","IND","12.9","0","0","0","0","0","0","0","0","0","7.1686","5.044","58.9551","0.3136","0.0558","0.0279","0.0307","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"61","Devin Singletary","BUF","rb","7","@NYJ","9.3","0","0","0","0","0","0","10.8692","47.5982","0.3112","1.7381","1.4343","10.056","0.0512","0.1202","0.0601","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"62","Dallas Goedert","PHI","te","7","@HST","11.6","0","0","0","0","0","0","0","0","0","5.5734","4.1554","51.2268","0.3903","0.0427","0.0214","0.0112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"63","Garrett Wilson","NYJ","wr","10","BUF","12.5","0","0","0","0","0","0","0.0827","0.5293","0.0031","7.4348","4.7075","59.3926","0.3032","0.0442","0.0221","0.0108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"64","Tua Tagovailoa","MIA","qb","11","@CHI","20.5","24.5689","35.922","283.7256","2.043","0.7624","2.2501","2.5393","11.3641","0.1157","0","0","0","0","0.4769","0.2384","0.0706","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"65","Kenyan Drake","BLT","rb","10","@NO","9","0","0","0","0","0","0","12.4141","50.2709","0.4412","0.9125","0.7519","4.9292","0.0269","0.1043","0.0521","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"66","Michael Pittman Jr.","IND","wr","14","@NE","12.3","0","0","0","0","0","0","0.2965","1.772","0.0096","7.3835","4.9372","57.0424","0.2365","0.0701","0.035","0.0088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"67","Tyler Higbee","LA","te","7","@TB","11.2","0","0","0","0","0","0","0","0","0","6.4351","4.789","46.2018","0.2949","0.0483","0.0241","0.0233","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
