playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8481600,2021,Tobias Bjornfot,LAK,D,other,9,288.0,5.0,1.07,0.25,0.23,0.5,0.48,0.54,0.39,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,384.0,0.0,0.0,0.0,1.0,5.3,0.48,0.47,0.48,0.47,6.0,1.0,2.0,9.0,0.0,0.0,0.0,4.0,3.0,0.0,0.12,0.36,0.0,0.0,0.0,0.0,9.0,7.0,7.0,0.09,0.0,0.0,0.56,0.56,0.56,4.26,1.42,1.26,1.42,1.26,4.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,2.0,3.0,0.02,0.3,1.1,0.0,0.0,0.0,9.0,6.0,6.0,0.08,0.0,0.0,1.5,1.5,1.34,0.54,1.82,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8481600,2021,Tobias Bjornfot,LAK,D,all,9,9781.0,199.0,3.6,0.46,0.54,0.48,0.57,0.5,0.57,37.0,8.36,0.39,0.51,2.02,0.24,5.21,3.64,0.39,0.39,0.39,1.0,1.0,8.0,4.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,1.0,0.0,0.24,0.15,0.0,0.0,0.0,0.0,17.11,12.0,12.04,1.0,0.1,0.0,0.0,0.49,0.49,0.49,199.0,17.0,31.0,31.0,120.0,29.0,29.0,15.0,126.0,0.0,0.0,22874.0,0.0,4.0,2.0,15.0,85.64,7.28,7.13,7.22,7.07,86.0,31.0,28.0,145.0,4.0,7.0,0.0,83.0,27.0,7.0,2.32,3.08,1.88,0.0,3.0,1.0,145.91,117.0,116.96,1.21,1.63,1.26,7.24,7.17,7.09,84.17,8.72,8.27,8.88,8.43,85.0,30.0,41.0,156.0,4.0,7.0,1.0,76.0,30.0,9.0,2.37,3.64,2.71,1.0,3.0,0.0,158.0,115.0,116.38,1.31,1.42,1.42,8.61,8.74,8.48,19.65,16.77,406.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0
8481600,2021,Tobias Bjornfot,LAK,D,5on5,9,8612.0,172.0,3.6,0.51,0.56,0.51,0.55,0.54,0.56,36.0,8.36,0.39,0.51,2.02,0.24,5.21,3.64,0.39,0.39,0.39,1.0,1.0,8.0,4.0,5.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,1.0,0.0,0.24,0.15,0.0,0.0,0.0,0.0,17.11,12.0,12.04,1.0,0.1,0.0,0.0,0.49,0.49,0.49,172.0,17.0,21.0,30.0,104.0,28.0,25.0,12.0,107.0,0.0,0.0,17724.0,0.0,4.0,2.0,12.0,78.29,6.71,6.56,6.65,6.5,77.0,30.0,26.0,133.0,4.0,7.0,0.0,76.0,24.0,7.0,2.1,2.72,1.88,0.0,3.0,1.0,133.91,107.0,106.96,1.1,1.63,1.26,6.55,6.49,6.41,68.47,6.38,6.11,6.53,6.27,69.0,24.0,35.0,128.0,1.0,6.0,0.0,64.0,23.0,6.0,2.03,2.73,1.61,1.0,0.0,0.0,130.0,93.0,94.38,1.01,1.27,1.27,6.12,6.25,6.17,13.38,10.65,289.0,232.0,0.44,0.09,14.0,1.0,10.0,1.0
8481600,2021,Tobias Bjornfot,LAK,D,4on5,9,803.0,18.0,3.38,0.09,0.21,0.14,0.16,0.16,0.19,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,7.0,1.0,10.0,0.0,4.0,3.0,11.0,0.0,0.0,1335.0,0.0,0.0,0.0,0.0,2.06,0.09,0.09,0.09,0.09,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.03,0.0,0.0,0.12,0.12,0.12,11.43,0.93,0.9,0.93,0.9,12.0,4.0,3.0,19.0,3.0,1.0,1.0,11.0,5.0,0.0,0.32,0.61,0.0,0.0,3.0,0.0,19.0,16.0,16.0,0.22,0.15,0.15,0.99,0.99,0.97,0.75,2.76,9.0,49.0,0.41,0.0,2.0,0.0,2.0,0.0
8481600,2021,Tobias Bjornfot,LAK,D,5on4,9,78.0,4.0,3.0,0.0,0.89,0.0,0.94,0.0,0.92,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1198.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49,0.3,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8478474,2021,Lawson Crouse,ARI,L,other,9,234.0,4.0,2.16,0.94,0.07,0.67,0.44,0.8,0.4,29.0,0.79,0.13,0.03,0.17,0.02,0.27,0.37,0.13,0.13,0.13,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.01,0.0,0.0,0.14,0.14,0.14,4.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,578.0,0.0,0.0,0.0,0.0,2.86,0.31,0.31,0.31,0.31,3.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.06,0.0,0.0,0.37,0.37,0.37,0.69,0.02,0.02,0.02,0.02,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.01,0.0,0.0,0.03,0.03,0.03,0.13,1.67,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8478474,2021,Lawson Crouse,ARI,L,all,9,9360.0,210.0,3.77,0.44,0.39,0.48,0.44,0.49,0.43,33.0,21.22,1.48,1.63,4.95,0.91,11.6,8.43,1.42,1.44,1.38,2.0,0.0,22.0,7.0,4.0,33.0,4.0,2.0,1.0,0.0,5.0,1.0,7.0,13.0,20.0,27.0,7.0,20.0,0.0,15.0,3.0,2.0,20.0,9.0,0.0,0.5,0.99,0.0,1.0,1.0,0.0,31.49,29.0,27.86,0.0,0.36,0.02,0.16,1.68,1.64,1.59,210.0,35.0,33.0,40.0,102.0,25.0,36.0,28.0,121.0,0.0,3.0,23340.0,20.0,16.0,5.0,3.0,73.84,4.96,4.82,4.88,4.75,75.0,29.0,29.0,133.0,6.0,4.0,1.0,87.0,14.0,3.0,2.27,1.55,1.13,2.0,2.0,2.0,128.36,104.0,101.3,1.11,0.47,0.47,5.6,5.55,5.45,76.7,6.19,6.05,6.25,6.11,82.0,25.0,39.0,146.0,9.0,3.0,0.0,83.0,21.0,3.0,2.77,2.5,0.92,7.0,1.0,1.0,151.82,107.0,109.82,1.1,0.73,0.73,6.56,6.64,6.52,12.35,19.22,293.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0
8478474,2021,Lawson Crouse,ARI,L,5on5,9,6961.0,163.0,3.77,0.45,0.47,0.48,0.46,0.51,0.45,50.0,14.53,1.19,0.95,3.23,0.47,7.91,6.25,1.13,1.15,1.09,2.0,0.0,14.0,6.0,3.0,23.0,4.0,2.0,0.0,0.0,5.0,1.0,5.0,7.0,12.0,18.0,5.0,16.0,0.0,14.0,3.0,0.0,12.0,8.0,0.0,0.34,0.85,0.0,1.0,1.0,0.0,21.49,20.0,18.86,0.0,0.2,0.0,0.13,1.26,1.22,1.16,163.0,24.0,18.0,35.0,86.0,20.0,27.0,19.0,97.0,0.0,0.0,19683.0,16.0,14.0,4.0,1.0,54.39,3.43,3.29,3.36,3.23,51.0,26.0,19.0,96.0,5.0,2.0,1.0,63.0,13.0,1.0,1.7,1.42,0.31,2.0,2.0,1.0,91.36,77.0,74.3,0.7,0.43,0.43,3.7,3.66,3.55,54.52,4.23,4.16,4.3,4.22,60.0,15.0,30.0,105.0,6.0,3.0,0.0,58.0,14.0,3.0,1.73,1.59,0.92,4.0,1.0,1.0,110.82,75.0,77.82,0.69,0.73,0.73,4.19,4.27,4.23,10.4,11.77,250.0,295.0,0.12,0.36,6.0,8.0,5.0,8.0
8478474,2021,Lawson Crouse,ARI,L,4on5,9,888.0,25.0,3.77,0.21,0.05,0.09,0.09,0.08,0.1,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,15.0,1.0,9.0,1.0,8.0,3.0,13.0,0.0,2.0,1552.0,0.0,2.0,1.0,0.0,1.6,0.36,0.36,0.36,0.36,2.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.05,0.0,0.3,0.0,0.0,0.0,3.0,2.0,2.0,0.02,0.0,0.0,0.37,0.37,0.37,16.15,1.37,1.31,1.37,1.31,16.0,8.0,7.0,31.0,3.0,0.0,0.0,19.0,5.0,0.0,0.81,0.56,0.0,3.0,0.0,0.0,31.0,24.0,24.0,0.34,0.0,0.0,1.71,1.71,1.64,0.26,5.27,5.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0
8478474,2021,Lawson Crouse,ARI,L,5on4,9,1277.0,18.0,2.94,0.65,0.76,0.83,0.74,0.8,0.68,31.0,5.91,0.16,0.65,1.55,0.42,3.41,1.81,0.16,0.16,0.16,0.0,0.0,7.0,1.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,7.0,8.0,2.0,4.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,0.0,0.16,0.02,0.03,0.29,0.29,0.29,18.0,10.0,0.0,3.0,5.0,4.0,1.0,4.0,9.0,0.0,1.0,1332.0,4.0,0.0,0.0,2.0,14.29,0.85,0.85,0.85,0.85,18.0,2.0,9.0,29.0,1.0,2.0,0.0,19.0,0.0,1.0,0.33,0.0,0.52,0.0,0.0,1.0,29.0,20.0,20.0,0.33,0.03,0.03,1.14,1.14,1.14,3.99,0.46,0.46,0.46,0.46,5.0,0.0,1.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,0.11,0.35,0.0,0.0,0.0,0.0,6.0,5.0,5.0,0.05,0.0,0.0,0.51,0.51,0.51,1.54,0.48,29.0,10.0,0.0,0.09,0.0,1.0,0.0,1.0
