"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"3be23605-2b20-443f-8c4e-d2b302f42f5d","Josh","Allen","1.1","53.6","QB1","QB","Buffalo Bills",,
"4d996c79-4af3-4745-81db-9d168d8932ca","Christian","McCaffrey","2.4","20.1","RB1","RB","San Francisco 49ers",,
"debc9f63-0793-4fd6-bee5-18a0bf736ce9","Patrick","Mahomes","3.1","38.3","QB2","QB","Kansas City Chiefs",,
"ba7ee774-5a0c-4056-8b92-8d9f33a161e3","Jalen","Hurts","4.6","39.1","QB3","QB","Philadelphia Eagles",,
"518a97a7-0ee1-48c3-a49b-145cb3862fb2","Joe","Burrow","5.9","21.9","QB4","QB","Cincinnati Bengals",,
"73ed3237-3644-4563-b728-1825aa06de8b","Ja'Marr","Chase","6.0","18.6","W/T1","W/T","Cincinnati Bengals",,
"c8c91086-dd1f-46e4-925b-de1f96b16e0d","Stefon","Diggs","6.5","41.9","W/T2","W/T","Buffalo Bills",,
"e8afce10-4f4c-4383-abec-94c98d88fede","Travis","Kelce","8.7","32.0","W/T3","W/T","Kansas City Chiefs",,
"d8c5a27b-b3b6-4756-b1bc-184ec65577f8","A.J.","Brown","9.6","26.9","W/T4","W/T","Philadelphia Eagles",,
"92872243-a9c1-4170-bdc0-7fb9e8966217","Justin","Jefferson","10.5","28.3","W/T5","W/T","Minnesota Vikings",,
"e9935f76-c7dc-4a49-99d0-9ccf37117a29","Deebo","Samuel","11.4","14.7","W/T6","W/T","San Francisco 49ers",,
"42b861f8-6c92-49d5-9265-26000d05a8a0","George","Kittle","12.4","10.4","W/T7","W/T","San Francisco 49ers",,
"ffec5b23-df12-4679-a7ae-eca2db486e23","CeeDee","Lamb","14.6","30.6","W/T8","W/T","Dallas Cowboys",,
"c67851b9-53ce-43c4-a04c-6d812b96a7c0","Tee","Higgins","15.4","15.6","W/T9","W/T","Cincinnati Bengals",,
"a7220d55-4fc0-40d9-9657-d595fe1ae1b7","Austin","Ekeler","15.6","19.2","RB2","RB","Los Angeles Chargers",,
"b6ba024e-b9dd-406d-9d14-7e9317c58311","DeVonta","Smith","16.9","20.8","W/T10","W/T","Philadelphia Eagles",,
"b776b08d-ba39-45cf-930b-48f3e376ba88","Joe","Mixon","17.2","17.8","RB3","RB","Cincinnati Bengals",,
"ea9c68fb-d9be-4a33-9b24-8cfc81ed90e7","Gabe","Davis","18.1","26.3","W/T11","W/T","Buffalo Bills",,
"3cc275e4-aa23-491c-8f59-06686a46f143","Jerick","McKinnon","19.5","10.3","RB4","RB","Kansas City Chiefs",,
"bde5bf63-63c9-48f9-b268-c5d65757288a","Brock","Purdy","19.8","16.5","QB5","QB","San Francisco 49ers",,
"c9351064-a58e-4206-b807-6bba1cbb09c2","Brandon","Aiyuk","20.4","10.8","W/T12","W/T","San Francisco 49ers",,
"78ad7940-91ed-4f66-b552-c58c5af7aae6","Miles","Sanders","23.1","23.2","RB5","RB","Philadelphia Eagles",,
"d54ce7e8-7156-4771-a585-d970bb725d15","Keenan","Allen","24.2","12.3","W/T13","W/T","Los Angeles Chargers",,
"512b0805-be97-45e2-9083-819166e404c4","Tony","Pollard","25.2","18.3","RB6","RB","Dallas Cowboys",,
"6881590f-d932-446b-8d53-5e6e26210395","Dalvin","Cook","25.6","21.7","RB7","RB","Minnesota Vikings",,
"f8e0d5c6-a598-4acf-b275-b332affc78ac","Devin","Singletary","26.5","16.9","RB8","RB","Buffalo Bills",,
"db02a852-38ac-4bcb-b990-794615a86787","Saquon","Barkley","27.7","15.6","RB9","RB","NY Giants",,
"b0fd3071-3406-424f-92e6-bdf6e10aace5","JuJu","Smith-Schuster","30.3","22.0","W/T14","W/T","Kansas City Chiefs",,
"4edd7f93-7f82-4236-b238-c8944f5b2a81","Chris","Godwin","31.0","7.6","W/T15","W/T","Tampa Bay Buccaneers",,
"cf3452a0-7a2c-4b05-bffb-0cc9e62c07d4","Dallas","Goedert","31.0","18.3","W/T16","W/T","Philadelphia Eagles",,
"aac9a1bc-69b3-4b21-b7fc-04b495149aa8","James","Cook","31.2","12.4","RB10","RB","Buffalo Bills",,
"15eb08eb-2a13-4dde-b507-d39734df48b0","Justin","Herbert","32.1","21.2","QB6","QB","Los Angeles Chargers",,
"fa82a38a-1987-4787-bc0d-8445d01bbbf5","Tyler","Boyd","34.1","9.7","W/T17","W/T","Cincinnati Bengals",,
"1ef01684-cd98-4251-abab-66a08fee3220","Dawson","Knox","34.6","14.8","W/T18","W/T","Buffalo Bills",,
