player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Michael Boyle,52076,K,COLO STATE,6,0,0,0,,3,2,66.7,144,66.2,0,0,,8,8,100.0,0,3,2,66.7,8,6,75.0,2,2,100.0
Christian VanSickle,55137,K,RICE,8,0,0,0,,2,2,100.0,275,80.3,0,0,,27,27,100.0,0,2,2,100.0,6,6,100.0,2,2,100.0
Zach Murphy,55435,K,WAKE,3,0,0,0,,0,0,,339,61.8,0,0,,3,3,100.0,0,0,0,,0,0,,0,0,
Joseph Bulovas,57496,K,VANDERBILT,8,0,0,0,,3,1,33.3,333,66.4,0,0,,25,25,100.0,0,3,3,100.0,8,5,62.5,2,1,50.0
Blake Grupe,57502,K,NOTRE DAME,8,0,0,0,,6,4,66.7,258,73.3,0,0,,25,25,100.0,0,3,2,66.7,13,10,76.9,4,4,100.0
Anders Carlson,57509,K,AUBURN,8,0,1,0,0.0,6,3,50.0,115,71.1,0,0,,21,21,100.0,0,2,2,100.0,14,10,71.4,5,5,100.0
Brooks Buce,57529,K,TROY,8,0,1,1,100.0,2,2,100.0,318,80.7,0,0,,21,21,100.0,0,7,5,71.4,13,11,84.6,3,3,100.0
Noah Ruggles,57579,K,OHIO STATE,8,0,1,0,0.0,3,3,100.0,260,80.5,0,0,,52,52,100.0,0,4,3,75.0,11,9,81.8,3,3,100.0
Calum Sutherland,57592,K,LA MONROE,8,0,0,0,,2,1,50.0,209,73.3,0,0,,24,24,100.0,0,0,0,,5,4,80.0,3,3,100.0
Briggs Bourgeois,57616,K,SO MISS,8,0,1,1,100.0,1,1,100.0,296,74.0,0,0,,24,23,95.8,0,6,5,83.3,11,10,90.9,3,3,100.0
Andre Szmyt,57624,K,SYRACUSE,8,0,2,2,100.0,2,1,50.0,304,85.6,0,0,,31,31,100.0,0,3,3,100.0,13,12,92.3,6,6,100.0
