player,player_id,position,team_name,player_game_count,declined_penalties,franchise_id,gap_grades_run_block,gap_run_block_percent,gap_snap_counts_run_block,gap_snap_counts_run_block_percent,gap_snap_counts_run_play,grades_run_block,penalties,run_block_percent,snap_counts_run_block,snap_counts_run_play,zone_grades_run_block,zone_run_block_percent,zone_snap_counts_run_block,zone_snap_counts_run_block_percent,zone_snap_counts_run_play
Joshua Pena,121864,G,NAVY,8,0,237,57.6,100.0,213,45.6,213,63.0,0,100.0,467,467,66.3,100.0,58,12.4,58
Kip Frankland,100901,T,NAVY,8,0,237,65.9,100.0,201,44.5,201,66.4,0,100.0,452,452,68.5,100.0,58,12.8,58
Isaac Cochran,101273,G,AIR FORCE,8,0,101,73.3,100.0,170,41.9,170,85.6,0,100.0,406,406,83.6,100.0,60,14.8,60
Everett Smalley,131512,T,AIR FORCE,8,0,101,65.7,100.0,170,42.0,170,73.4,1,100.0,405,405,64.6,100.0,60,14.8,60
Nick Broeker,99084,G,OLE MISS,9,0,226,58.4,100.0,159,41.3,159,65.4,0,100.0,385,385,70.5,100.0,202,52.5,202
Connor McMahon,144330,G,NAVY,7,0,237,63.9,100.0,181,48.0,181,74.5,1,100.0,377,377,70.1,100.0,49,13.0,49
Connor Bishop,102830,C,ARMY,7,0,114,53.8,100.0,116,31.7,116,62.6,1,100.0,366,366,76.5,100.0,84,23.0,84
Jayden Williams,146815,T,OLE MISS,9,0,226,42.1,100.0,155,42.5,155,42.3,0,100.0,365,365,47.4,100.0,187,51.2,187
Connor Finucane,121569,T,ARMY,7,0,114,55.7,100.0,111,31.2,111,77.1,0,100.0,356,356,91.6,100.0,81,22.8,81
Jonny Hassard,128082,T,UMASS,9,0,216,56.6,100.0,249,69.9,249,56.3,0,100.0,356,356,55.6,100.0,94,26.4,94
Josh Atwood,128073,C,UMASS,9,0,216,59.5,100.0,249,69.9,249,56.4,1,100.0,356,356,58.3,100.0,94,26.4,94
Cole Garcia,75872,G,UMASS,9,0,216,54.8,100.0,249,69.9,249,54.0,0,100.0,356,356,55.6,100.0,94,26.4,94
Valentin Senn,100533,T,UCONN,10,0,146,67.2,100.0,119,33.5,119,73.1,0,100.0,355,355,73.2,100.0,201,56.6,201
Noel Ofori-Nyadu,77430,G,UCONN,10,0,146,60.4,100.0,119,33.5,119,83.5,1,100.0,355,355,90.7,100.0,201,56.6,201
Logan Zschernitz,100262,G,N ILLINOIS,9,0,254,55.7,100.0,191,54.1,191,61.2,1,100.0,353,353,67.7,100.0,145,41.1,145
Christian Haynes,77339,G,UCONN,10,1,146,71.7,100.0,118,33.5,118,82.1,2,100.0,352,352,87.8,100.0,200,56.8,200
Caleb Warren,99083,C,OLE MISS,9,0,226,59.4,100.0,144,41.4,144,58.2,0,99.7,348,349,58.3,100.0,182,52.3,182
Gabe Blair,145323,G,N TEXAS,9,0,251,64.8,100.0,168,48.7,168,71.8,2,100.0,345,345,75.0,100.0,161,46.7,161
Elijah Ratliff,76949,G,KENT STATE,9,0,201,49.9,100.0,164,47.7,164,51.6,2,100.0,344,344,57.7,100.0,161,46.8,161
Jack Bailey,98061,G,KENT STATE,9,0,201,55.8,100.0,164,47.8,164,57.6,0,100.0,343,343,58.9,100.0,162,47.2,162
Jonathan Mingo,97774,WR,OLE MISS,9,0,226,63.4,100.0,147,43.0,147,65.8,2,100.0,342,342,67.6,100.0,176,51.5,176
Beaux Limmer,99067,G,ARKANSAS,8,0,111,60.3,100.0,52,15.3,52,84.2,0,100.0,340,340,85.3,100.0,256,75.3,256
Brady Latham,99068,G,ARKANSAS,8,0,111,60.1,100.0,53,15.6,53,72.5,0,100.0,339,339,77.0,100.0,254,74.9,254
Ricky Stromberg,99066,C,ARKANSAS,8,0,111,64.2,100.0,53,15.6,53,82.8,0,100.0,339,339,83.8,100.0,254,74.9,254
Jayden Umbarger,121874,WR,NAVY,8,0,237,61.7,100.0,148,43.8,148,65.6,0,99.4,338,340,86.1,100.0,51,15.1,51
Luke Jones,81780,T,ARKANSAS,8,0,111,69.9,100.0,53,15.7,53,71.5,0,100.0,337,337,67.9,100.0,252,74.8,252
