player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
John Porchivina,28202,LB,OLE MISS,1,0,,0,0,226,60.3,47.4,67.2,,60.0,,,0,0,1,1,0.0,0,0
Colby Reeder,30285,LB,IOWA STATE,6,6,1.6,0,0,193,70.7,76.5,29.3,74.5,79.3,70.5,11.1,2,1,126,128,6.3,8,10
Kyle Pugh,35900,LB,N ILLINOIS,9,12,5.8,0,0,254,75.2,70.6,81.5,51.6,66.9,83.7,5.4,2,0,166,167,7.8,13,23
Jordan Carmouche,39951,LB,ARK STATE,9,19,2.7,0,0,113,56.7,56.9,51.2,54.1,59.7,75.9,7.7,4,1,263,269,7.2,19,29
Alema Pilimai,41395,ED,BYU,2,0,3.0,0,0,128,60.0,73.0,74.8,64.6,71.5,73.6,0.0,0,0,11,11,9.1,1,1
Monte McGary,42477,CB,KANSAS,2,0,,0,0,198,62.1,59.5,75.2,59.0,53.5,53.8,100.0,1,0,15,16,0.0,0,0
Bricen Garner,42520,S,W MICHIGAN,9,11,7.9,0,0,347,70.3,68.5,86.1,62.5,62.2,75.3,18.6,8,0,248,255,2.8,7,24
Brandon Moore,42620,CB,NEBRASKA,5,0,,0,0,238,75.4,73.3,0.0,60.0,66.2,61.8,,0,1,51,52,0.0,0,0
Clifford Chattman,42657,S,UTSA,8,6,4.7,0,0,331,62.0,62.5,87.4,58.9,61.9,63.6,21.4,6,2,167,172,3.6,6,16
Anthony Watts,42807,DI,MARSHALL,8,6,0.0,0,0,214,54.5,62.1,47.1,61.7,66.5,70.1,0.0,0,1,85,88,7.1,6,6
Justin Clark,43185,CB,WISCONSIN,6,1,5.8,0,0,349,59.2,59.0,80.7,,57.2,60.6,16.7,1,2,76,76,2.6,2,4
Ryan McWood,43189,LB,MIAMI OH,8,10,3.0,0,0,221,68.7,63.7,82.1,55.4,60.0,46.1,20.3,13,0,219,223,11.9,26,41
Jaydon Grant,43354,S,OREGON ST,9,4,6.2,0,0,265,75.8,75.4,45.5,51.9,79.1,75.9,12.5,3,2,199,199,4.5,9,17
Linwood Crump,43401,CB,NEW MEX ST,7,0,-6.0,0,0,242,73.6,73.2,83.1,71.4,62.7,65.5,66.7,2,2,135,137,0.7,1,1
Jon-Michael Terry,43635,LB,TULSA,8,11,3.2,0,0,320,57.7,59.9,58.4,60.5,61.1,79.6,8.6,3,1,294,296,4.8,14,21
Tyrone Hopper,43714,ED,MISSOURI,8,1,,1,0,229,62.1,50.9,0.0,57.9,54.2,23.4,66.7,2,2,37,38,0.0,0,0
