player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Xavier Hutchinson,122518,WR,IOWA STATE,8,117,0,193,0,-1.9,5,100.0,,0,0,0.0,0,3,0,99.1,92.2,0,24,0.0,0,24,15,95.8,23,95.6,15,12.8,0,104,132,8.8,6.9,4.52,7.3,4,69.0,20.0,1,5,9.4,3,19,0,77.4,86.8,2,38,0.0,0,86,29,97.7,84,86.1,42,35.9,2,307,152,5.2,10.6,3.65
Rashee Rice,97605,WR,SMU,8,108,0,287,0,-2.9,3,88.2,100.0,1,1,0.0,0,4,0,99.5,85.5,0,18,0.0,0,48,15,95.8,46,103.9,17,15.7,1,72,116,7.7,4.8,1.57,12.1,6,66.7,28.6,2,7,5.3,1,8,0,62.4,89.3,3,75,0.0,0,49,18,95.9,47,94.8,27,25.0,2,338,198,11.0,18.8,7.19
Tyrin Smith,145487,WR,UTEP,10,106,0,330,0,-2.6,1,77.8,,0,0,12.5,1,4,0,52.6,70.8,0,17,0.0,0,30,7,93.3,28,83.3,9,8.5,0,36,56,8.0,5.1,1.29,11.5,11,61.0,0.0,0,6,12.3,7,31,1,53.2,71.5,2,74,0.0,0,295,50,96.3,284,98.7,82,77.4,5,701,227,4.5,14.0,2.47
Jayshon Jackson,78041,WR,BALL ST,9,105,0,117,0,-2.3,4,90.5,,0,0,9.5,2,6,0,67.6,75.3,0,33,0.0,0,50,19,94.0,47,93.7,21,20.0,0,136,182,9.6,7.2,2.89,7.3,5,62.3,44.4,4,9,10.8,4,14,0,69.3,75.4,1,33,0.0,0,201,33,93.5,188,75.7,53,50.5,1,297,196,5.9,9.0,1.58
Zay Flowers,97268,WR,BOSTON COL,9,98,0,121,0,-3.5,3,85.0,100.0,1,1,10.5,2,4,1,60.5,71.5,0,11,0.0,0,42,17,97.6,41,80.6,20,20.4,0,67,126,7.4,3.9,1.63,10.1,1,57.9,66.7,2,3,15.4,4,10,1,43.7,67.1,1,69,0.0,0,124,22,95.2,118,87.6,38,38.8,3,200,125,5.7,9.1,1.69
Charlie Jones,55038,WR,PURDUE,8,97,0,273,0,-1.3,1,100.0,,0,0,0.0,0,1,1,97.6,54.7,0,22,3.0,1,33,12,87.9,29,87.2,12,12.4,0,59,74,6.2,4.9,2.03,5.4,0,100.0,100.0,1,1,0.0,0,5,0,94.1,84.3,0,16,0.0,0,31,10,93.5,29,136.7,10,10.3,2,73,20,2.0,7.3,2.52
Isaiah Winstead,91115,WR,E CAROLINA,9,91,0,156,0,-2.2,1,80.0,,0,0,0.0,0,0,0,91.4,50.2,0,8,0.0,0,36,4,100.0,36,80.8,5,5.5,0,17,27,6.8,4.3,0.47,6.6,2,80.0,0.0,0,1,0.0,0,4,0,94.8,85.6,0,28,0.0,0,28,8,96.4,27,102.9,10,11.0,0,87,46,5.8,10.9,3.22
Corey Crooms,97276,WR,W MICHIGAN,9,91,0,347,0,-1.6,7,84.6,100.0,1,1,0.0,0,3,0,97.6,89.7,0,10,0.0,0,34,11,94.1,32,82.4,13,14.3,0,49,57,5.2,4.5,1.53,11.7,5,43.3,35.7,5,14,7.1,2,15,0,81.4,76.6,3,74,0.0,0,228,26,93.9,214,66.7,60,65.9,4,391,152,5.8,15.0,1.83
Jacob Cowing,100894,WR,ARIZONA,8,87,0,109,0,-3.5,6,93.3,,0,0,6.7,1,4,0,77.3,82.3,0,25,0.0,0,28,14,100.0,28,99.4,15,17.2,0,118,168,12.0,8.4,4.21,11.0,11,62.3,40.0,2,5,10.8,4,24,0,78.3,91.5,3,38,0.0,0,250,33,94.8,237,96.6,53,60.9,5,442,266,8.1,13.4,1.86
Shocky Jacques-Louis,77960,WR,AKRON,9,85,0,102,0,-2.0,2,88.9,100.0,1,1,0.0,0,1,0,95.2,57.7,0,10,3.4,2,58,8,93.1,54,81.5,9,10.6,0,32,48,6.0,4.0,0.59,2.5,0,75.0,0.0,0,1,0.0,0,1,0,78.2,69.2,0,12,2.0,1,51,3,92.2,47,79.2,4,4.7,0,14,21,7.0,4.7,0.3
