player,player_id,position,team_name,player_game_count,assists,avg_depth_of_target,catch_rate,coverage_percent,coverage_snaps_per_reception,coverage_snaps_per_target,declined_penalties,dropped_ints,forced_incompletes,forced_incompletion_rate,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_coverage,snap_counts_pass_play,stops,tackles,targets,touchdowns,yards,yards_after_catch,yards_per_coverage_snap,yards_per_reception
Vonn Bell,10695,S,CAR,3,0,4.7,57.1,100.0,25.3,14.4,0,0,1,14.3,5,63.5,65.0,80.2,,63.0,62.3,1,16,25.0,2,1,0,30.4,4,108,108,1,6,7,0,34,35,0.3,8.5
James Bradberry,10696,CB,PHI,2,1,14.4,55.6,100.0,15.8,8.8,0,0,1,11.1,24,67.3,68.8,80.5,,70.9,76.9,0,19,0.0,0,1,0,115.0,5,84,84,1,2,9,1,64,21,0.8,12.8
Kevin Byard,10698,S,TEN,3,5,12.8,66.7,100.0,14.9,9.9,0,0,0,0.0,31,64.3,71.1,79.9,,82.2,90.3,0,42,0.0,0,0,0,95.5,8,127,127,5,11,12,0,109,36,0.9,13.6
Maliek Collins,10701,DI,HST,3,0,,,1.4,,,0,0,0,,13,59.2,32.1,79.7,63.3,27.6,27.4,0,,100.0,2,0,0,0.0,0,1,72,0,0,0,0,0,0,0.0,
Jonathan Bullard,10706,DI,MIN,3,0,,,7.9,,,0,0,0,,18,59.4,61.0,79.9,48.6,67.4,73.3,0,,,0,0,0,0.0,0,3,38,0,0,0,0,0,0,0.0,
Daryl Worley,10711,S,BLT,2,0,5.0,66.7,100.0,24.5,16.3,0,0,0,0.0,3,67.0,66.7,79.1,,57.8,84.0,0,12,0.0,0,0,0,78.5,2,49,49,1,2,3,0,15,6,0.3,7.5
Kendall Fuller,10718,CB,WAS,3,0,13.3,41.7,99.2,22.0,9.2,1,0,4,33.3,32,89.8,88.2,6.0,56.2,83.3,76.8,1,9,10.0,1,1,1,14.6,5,120,121,6,9,12,0,26,14,0.2,5.2
Justin Simmons,10732,S,DEN,2,0,8.4,75.0,100.0,12.3,9.3,0,0,0,0.0,10,49.4,47.6,0.0,,63.5,59.5,0,35,12.5,1,0,1,145.3,6,83,83,1,7,8,1,79,25,1.1,13.2
Eric Murray,10740,S,HST,3,0,,,98.8,,,0,0,0,,13,69.0,65.8,82.1,59.8,49.0,29.2,0,,22.2,2,0,0,0.0,0,85,86,0,7,0,0,0,0,0.0,
De'Vondre Campbell,10749,LB,GB,3,2,1.0,75.0,96.1,22.7,17.0,0,0,0,0.0,12,71.5,73.9,0.0,57.0,74.9,80.3,0,10,0.0,0,0,1,87.5,3,73,76,2,5,4,0,22,18,0.3,7.3
Andrew Billings,10756,DI,CHI,3,0,,,2.2,,,0,0,0,,6,69.3,81.3,82.4,76.6,71.7,27.8,0,,0.0,0,0,0,0.0,0,1,45,1,1,0,0,0,0,0.0,
Dean Lowry,10771,DI,MIN,3,0,,,10.5,,,0,0,0,,18,57.9,37.7,31.9,48.0,44.7,48.6,0,,,0,0,1,0.0,0,6,57,0,0,0,0,0,0,0.0,
Matthew Judon,10780,ED,NE,3,2,5.3,100.0,18.0,5.0,5.0,0,0,0,0.0,19,76.7,67.1,82.1,61.4,58.2,60.5,0,15,20.0,1,0,0,100.0,3,16,89,4,2,3,0,24,8,1.6,8.0
Quinton Jefferson,10781,DI,NYJ,3,0,,,1.9,,,0,0,0,,22,60.0,61.4,80.1,62.2,57.7,51.6,0,,0.0,0,0,0,0.0,0,1,54,2,1,0,0,0,0,0.0,
DeAndre Houston-Carson,10819,S,HST,2,0,3.0,100.0,100.0,20.0,20.0,0,0,0,0.0,13,45.4,38.3,80.8,,48.3,45.1,0,4,50.0,1,0,0,122.9,1,21,21,0,1,1,1,4,1,0.2,4.0
Kamu Grugier-Hill,10842,LB,CAR,2,2,2.6,100.0,89.3,6.6,6.6,0,0,0,0.0,5,61.5,55.0,77.8,73.5,44.1,43.1,0,17,15.4,2,0,0,104.2,7,50,56,2,9,7,0,63,45,1.4,9.0
Elandon Roberts,10848,LB,PIT,3,1,2.0,100.0,84.8,6.8,6.8,0,0,0,0.0,25,57.4,73.8,76.3,51.1,81.9,28.9,0,11,40.0,2,0,0,95.8,4,28,33,0,2,4,0,28,20,1.0,7.0
Jalen Mills,10867,S,NE,3,0,3.7,33.3,94.6,33.0,11.0,0,0,0,0.0,19,66.3,68.1,76.3,56.9,64.5,78.5,0,5,0.0,0,0,0,42.4,1,35,37,0,2,3,0,5,7,0.2,5.0
Jayron Kearse,10878,S,DAL,3,0,4.4,85.7,96.1,14.7,12.6,0,0,0,0.0,9,58.9,53.2,8.6,53.4,51.3,62.9,1,17,25.0,1,0,1,64.0,6,98,102,1,3,7,0,62,33,0.7,10.3
Mike Hilton,10898,S,CIN,3,0,8.8,61.5,89.8,11.3,6.9,0,0,2,15.4,7,49.2,42.6,79.6,56.1,29.2,29.2,0,37,28.6,2,0,0,92.1,8,97,108,2,5,13,0,121,45,1.3,15.1
Michael Pierce,11101,DI,BLT,3,0,,,4.3,,,0,0,0,,3,61.6,72.1,81.6,64.9,69.9,28.0,0,,100.0,1,0,0,0.0,0,4,92,0,0,0,0,0,0,0.0,
Cory Littleton,11190,LB,HST,1,0,-3.0,100.0,100.0,3.5,3.5,0,0,0,0.0,13,41.7,40.7,71.1,,55.1,28.8,0,17,100.0,1,0,0,118.8,2,7,7,0,0,2,0,27,33,3.9,13.5
Jonathan Jones,11217,CB,NE,1,0,28.7,33.3,100.0,26.0,8.7,0,0,0,0.0,19,61.8,63.2,77.8,,65.3,79.2,0,7,0.0,0,0,0,42.4,1,30,30,1,1,3,0,7,4,0.3,7.0
Romeo Okwara,11250,ED,DET,2,0,,,8.8,,,0,0,1,,11,72.8,69.2,79.9,58.7,59.0,73.0,0,,,0,1,0,0.0,0,3,34,0,0,0,0,0,0,0.0,
Antonio Hamilton Sr.,11353,CB,ARZ,3,0,,,100.0,,,0,0,0,,1,64.0,64.4,73.8,,60.0,,0,,,0,0,0,0.0,0,8,8,0,0,0,0,0,0,0.0,
Myles Garrett,11756,ED,CLV,3,0,1.5,0.0,3.6,,1.5,0,0,0,0.0,8,61.6,93.8,41.6,93.6,73.1,58.2,0,,,0,0,1,39.6,0,3,84,5,0,2,0,0,0,0.0,
Marshon Lattimore,11766,CB,NO,3,2,10.5,41.7,100.0,25.0,10.4,0,0,5,41.7,20,79.4,76.8,83.3,,54.0,42.5,1,15,16.7,2,4,0,20.8,5,136,136,1,8,12,0,54,19,0.4,10.8
Haason Reddick,11768,ED,PHI,3,0,,,6.1,,,0,0,0,,24,63.4,62.1,81.9,63.7,50.2,69.9,0,,,0,0,0,0.0,0,6,98,0,0,0,0,0,0,0.0,
Malik Hooker,11770,S,DAL,3,1,16.0,100.0,99.0,42.5,42.5,0,1,1,50.0,9,80.7,87.5,81.6,60.0,76.2,72.7,1,69,16.7,1,0,0,79.2,2,95,96,0,4,2,0,77,45,0.9,38.5
Jonathan Allen,11772,DI,WAS,3,0,,,0.9,,,0,0,0,,32,60.0,76.5,81.2,75.3,66.4,56.9,0,,,0,0,0,0.0,0,1,107,1,0,0,0,0,0,0.0,
Adoree' Jackson,11773,CB,NYG,3,0,7.5,65.0,98.1,7.2,4.7,0,0,3,15.0,21,52.7,53.6,81.5,55.5,58.2,67.7,0,49,10.0,1,3,0,114.8,13,103,105,1,9,20,1,201,110,2.2,15.5
Charles Harris,11777,ED,DET,3,0,10.0,100.0,16.7,17.0,17.0,0,0,0,0.0,11,61.5,62.2,83.1,55.4,69.1,60.8,0,21,25.0,1,0,0,118.8,1,17,102,2,3,1,0,21,11,1.2,21.0
Jabrill Peppers,11780,S,NE,3,3,2.3,55.6,88.1,17.8,9.9,0,0,1,11.1,19,74.4,82.3,81.7,49.0,90.1,83.7,0,15,0.0,0,1,0,60.9,5,96,109,3,5,9,0,24,24,0.3,4.8
Tre'Davious White,11782,CB,BUF,3,0,7.1,64.3,100.0,9.1,5.9,0,0,0,0.0,4,76.7,65.1,80.0,,29.1,43.6,1,16,0.0,0,0,0,83.3,9,85,85,2,6,14,2,60,16,0.7,6.7
T.J. Watt,11785,ED,PIT,3,0,5.0,100.0,8.3,10.0,10.0,0,0,0,0.0,25,62.3,92.2,85.4,91.8,77.0,55.9,0,5,,0,0,0,87.5,1,10,121,6,0,1,0,5,0,0.5,5.0
Budda Baker,11791,S,ARZ,1,1,,,95.7,,,0,0,0,,1,67.3,67.7,78.0,57.2,58.9,64.8,0,,0.0,0,0,0,0.0,0,44,46,0,3,0,0,0,0,0.0,
Marcus Maye,11794,S,NO,2,0,23.5,50.0,96.5,76.0,38.0,0,0,0,0.0,20,58.2,60.1,81.5,67.6,61.2,55.9,1,22,28.6,2,0,1,50.0,1,82,85,4,5,2,0,22,1,0.3,22.0
Marcus Williams,11797,S,BLT,1,1,,,100.0,,,0,0,1,,3,77.5,83.4,74.9,,62.1,78.6,0,,0.0,0,1,0,0.0,0,17,17,0,1,0,0,0,0,0.0,
Justin Evans,11805,S,PHI,3,2,15.3,37.5,100.0,35.0,13.1,0,0,1,12.5,24,67.9,71.9,81.0,,72.2,88.1,0,24,0.0,0,1,0,94.8,3,110,110,0,5,8,1,42,16,0.4,14.0
Teez Tabor,11808,S,SEA,1,0,13.0,50.0,100.0,12.0,6.0,0,0,0,0.0,29,49.6,46.1,74.6,,,,0,15,,0,0,0,114.6,1,12,12,0,0,2,1,15,0,1.3,15.0
Zach Cunningham,11812,LB,PHI,3,1,1.3,75.0,92.6,7.1,5.3,0,0,1,5.0,24,62.6,65.4,79.4,50.0,70.3,45.3,0,32,10.0,1,0,0,86.9,15,112,121,6,8,20,0,107,104,1.0,7.1
Chidobe Awuzie,11815,CB,CIN,3,0,9.4,80.0,100.0,21.8,17.4,0,0,1,20.0,7,68.6,68.0,81.3,,59.9,42.3,0,17,25.0,1,0,0,135.4,4,93,93,1,3,5,1,35,20,0.4,8.8
Ahkello Witherspoon,11821,CB,LA,3,0,15.1,38.5,100.0,21.2,8.2,0,0,0,0.0,26,51.9,55.6,80.3,,71.1,44.5,1,28,50.0,1,0,0,22.0,5,115,115,0,1,13,0,62,17,0.6,12.4
Duke Riley,11830,LB,MIA,3,0,3.5,50.0,75.0,8.0,4.0,0,0,0,0.0,17,66.6,64.2,72.0,52.9,61.9,75.9,0,6,0.0,0,0,0,56.3,1,9,12,0,1,2,0,6,4,0.8,6.0
Alex Anzalone,11831,LB,DET,3,1,1.9,80.0,95.0,10.3,8.2,0,0,1,6.7,11,57.8,59.5,79.3,63.3,60.3,28.6,0,17,42.9,6,1,0,95.0,12,132,139,5,7,15,0,102,87,0.8,8.5
Fabian Moreau,11836,S,DEN,2,0,,,100.0,,,0,0,0,,10,29.3,28.8,73.4,,,,0,,,0,0,2,0.0,0,10,10,0,0,0,0,0,0,0.0,
Shaquill Griffin,11845,CB,HST,3,0,12.3,66.7,100.0,6.5,4.3,0,0,0,0.0,13,41.1,43.2,77.4,,57.9,40.0,0,29,18.2,2,0,0,123.6,8,54,54,2,9,12,1,110,19,2.1,13.8
Jourdan Lewis,11846,CB,DAL,2,0,7.4,40.0,100.0,12.5,5.0,0,0,0,0.0,9,70.8,68.2,75.5,,53.4,75.3,0,6,0.0,0,0,1,47.9,2,31,31,1,2,5,0,5,3,0.2,2.5
John Johnson III,11847,S,LA,1,0,1.0,100.0,100.0,1.0,1.0,0,0,0,0.0,26,30.0,25.1,70.0,,57.6,26.1,0,8,0.0,0,0,0,95.8,2,2,2,0,1,2,0,14,12,7.0,7.0
Cameron Sutton,11850,CB,DET,3,0,15.6,58.8,99.3,13.6,8.0,0,0,2,11.8,11,66.7,67.6,82.2,60.0,67.0,54.2,0,34,12.5,1,0,1,83.7,10,145,146,1,7,17,0,133,22,1.0,13.3
Rasul Douglas,11854,CB,GB,3,0,7.4,62.5,100.0,12.5,7.8,0,0,3,18.8,12,82.3,78.9,0.0,,76.6,68.2,1,29,9.1,1,3,2,73.4,10,132,132,4,10,16,1,94,45,0.8,9.4
Trey Hendrickson,11858,ED,CIN,3,0,,,6.6,,,0,0,0,,7,62.5,82.9,83.2,90.1,49.7,54.7,0,,,0,0,0,0.0,0,6,91,3,0,0,0,0,0,0.0,
Eddie Jackson,11867,S,CHI,2,1,35.7,33.3,97.3,36.0,12.0,0,0,2,66.7,6,72.3,72.7,78.3,60.0,59.5,67.5,0,8,0.0,0,1,0,81.9,1,36,37,0,3,3,1,8,0,0.2,8.0
Rayshawn Jenkins,11868,S,JAX,3,2,8.2,66.7,95.3,9.8,6.5,1,0,2,11.1,15,51.8,48.4,7.2,51.5,55.2,71.9,0,46,6.7,1,2,1,88.2,12,122,128,4,12,18,0,132,53,1.1,11.0
Jalen Reeves-Maybin,11879,LB,DET,1,0,,,100.0,,,0,0,0,,11,61.5,62.0,66.2,,,,0,,,0,0,0,0.0,0,3,3,0,0,0,0,0,0,0.0,
Samson Ebukam,11880,ED,IND,3,0,,,1.1,,,0,0,0,,14,52.2,74.1,85.7,73.2,67.4,36.2,0,,66.7,2,0,0,0.0,0,1,89,3,1,0,0,0,0,0.0,
Grover Stewart,11899,DI,IND,3,0,,,3.0,,,0,0,0,,14,59.3,85.5,38.0,68.9,87.9,74.5,0,,0.0,0,0,1,0.0,0,2,66,1,1,0,0,0,0,0.0,
