player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,1,4,4,4.53,42.5,43.5,4.0,0,0,0,2,22,61.3,2,54,1,0,25.0,4,1,4,18.1,170,0,174
Bryan Anger,7072,P,DAL,1,3,3,4.13,39.67,48.67,7.0,0,0,1,0,9,53.6,1,56,0,0,33.3,7,1,3,12.38,119,1,146
Johnny Hekker,7252,P,CAR,1,5,5,4.6,52.4,53.2,2.0,0,0,1,1,5,67.7,1,69,1,0,40.0,4,2,5,23.02,262,0,266
Sam Martin,7947,P,BUF,1,3,3,4.26,25.0,47.0,33.0,0,0,0,1,4,62.1,1,53,0,0,66.7,66,2,3,12.79,75,0,141
Tress Way,8358,P,WAS,1,6,6,4.18,40.33,44.33,6.0,0,0,1,1,32,55.3,3,59,0,0,66.7,24,4,6,25.08,242,0,266
Bradley Pinion,9598,P,ATL,1,7,7,4.68,46.14,48.14,4.7,0,0,1,1,2,79.7,3,60,2,0,42.9,14,3,7,32.74,323,0,337
Riley Dixon,10862,P,DEN,1,2,2,3.95,40.0,40.0,,0,0,1,0,10,61.7,1,43,1,0,0.0,0,0,2,7.9,80,0,80
Rigoberto Sanchez,12130,P,IND,1,5,5,4.02,30.0,41.6,29.0,0,0,1,0,14,60.9,0,46,2,0,40.0,58,2,5,20.11,150,0,208
Corey Bojorquez,27626,P,CLV,1,7,7,4.26,43.86,47.29,8.0,0,0,0,1,8,64.3,3,66,3,0,42.9,24,3,7,29.8,307,0,331
Logan Cooke,29214,P,JAX,1,5,5,4.07,40.6,44.6,10.0,0,0,1,2,15,58.3,2,52,0,0,40.0,20,2,5,20.37,203,0,223
Tommy Townsend,33007,P,KC,1,5,5,4.62,46.2,49.4,16.0,0,0,1,3,16,63.3,3,58,0,0,20.0,16,1,5,23.12,231,0,247
Jake Bailey,33963,P,MIA,1,1,1,3.8,35.0,38.0,3.0,0,0,0,0,17,60.0,0,38,0,0,100.0,3,1,1,3.8,35,0,38
Jack Fox,34735,P,DET,1,5,5,4.49,41.2,44.4,5.3,0,0,1,1,11,56.6,3,61,0,0,60.0,16,3,5,22.47,206,0,222
Michael Dickson,35381,P,SEA,1,4,4,4.71,47.25,59.0,7.0,0,0,0,0,29,74.4,0,73,1,0,25.0,7,1,4,18.83,189,2,236
AJ Cole,36038,P,LV,1,1,1,4.6,49.0,49.0,,0,0,0,1,23,60.0,0,49,0,0,0.0,0,0,1,4.6,49,0,49
JK Scott,38809,P,LAC,1,3,3,5.05,41.67,48.33,,0,0,0,2,27,62.8,0,62,0,0,0.0,0,0,3,15.15,125,1,145
Mitch Wishnowsky,44663,P,SF,1,3,3,4.35,44.0,44.67,2.0,0,0,1,0,28,68.4,3,56,1,0,33.3,2,1,3,13.04,132,0,134
Nolan Cooney,44995,P,ARZ,1,5,5,4.48,45.2,47.0,3.0,0,0,0,1,1,64.0,2,56,1,0,60.0,9,3,5,22.39,226,0,235
Ryan Stonehouse,52045,P,TEN,1,3,3,2.81,33.67,35.67,3.0,0,0,0,0,31,61.7,1,62,1,0,66.7,6,2,3,8.42,101,0,107
Daniel Whelan,57639,P,GB,1,5,5,4.43,38.6,49.8,8.0,0,0,0,1,12,61.6,1,68,0,0,40.0,16,2,5,22.17,193,2,249
Jordan Stout,57649,P,BLT,1,5,5,4.03,45.0,49.8,12.0,0,0,0,3,3,54.8,4,67,0,0,40.0,24,2,5,20.13,225,0,249
Bryce Baringer,60274,P,NE,1,5,5,4.26,35.2,45.2,15.0,0,0,0,2,19,63.2,3,65,0,0,40.0,30,2,5,21.32,176,1,226
Brad Robbins,60291,P,CIN,1,10,10,4.21,37.4,40.9,5.0,0,0,0,4,7,56.2,2,54,2,0,30.0,15,3,10,42.07,374,1,409
Trenton Gill,60295,P,CHI,1,4,4,4.62,39.5,53.0,18.0,0,0,0,0,6,63.1,1,54,1,0,75.0,54,3,4,18.48,158,0,212
Pressley Harvin III,62973,P,PIT,1,6,6,4.51,35.5,42.33,13.7,0,0,0,1,25,55.3,1,57,2,0,50.0,41,3,6,27.07,213,0,254
Jamie Gillan,63303,P,NYG,1,3,3,3.76,47.67,53.33,8.5,0,0,1,0,21,58.0,1,62,0,0,66.7,17,2,3,11.27,143,0,160
Ryan Wright,77591,P,MIN,2,8,8,4.41,47.88,51.75,6.2,0,0,1,1,18,61.8,3,58,1,0,62.5,31,5,8,35.29,383,0,414
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.5,43.38,7.8,0,0,1,2,24,59.1,2,54,0,0,62.5,39,5,8,34.59,308,0,347
Jake Camarda,82636,P,TB,1,6,6,4.59,48.0,54.33,4.5,0,0,1,0,30,65.1,2,63,0,0,66.7,18,4,6,27.53,288,1,326
Lou Hedley,98796,P,NO,1,5,5,3.72,40.8,48.2,9.3,0,0,0,0,20,57.9,1,52,1,0,80.0,37,4,5,18.6,204,0,241
Ty Zentner,99465,P,HST,1,4,4,4.08,39.0,44.0,,0,0,0,1,13,57.6,0,48,2,0,0.0,0,0,4,16.33,156,1,176
Ethan Evans,112090,P,LA,1,1,1,4.21,27.0,45.0,18.0,0,0,0,0,26,60.0,0,45,0,0,100.0,18,1,1,4.21,27,0,45
