player,player_id,position,team_name,player_game_count,base_dropbacks,blitz_accuracy_percent,blitz_aimed_passes,blitz_attempts,blitz_avg_depth_of_target,blitz_avg_time_to_throw,blitz_bats,blitz_big_time_throws,blitz_btt_rate,blitz_completion_percent,blitz_completions,blitz_def_gen_pressures,blitz_drop_rate,blitz_dropbacks,blitz_dropbacks_percent,blitz_drops,blitz_first_downs,blitz_grades_hands_drop,blitz_grades_hands_fumble,blitz_grades_offense,blitz_grades_offense_penalty,blitz_grades_pass,blitz_grades_pass_route,blitz_grades_run,blitz_hit_as_threw,blitz_interceptions,blitz_passing_snaps,blitz_pressure_to_sack_rate,blitz_qb_rating,blitz_sack_percent,blitz_sacks,blitz_scrambles,blitz_spikes,blitz_thrown_aways,blitz_touchdowns,blitz_turnover_worthy_plays,blitz_twp_rate,blitz_yards,blitz_ypa,declined_penalties,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,no_blitz_accuracy_percent,no_blitz_aimed_passes,no_blitz_attempts,no_blitz_avg_depth_of_target,no_blitz_avg_time_to_throw,no_blitz_bats,no_blitz_big_time_throws,no_blitz_btt_rate,no_blitz_completion_percent,no_blitz_completions,no_blitz_def_gen_pressures,no_blitz_drop_rate,no_blitz_dropbacks,no_blitz_dropbacks_percent,no_blitz_drops,no_blitz_first_downs,no_blitz_grades_hands_drop,no_blitz_grades_hands_fumble,no_blitz_grades_offense,no_blitz_grades_offense_penalty,no_blitz_grades_pass,no_blitz_grades_pass_route,no_blitz_grades_run,no_blitz_hit_as_threw,no_blitz_interceptions,no_blitz_passing_snaps,no_blitz_pressure_to_sack_rate,no_blitz_qb_rating,no_blitz_sack_percent,no_blitz_sacks,no_blitz_scrambles,no_blitz_spikes,no_blitz_thrown_aways,no_blitz_touchdowns,no_blitz_turnover_worthy_plays,no_blitz_twp_rate,no_blitz_yards,no_blitz_ypa,no_pressure_accuracy_percent,no_pressure_aimed_passes,no_pressure_attempts,no_pressure_avg_depth_of_target,no_pressure_avg_time_to_throw,no_pressure_bats,no_pressure_big_time_throws,no_pressure_btt_rate,no_pressure_completion_percent,no_pressure_completions,no_pressure_def_gen_pressures,no_pressure_drop_rate,no_pressure_dropbacks,no_pressure_dropbacks_percent,no_pressure_drops,no_pressure_first_downs,no_pressure_grades_hands_drop,no_pressure_grades_hands_fumble,no_pressure_grades_offense,no_pressure_grades_offense_penalty,no_pressure_grades_pass,no_pressure_grades_pass_route,no_pressure_grades_run,no_pressure_hit_as_threw,no_pressure_interceptions,no_pressure_passing_snaps,no_pressure_pressure_to_sack_rate,no_pressure_qb_rating,no_pressure_sack_percent,no_pressure_sacks,no_pressure_scrambles,no_pressure_spikes,no_pressure_thrown_aways,no_pressure_touchdowns,no_pressure_turnover_worthy_plays,no_pressure_twp_rate,no_pressure_yards,no_pressure_ypa,penalties,pressure_accuracy_percent,pressure_aimed_passes,pressure_attempts,pressure_avg_depth_of_target,pressure_avg_time_to_throw,pressure_bats,pressure_big_time_throws,pressure_btt_rate,pressure_completion_percent,pressure_completions,pressure_def_gen_pressures,pressure_drop_rate,pressure_dropbacks,pressure_dropbacks_percent,pressure_drops,pressure_first_downs,pressure_grades_hands_drop,pressure_grades_hands_fumble,pressure_grades_offense,pressure_grades_offense_penalty,pressure_grades_pass,pressure_grades_pass_route,pressure_grades_run,pressure_hit_as_threw,pressure_interceptions,pressure_passing_snaps,pressure_pressure_to_sack_rate,pressure_qb_rating,pressure_sack_percent,pressure_sacks,pressure_scrambles,pressure_spikes,pressure_thrown_aways,pressure_touchdowns,pressure_turnover_worthy_plays,pressure_twp_rate,pressure_yards,pressure_ypa
Derrick Henry,10679,HB,TEN,2,2,100.0,1,1,8.0,2.3,0,0,0.0,100.0,1,0,0.0,1,50.0,0,1,68.3,65.7,75.9,71.4,70.4,83.7,,0,0,1,,118.8,0.0,0,0,0,0,1,0,0.0,2,2.0,0,31,87.2,80.7,66.0,76.6,0.0,1,1,22.0,3.3,0,0,0.0,0.0,0,0,,1,50.0,0,0,75.6,70.1,63.8,77.4,57.4,67.0,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,50.0,2,2,15.0,2.8,0,0,0.0,50.0,1,0,0.0,2,100.0,0,1,76.5,71.1,71.3,76.6,66.0,78.5,,0,0,2,,95.8,0.0,0,0,0,0,1,0,0.0,2,1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,64.7,61.2,60.6,73.2,,56.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Mike White,46453,QB,MIA,1,2,100.0,1,1,-7.0,1.8,0,0,0.0,100.0,1,0,0.0,1,50.0,0,0,,60.4,60.5,64.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,17,66.1,88.2,87.5,60.0,100.0,1,1,42.0,3.0,0,1,100.0,100.0,1,0,0.0,1,50.0,0,1,,60.4,90.0,64.6,86.9,,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,68,68.0,100.0,2,2,17.5,2.4,0,1,50.0,100.0,2,0,0.0,2,100.0,0,1,,63.6,90.1,66.9,87.5,,,0,0,2,,158.3,0.0,0,0,0,0,1,0,0.0,67,33.5,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Jake Browning,46401,QB,CIN,1,1,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,54.5,64.6,55.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,7,64.5,55.2,55.1,60.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,15.0,2.2,0,0,0.0,0.0,0,1,,1,100.0,0,0,,60.4,54.5,64.6,55.1,,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Josh Jacobs,45953,HB,LV,1,1,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,70.5,67.0,54.9,76.8,60.0,59.9,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,0,23,87.3,68.4,60.0,65.5,,0,0,,,0,0,,,0,0,,0,0.0,0,0,83.6,74.4,70.7,78.7,,81.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,84.5,74.9,72.0,79.1,,82.7,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,5.4,0,0,,,0,1,,1,100.0,0,0,64.7,63.8,48.9,76.1,60.0,53.6,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Devin Singletary,40485,HB,HST,1,1,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,,60.4,66.7,76.2,69.5,55.9,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0,0,13,80.5,56.4,69.5,59.9,,0,0,,,0,0,,,0,0,,0,0.0,0,0,41.6,67.0,52.3,80.0,,43.8,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,29.9,64.0,51.6,79.3,,41.3,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,100.0,1,1,12.0,2.7,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,68.3,65.7,63.5,77.4,69.5,57.5,,0,0,1,0.0,131.3,0.0,0,0,0,0,1,0,0.0,6,6.0
Sam Darnold,29048,QB,SF,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,28,70.4,63.5,60.4,61.3,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,60.4,60.5,64.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,100.0,1,1,-2.0,1.1,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,,60.4,60.5,64.6,60.4,,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,1,1.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Drake London,86519,WR,ATL,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,49.2,68.8,76.9,77.9,,75.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,2,73.9,69.8,69.5,,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,78.7,72.0,64.6,82.2,69.5,62.7,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,64.4,72.7,69.4,81.5,,68.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,1,100.0,1,1,12.0,4.0,0,0,0.0,100.0,1,1,0.0,1,100.0,0,1,70.5,67.0,67.1,79.3,69.5,64.0,,0,0,1,0.0,118.8,0.0,0,0,0,0,0,0,0.0,22,22.0
Chris Godwin,11839,WR,TB,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,76.5,70.1,91.3,76.4,,90.4,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,30,75.3,78.8,49.6,,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,81.1,73.3,68.4,81.1,49.6,69.2,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,1,18.0,3.6,0,0,0.0,0.0,0,0,,1,100.0,0,0,82.7,74.2,78.2,81.0,49.6,78.3,,0,0,1,,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,73.4,68.0,76.7,76.9,,74.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Parris Campbell,47940,WR,NYG,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,70.5,65.8,47.9,76.0,,48.6,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,21,73.9,50.8,60.0,,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,64.4,73.0,52.9,79.7,60.0,53.3,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,60.2,71.5,48.1,78.2,,48.8,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,,0,0,,2.8,0,0,,,0,1,,1,100.0,0,0,74.6,69.5,55.2,78.2,60.0,55.6,,0,0,1,100.0,0.0,100.0,1,0,0,0,0,0,0.0,0,
Keenan Allen,7857,WR,LAC,1,1,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,83.2,74.4,76.8,80.7,73.6,77.1,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,0,27,28.8,80.2,73.6,,,0,0,,,0,0,,,0,0,,0,0.0,0,0,82.2,23.2,79.0,6.2,,79.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,23.0,2.7,0,0,0.0,100.0,1,0,0.0,1,100.0,0,1,86.9,76.3,80.6,81.7,73.6,81.5,,0,0,1,,158.3,0.0,0,0,0,0,1,0,0.0,49,49.0,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,76.5,18.5,73.5,0.0,,74.0,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Christian Kirk,47546,WR,JAX,1,1,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,35.3,70.6,58.3,79.4,60.0,60.0,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,15,78.2,69.2,60.0,63.3,,0,0,,,0,0,,,0,0,,0,0.0,0,0,84.5,74.9,72.1,82.1,,71.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,100.0,1,1,-1.0,3.2,0,0,0.0,100.0,1,0,0.0,1,100.0,0,0,65.8,76.3,71.7,83.1,60.0,72.8,,0,0,1,,79.2,0.0,0,0,0,0,0,0,0.0,-1,-1.0,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,68.3,64.0,58.6,77.6,,58.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Tyler Huntley,46448,QB,BLT,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,3,64.5,51.2,,53.8,,0,0,,4.2,0,0,,,0,0,,1,100.0,0,0,,60.4,55.9,64.6,,,57.9,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,,0,0,,4.2,0,0,,,0,0,,1,100.0,0,0,,60.4,55.9,64.6,,,57.9,0,0,1,,0.0,0.0,0,1,0,0,0,0,0.0,0,,0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,,,,,,,,0,0,0,,0.0,,0,0,0,0,0,0,,0,
Kadarius Toney,61245,WR,KC,1,1,,0,0,,,0,0,,,0,0,,0,0.0,0,0,75.6,69.5,81.2,73.2,,79.9,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,16,25.5,62.5,55.1,49.0,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,41.1,20.3,56.3,78.3,55.1,57.3,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0,,0,0,,,0,0,,,0,0,,0,0.0,0,0,52.8,22.8,68.1,77.0,,67.2,,0,0,0,,0.0,,0,0,0,0,0,0,,0,,0,0.0,1,1,16.0,4.6,0,0,0.0,0.0,0,1,,1,100.0,0,0,64.7,63.8,55.0,76.1,55.1,57.0,,0,0,1,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
