player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,3,0,3,2,66.7,2,2,100.0,1,86.1,0,0,,4,4,100.0,0,3,3,100.0,9,8,88.9,1,1,100.0
Nick Folk,3794,K,TEN,3,0,1,1,100.0,3,3,100.0,31,80.5,0,0,,3,3,100.0,0,2,2,100.0,8,8,100.0,2,2,100.0
Graham Gano,5443,K,NYG,3,0,1,1,100.0,2,1,50.0,21,71.7,0,0,,4,4,100.0,0,2,1,50.0,5,3,60.0,0,0,
Greg Zuerlein,7163,K,NYJ,2,0,1,1,100.0,1,1,100.0,22,78.5,0,0,,2,2,100.0,0,1,1,100.0,4,4,100.0,1,1,100.0
Justin Tucker,7604,K,BLT,3,0,3,1,33.3,2,2,100.0,3,65.5,0,0,,7,7,100.0,0,1,1,100.0,6,4,66.7,0,0,
Dustin Hopkins,7958,K,CLV,3,0,2,2,100.0,5,4,80.0,8,72.1,0,0,,4,4,100.0,0,1,1,100.0,8,7,87.5,0,0,
Brandon McManus,8437,K,JAX,3,0,1,0,0.0,3,2,66.7,15,62.9,0,0,,6,6,100.0,0,2,2,100.0,7,5,71.4,1,1,100.0
Brett Maher,8585,K,LA,3,0,3,1,33.3,4,4,100.0,26,68.8,0,0,,6,6,100.0,0,3,3,100.0,11,9,81.8,1,1,100.0
Cairo Santos,8932,K,CHI,3,0,1,1,100.0,1,1,100.0,6,71.8,0,0,,3,3,100.0,0,0,0,,4,4,100.0,2,2,100.0
Chris Boswell,8990,K,PIT,3,0,3,3,100.0,2,2,100.0,25,85.3,0,0,,5,5,100.0,0,0,0,,5,5,100.0,0,0,
Jason Myers,10207,K,SEA,3,0,1,0,0.0,3,2,66.7,29,47.3,0,0,,7,7,100.0,0,6,5,83.3,11,8,72.7,1,1,100.0
Wil Lutz,11096,K,DEN,3,0,1,0,0.0,0,0,,10,40.5,0,0,,7,6,85.7,0,3,3,100.0,6,5,83.3,2,2,100.0
Ka'imi Fairbairn,11161,K,HST,3,0,1,0,0.0,0,0,,13,62.2,0,0,,6,6,100.0,0,5,5,100.0,9,8,88.9,3,3,100.0
Jake Elliott,11908,K,PHI,3,0,4,3,75.0,1,1,100.0,24,76.9,0,0,,8,7,87.5,0,3,3,100.0,10,9,90.0,2,2,100.0
Harrison Butker,11988,K,KC,3,0,0,0,,1,1,100.0,16,71.0,0,0,,9,9,100.0,0,4,4,100.0,5,5,100.0,0,0,
Younghoe Koo,12042,K,ATL,3,0,0,0,,3,2,66.7,2,52.7,0,0,,5,4,80.0,0,2,2,100.0,8,7,87.5,3,3,100.0
Austin Seibert,13701,K,NYJ,1,0,0,0,,0,0,,22,62.4,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
Greg Joseph,22842,K,MIN,3,0,0,0,,0,0,,18,67.6,0,0,,9,9,100.0,0,0,0,,2,2,100.0,2,2,100.0
Daniel Carlson,28121,K,LV,3,0,0,0,,1,1,100.0,23,71.0,0,0,,4,4,100.0,0,0,0,,3,3,100.0,2,2,100.0
Jason Sanders,29578,K,MIA,3,0,1,0,0.0,3,2,66.7,17,55.8,0,0,,17,16,94.1,0,0,0,,6,4,66.7,2,2,100.0
Tyler Bass,33010,K,BUF,3,0,2,2,100.0,1,1,100.0,4,80.8,0,0,,10,10,100.0,0,3,3,100.0,7,7,100.0,1,1,100.0
Chase McLaughlin,33285,K,TB,3,0,1,1,100.0,1,0,0.0,30,76.1,0,0,,5,5,100.0,0,2,2,100.0,6,5,83.3,2,2,100.0
Joey Slye,39235,K,WAS,3,0,2,1,50.0,3,2,66.7,32,60.2,0,0,,5,5,100.0,0,2,2,100.0,7,5,71.4,0,0,
Eddy Pineiro,44140,K,CAR,3,0,3,2,66.7,3,3,100.0,5,67.0,0,0,,4,4,100.0,0,1,1,100.0,7,6,85.7,0,0,
Blake Grupe,57502,K,NO,3,0,1,1,100.0,1,0,0.0,20,55.3,0,0,,5,5,100.0,0,1,1,100.0,7,6,85.7,4,4,100.0
Anders Carlson,57509,K,GB,3,0,1,1,100.0,0,0,,12,72.0,0,0,,9,9,100.0,0,2,2,100.0,3,3,100.0,0,0,
Riley Patterson,57556,K,DET,3,0,0,0,,0,0,,11,74.4,0,0,,9,9,100.0,0,2,2,100.0,3,3,100.0,1,1,100.0
Matt Gay,57643,K,IND,3,0,4,4,100.0,1,1,100.0,14,90.4,0,0,,8,8,100.0,0,1,1,100.0,6,6,100.0,0,0,
Cameron Dicker,77069,K,LAC,3,0,2,1,50.0,0,0,,27,69.4,0,0,,9,9,100.0,0,2,2,100.0,6,5,83.3,2,2,100.0
Chad Ryland,77083,K,NE,3,0,2,1,50.0,3,2,66.7,19,56.1,0,0,,5,5,100.0,0,0,0,,5,3,60.0,0,0,
Evan McPherson,82583,K,CIN,3,0,4,2,50.0,3,3,100.0,7,61.2,0,0,,4,4,100.0,0,0,0,,8,6,75.0,1,1,100.0
Jake Moody,82603,K,SF,3,0,1,1,100.0,2,2,100.0,28,77.6,0,0,,9,9,100.0,0,2,2,100.0,9,9,100.0,4,4,100.0
Brandon Aubrey,156112,K,DAL,3,0,1,1,100.0,1,1,100.0,9,65.7,0,0,,7,6,85.7,0,3,3,100.0,10,10,100.0,5,5,100.0
