player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,man_avg_depth_of_target,man_avoided_tackles,man_caught_percent,man_contested_catch_rate,man_contested_receptions,man_contested_targets,man_drop_rate,man_drops,man_first_downs,man_fumbles,man_grades_hands_drop,man_grades_pass_route,man_interceptions,man_longest,man_pass_block_rate,man_pass_blocks,man_pass_plays,man_receptions,man_route_rate,man_routes,man_targeted_qb_rating,man_targets,man_targets_percent,man_touchdowns,man_yards,man_yards_after_catch,man_yards_after_catch_per_reception,man_yards_per_reception,man_yprr,penalties,zone_avg_depth_of_target,zone_avoided_tackles,zone_caught_percent,zone_contested_catch_rate,zone_contested_receptions,zone_contested_targets,zone_drop_rate,zone_drops,zone_first_downs,zone_fumbles,zone_grades_hands_drop,zone_grades_pass_route,zone_interceptions,zone_longest,zone_pass_block_rate,zone_pass_blocks,zone_pass_plays,zone_receptions,zone_route_rate,zone_routes,zone_targeted_qb_rating,zone_targets,zone_targets_percent,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_after_catch_per_reception,zone_yards_per_reception,zone_yprr
Tyreek Hill,10799,WR,MIA,13,137,0,17,11.6,3,77.3,50.0,3,6,0.0,0,12,1,82.2,90.6,1,26,0.0,0,67,17,94.0,63,101.5,22,16.1,1,205,59,3.5,12.1,3.25,0,12.9,4,73.2,58.3,7,12,5.3,4,44,0,76.4,91.8,3,64,0.0,0,278,71,94.6,263,113.3,97,70.8,5,1069,318,4.5,15.1,4.06
Justin Jefferson,61398,WR,MIN,13,135,0,18,12.6,3,63.8,61.5,8,13,3.2,1,21,0,68.8,89.5,1,47,0.0,0,191,30,90.6,173,105.6,47,34.8,1,597,232,7.7,19.9,3.45,0,10.9,5,82.6,60.0,9,15,6.6,4,37,0,75.0,90.2,3,64,0.0,0,284,57,94.7,269,110.5,69,51.1,3,786,254,4.5,13.8,2.92
Davante Adams,8688,WR,LV,13,132,0,23,11.6,5,62.5,42.9,3,7,0.0,0,12,0,81.7,88.6,0,58,0.0,0,94,15,92.6,87,133.9,24,18.2,3,231,98,6.5,15.4,2.66,0,12.5,6,62.7,57.1,8,14,5.5,3,32,1,73.0,90.2,3,41,0.4,1,267,52,96.3,257,92.4,83,62.9,4,739,257,4.9,14.2,2.88
Stefon Diggs,9579,WR,BUF,13,129,0,4,11.6,5,62.2,44.4,4,9,12.5,4,22,0,46.5,86.4,0,41,0.0,0,146,28,94.5,138,120.0,45,34.9,4,394,176,6.3,14.1,2.86,0,10.5,8,80.6,75.0,6,8,1.8,1,31,0,88.2,85.9,0,46,0.0,0,274,54,95.3,261,116.1,67,51.9,2,635,179,3.3,11.8,2.43
Travis Kelce,7844,TE,KC,13,115,0,16,8.9,13,69.0,42.9,3,7,6.5,2,21,0,69.0,89.9,1,39,3.1,6,191,29,86.4,165,124.3,42,36.5,7,353,207,7.1,12.2,2.14,0,7.2,7,74.1,33.3,2,6,4.4,2,31,1,76.0,90.5,2,46,4.7,12,254,43,90.6,230,99.8,58,50.4,1,620,292,6.8,14.4,2.7
CeeDee Lamb,61570,WR,DAL,13,111,0,9,11.0,1,62.9,50.0,5,10,4.3,1,17,0,74.2,91.6,1,30,0.0,0,109,22,90.8,99,98.2,35,31.5,2,307,100,4.5,14.0,3.1,0,11.0,4,69.4,40.0,4,10,6.5,3,27,0,67.6,75.6,1,35,0.0,0,257,43,95.3,245,106.9,62,55.9,3,560,205,4.8,13.0,2.29
Diontae Johnson,33441,WR,PIT,13,110,0,25,11.0,1,47.2,22.2,2,9,10.5,2,12,1,56.9,65.0,2,20,0.0,0,139,17,90.6,126,34.7,36,32.7,0,142,43,2.5,8.4,1.13,0,11.3,5,66.7,80.0,4,5,6.4,3,21,0,62.5,68.4,4,37,0.0,0,333,44,94.0,313,61.7,66,60.0,0,464,109,2.5,10.5,1.48
D.K. Metcalf,47864,WR,SEA,13,109,0,29,14.8,1,51.5,33.3,5,15,0.0,0,11,0,82.2,81.0,1,54,0.0,0,97,17,90.7,88,90.3,33,30.3,2,299,85,5.0,17.6,3.4,0,10.1,1,73.2,76.9,10,13,6.8,3,21,2,66.9,71.6,0,26,0.0,0,275,41,94.9,261,100.5,56,51.4,1,423,97,2.4,10.3,1.62
Austin Ekeler,12164,HB,LAC,13,108,0,27,-0.4,1,85.7,0.0,0,1,7.7,1,7,0,61.8,61.2,0,21,18.6,18,97,12,79.4,77,129.2,14,13.0,2,77,99,8.3,6.4,1.0,0,-1.4,17,83.3,0.0,0,2,6.8,4,17,1,68.8,76.2,0,21,10.8,25,232,55,85.8,199,95.2,66,61.1,1,372,464,8.4,6.8,1.87
Amari Cooper,9437,WR,CLV,13,106,0,8,15.3,0,53.2,50.0,6,12,13.8,4,22,0,44.2,81.5,1,53,0.0,0,164,25,91.5,150,104.5,47,44.3,4,435,87,3.5,17.4,2.9,0,11.1,6,65.3,50.0,5,10,3.0,1,21,0,78.4,72.3,1,55,0.0,0,258,32,95.3,246,87.5,49,46.2,1,385,93,2.9,12.0,1.57
Amon-Ra St. Brown,84470,WR,DET,12,106,0,11,6.4,1,70.3,42.9,3,7,3.7,1,18,0,75.5,88.0,0,49,0.0,0,117,26,90.6,106,127.5,37,34.9,4,274,117,4.5,10.5,2.58,0,6.1,5,81.0,0.0,0,3,4.1,2,25,0,77.8,82.7,1,32,0.0,0,208,47,96.6,201,96.7,58,54.7,0,518,252,5.4,11.0,2.58
Michael Pittman Jr.,29049,WR,IND,12,104,0,14,6.7,1,65.8,63.6,7,11,7.4,2,15,2,65.4,69.7,2,25,0.0,0,163,25,92.0,150,61.8,38,36.5,0,245,107,4.3,9.8,1.63,0,6.8,4,75.9,45.5,5,11,0.0,0,20,0,90.2,70.5,1,28,0.0,0,301,41,96.3,290,96.8,54,51.9,1,427,146,3.6,10.4,1.47
Chris Godwin,11839,WR,TB,11,103,0,30,8.9,0,71.4,75.0,3,4,9.1,1,9,0,60.2,67.9,0,20,1.1,1,90,10,91.1,82,113.4,14,13.6,1,94,28,2.8,9.4,1.15,0,6.0,3,70.1,58.8,10,17,6.9,4,23,0,66.8,71.4,1,44,0.4,1,276,54,95.3,263,84.2,77,74.8,0,538,267,4.9,10.0,2.05
Christian Kirk,47546,WR,JAX,13,98,0,15,9.6,0,67.9,33.3,2,6,9.5,2,16,0,57.1,80.5,0,34,0.0,0,129,19,89.9,116,130.5,28,28.6,3,243,66,3.5,12.8,2.09,0,9.4,5,72.7,33.3,2,6,2.4,1,22,0,82.8,74.1,3,49,0.3,1,305,40,96.1,293,81.6,55,56.1,0,550,241,6.0,13.8,1.88
A.J. Brown,48327,WR,PHI,13,96,0,24,13.4,7,64.1,45.5,5,11,10.7,3,18,1,45.2,88.9,0,54,0.0,0,149,25,91.9,137,142.3,39,40.6,6,442,158,6.3,17.7,3.23,0,11.2,2,65.9,33.3,2,6,3.6,1,15,1,77.8,68.6,1,40,0.0,0,245,27,95.1,233,100.5,41,42.7,2,368,138,5.1,13.6,1.58
Garrett Wilson,97405,WR,NYJ,13,95,0,22,8.7,9,67.6,44.4,4,9,3.8,1,18,0,74.9,88.3,0,54,0.0,0,139,25,95.7,133,115.1,37,38.9,2,344,143,5.7,13.8,2.59,0,10.5,9,72.1,36.4,4,11,0.0,0,22,0,88.0,79.2,0,60,0.4,1,239,31,97.5,233,113.7,43,45.3,1,452,192,6.2,14.6,1.94
Cooper Kupp,11824,WR,LA,9,95,0,26,7.8,1,68.8,66.7,4,6,0.0,0,6,1,78.7,66.7,2,75,0.0,0,75,11,94.7,71,98.2,16,16.8,2,149,94,8.5,13.5,2.1,0,6.5,10,84.4,60.0,3,5,0.0,0,29,0,90.6,87.5,2,69,1.3,3,236,54,96.6,228,100.9,64,67.4,2,566,287,5.3,10.5,2.48
Mike Evans,8642,WR,TB,12,94,0,30,10.8,1,65.4,66.7,4,6,0.0,0,11,0,82.2,77.6,1,41,0.0,0,112,17,93.8,105,98.9,26,27.7,2,204,57,3.4,12.0,1.94,0,15.6,2,62.5,64.3,9,14,10.3,4,25,0,55.1,71.2,2,51,0.0,0,301,35,96.3,290,85.4,56,59.6,1,540,75,2.1,15.4,1.86
Chris Olave,84355,WR,NO,12,94,0,20,15.3,1,60.0,33.3,2,6,0.0,0,14,0,81.7,84.5,0,41,0.0,0,96,15,93.8,90,104.8,25,26.6,1,236,60,4.0,15.7,2.62,0,15.4,1,66.0,25.0,2,8,2.8,1,21,1,80.5,82.0,3,53,0.0,0,209,35,95.7,200,82.0,53,56.4,1,537,89,2.5,15.3,2.69
Zay Jones,11792,WR,JAX,12,94,0,15,7.3,0,75.9,66.7,2,3,8.3,2,14,0,61.3,73.2,0,18,0.0,0,122,22,89.3,109,92.5,29,30.9,0,189,66,3.0,8.6,1.73,0,8.7,6,71.2,28.6,2,7,8.7,4,21,0,59.1,67.3,1,27,0.7,2,273,42,95.6,261,94.5,59,62.8,2,408,161,3.8,9.7,1.56
