player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,DI,BLT,12,15,0,3,0,,,6.3,,,0,1,,62.5,0,,100.0,1,0,0.0,0,7,46.7,112,1,0,0,0,0,0,0.0,,0,0,,,2.9,,,0,0,,55.4,0,,100.0,3,0,0.0,0,5,33.3,173,4,0,0,0,0,0,0.0,
Brandon Graham,5538,ED,PHI,13,10,0,24,0,,,2.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,10.0,51,1,0,0,0,0,0,0.0,,0,2,-1.5,100.0,6.6,4.5,4.5,0,0,0.0,85.6,0,2,20.0,1,0,79.2,2,9,90.0,137,9,2,2,0,2,5,0.2,1.0
Jason Pierre-Paul,5540,ED,BLT,10,13,0,3,0,7.0,100.0,12.1,5.0,5.0,0,0,0.0,44.9,0,24,0.0,0,0,118.8,1,7,53.8,58,0,2,1,0,24,17,4.8,24.0,0,0,1.3,100.0,4.1,2.0,2.0,0,0,0.0,52.2,0,8,0.0,0,0,91.7,3,6,46.2,145,3,1,3,0,18,14,3.0,6.0
Kareem Jackson,5545,S,DEN,13,539,0,10,0,5.5,83.3,99.1,20.6,17.2,0,3,50.0,70.9,0,9,9.1,1,2,122.9,5,110,20.4,111,4,10,6,2,24,6,0.2,4.8,0,0,9.5,65.0,99.7,23.2,15.1,1,0,0.0,56.5,0,23,25.0,6,0,100.2,13,319,59.2,320,3,18,20,1,131,33,0.4,10.1
Devin McCourty,5552,S,NE,13,495,0,19,1,10.7,71.4,100.0,37.8,27.0,1,1,14.3,63.9,1,26,0.0,0,1,93.8,5,199,40.2,199,1,14,7,2,54,11,0.3,10.8,0,1,17.5,75.0,99.6,41.2,30.9,1,1,12.5,62.6,1,54,9.1,2,1,77.1,6,256,51.7,257,1,19,8,0,135,33,0.5,22.5
Jerry Hughes,5556,ED,HST,13,3,0,13,0,,,3.3,,,0,0,,60.2,0,,66.7,2,0,0.0,0,2,66.7,60,2,1,0,0,0,0,0.0,,0,0,,,0.5,,,0,0,,68.2,1,,80.0,4,0,0.0,0,1,33.3,200,7,1,0,0,0,0,0.0,
Carlos Dunlap,5579,ED,KC,13,15,0,16,1,,,1.1,,,0,0,,64.2,0,,33.3,1,0,0.0,0,1,6.7,88,3,1,0,0,0,0,0.0,,0,0,8.0,100.0,8.8,12.0,12.0,0,0,0.0,56.7,0,8,0.0,0,0,100.0,1,12,80.0,137,2,2,1,0,8,0,0.7,8.0
Von Miller,6154,ED,BUF,11,4,0,4,0,,,0.0,,,0,0,,60.0,0,,,0,0,0.0,0,0,0.0,83,4,0,0,0,0,0,,,0,0,,,2.2,,,0,0,,62.4,0,,25.0,1,0,0.0,0,4,100.0,178,7,3,0,0,0,0,0.0,
Patrick Peterson,6157,CB,MIN,13,576,0,18,0,14.2,40.0,100.0,34.5,13.8,0,2,40.0,73.0,0,15,0.0,0,1,92.5,2,74,12.8,74,1,2,5,1,21,5,0.3,10.5,0,0,12.5,55.2,100.0,17.6,9.7,0,4,13.8,78.5,3,23,8.7,2,4,36.5,16,300,52.1,300,3,21,29,0,195,80,0.7,12.2
Robert Quinn,6166,ED,PHI,12,7,0,24,0,,,4.7,,,0,0,,60.7,0,,,0,0,0.0,0,3,42.9,64,0,0,0,0,0,0,0.0,,0,0,0.5,100.0,2.9,2.0,2.0,0,0,0.0,66.9,0,13,0.0,0,0,104.2,2,4,57.1,137,2,1,2,0,18,17,4.5,9.0
Cameron Jordan,6176,ED,NO,12,11,0,20,0,0.0,0.0,7.1,,7.0,0,1,100.0,84.1,0,,0.0,0,1,39.6,0,8,72.7,112,0,3,1,0,0,0,0.0,,0,0,,,1.0,,,0,0,,76.1,0,,50.0,2,0,0.0,0,2,18.2,207,7,2,0,0,0,0,0.0,
Justin Houston,6222,ED,BLT,10,20,0,3,0,,,14.8,,,0,0,,66.5,0,,100.0,1,0,0.0,0,9,45.0,61,1,0,0,0,0,0,0.0,,0,1,,,6.1,,,0,0,,67.2,0,,40.0,2,0,0.0,0,8,40.0,132,6,2,0,0,0,0,0.0,
Chris Harris Jr.,6457,CB,NO,9,224,0,20,0,7.3,62.5,90.8,10.8,6.8,0,1,12.5,50.6,0,15,0.0,0,1,80.7,5,59,26.3,65,0,2,8,0,51,38,0.9,10.2,0,1,7.0,83.3,92.5,5.2,4.3,0,0,0.0,38.8,0,62,11.8,2,0,118.5,25,136,60.7,147,4,14,30,1,293,108,2.3,11.7
Josh Bynes,6503,LB,BLT,7,124,0,3,1,1.0,100.0,66.7,15.5,15.5,0,1,50.0,69.9,0,22,0.0,0,1,118.8,2,32,25.8,48,1,4,2,0,26,24,0.8,13.0,0,1,4.5,50.0,91.4,14.2,7.1,0,0,0.0,64.2,1,19,25.0,2,0,61.2,5,74,59.7,81,2,5,10,1,57,32,0.8,11.4
Mario Addison,6558,ED,HST,9,1,0,13,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,29,1,0,0,0,0,0,,,0,0,-3.0,0.0,0.8,,1.0,0,0,0.0,64.1,0,,0.0,0,0,39.6,0,1,100.0,122,0,1,1,0,0,0,0.0,
Stephon Gilmore,7016,CB,IND,13,465,0,14,1,14.1,50.0,100.0,10.1,5.1,0,3,16.7,75.3,1,53,14.3,1,2,61.1,9,101,21.7,101,2,5,18,0,175,68,1.9,19.4,0,0,9.0,67.4,100.0,9.7,6.5,0,6,13.0,72.5,1,33,6.5,2,3,77.4,31,309,66.5,309,4,29,46,0,311,115,1.0,10.0
Bruce Irvin,7021,ED,SEA,7,19,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,-3.0,100.0,17.6,16.0,16.0,0,0,0.0,58.1,0,6,40.0,2,0,91.7,1,16,84.2,91,3,3,1,0,6,9,0.4,6.0
Melvin Ingram III,7024,ED,MIA,13,52,0,17,0,0.5,100.0,4.7,2.5,2.5,0,0,0.0,46.4,0,18,100.0,2,0,118.8,2,6,11.5,127,4,0,2,0,25,24,5.0,12.5,0,0,2.4,85.7,25.9,6.3,5.4,0,0,0.0,46.3,0,19,33.3,1,0,94.0,6,41,78.8,158,4,2,7,0,46,32,1.2,7.7
Chandler Jones,7027,ED,LV,13,33,0,23,1,,,2.4,,,0,0,,78.2,0,,33.3,1,0,0.0,0,4,12.1,166,3,1,0,0,0,0,0.0,,0,2,3.5,100.0,11.5,4.3,4.3,0,1,16.7,44.2,0,14,16.7,1,0,102.1,6,27,81.8,235,2,3,6,0,51,30,2.0,8.5
Bobby Wagner,7050,LB,LA,13,400,0,26,0,-2.0,100.0,72.3,10.0,10.0,0,0,0.0,57.3,0,11,25.0,1,0,95.8,3,34,8.5,47,1,3,3,0,21,27,0.7,7.0,0,8,1.2,73.9,77.7,15.4,11.4,0,2,8.7,81.4,1,49,0.0,0,2,78.9,17,268,67.0,345,9,16,23,0,184,146,0.7,10.8
