,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
American,2022-02-21 18:30:00,1100,220.00,17.0,17.39,137.0,18.18,8.0,60.0,77.0
Colgate,2022-02-21 18:30:00,-2200,0.91,-17.0,19.05,137.0,18.18,92.0,77.0,60.0
Penn State,2022-02-21 19:00:00,125,25.00,2.5,18.18,128.5,17.39,42.9,63.0,65.5
Maryland,2022-02-21 19:00:00,-145,13.79,-2.5,18.18,128.5,19.05,57.1,65.5,63.0
Indiana,2022-02-21 19:00:00,225,45.00,6.5,18.18,135.5,18.18,29.5,64.5,71.0
Ohio State,2022-02-21 19:00:00,-280,7.14,-6.5,18.18,135.5,18.18,70.5,71.0,64.5
Louisville,2022-02-21 19:00:00,360,72.00,9.5,18.18,144.0,18.18,20.7,67.3,76.8
North Carolina,2022-02-21 19:00:00,-490,4.08,-9.5,18.18,144.0,18.18,79.3,76.8,67.3
Coppin State,2022-02-21 19:00:00,270,54.00,7.5,19.05,148.0,18.18,25.8,70.3,77.8
Howard,2022-02-21 19:00:00,-350,5.71,-7.5,17.39,148.0,18.18,74.2,77.8,70.3
Florida State,2022-02-21 19:00:00,-115,17.39,-1.0,18.18,136.0,18.18,51.1,68.5,67.5
Boston College,2022-02-21 19:00:00,-105,19.05,1.0,18.18,136.0,18.18,48.9,67.5,68.5
Georgia Tech,2022-02-21 19:00:00,270,54.00,8.5,17.39,146.0,18.18,25.8,68.8,77.3
Syracuse,2022-02-21 19:00:00,-350,5.71,-8.5,19.05,146.0,18.18,74.2,77.3,68.8
Liberty,2022-02-21 19:00:00,-675,2.96,-11.5,17.39,149.5,19.05,83.4,80.5,69.0
Central Arkansas,2022-02-21 19:00:00,475,95.00,11.5,19.05,149.5,17.39,16.6,69.0,80.5
UTEP,2022-02-21 19:00:00,180,36.00,5.0,19.05,138.0,18.18,34.2,66.5,71.5
Middle Tennessee St.,2022-02-21 19:00:00,-220,9.09,-5.0,17.39,138.0,18.18,65.8,71.5,66.5
Holy Cross,2022-02-21 19:00:00,195,39.00,5.5,20.00,137.0,16.67,32.4,65.8,71.3
Lafayette,2022-02-21 19:00:00,-240,8.33,-5.5,16.67,137.0,20.00,67.6,71.3,65.8
Alabama A&M,2022-02-21 19:30:00,205,41.00,6.0,17.39,124.5,18.18,31.3,59.3,65.3
Florida A&M,2022-02-21 19:30:00,-255,7.84,-6.0,19.05,124.5,18.18,68.7,65.3,59.3
Norfolk State,2022-02-21 19:30:00,-225,8.89,-5.0,17.39,147.0,18.18,66.4,76.0,71.0
Morgan State,2022-02-21 19:30:00,185,37.00,5.0,19.05,147.0,18.18,33.6,71.0,76.0
Maryland-Eastern Shore,2022-02-21 19:30:00,205,41.00,6.0,17.39,132.0,19.05,31.3,63.0,69.0
North Carolina Central,2022-02-21 19:30:00,-255,7.84,-6.0,19.05,132.0,17.39,68.7,69.0,63.0
Delaware State,2022-02-21 19:30:00,360,72.00,9.5,18.18,136.5,17.39,20.7,63.5,73.0
South Carolina State,2022-02-21 19:30:00,-490,4.08,-9.5,18.18,136.5,19.05,79.3,73.0,63.5
Southern Utah,2022-02-21 20:00:00,-260,7.69,-6.0,18.18,146.5,20.00,69.1,76.3,70.3
Northern Arizona,2022-02-21 20:00:00,210,42.00,6.0,18.18,146.5,16.67,30.9,70.3,76.3
Evansville,2022-02-21 20:00:00,310,62.00,8.5,18.18,126.0,20.00,23.3,58.8,67.3
Valparaiso,2022-02-21 20:00:00,-410,4.88,-8.5,18.18,126.0,16.67,76.7,67.3,58.8
Loyola-Chicago,2022-02-21 20:00:00,,,,,,,,,
Illinois State,2022-02-21 20:00:00,,,,,,,,,
Indiana State,2022-02-21 20:00:00,450,90.00,10.5,18.18,141.5,18.18,17.4,65.5,76.0
Drake,2022-02-21 20:00:00,-630,3.17,-10.5,18.18,141.5,18.18,82.6,76.0,65.5
West Virginia,2022-02-21 20:00:00,155,31.00,4.0,18.18,133.0,18.18,37.9,64.5,68.5
TCU,2022-02-21 20:00:00,-180,11.11,-4.0,18.18,133.0,18.18,62.1,68.5,64.5
Marshall,2022-02-21 20:00:00,-255,7.84,-6.0,17.39,151.5,18.18,68.7,78.8,72.8
Southern Mississippi,2022-02-21 20:00:00,205,41.00,6.0,19.05,151.5,18.18,31.3,72.8,78.8
Idaho State,2022-02-21 20:00:00,650,130.00,13.5,18.18,144.0,18.18,12.8,65.3,78.8
Northern Colorado,2022-02-21 20:00:00,-1000,2.00,-13.5,18.18,144.0,18.18,87.2,78.8,65.3
Citadel,2022-02-21 20:00:00,230,46.00,7.0,18.18,157.5,18.18,29.0,75.3,82.3
Samford,2022-02-21 20:00:00,-290,6.90,-7.0,18.18,157.5,18.18,71.0,82.3,75.3
Eastern Illinois,2022-02-21 20:00:00,,,,,,,,,
SIU-Edwardsville,2022-02-21 20:00:00,,,,,,,,,
Texas Southern,2022-02-21 20:30:00,-425,4.71,-9.5,20.00,136.5,18.18,77.3,73.0,63.5
Arkansas-Pine Bluff,2022-02-21 20:30:00,320,64.00,9.5,16.67,136.5,18.18,22.7,63.5,73.0
Prairie View,2022-02-21 20:30:00,-400,5.00,-8.5,18.18,151.5,18.18,76.2,80.0,71.5
Mississippi Valley St.,2022-02-21 20:30:00,300,60.00,8.5,18.18,151.5,18.18,23.8,71.5,80.0
San Francisco,2022-02-21 21:00:00,-1125,1.78,-12.5,17.39,136.5,18.18,88.0,74.5,62.0
Pacific,2022-02-21 21:00:00,700,140.00,12.5,19.05,136.5,18.18,12.0,62.0,74.5
Baylor,2022-02-21 21:00:00,-210,9.52,-5.0,18.18,138.0,18.18,65.1,71.5,66.5
Oklahoma State,2022-02-21 21:00:00,175,35.00,5.0,18.18,138.0,18.18,34.9,66.5,71.5
Alabama State,2022-02-21 21:00:00,115,23.00,2.0,18.18,135.0,20.00,44.7,66.5,68.5
Bethune-Cookman,2022-02-21 21:00:00,-135,14.81,-2.0,18.18,135.0,16.67,55.3,68.5,66.5
Arizona State,2022-02-21 21:00:00,750,150.00,13.0,18.18,130.5,16.67,11.3,58.8,71.8
UCLA,2022-02-21 21:00:00,-1250,1.60,-13.0,18.18,130.5,20.00,88.7,71.8,58.8
New Mexico State,2022-02-21 22:00:00,-145,13.79,-2.5,18.18,144.0,18.18,57.1,73.3,70.8
Seattle,2022-02-21 22:00:00,125,25.00,2.5,18.18,144.0,18.18,42.9,70.8,73.3
