"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","make_cut","first_round_lead","top_30","top_20","top_10","top_5","top_3","win","observed_finish","ownership","total_pts","odds_per_dollar","residuals","own_change","adj_own","date","tournament"
"123","Sam Bennett",22992039,6200,17.75,24.49,0.18,33.85,14.5,0.2975,0.0025,0.0634,0.0301,0.0091,0.0029,0.0012,3e-04,49,2e-04,37.5,0.05,0.01,0,0,2022-06-19,"US Open"
"124","Jonas Blixt",22992040,6200,34.57,27.46,0.23,48.5,16,0.1875,5e-04,0.026,0.0116,0.0031,9e-04,3e-04,0,100,0.0012,16,0,-0.04,-0.01,0,2022-06-19,"US Open"
"125","Nick Hardy",23043251,6200,54.6,40.15,0.68,63.5,19.5,0.431,0.0029,0.1522,0.0865,0.0332,0.0125,0.006,0.0014,14,0.0068,61.5,0.23,0.19,0.03,1,2022-06-19,"US Open"
"126","Jinichiro Kozuma",22992041,6100,38.75,29.76,0.12,53,17,0.2691,0.0017,0.0477,0.0213,0.006,0.0016,6e-04,1e-04,100,6e-04,12.5,0.02,-0.02,0,0,2022-06-19,"US Open"
"127","William Mouw",22992042,6100,0,20.96,0.06,46.1,11.53,0.2226,0.0013,0.032,0.0135,0.0036,0.0011,4e-04,1e-04,100,5e-04,16.5,0.02,-0.02,0,0,2022-06-19,"US Open"
"128","Austin Greaser",22992043,6100,19,29.82,0.01,53,17,0.1767,8e-04,0.0215,0.0087,0.0024,7e-04,3e-04,1e-04,61,2e-04,35,0.02,-0.02,0,0,2022-06-19,"US Open"
"129","Isaiah Salinda",22992044,6100,0,31.07,0.07,55,17,0.1504,4e-04,0.0162,0.0064,0.0014,4e-04,2e-04,0,100,3e-04,16.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"130","Brandon Matthews",22992046,6100,64.33,29.47,0.27,52.5,16.5,0.2807,0.0022,0.053,0.0245,0.0069,0.0022,0.0012,3e-04,60,0.0034,31.5,0.05,0.01,0,0,2022-06-19,"US Open"
"131","Keith Greene",22992047,6100,0,20.98,0.02,46.15,11.54,0.0152,0,0,0,0,0,0,0,100,2e-04,1,0,-0.04,-0.01,0,2022-06-19,"US Open"
"132","Richard Mansell",22992048,6100,64.44,41.36,0.42,64,20,0.4684,0.0056,0.1731,0.1003,0.0405,0.0157,0.0088,0.0024,100,0.0109,12.5,0.39,0.35,0.05,0,2022-06-19,"US Open"
"133","MJ Daffue",22992049,6100,82.11,20.68,0.28,45.5,11.37,0.3878,0.0023,0.1203,0.0657,0.0237,0.0086,0.0043,0.0011,31,0,57,0.18,0.14,0.02,0,2022-06-19,"US Open"
"134","Keita Nakajima",22992050,6000,49.5,31.41,0.04,55.5,17,0.263,0.001,0.0521,0.0248,0.0074,0.0025,0.0012,2e-04,100,0.0035,17,0.03,-0.01,0,0,2022-06-19,"US Open"
"135","Stewart Hagestad",22992051,6000,11,23.93,0.09,30.5,14,0.221,0.0014,0.0327,0.0144,0.004,0.001,3e-04,0,64,4e-04,33,0,-0.04,-0.01,0,2022-06-19,"US Open"
"136","Maxwell Moldovan",22992052,6000,0,21.25,0.01,46.75,11.69,0.1974,9e-04,0.0264,0.0117,0.0032,9e-04,4e-04,1e-04,100,3e-04,16.5,0.02,-0.02,0,0,2022-06-19,"US Open"
"137","Ben Lorenz",22992054,6000,0,20.97,0.01,46.13,11.53,0.0481,1e-04,0.0013,3e-04,0,0,0,0,100,0,12,0,-0.04,-0.01,0,2022-06-19,"US Open"
"138","Travis Vick",22992055,6000,0,20.86,0.05,45.88,11.47,0.2988,0.0023,0.0598,0.0297,0.0095,0.0031,0.0014,3e-04,43,3e-04,47,0.05,0.01,0,0,2022-06-19,"US Open"
"139","Fred Biondi",22992056,6000,0,21.14,0.02,46.51,11.63,0.2202,0.0013,0.0314,0.0137,0.0034,9e-04,4e-04,0,100,2e-04,19.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"140","Ryan Gerard",22992057,6000,0,21.22,0.01,46.68,11.67,0.166,5e-04,0.0205,0.0091,0.0023,8e-04,3e-04,0,100,1e-04,11,0,-0.04,-0.01,0,2022-06-19,"US Open"
"141","Nick Dunlap",22992059,6000,0,20.8,0.01,45.76,11.44,0.0818,1e-04,0.004,0.0011,3e-04,0,0,0,100,2e-04,13,0,-0.04,-0.01,0,2022-06-19,"US Open"
"142","Andrew Beckler",23043246,6000,0,21.1,0.02,46.42,11.6,0.0539,1e-04,0.0014,4e-04,1e-04,0,0,0,100,1e-04,15.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"143","Hayden Buckley",23043248,6000,48.86,36.75,0.21,61,19,0.3563,0.0034,0.0877,0.044,0.0142,0.0047,0.0023,4e-04,14,0.0022,63.5,0.07,0.03,0,0,2022-06-19,"US Open"
"144","Chan Kim",23043252,6000,52.29,35.49,0.23,60,18,0.3045,0.002,0.0606,0.0289,0.0088,0.0032,0.0013,2e-04,100,0.0018,17.5,0.03,-0.01,0,0,2022-06-19,"US Open"
"145","Caleb Manuel",23043254,6000,0,21.21,0.01,46.66,11.66,0.0302,1e-04,4e-04,1e-04,0,0,0,0,100,2e-04,6.5,0,-0.04,-0.01,0,2022-06-19,"US Open"
"146","Chase Seiffert",23043257,6000,55.41,40.97,0.34,64,20,0.3661,0.002,0.1053,0.0561,0.0193,0.007,0.0036,6e-04,100,0.0059,13,0.1,0.06,0.01,0,2022-06-19,"US Open"
