,,Win,,Cover,,Total Points,,Implied,Implied Score,
Youngstown State,2022-02-24 19:00:00,240,48.00,6.5,18.18,148.0,18.18,28.1,70.8,77.3
Wright State,2022-02-24 19:00:00,-305,6.56,-6.5,18.18,148.0,18.18,71.9,77.3,70.8
Bryant,2022-02-24 19:00:00,-190,10.53,-4.0,18.18,150.5,18.18,63.0,77.3,73.3
St. Francis (NY),2022-02-24 19:00:00,160,32.00,4.0,18.18,150.5,18.18,37.0,73.3,77.3
Temple,2022-02-24 19:00:00,460,92.00,12.5,18.18,137.5,18.18,17.1,62.5,75.0
Memphis,2022-02-24 19:00:00,-650,3.08,-12.5,18.18,137.5,18.18,82.9,75.0,62.5
Central Michigan,2022-02-24 19:00:00,410,82.00,10.5,18.18,146.0,17.39,18.7,67.8,78.3
Miami (OH),2022-02-24 19:00:00,-575,3.48,-10.5,18.18,146.0,19.05,81.3,78.3,67.8
Sam Houston,2022-02-24 19:30:00,225,45.00,6.5,19.05,133.0,16.67,29.5,63.3,69.8
Stephen F. Austin,2022-02-24 19:30:00,-280,7.14,-6.5,17.39,133.0,20.00,70.5,69.8,63.3
Idaho State,2022-02-24 20:00:00,130,26.00,3.0,18.18,131.5,16.67,42.0,64.3,67.3
Northern Arizona,2022-02-24 20:00:00,-150,13.33,-3.0,18.18,131.5,20.00,58.0,67.3,64.3
Eastern Washington,2022-02-24 20:00:00,210,42.00,6.0,18.18,158.5,18.18,30.9,76.3,82.3
Northern Colorado,2022-02-24 20:00:00,-260,7.69,-6.0,18.18,158.5,18.18,69.1,82.3,76.3
Southern Mississippi,2022-02-24 20:00:00,1300,260.00,20.5,18.18,121.0,17.39,6.9,50.3,70.8
North Texas,2022-02-24 20:00:00,-3000,0.67,-20.5,18.18,121.0,19.05,93.1,70.8,50.3
Louisiana Tech,2022-02-24 20:00:00,-225,8.89,-5.5,18.18,153.0,18.18,66.4,79.3,73.8
Rice,2022-02-24 20:00:00,185,37.00,5.5,18.18,153.0,18.18,33.6,73.8,79.3
UAB,2022-02-24 20:00:00,-1375,1.45,-15.0,18.18,146.5,18.18,89.4,80.8,65.8
Texas-San Antonio,2022-02-24 20:00:00,800,160.00,15.0,18.18,146.5,18.18,10.6,65.8,80.8
Incarnate Word,2022-02-24 20:00:00,190,38.00,5.0,18.18,144.5,19.05,33.0,69.8,74.8
Houston Baptist,2022-02-24 20:00:00,-235,8.51,-5.0,18.18,144.5,17.39,67.0,74.8,69.8
South Dakota State,2022-02-24 20:00:00,-160,12.50,-3.5,19.05,168.0,20.00,59.6,85.8,82.3
Oral Roberts,2022-02-24 20:00:00,140,28.00,3.5,17.39,168.0,16.67,40.4,82.3,85.8
South Dakota,2022-02-24 20:00:00,130,26.00,3.0,18.18,139.0,16.67,42.0,68.0,71.0
UM-Kansas City,2022-02-24 20:00:00,-150,13.33,-3.0,18.18,139.0,20.00,58.0,71.0,68.0
Lamar,2022-02-24 20:00:00,1000,200.00,17.0,17.39,140.0,16.67,8.7,61.5,78.5
Abilene Christian,2022-02-24 20:00:00,-2000,1.00,-17.0,19.05,140.0,20.00,91.3,78.5,61.5
Tennessee-Martin,2022-02-24 20:00:00,220,44.00,6.5,18.18,154.0,16.67,29.9,73.8,80.3
SE Missouri State,2022-02-24 20:00:00,-275,7.27,-6.5,18.18,154.0,20.00,70.1,80.3,73.8
Seattle,2022-02-24 20:00:00,115,23.00,2.0,18.18,138.5,18.18,44.7,68.3,70.3
Utah Valley,2022-02-24 20:00:00,-135,14.81,-2.0,18.18,138.5,18.18,55.3,70.3,68.3
DePaul,2022-02-24 20:00:00,,,,,,,,,
Georgetown,2022-02-24 20:00:00,,,,,,,,,
Wisconsin-Milwaukee,2022-02-24 20:00:00,-320,6.25,-7.5,18.18,123.0,20.00,72.7,65.3,57.8
IUPUI,2022-02-24 20:00:00,250,50.00,7.5,18.18,123.0,16.67,27.3,57.8,65.3
Wisconsin-Green Bay,2022-02-24 20:00:00,,,,,,,,,
Illinois-Chicago,2022-02-24 20:00:00,,,,,,,,,
Texas Rio Grande Valley,2022-02-24 20:00:00,250,50.00,7.5,18.18,141.0,16.67,27.3,66.8,74.3
Tarleton State,2022-02-24 20:00:00,-320,6.25,-7.5,18.18,141.0,20.00,72.7,74.3,66.8
Buffalo,2022-02-24 20:00:00,,,,,,,,,
Northern Illinois,2022-02-24 20:00:00,,,,,,,,,
Texas A&M-Corpus Christi,2022-02-24 20:30:00,-110,18.18,-1.5,20.00,149.0,18.18,50.0,75.3,73.8
McNeese State,2022-02-24 20:30:00,-110,18.18,1.5,16.67,149.0,18.18,50.0,73.8,75.3
Nicholls State,2022-02-24 20:30:00,-235,8.51,-5.0,18.18,154.5,18.18,67.0,79.8,74.8
Northwestern State,2022-02-24 20:30:00,190,38.00,5.0,18.18,154.5,18.18,33.0,74.8,79.8
Morehead State,2022-02-24 20:30:00,,,,,,,,,
Eastern Illinois,2022-02-24 20:30:00,,,,,,,,,
Austin Peay,2022-02-24 20:30:00,,,,,,,,,
SIU-Edwardsville,2022-02-24 20:30:00,,,,,,,,,
Tennessee State,2022-02-24 20:30:00,190,38.00,5.5,18.18,144.0,19.05,33.0,69.3,74.8
Tennessee Tech,2022-02-24 20:30:00,-235,8.51,-5.5,18.18,144.0,17.39,67.0,74.8,69.3
Gonzaga,2022-02-24 21:00:00,-510,3.92,-10.0,18.18,157.0,18.18,79.9,83.5,73.5
San Francisco,2022-02-24 21:00:00,375,75.00,10.0,18.18,157.0,18.18,20.1,73.5,83.5
Montana,2022-02-24 21:00:00,210,42.00,6.5,18.18,143.0,18.18,30.9,68.3,74.8
Southern Utah,2022-02-24 21:00:00,-260,7.69,-6.5,18.18,143.0,18.18,69.1,74.8,68.3
Ohio State,2022-02-24 21:00:00,,,,,,,,,
Illinois,2022-02-24 21:00:00,,,,,,,,,
Cal-Santa Barbara,2022-02-24 21:00:00,-130,15.38,-2.0,18.18,135.0,20.00,54.3,68.5,66.5
UC Davis,2022-02-24 21:00:00,110,22.00,2.0,18.18,135.0,16.67,45.7,66.5,68.5
Belmont,2022-02-24 21:00:00,130,26.00,3.0,18.18,144.0,18.18,42.0,70.5,73.5
Murray State,2022-02-24 21:00:00,-150,13.33,-3.0,18.18,144.0,18.18,58.0,73.5,70.5
Arizona State,2022-02-24 21:00:00,200,40.00,5.5,19.05,134.0,18.18,31.8,64.3,69.8
Colorado,2022-02-24 21:00:00,-250,8.00,-5.5,17.39,134.0,18.18,68.2,69.8,64.3
New Orleans,2022-02-24 21:00:00,110,22.00,2.0,18.18,158.0,18.18,45.7,78.0,80.0
SE Louisiana,2022-02-24 21:00:00,-130,15.38,-2.0,18.18,158.0,18.18,54.3,80.0,78.0
California Baptist,2022-02-24 21:00:00,-125,16.00,-1.5,17.39,148.5,18.18,53.2,75.0,73.5
Dixie State,2022-02-24 21:00:00,105,21.00,1.5,19.05,148.5,18.18,46.8,73.5,75.0
UCLA,2022-02-24 21:30:00,-150,13.33,-3.0,19.05,139.0,18.18,58.0,71.0,68.0
Oregon,2022-02-24 21:30:00,130,26.00,3.0,17.39,139.0,18.18,42.0,68.0,71.0
Portland,2022-02-24 22:00:00,-105,19.05,1.5,17.39,140.0,18.18,48.9,69.3,70.8
Pacific,2022-02-24 22:00:00,-115,17.39,-1.5,19.05,140.0,18.18,51.1,70.8,69.3
Loyola Marymount,2022-02-24 22:00:00,550,110.00,12.5,18.18,141.0,17.39,14.8,64.3,76.8
BYU,2022-02-24 22:00:00,-800,2.50,-12.5,18.18,141.0,19.05,85.2,76.8,64.3
St. Mary's (CAL),2022-02-24 22:00:00,-720,2.78,-11.5,17.39,127.5,19.05,84.0,69.5,58.0
San Diego,2022-02-24 22:00:00,500,100.00,11.5,19.05,127.5,17.39,16.0,58.0,69.5
Santa Clara,2022-02-24 22:00:00,-575,3.48,-11.0,19.05,155.0,18.18,81.3,83.0,72.0
Pepperdine,2022-02-24 22:00:00,410,82.00,11.0,17.39,155.0,18.18,18.7,72.0,83.0
Weber State,2022-02-24 22:00:00,-210,9.52,-5.0,18.18,150.0,18.18,65.1,77.5,72.5
Portland State,2022-02-24 22:00:00,175,35.00,5.0,18.18,150.0,18.18,34.9,72.5,77.5
Idaho,2022-02-24 22:00:00,110,22.00,2.0,18.18,143.0,19.05,45.7,70.5,72.5
Sacramento State,2022-02-24 22:00:00,-130,15.38,-2.0,18.18,143.0,17.39,54.3,72.5,70.5
UC San Diego,2022-02-24 22:00:00,300,60.00,8.5,18.18,147.0,20.00,23.8,69.3,77.8
Long Beach State,2022-02-24 22:00:00,-400,5.00,-8.5,18.18,147.0,16.67,76.2,77.8,69.3
UC Irvine,2022-02-24 22:00:00,-130,15.38,-2.0,18.18,129.0,18.18,54.3,65.5,63.5
Cal State-Fullerton,2022-02-24 22:00:00,110,22.00,2.0,18.18,129.0,18.18,45.7,63.5,65.5
Cal State-Northridge,2022-02-24 22:00:00,475,95.00,11.5,18.18,130.5,18.18,16.6,59.5,71.0
UC Riverside,2022-02-24 22:00:00,-675,2.96,-11.5,18.18,130.5,18.18,83.4,71.0,59.5
USC,2022-02-24 23:00:00,-575,3.48,-10.5,18.18,140.0,18.18,81.3,75.3,64.8
Oregon State,2022-02-24 23:00:00,410,82.00,10.5,18.18,140.0,18.18,18.7,64.8,75.3
Arizona,2022-02-24 23:00:00,-600,3.33,-11.0,19.05,149.0,16.67,82.1,80.0,69.0
Utah,2022-02-24 23:00:00,435,87.00,11.0,17.39,149.0,20.00,17.9,69.0,80.0
