,,Win,,Cover,,Total Points,,Implied,Implied Score,
Team,Date,Moneyline,$20 Bet,Spread,$20 Bet,Over-Under,$20 Bet,Win %,Team,Opp
Wagner,2022-02-24 18:00:00,,,-12.0,18.18,143.5,20.00,,77.8,65.8
Fairleigh-Dickinson,2022-02-24 18:00:00,,,12.0,18.18,143.5,16.67,,65.8,77.8
William & Mary,2022-02-24 18:30:00,270,54.00,7.5,18.18,133.0,16.67,25.8,62.8,70.3
Northeastern,2022-02-24 18:30:00,-350,5.71,-7.5,18.18,133.0,20.00,74.2,70.3,62.8
College of Charleston,2022-02-24 19:00:00,160,32.00,4.5,18.18,152.0,18.18,37.0,73.8,78.3
Delaware,2022-02-24 19:00:00,-190,10.53,-4.5,18.18,152.0,18.18,63.0,78.3,73.8
UNC-Wilmington,2022-02-24 19:00:00,170,34.00,4.0,20.00,140.0,18.18,35.7,68.0,72.0
Drexel,2022-02-24 19:00:00,-200,10.00,-4.0,16.67,140.0,18.18,64.3,72.0,68.0
Elon,2022-02-24 19:00:00,700,140.00,13.5,20.00,144.0,16.67,12.0,65.3,78.8
Hofstra,2022-02-24 19:00:00,-1125,1.78,-13.5,16.67,144.0,20.00,88.0,78.8,65.3
Florida International,2022-02-24 19:00:00,245,49.00,7.0,18.18,139.0,17.39,27.7,66.0,73.0
UNC-Charlotte,2022-02-24 19:00:00,-310,6.45,-7.0,18.18,139.0,19.05,72.3,73.0,66.0
Marshall,2022-02-24 19:00:00,230,46.00,6.5,18.18,151.5,18.18,29.0,72.5,79.0
Middle Tennessee St.,2022-02-24 19:00:00,-290,6.90,-6.5,18.18,151.5,18.18,71.0,79.0,72.5
Florida Atlantic,2022-02-24 19:00:00,-110,18.18,1.0,18.18,133.0,18.18,50.0,66.0,67.0
Old Dominion,2022-02-24 19:00:00,-110,18.18,-1.0,18.18,133.0,18.18,50.0,67.0,66.0
Mount St. Mary's,2022-02-24 19:00:00,-150,13.33,-2.5,18.18,134.0,18.18,58.0,68.3,65.8
Sacred Heart,2022-02-24 19:00:00,130,26.00,2.5,18.18,134.0,18.18,42.0,65.8,68.3
Omaha,2022-02-24 19:00:00,,,,,,,,,
Western Illinois,2022-02-24 19:00:00,,,,,,,,,
Maryland,2022-02-24 19:00:00,220,44.00,6.5,18.18,135.5,18.18,29.9,64.5,71.0
Indiana,2022-02-24 19:00:00,-275,7.27,-6.5,18.18,135.5,18.18,70.1,71.0,64.5
Siena,2022-02-24 19:00:00,120,24.00,2.5,18.18,141.5,19.05,43.8,69.5,72.0
Quinnipiac,2022-02-24 19:00:00,-140,14.29,-2.5,18.18,141.5,17.39,56.2,72.0,69.5
St. Francis (Pa.),2022-02-24 19:00:00,-110,18.18,1.5,16.67,135.0,18.18,50.0,66.8,68.3
Central Connecticut,2022-02-24 19:00:00,-110,18.18,-1.5,20.00,135.0,18.18,50.0,68.3,66.8
Merrimack,2022-02-24 19:00:00,280,56.00,8.0,16.67,134.0,18.18,25.1,63.0,71.0
LIU-Brooklyn,2022-02-24 19:00:00,-365,5.48,-8.0,20.00,134.0,18.18,74.9,71.0,63.0
USC Upstate,2022-02-24 19:00:00,410,82.00,9.5,18.18,147.5,18.18,18.7,69.0,78.5
Winthrop,2022-02-24 19:00:00,-575,3.48,-9.5,18.18,147.5,18.18,81.3,78.5,69.0
Cleveland State,2022-02-24 19:00:00,-120,16.67,-1.5,18.18,144.5,18.18,52.2,73.0,71.5
Detroit,2022-02-24 19:00:00,100,20.00,1.5,18.18,144.5,18.18,47.8,71.5,73.0
IPFW,2022-02-24 19:00:00,205,41.00,5.5,18.18,144.5,18.18,31.3,69.5,75.0
Oakland,2022-02-24 19:00:00,-255,7.84,-5.5,18.18,144.5,18.18,68.7,75.0,69.5
Robert Morris,2022-02-24 19:00:00,410,82.00,10.0,18.18,135.0,16.67,18.7,62.5,72.5
Northern Kentucky,2022-02-24 19:00:00,-575,3.48,-10.0,18.18,135.0,20.00,81.3,72.5,62.5
