player_id,team,opp,pos,name,fpts,proj_own,opto_pct,noto_rtg,ceil,floor,min_exposure,max_exposure,salary,custom,rg_id,partner_id
625,,,G,Justin Rose,62.16,22.1,16.82,81.63,82.85,26.5,0,0,7700,,34804,625
867,,,G,Alex Noren,40.4,0.39,1.60,45.6,66.5,21,0,0,7400,,35121,867
559,,,G,Luke List,40.32,0.79,1.13,37.73,66,21,0,0,7000,,34904,559
708878,,,G,Mac Meissner,25.92,0.09,0.87,13.33,32,16,0,0,6200,,2800466,708878
427014,,,G,Keith Mitchell,44.75,2.1,2.06,45.12,70,22,0,0,7300,,37916,427014
700001,,,G,Davis Thompson,37.69,0.3,1.23,33.44,63.5,20,0,0,6600,,1446418,700001
769378,,,G,Wenyi Ding,30.94,0.01,0.97,12.25,55.85,18,0,0,6100,,4813334,769378
762470,,,G,Michael Brennan,30.35,0.02,1.37,5.22,54,18,0,0,6000,,3357738,762470
83610,,,G,Kyle Mueller,24.45,0.02,0.07,12.29,30.26,15.16,0,0,6300,,35120,83610
346230,,,G,Simon Forsstrom,39.33,0.02,1.50,35.19,65.5,21,0,0,6500,,4813336,346230
1491,,,G,Kyoung-Hoon Lee,46.06,0.98,2.33,52.15,71,22.5,0,0,7000,,37949,1491
300174,,,G,J.T. Poston,41.8,1.1,1.60,45.07,67.5,21.5,0,0,6700,,36088,300174
698396,,,G,Vincent Norrman,41.14,0.35,1.40,42.23,67,21,0,0,7000,,3803327,698396
1194,,,G,Cameron Smith,60.38,13.6,8.79,79.03,81.5,26,0,0,9000,,34810,1194
703995,,,G,Patrick Cover,32.84,0.06,1.40,19.26,58.5,18.5,0,0,6100,,2471416,703995
704006,,,G,Alex Schaake,33.21,0.05,1.86,5.22,59,18.5,0,0,6000,,2968637,704006
902,,,G,Xander Schauffele,71.69,19.5,20.68,95.6,91,33.5,0,0,9600,,36091,902
804,,,G,Keegan Bradley,54.97,7.8,6.36,70.18,78,25,0,0,7600,,34744,804
815,,,G,Jason Day,58.35,9.2,8.42,73.97,80,25.5,0,0,8100,,34752,815
698397,,,G,David Nyfjall,24.25,0.03,0.03,5.22,30.02,15.04,0,0,6100,,4813337,698397
1151,,,G,Ryo Ishikawa,31.86,0.08,0.80,15.56,56.5,19,0,0,6300,,36098,1151
765442,,,G,Maxwell Moldovan,34.31,0.03,2.13,11.66,60.5,19,0,0,6000,,3561717,765442
722157,,,G,Ryutaro Nagano,24.35,0.02,0.03,9.09,30.14,15.1,0,0,6200,,2976005,722157
805,,,G,Brian Harman,43.81,1.9,2.26,55.56,69,22,0,0,6900,,34882,805
1141,,,G,Patrick Rodgers,47.89,4,2.73,58.98,72,23,0,0,6900,,34996,1141
1152,,,G,Jens Dantorp,36.55,0.09,0.87,19.7,63,20,0,0,6700,,458381,1152
1284,,,G,Si Woo Kim,57.83,15.8,10.69,70.9,79.5,25,0,0,7300,,34895,1284
710663,,,G,Nick Dunlap,26.71,0.01,1.00,4.18,33.5,16.5,0,0,6000,,3561722,710663
1075,,,G,Matt Fitzpatrick,64.12,10,12.15,78.67,84.5,27,0,0,9100,,34759,1075
409,,,G,Gunn Charoenkul,25.05,0.02,0.03,6.04,30.98,15.52,0,0,6300,,1156737,409
523168,,,G,Wyndham Clark,57.41,15.3,10.19,73.85,79.5,25,0,0,7500,,37183,523168
773012,,,G,Alexander Yang,24.95,0.03,0.10,0,30.86,15.46,0,0,6000,,4822645,773012
1483,,,G,Jesse Schutte,25.25,0.02,0.07,5.22,31.22,15.64,0,0,6000,,4822646,1483
762034,,,G,Olin Browne Jr.,24.85,0.01,0.03,0,30.74,15.4,0,0,6200,,35058,762034
765444,,,G,Ryan Gerard,36.88,0.2,1.23,30.32,63,20,0,0,6600,,3561715,765444
703899,,,G,Nicolas Echavarria,27.12,0.14,0.27,20.27,34.5,17,0,0,6500,,3803328,703899
699433,,,G,Dylan Wu,41.66,1.4,1.70,45.1,67.5,21,0,0,6400,,1327333,699433
1154,,,G,Sam Burns,56.05,7.1,7.29,65.84,79,24.5,0,0,8200,,35095,1154
1055,,,G,Gary Woodland,50.21,8.1,4.46,59.48,74.5,23.5,0,0,7200,,35025,1055
2078,,,G,Adam Scott,56.57,16.5,8.39,69.16,79,25,0,0,7500,,34807,2078
756216,,,G,David Puig,34.67,0.14,0.90,26.81,60.5,19.5,0,0,6500,,4813339,756216
696563,,,G,Austin Eckroat,44.18,2.3,2.23,48.55,70,22,0,0,7000,,1074851,696563
771297,,,G,Matthew McClean,25.85,0.03,0.70,9.16,32,16,0,0,6200,,4580210,771297
