bet_outcome_numeric,open_time,outcome,player_name,close_time,open_odds,close_odds,bet_outcome_text,dg_id,book,event_completed,event_name,market,season,year,event_id
0,2023-06-12 13:27,CUT,"Straka, Sepp",2023-06-15 05:38,+25000,+20000,loss,17511,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T27,"Suh, Justin",2023-06-15 05:38,+30000,+20000,loss,22050,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Mickelson, Phil",2023-06-15 05:38,+15000,+20000,loss,1547,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Taylor, Nick",2023-06-15 05:38,+20000,+20000,loss,13126,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T27,"Garcia, Sergio",2023-06-15 05:38,+20000,+20000,loss,5689,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Kirk, Chris",2023-06-15 05:38,+20000,+20000,loss,12423,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Meronk, Adrian",2023-06-15 05:38,+20000,+25000,loss,14196,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Moore, Taylor",2023-06-15 05:38,+20000,+25000,loss,21944,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Herbert, Lucas",2023-06-15 05:38,+30000,+25000,loss,17064,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Kuchar, Matt",2023-06-15 05:38,+18000,+25000,loss,6169,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,59,"Hadwin, Adam",2023-06-15 05:38,+25000,+25000,loss,13965,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Power, Seamus",2023-06-15 05:38,+20000,+25000,loss,10104,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Schenk, Adam",2023-06-15 05:38,+25000,+25000,loss,19477,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Grillo, Emiliano",2023-06-15 05:38,+18000,+30000,loss,12808,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T32,"Rodgers, Patrick",2023-06-15 05:38,+25000,+30000,loss,16283,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T43,"Harman, Brian",2023-06-15 05:38,+25000,+30000,loss,8825,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Lee, Kyounghoon",2023-06-15 05:38,+25000,+30000,loss,13497,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Hoge, Tom",2023-06-15 05:38,+25000,+30000,loss,15575,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Pieters, Thomas",2023-06-15 05:38,+25000,+30000,loss,13944,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Perez, Victor",2023-06-15 05:38,+25000,+30000,loss,20730,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T49,"Munoz, Sebastian",2023-06-15 05:38,+25000,+30000,loss,20770,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T43,"Putnam, Andrew",2023-06-15 05:38,+25000,+30000,loss,14704,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Montgomery, Taylor",2023-06-15 05:38,+25000,+30000,loss,25442,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T43,"Stevens, Samuel",2023-06-15 05:38,+35000,+35000,loss,25569,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T27,"Harrington, Padraig",2023-06-15 05:38,+40000,+35000,loss,5716,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Pendrith, Taylor",2023-06-15 05:38,+35000,+40000,loss,17780,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"List, Luke",2023-06-15 05:38,+40000,+40000,loss,7960,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T20,"Smith, Jordan",2023-06-15 05:38,+30000,+40000,loss,18586,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Noren, Alex",2023-06-15 05:38,+35000,+40000,loss,10419,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T54,"Ancer, Abraham",2023-06-15 05:38,+30000,+40000,loss,18238,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Poston, J.T.",2023-06-15 05:38,+35000,+40000,loss,21554,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T10,"Eckroat, Austin",2023-06-15 05:38,+35000,+40000,loss,26653,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Buckley, Hayden",2023-06-15 05:38,+35000,+40000,loss,25363,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Ortiz, Carlos",2023-06-15 05:38,+40000,+40000,loss,14735,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Kim, Michael",2023-06-15 05:38,+30000,+40000,loss,17543,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T60,"Svensson, Adam",2023-06-15 05:38,+35000,+40000,loss,13997,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T43,"Horschel, Billy",2023-06-15 05:38,+35000,+40000,loss,11276,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T49,"Hughes, Mackenzie",2023-06-15 05:38,+40000,+40000,loss,15556,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T39,"Sargent, Gordon",2023-06-15 05:38,+35000,+40000,loss,30814,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Wise, Aaron",2023-06-15 05:38,+40000,+50000,loss,22051,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T49,"Streelman, Kevin",2023-06-15 05:38,+50000,+50000,loss,8480,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T20,"Hardy, Nick",2023-06-15 05:38,+60000,+50000,loss,19865,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Larrazabal, Pablo",2023-06-15 05:38,+40000,+50000,loss,9133,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Molinari, Francesco",2023-06-15 05:38,+40000,+50000,loss,7655,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Norrman, Vincent",2023-06-15 05:38,+50000,+50000,loss,22535,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T32,"Wu, Dylan",2023-06-15 05:38,+60000,+50000,loss,25002,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T54,"Langasque, Romain",2023-06-15 05:38,+40000,+50000,loss,16652,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Stallings, Scott",2023-06-15 05:38,+50000,+50000,loss,12359,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Thompson, Davis",2023-06-15 05:38,+50000,+50000,loss,27364,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Cink, Stewart",2023-06-15 05:38,+60000,+60000,loss,5665,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Thorbjornsen, Michael",2023-06-15 05:38,+60000,+60000,loss,26649,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T43,"Bennett, Sam",2023-06-15 05:38,+80000,+60000,loss,28158,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Pavon, Matthieu",2023-06-15 05:38,+60000,+60000,loss,19960,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T49,"Hoffman, Charley",2023-06-15 05:38,+60000,+60000,loss,5768,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Young, Carson",2023-06-15 05:38,+60000,+60000,loss,23656,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Dahmen, Joel",2023-06-15 05:38,+50000,+60000,loss,14509,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Nienaber, Wilco",2023-06-15 05:38,+80000,+80000,loss,25889,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Capan III, Frankie",2023-06-15 05:38,+150000,+100000,loss,21412,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Forsstrom, Simon",2023-06-15 05:38,+100000,+100000,loss,19806,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T39,"Puig Currius, David",2023-06-15 05:38,+100000,+100000,loss,28984,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Lebioda, Hank",2023-06-15 05:38,+100000,+100000,loss,21943,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Fisher, Ross",2023-06-15 05:38,+150000,+150000,loss,9396,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Rey, Alejandro Del",2023-06-15 05:38,+150000,+150000,loss,22259,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Meissner, Mac",2023-06-15 05:38,+200000,+150000,loss,28159,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Echavarria, Nicolas",2023-06-15 05:38,+150000,+150000,loss,22833,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Grant, Brent",2023-06-15 05:38,+200000,+150000,loss,22914,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T56,"Gerard, Ryan",2023-06-15 05:38,+150000,+150000,loss,29767,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Lawrence, Thriston",2023-06-15 05:38,+150000,+150000,loss,18105,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Summerhays, Preston",2023-06-15 05:38,+500000,+200000,loss,26746,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Sloan, Roger",2023-06-15 05:38,+200000,+200000,loss,14050,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Haley II, Paul",2023-06-15 05:38,+150000,+200000,loss,16039,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Barjon, Paul",2023-06-15 05:38,+200000,+200000,loss,16566,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Kaymer, Martin",2023-06-15 05:38,+150000,+200000,loss,8117,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Brennan, Michael",2023-06-15 05:38,+250000,+250000,loss,29197,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Dunlap, Nick",2023-06-15 05:38,+500000,+250000,loss,28270,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,65,"Moldovan, Maxwell",2023-06-15 05:38,+250000,+250000,loss,29769,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Brown, Barclay",2023-06-15 05:38,+500000,+250000,loss,29947,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Cover, Patrick",2023-06-15 05:38,+200000,+250000,loss,26102,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,64,"Potgieter, Aldrich",2023-06-15 05:38,+250000,+250000,loss,27900,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Morales, Omar",2023-06-15 05:38,+250000,+250000,loss,30891,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T60,"Solomon, Jacob",2023-06-15 05:38,+200000,+250000,loss,27710,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Valdes, Brendan",2023-06-15 05:38,+500000,+250000,loss,31188,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Wenyi, Ding",2023-06-15 05:38,+250000,+250000,loss,26193,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Yang, Alexander",2023-06-15 05:38,+500000,+250000,loss,27418,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Armour, Ryan",2023-06-15 05:38,+150000,+250000,loss,8469,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Germishuys, Deon",2023-06-15 05:38,+250000,+250000,loss,25888,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Pereira, Corey",2023-06-15 05:38,+250000,+250000,loss,19955,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Svoboda, Andrew",2023-06-15 05:38,+250000,+250000,loss,11274,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Horsey, David",2023-06-15 05:38,+250000,+250000,loss,11230,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,T20,"Nagano, Ryutaro",2023-06-15 05:38,+250000,+250000,loss,10523,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Truslow, Austen",2023-06-15 05:38,+500000,+250000,loss,18239,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Dantorp, Jens",2023-06-15 05:38,+250000,+250000,loss,14018,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Charoenkul, Gunn",2023-06-15 05:38,+250000,+250000,loss,14128,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,58,"Katsuragawa, Yuto",2023-06-15 05:38,+250000,+250000,loss,20448,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Mueller, Kyle",2023-06-15 05:38,+250000,+250000,loss,22045,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Nyfjall, David",2023-06-15 05:38,+250000,+250000,loss,23622,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Gumberg, Jordan",2023-06-15 05:38,+500000,+250000,loss,23892,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Fernandez de Oliveira, Mateo",2023-06-15 05:38,+250000,+250000,loss,24294,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Vilips, Karl",2023-06-15 05:38,+500000,+250000,loss,24304,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Grey, J.J.",2023-06-15 05:38,+250000,+250000,loss,24988,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,63,"Ishikawa, Ryo",2023-06-15 05:38,+250000,+250000,loss,12232,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,62,"Carr, Ben",2023-06-15 05:38,+500000,+500000,loss,30732,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 16:19,CUT,"Browne Jr, Olin",2023-06-15 05:38,+500000,+500000,loss,16488,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Simmons, Isaac",2023-06-15 05:38,+500000,+500000,loss,31189,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Henson, Berry",2023-06-15 05:38,+250000,+500000,loss,10316,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Amat, Bastien",2023-06-15 05:38,+500000,+500000,loss,28592,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Schaake, Alex",2023-06-15 05:38,+500000,+500000,loss,25322,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Schutte, Jesse",2023-06-15 05:38,+500000,+500000,loss,9659,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Mcclean, Matthew",2023-06-15 05:38,+500000,+500000,loss,26990,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
0,2023-06-12 13:27,CUT,"Cavaliere, Christian",2023-06-15 05:38,+500000,+500000,loss,31190,draftkings,2023-06-18,U.S. Open,win,2023,2023,26
