tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Clark, Wyndham",23604,7500,0.1174,1,0,0,0,0,80.0,30,110.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fowler, Rickie",12965,7500,0.2266,T5,6,0,0,0,75.5,14,95.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"McIlroy, Rory",10091,9900,0.1619,2,0,0,0,0,70.5,20,90.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Scheffler, Scottie",18417,11400,0.2428,3,0,0,0,0,72.5,18,90.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fleetwood, Tommy",12294,7900,0.1665,T5,0,0,0,0,74.5,14,88.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Smith, Cameron",15856,9000,0.186,4,0,0,0,0,70.5,16,86.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lee, Min Woo",16841,7000,0.0491,T5,0,3,0,0,64.0,14,81.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Kim, Tom",24766,7800,0.0233,T8,3,0,0,0,69.0,9,81.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"English, Harris",14577,7200,0.0245,T8,3,0,0,0,67.5,9,79.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Schauffele, Xander",19895,9600,0.208,T10,0,3,0,0,69.0,7,79.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Morikawa, Collin",22085,9300,0.0913,T14,6,0,0,0,64.0,6,76.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Johnson, Dustin",12422,8300,0.1326,T10,0,0,0,0,67.0,7,74.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Eckroat, Austin",26653,7000,0.0141,T10,3,0,0,0,62.5,7,72.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Burns, Sam",19483,8200,0.0385,T32,3,0,5,0,60.5,2,70.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Sargent, Gordon",30814,6100,0.0145,T39,6,0,0,0,62.0,2,70.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Rahm, Jon",19195,11100,0.1224,T10,0,0,0,0,62.5,7,69.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Cantlay, Patrick",15466,10300,0.1134,T14,0,0,0,0,63.5,6,69.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Nagano, Ryutaro",10523,6200,0.0012,T20,0,0,0,0,64.0,5,69.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fitzpatrick, Matthew",17646,9100,0.0566,T17,0,0,5,0,58.0,5,68.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Smith, Jordan",18586,6900,0.0041,T20,0,0,0,0,62.0,5,67.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hovland, Viktor",18841,10000,0.1732,19,0,0,0,0,61.5,5,66.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"DeChambeau, Bryson",19841,7600,0.1695,T20,3,0,0,0,58.0,5,66.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Henley, Russell",14578,7100,0.1026,T14,0,0,0,0,59.5,6,65.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Mitchell, Keith",17365,7300,0.0223,T20,0,0,0,0,60.5,5,65.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Suh, Justin",22050,7100,0.0371,T27,3,0,0,0,57.5,3,63.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hardy, Nick",19865,6700,0.0021,T20,0,0,0,0,58.0,5,63.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Cole, Eric",21756,7000,0.0682,T39,3,0,0,0,57.5,2,62.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Koepka, Brooks",16243,10800,0.1987,T17,0,0,0,0,57.0,5,62.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Theegala, Sahith",23014,7600,0.1428,T27,0,0,0,0,58.5,3,61.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Matsuyama, Hideki",13562,8600,0.1103,T32,0,0,0,0,58.5,2,60.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Rodgers, Patrick",16283,6900,0.0459,T32,0,0,0,0,57.5,2,59.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"McCarthy, Denny",19870,7200,0.0983,T20,0,0,0,0,54.5,5,59.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Puig Currius, David",28984,6500,0.0042,T39,3,0,0,0,53.5,2,58.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Young, Cameron",26651,8000,0.0887,T32,0,0,0,0,56.0,2,58.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Harrington, Padraig",5716,6600,0.0175,T27,0,0,0,0,55.0,3,58.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Putnam, Andrew",14704,6800,0.0221,T43,0,0,0,0,55.5,1,56.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Wu, Dylan",25002,6400,0.0249,T32,0,0,0,0,54.5,2,56.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Lowry, Shane",13900,8500,0.0442,T20,0,0,0,0,51.5,5,56.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Harman, Brian",8825,6900,0.0098,T43,3,0,0,0,52.5,1,56.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hatton, Tyrrell",14796,8900,0.15,T27,0,0,0,0,53.0,3,56.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Niemann, Joaquin",18079,7700,0.0724,T32,3,0,0,0,51.0,2,56.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Bennett, Sam",28158,6500,0.0398,T43,0,0,0,0,54.5,1,55.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Garcia, Sergio",5689,7000,0.0175,T27,0,0,0,0,52.0,3,55.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Woodland, Gary",12577,7200,0.0613,T49,0,0,0,0,53.5,1,54.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Gerard, Ryan",29767,6600,0.0012,T56,0,0,0,0,53.5,0,53.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Stevens, Samuel",25569,6600,0.0214,T43,3,0,0,0,49.5,1,53.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Finau, Tony",11676,8800,0.1053,T32,0,0,0,0,51.0,2,53.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Streelman, Kevin",8480,6900,0.0024,T49,0,0,0,0,51.0,1,52.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Horschel, Billy",11276,7100,0.0034,T43,0,0,0,0,50.0,1,51.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Munoz, Sebastian",20770,6700,0.0234,T49,3,0,0,0,47.0,1,51.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Kim, Si Woo",14609,7300,0.102,T39,0,0,0,0,49.0,2,51.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Katsuragawa, Yuto",20448,6500,0.0003,58,0,0,0,0,51.0,0,51.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Ancer, Abraham",18238,7400,0.0078,T54,0,0,0,0,49.5,0,49.5
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Fox, Ryan",11889,7100,0.0439,T43,0,0,0,0,48.0,1,49.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Hoffman, Charley",5768,6800,0.0015,T49,0,0,0,0,48.0,1,49.0
pga,2023,2023,U.S. Open,26,draftkings,$3M Fantasy Golf Millionaire [$1M to 1st + ToC Semifinal Entry] (PGA),"Reed, Patrick",14838,7500,0.137,T56,0,0,0,0,48.5,0,48.5
