"id","firstName","lastName","adp","projectedPoints","positionRank","slotName","teamName","lineupStatus","byeWeek"
"6d92245f-a6c9-44f9-a1fe-c75d6fbfa186","Connor","McDavid","1.0","1007.0","C1","C","Edmonton Oilers",,
"42601bb1-5c63-45a1-a882-522714da1fef","Leon","Draisaitl","2.5","868.8","C2","C","Edmonton Oilers",,
"6364f4f6-a175-4191-b1f5-e9f3b7f5b92e","Nathan","MacKinnon","3.0","875.1","C3","C","Colorado Avalanche",,
"c04190fc-61cf-4cea-9c23-c3ecd851dc84","Auston","Matthews","4.0","994.9","C4","C","Toronto Maple Leafs",,
"afa5d9c6-a546-4bd0-9f31-e62dfd5b9414","David","Pastrnak","5.4","760.0","W1","W","Boston Bruins",,
"00758a70-e884-49e6-87f5-d03fc0d4ac23","Matthew","Tkachuk","6.7","725.2","W2","W","Florida Panthers",,
"a82cc939-8eb4-4cc6-abad-467328022e5b","Mikko","Rantanen","7.7","708.5","W3","W","Colorado Avalanche",,
"8bb47566-8076-48af-a679-36d635e3b5ca","Jack","Hughes","8.3","620.1","C5","C","New Jersey Devils",,
"411675a4-b1e0-4d69-9fa2-d50e0399bf10","Kirill","Kaprizov","8.9","859.3","W4","W","Minnesota Wild",,
"bb7d8e7b-1fea-46ac-882e-3349b636fecd","Brady","Tkachuk","10.8","774.1","W5","W","Ottawa Senators",,
"65bc13bf-5c43-447e-9c83-e2bf443458ff","Jason","Robertson","11.3","639.5","W6","W","Dallas Stars",,
"abbac7de-a61c-4447-8fec-03cd74289632","Nikita","Kucherov","11.8","782.8","W7","W","Tampa Bay Lightning",,
"4bc47256-28af-4043-9041-7b4056dbd922","Cale","Makar","13.5","725.6","D1","D","Colorado Avalanche",,
"f19c4d2b-2ecf-42ef-a4ee-f076352c7857","Alex","Ovechkin","14.6","814.6","W8","W","Washington Capitals",,
"648361e9-5b2f-4b3a-aba2-74aeab234d2d","Tage","Thompson","15.3","561.5","C6","C","Buffalo Sabres",,
"f397b46d-e0bb-4d36-a31a-03262bed144f","Tim","Stutzle","15.4","551.7","W9","W","Ottawa Senators",,
"2fe499f7-0c4a-4ea4-9bd3-c87a4054f511","Mitch","Marner","17.4","706.8","W10","W","Toronto Maple Leafs",,
"c885f7f6-ac4f-49a1-b628-97c8e4fa1b3f","Timo","Meier","18.8","747.5","W11","W","New Jersey Devils",,
"2a9c0e71-9826-43f3-9599-4db312d98a1f","Igor","Shesterkin","20.2","799.1","G1","G","New York Rangers",,
"c2330a40-9870-4590-b22a-f66bb8826abc","Kyle","Connor","20.9","762.4","W12","W","Winnipeg Jets",,
"24f5c4eb-8326-4d82-8f7c-1abfffc74718","Elias","Pettersson","21.4","604.3","C7","C","Vancouver Canucks",,
"44e24398-fbc0-47ae-8e01-58aea2254ea9","Ilya","Sorokin","23.5","642.4","G2","G","New York Islanders",,
"e74eafaa-5215-472c-bc2a-5d3bdf0d33fc","Roman","Josi","23.8","753.3","D2","D","Nashville Predators",,
"a15e3154-fbc5-4114-83d4-579b4440291a","Zach","Hyman","24.9","545.0","W13","W","Edmonton Oilers",,
"a4bf0d81-008f-4c52-9659-b2d3aa184947","Andrei","Vasilevskiy","25.1","798.8","G3","G","Tampa Bay Lightning",,
"b1f15b19-51fe-44d1-be9d-60f84f3975a6","William","Nylander","25.3","603.5","W14","W","Toronto Maple Leafs",,
"c349efd3-e630-4de0-be71-3a1410f6e614","Rasmus","Dahlin","26.8","542.1","D3","D","Buffalo Sabres",,
"8b5993ea-a2c5-49a7-b519-0a0ed257cfae","Jake","Oettinger","29.6","444.7","G4","G","Dallas Stars",,
"2a89a839-da22-4605-8c1f-ae7d06c5b23e","Andrei","Svechnikov","31.3","718.8","W15","W","Carolina Hurricanes",,
"37bc1fcb-b589-470c-8077-9cfd3a5f32fc","Jake","Guentzel","31.7","732.3","W16","W","Pittsburgh Penguins",,
"182392ac-78fe-4881-900b-7d271cff5062","Connor","Hellebuyck","31.9","760.3","G5","G","Winnipeg Jets",,
"e55a7ea5-1a9e-45a1-86d7-3bd477c9713c","Connor","Bedard","32.2",,"C8","C","Chicago Blackhawks",,
"d21501d6-2e62-47f5-a6b5-d96f84be210e","Brayden","Point","33.9","601.1","C9","C","Tampa Bay Lightning",,
"ccf43860-4ac1-4ade-851b-dc9c428225e0","Sidney","Crosby","34.9","696.8","C10","C","Pittsburgh Penguins",,
"6b743387-e41e-4ddc-837d-2ce0e6cf1c8d","Alexandar","Georgiev","36.1","469.8","G6","G","Colorado Avalanche",,
"f42c3737-fb02-4ebd-9cb6-5c0dfebe30bb","Alex","DeBrincat","36.4","748.9","W17","W","Detroit Red Wings",,
"7fab4dfe-667a-465c-90a8-fb5e94f06d3f","Mika","Zibanejad","36.8","668.3","C11","C","New York Rangers",,
"45e18f49-15e9-4012-bf14-2b1e78e06e80","Erik","Karlsson","37.6","447.6","D4","D","Pittsburgh Penguins",,
"b047f3e8-be6a-45fb-bd8a-62bf569dfc28","Roope","Hintz","39.3","604.2","C12","C","Dallas Stars",,
"05ac2a0a-df5b-495d-af86-454a171f5e00","Juuse","Saros","39.7","771.1","G7","G","Nashville Predators",,
"9d14518f-2d9d-45cd-9c2a-e3a861e7793d","Dougie","Hamilton","42.1","580.2","D5","D","New Jersey Devils",,
"c3ae429f-de1b-40b7-a4a0-e7e98b6eb9b2","Artemi","Panarin","42.5","664.3","W18","W","New York Rangers",,
"2cbeb1af-caab-4d46-9628-9a428ad88814","Steven","Stamkos","43.1","687.5","C13","C","Tampa Bay Lightning",,
"6f7b80be-0105-4caa-bf1a-02bf44c98cdd","Filip","Forsberg","44.0","680.1","W19","W","Nashville Predators",,
"73899374-17d9-4403-9b7b-92684f43621f","Clayton","Keller","44.5","571.5","W20","W","Arizona Coyotes",,
"bfdb8054-a7cc-4f98-a111-5ec3d97364cc","Adam","Fox","46.3","627.1","D6","D","New York Rangers",,
"c4b8759d-6bf4-4890-9eb5-d735e01a7190","Linus","Ullmark","48.3","665.2","G8","G","Boston Bruins",,
"872b48cc-5013-40ba-9d04-79add46619e4","Matt","Boldy","48.4","428.1","W21","W","Minnesota Wild",,
"7f61d598-10fa-46fc-a6f0-4dcf841349ee","Jack","Eichel","49.9","664.3","C14","C","Vegas Golden Knights",,
"e69087d7-6816-4e90-93a8-3837a34482a8","Johnny","Gaudreau","50.1","720.8","W22","W","Columbus Blue Jackets",,
"72cdd951-e760-4e91-a405-65e59cac627c","Evander","Kane","52.7","658.7","W23","W","Edmonton Oilers",,
"aba4d3a0-ffc7-49ff-9409-73272674b73c","Kevin","Fiala","53.3","648.9","W24","W","Los Angeles Kings",,
"5b13c83b-f408-4c14-903d-307848c68264","Alex","Tuch","53.8","423.7","W25","W","Buffalo Sabres",,
"8ee68971-7974-4eab-a831-cf1072eba92e","Aleksander","Barkov","54.3","743.8","C15","C","Florida Panthers",,
"1cdb47ee-2423-4f88-b907-0016e6d8015a","Brad","Marchand","56.1","578.2","W26","W","Boston Bruins",,
"4229f870-e8be-4fbf-9191-8b7799deec32","Cole","Caufield","56.1","561.9","W26","W","Montreal Canadiens",,
"39b2b9e0-a221-41ed-a8fa-952262d14dba","Evan","Bouchard","56.1","493.5","D7","D","Edmonton Oilers",,
"fc3e68fb-4b1f-411e-b85b-5462cf256565","Sebastian","Aho","59.3","676.5","C16","C","Carolina Hurricanes",,
"59b86421-759e-41db-be49-438f86800970","J.T.","Miller","59.6","714.4","C17","C","Vancouver Canucks",,
"d64411de-3df5-4f80-88fc-b9533878d1cb","Ryan","Nugent-Hopkins","61.4","520.0","C18","C","Edmonton Oilers",,
"8e300b39-3d4f-4001-a34d-93e31e0b21ae","Jesper","Bratt","61.9","553.1","W28","W","New Jersey Devils",,
"92ecefd4-64e6-4d09-b569-6784a3928db3","Filip","Gustavsson","63.5","299.9","G9","G","Minnesota Wild",,
"c8d6ecb8-24c8-4fa4-8f81-6afeec6d68f7","Chris","Kreider","63.7","655.3","W29","W","New York Rangers",,
"9db13ef9-8f48-4940-bd30-a440d8a99581","Miro","Heiskanen","64.1","519.9","D8","D","Dallas Stars",,
"d1ecf992-59f0-4e24-8bfc-2b4ff2731fea","Pierre-Luc","Dubois","66.6","559.8","W30","W","Los Angeles Kings",,
"98dc97e7-eb22-449f-bd0f-b9e78eb3659d","John","Tavares","68.4","653.7","C19","C","Toronto Maple Leafs",,
"71a53096-19d5-4055-8805-2e42c7e116d1","Jeff","Skinner","68.9","521.6","W31","W","Buffalo Sabres",,
"b26ac6aa-ff9e-4ec1-8fa3-8412257c43c8","Moritz","Seider","69.3","461.1","D9","D","Detroit Red Wings",,
"23a022fc-4edd-46ae-b899-b2d2d7a96ddd","Jonathan","Huberdeau","69.5","742.7","W32","W","Calgary Flames",,
"f04a3c89-1565-4e09-a70e-c4b4c58388de","Patrik","Laine","69.8","619.0","W33","W","Columbus Blue Jackets",,
"ba070be8-306c-4d46-85bc-2c7f7c3d2dec","Brent","Burns","70.3","586.7","D10","D","Carolina Hurricanes",,
"2d91476f-2502-41c4-b40b-31ee8f592b68","Ilya","Samsonov","71.0","537.3","G10","G","Toronto Maple Leafs",,
"37cca6e5-36a4-4b29-9197-a3d815cb97ff","Stuart","Skinner","73.2","379.9","G11","G","Edmonton Oilers",,
