datagolf_name,dk_name,sample_size,dk_id,dk_salary,std_dev,tee_time,early_late_wave,scoring_points,finish_points,manual_bump,total_points,value,max_exposure,projected_ownership,lineup_rule
"Scheffler, Scottie","Scottie Scheffler",150,28153645,11300,31.112,N/A,0,83.5,10.4,0,93.9,0.94,100,5,
"Rahm, Jon","Jon Rahm",150,28153646,11000,32.013,N/A,0,78.2,8.2,0,86.4,0.38,100,5,
"McIlroy, Rory","Rory McIlroy",150,28153647,10600,31.183,N/A,0,71.1,6,0,77.1,-0.15,100,5,
"Cantlay, Patrick","Patrick Cantlay",150,28153648,10500,31.067,N/A,0,79.9,9,0,89,1,100,5,
"Schauffele, Xander","Xander Schauffele",150,28153649,10200,31.474,N/A,0,75.5,7.5,0,83.1,0.61,100,5,
"Morikawa, Collin","Collin Morikawa",150,28153650,9900,31.381,N/A,0,69.3,5.3,0,74.5,-0.03,100,5,
"Hovland, Viktor","Viktor Hovland",150,28153651,9700,31.156,N/A,0,70.6,5.5,0,76.1,0.25,100,5,
"Day, Jason","Jason Day",150,28153652,9400,31.380,N/A,0,67.8,4.9,0,72.7,0.12,100,5,
"Hatton, Tyrrell","Tyrrell Hatton",150,28153653,9300,30.945,N/A,0,68.6,5.1,0,73.7,0.29,100,5,
"Thomas, Justin","Justin Thomas",150,28153654,9200,30.871,N/A,0,66.3,4.6,0,70.9,0.08,100,5,
"Im, Sungjae","Sungjae Im",150,28153655,9100,31.235,N/A,0,68.9,5.2,0,74.2,0.48,100,5,
"Fitzpatrick, Matthew","Matt Fitzpatrick",150,28153656,9000,30.792,N/A,0,63.2,4,0,67.2,-0.09,100,5,
"Spieth, Jordan","Jordan Spieth",150,28153657,8900,31.420,N/A,0,66.8,4.5,0,71.4,0.33,100,5,
"Young, Cameron","Cameron Young",150,28153658,8800,31.019,N/A,0,66.1,4.4,0,70.6,0.32,100,5,
"Matsuyama, Hideki","Hideki Matsuyama",150,28153659,8700,30.679,N/A,0,65,4.1,0,69.1,0.25,100,5,
"Burns, Sam","Sam Burns",150,28153660,8600,30.884,N/A,0,62.7,3.7,0,66.3,0.03,100,5,
"Fowler, Rickie","Rickie Fowler",150,28153661,8500,30.779,N/A,0,66.2,4.5,0,70.7,0.55,100,5,
"Theegala, Sahith","Sahith Theegala",150,28153662,8400,30.392,N/A,0,61.2,3.3,0,64.5,-0.01,100,5,
