bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
0,loss,+964,2022-06-23 00:33,18417,+1206,2022-06-21 06:44,T13,"Scheffler, Scottie",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+987,2022-06-23 00:33,10091,+1035,2022-06-21 06:44,T19,"McIlroy, Rory",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+1364,2022-06-23 00:33,15466,+1444,2022-06-21 06:44,T13,"Cantlay, Patrick",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
1,paid in full,+1802,2022-06-23 00:33,19895,+2273,2022-06-21 06:44,1,"Schauffele, Xander",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+2169,2022-06-23 00:33,19483,+2273,2022-06-21 06:44,CUT,"Burns, Sam",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+2586,2022-06-23 00:33,14636,+3048,2022-06-21 06:44,CUT,"Spieth, Jordan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+2858,2022-06-23 00:33,18079,+3410,2022-06-21 06:44,CUT,"Niemann, Joaquin",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+3090,2022-06-23 00:33,13872,+3101,2022-06-21 06:44,T19,"Bradley, Keegan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+3736,2022-06-23 00:33,11676,+3656,2022-06-21 06:44,T13,"Finau, Tony",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+3997,2022-06-23 00:33,10104,+4605,2022-06-21 06:44,T25,"Power, Seamus",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+4134,2022-06-23 00:33,19872,+5316,2022-06-21 06:44,T64,"Riley, Davis",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+4363,2022-06-23 00:33,19455,+5111,2022-06-21 06:44,CUT,"Pereira, Mito",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+4589,2022-06-23 00:33,8825,+5627,2022-06-21 06:44,T8,"Harman, Brian",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+4905,2022-06-23 00:33,16602,+5627,2022-06-21 06:44,T43,"Varner III, Harold",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+4931,2022-06-23 00:33,22051,+4605,2022-06-21 06:44,CUT,"Wise, Aaron",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+5490,2022-06-23 00:33,7649,+6787,2022-06-21 06:44,CUT,"Leishman, Marc",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+5761,2022-06-23 00:33,11019,+5627,2022-06-21 06:44,T25,"Steele, Brendan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+5863,2022-06-23 00:33,12294,+6528,2022-06-21 06:44,T46,"Fleetwood, Tommy",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+6485,2022-06-23 00:33,14609,+8698,2022-06-21 06:44,CUT,"Kim, Si Woo",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+6659,2022-06-23 00:33,17365,+6755,2022-06-21 06:44,T6,"Mitchell, Keith",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+7056,2022-06-23 00:33,11049,+6755,2022-06-21 06:44,T13,"Simpson, Webb",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+7155,2022-06-23 00:33,19870,+7536,2022-06-21 06:44,CUT,"McCarthy, Denny",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+7380,2022-06-23 00:33,9771,+7399,2022-06-21 06:44,CUT,"Day, Jason",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+7536,2022-06-23 00:33,12337,+9720,2022-06-21 06:44,DQ,"Kokrak, Jason",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+8014,2022-06-23 00:33,12425,+9481,2022-06-21 06:44,CUT,"Todd, Brendon",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+8270,2022-06-23 00:33,15575,+9720,2022-06-21 06:44,CUT,"Hoge, Tom",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+8618,2022-06-23 00:33,18103,+11259,2022-06-21 06:44,CUT,"Bezuidenhout, Christiaan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+8717,2022-06-23 00:33,13497,+9720,2022-06-21 06:44,T19,"Lee, Kyounghoon",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+8728,2022-06-23 00:33,14013,+8698,2022-06-21 06:44,CUT,"Tringale, Cameron",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+9045,2022-06-23 00:33,14509,+8186,2022-06-21 06:44,69,"Dahmen, Joel",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+10319,2022-06-23 00:33,7960,+9720,2022-06-21 06:44,T19,"List, Luke",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+10759,2022-06-23 00:33,18634,+11259,2022-06-21 06:44,CUT,"McNealy, Maverick",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+10934,2022-06-23 00:33,16433,+14325,2022-06-21 06:44,T19,"NeSmith, Matthew",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+11889,2022-06-23 00:33,6892,+11259,2022-06-21 06:44,T35,"Howell III, Charles",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+12008,2022-06-23 00:33,24550,+17397,2022-06-21 06:44,CUT,"Ghim, Doug",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+12132,2022-06-23 00:33,13508,+11259,2022-06-21 06:44,CUT,"Vegas, Jhonattan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+12158,2022-06-23 00:33,17786,+14325,2022-06-21 06:44,T56,"Davis, Cameron",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+12170,2022-06-23 00:33,15475,+13304,2022-06-21 06:44,CUT,"Pan, C.T.",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+12761,2022-06-23 00:33,15473,+13304,2022-06-21 06:44,T25,"Long, Adam",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+13294,2022-06-23 00:33,11328,+17397,2022-06-21 06:44,T6,"Kisner, Kevin",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+13297,2022-06-23 00:33,15556,+13304,2022-06-21 06:44,T25,"Hughes, Mackenzie",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+13481,2022-06-23 00:33,13831,+17397,2022-06-21 06:44,CUT,"Knox, Russell",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+13571,2022-06-23 00:33,15330,+13304,2022-06-21 06:44,CUT,"Griffin, Lanto",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+13672,2022-06-23 00:33,18554,+14325,2022-06-21 06:44,T40,"Rai, Aaron",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+14067,2022-06-23 00:33,17536,+23020,2022-06-21 06:44,CUT,"Spaun, J.J.",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+14290,2022-06-23 00:33,12808,+23020,2022-06-21 06:44,CUT,"Grillo, Emiliano",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+14496,2022-06-23 00:33,7399,+14325,2022-06-21 06:44,T70,"Glover, Lucas",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+14542,2022-06-23 00:33,7961,+17397,2022-06-21 06:44,T8,"Reavie, Chez",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+14616,2022-06-23 00:33,13367,+13304,2022-06-21 06:44,CUT,"Merritt, Troy",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+15303,2022-06-23 00:33,23542,+23020,2022-06-21 06:44,CUT,"Champ, Cameron",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+15340,2022-06-23 00:33,12669,+17397,2022-06-21 06:44,CUT,"Lahiri, Anirban",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+15514,2022-06-23 00:33,23014,+18517,2022-06-21 06:44,T2,"Theegala, Sahith",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+15782,2022-06-23 00:33,8480,+17397,2022-06-21 06:44,T25,"Streelman, Kevin",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+16192,2022-06-23 00:33,15980,+17397,2022-06-21 06:44,CUT,"Lipsky, David",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17282,2022-06-23 00:33,21237,+30696,2022-06-21 06:44,CUT,"Hickok, Kramer",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17367,2022-06-23 00:33,12359,+23020,2022-06-21 06:44,T8,"Stallings, Scott",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17490,2022-06-23 00:33,14577,+25564,2022-06-21 06:44,T19,"English, Harris",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17548,2022-06-23 00:33,15470,+17618,2022-06-22 15:46,CUT,"Hossler, Beau",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17559,2022-06-23 00:33,17511,+17397,2022-06-21 06:44,CUT,"Straka, Sepp",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+17662,2022-06-23 00:33,7820,+23020,2022-06-21 06:44,CUT,"Palmer, Ryan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+18013,2022-06-23 00:33,12965,+20613,2022-06-21 06:44,CUT,"Fowler, Rickie",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+18660,2022-06-23 00:33,19477,+17397,2022-06-21 06:44,CUT,"Schenk, Adam",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+18762,2022-06-23 00:33,18187,+17397,2022-06-21 06:44,T46,"Duncan, Tyler",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+19388,2022-06-23 00:33,13997,+23020,2022-06-21 06:44,T25,"Svensson, Adam",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+19480,2022-06-23 00:33,11955,+30696,2022-06-21 06:44,CUT,"Frittelli, Dylan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+19480,2022-06-23 00:33,16333,+18972,2022-06-22 15:46,T46,"Hubbard, Mark",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+20001,2022-06-23 00:33,11374,+30696,2022-06-21 06:44,CUT,"Hahn, James",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+20291,2022-06-23 00:33,21943,+30696,2022-06-21 06:44,T56,"Lebioda, Hank",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+20291,2022-06-23 00:33,18474,+17397,2022-06-21 06:44,CUT,"Smalley, Alex",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+20291,2022-06-23 00:33,5665,+23020,2022-06-21 06:44,T53,"Cink, Stewart",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+20291,2022-06-23 00:33,14704,+23020,2022-06-21 06:44,T46,"Putnam, Andrew",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+21411,2022-06-23 00:33,12920,+51154,2022-06-21 06:44,CUT,"Willett, Danny",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+22160,2022-06-23 00:33,25363,+30696,2022-06-21 06:44,T43,"Buckley, Hayden",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+22843,2022-06-23 00:33,22985,+30696,2022-06-21 06:44,CUT,"Smotherman, Austin",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+22972,2022-06-23 00:33,19865,+23020,2022-06-21 06:44,T8,"Hardy, Nick",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+23109,2022-06-23 00:33,9586,+17397,2022-06-21 06:44,T13,"Laird, Martin",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+23171,2022-06-23 00:33,16394,+51154,2022-06-21 06:44,CUT,"Jaeger, Stephan",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+24490,2022-06-23 00:33,21554,+30696,2022-06-21 06:44,T2,"Poston, J.T.",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+25230,2022-06-23 00:33,13470,+30696,2022-06-21 06:44,T64,"Kizzire, Patton",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+25718,2022-06-23 00:33,25157,+51154,2022-06-21 06:44,T25,"Hodges, Lee",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+27903,2022-06-23 00:33,20519,+51154,2022-06-21 06:44,CUT,"Tarren, Callum",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+28684,2022-06-23 00:33,15016,+51154,2022-06-21 06:44,T53,"Schwab, Matthias",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+28684,2022-06-23 00:33,6986,+30696,2022-06-21 06:44,CUT,"Johnson, Zach",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
0,loss,+30490,2022-06-23 00:33,14698,+51154,2022-06-21 06:44,T56,"Bramlett, Joseph",pinnacle,2022-06-26,Travelers Championship,win,2022,2022,34
