tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw
pga,2022,2022,Travelers Championship,34,"Schauffele, Xander",19895,1,1,TPC River Highlands,503,70,63,1.207,0.312,4.064,1.314,5.69,6.897,283.4,0.857,1.0,1.0,12.729,26.451
pga,2022,2022,Travelers Championship,34,"Schauffele, Xander",19895,1,2,TPC River Highlands,503,70,63,3.411,-0.241,1.383,1.473,2.615,6.026,282.2,0.857,0.833,0.6,43.502,24.613
pga,2022,2022,Travelers Championship,34,"Schauffele, Xander",19895,1,3,TPC River Highlands,503,70,67,1.991,-0.038,0.056,-0.22,-0.202,1.789,291.6,0.857,0.778,0.8,39.512,27.793
pga,2022,2022,Travelers Championship,34,"Schauffele, Xander",19895,1,4,TPC River Highlands,503,70,68,1.332,-0.269,0.17,0.443,0.344,1.676,299.4,0.714,0.889,0.5,41.711,30.491
pga,2022,2022,Travelers Championship,34,"Poston, J.T.",21554,T2,1,TPC River Highlands,503,70,62,2.333,-0.281,4.785,1.06,5.564,7.897,278.7,0.857,0.944,1.0,33.498,17.177
pga,2022,2022,Travelers Championship,34,"Poston, J.T.",21554,T2,2,TPC River Highlands,503,70,70,-0.106,-0.159,-0.709,0.0,-0.868,-0.974,272.7,0.643,0.667,0.857,19.25,26.518
pga,2022,2022,Travelers Championship,34,"Poston, J.T.",21554,T2,3,TPC River Highlands,503,70,67,0.693,-0.024,1.963,-0.843,1.096,1.789,295.8,0.643,0.722,0.4,38.147,26.889
pga,2022,2022,Travelers Championship,34,"Poston, J.T.",21554,T2,4,TPC River Highlands,503,70,64,2.388,1.014,2.133,0.141,3.288,5.676,298.2,0.786,0.889,0.75,25.515,28.81
pga,2022,2022,Travelers Championship,34,"Theegala, Sahith",23014,T2,1,TPC River Highlands,503,70,67,1.869,-1.31,0.855,1.483,1.028,2.897,287.5,0.786,0.778,0.2,26.535,26.901
pga,2022,2022,Travelers Championship,34,"Theegala, Sahith",23014,T2,2,TPC River Highlands,503,70,65,-0.551,1.174,3.161,0.242,4.577,4.026,290.3,0.714,0.889,0.75,52.813,17.684
pga,2022,2022,Travelers Championship,34,"Theegala, Sahith",23014,T2,3,TPC River Highlands,503,70,64,1.1,1.984,0.95,0.755,3.689,4.789,293.5,0.714,0.722,0.857,34.213,27.358
pga,2022,2022,Travelers Championship,34,"Theegala, Sahith",23014,T2,4,TPC River Highlands,503,70,67,1.772,0.813,-0.275,0.366,0.904,2.676,300.5,0.643,0.778,0.8,27.845,30.854
pga,2022,2022,Travelers Championship,34,"Thorbjornsen, Michael",26649,4,1,TPC River Highlands,503,70,68,0.509,-0.635,0.343,1.68,1.388,1.897,287.7,0.857,0.778,0.6,28.048,24.575
pga,2022,2022,Travelers Championship,34,"Thorbjornsen, Michael",26649,4,2,TPC River Highlands,503,70,65,3.888,-0.191,-1.185,1.514,0.138,4.026,302.4,0.857,0.667,0.8,19.714,34.464
pga,2022,2022,Travelers Championship,34,"Thorbjornsen, Michael",26649,4,3,TPC River Highlands,503,70,66,2.429,-0.369,-0.463,1.192,0.36,2.789,304.6,0.643,0.722,0.556,38.53,24.477
