player_name,sample_size,baseline,age,age_adj,true_sg_adj,timing_adj,sg_category_adj,course_history_adj,driving_dist_adj,driving_acc_adj,fit_other_adj,course_fit_total_adj,final_prediction,std_dev,event_name,course_name
"Scheffler, Scottie",150,2.253,26,0.022,0.089,-0.072,-0.009,-0.029,-0.042,0.049,-0.087,-0.080,2.173,2.766,"Travelers Championship","TPC River Highlands"
"McIlroy, Rory",150,2.275,33,-0.001,0.036,0.002,-0.018,-0.006,-0.068,-0.027,-0.080,-0.175,2.113,2.783,"Travelers Championship","TPC River Highlands"
"Cantlay, Patrick",150,1.938,30,0.008,-0.017,-0.035,0.016,0.122,-0.028,0.012,-0.070,-0.085,1.946,2.753,"Travelers Championship","TPC River Highlands"
"Im, Sungjae",150,1.510,24,0.028,0.049,-0.052,0.033,-0.020,-0.009,0.143,-0.062,0.071,1.620,2.770,"Travelers Championship","TPC River Highlands"
"Schauffele, Xander",150,1.723,28,0.013,-0.029,-0.016,-0.133,0.013,-0.028,0.067,-0.067,-0.028,1.544,2.721,"Travelers Championship","TPC River Highlands"
"Bradley, Keegan",150,1.342,36,-0.011,-0.001,0.014,-0.038,0.172,-0.026,0.093,-0.033,0.035,1.513,2.766,"Travelers Championship","TPC River Highlands"
"Burns, Sam",150,1.756,25,0.022,0.018,-0.011,-0.304,0.089,-0.030,-0.044,-0.083,-0.157,1.414,2.815,"Travelers Championship","TPC River Highlands"
"Niemann, Joaquin",150,1.354,23,0.030,0.057,0.018,0.069,0.024,-0.040,-0.072,-0.042,-0.154,1.397,2.723,"Travelers Championship","TPC River Highlands"
"Harman, Brian",150,0.914,35,-0.009,-0.108,0.003,-0.060,0.343,0.024,0.190,-0.041,0.173,1.256,2.708,"Travelers Championship","TPC River Highlands"
"Power, Seamus",150,1.177,35,-0.008,0.052,0.014,-0.031,0.083,-0.014,-0.000,-0.057,-0.072,1.216,2.747,"Travelers Championship","TPC River Highlands"
"Pereira, Mito",150,1.199,27,0.018,0.024,-0.032,-0.035,-0.040,-0.015,0.118,-0.029,0.073,1.207,2.745,"Travelers Championship","TPC River Highlands"
"Finau, Tony",150,1.387,32,-0.000,-0.006,-0.047,-0.014,0.022,-0.026,-0.074,-0.047,-0.147,1.194,2.731,"Travelers Championship","TPC River Highlands"
"Wise, Aaron",150,1.238,26,0.022,0.028,-0.014,-0.035,-0.026,-0.020,0.039,-0.043,-0.024,1.189,2.776,"Travelers Championship","TPC River Highlands"
"Steele, Brendan",150,0.598,39,-0.021,0.006,0.033,0.095,0.330,-0.020,0.073,0.014,0.067,1.108,2.784,"Travelers Championship","TPC River Highlands"
"Spieth, Jordan",150,1.275,28,0.013,-0.082,-0.022,0.087,-0.011,-0.020,-0.090,-0.049,-0.159,1.100,2.794,"Travelers Championship","TPC River Highlands"
