tour,year,season,event_name,event_id,site,ownerships_from,player_name,dg_id,salary,ownership,fin_text,streak_pts,bogey_free_pts,hole_in_one_pts,sub_70_pts,hole_score_pts,finish_pts,total_pts
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Schauffele, Xander",19895,10000,0.1405,1,0,6,0,5,88.0,30,129.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Theegala, Sahith",23014,7300,0.1031,T2,0,3,0,5,92.5,20,120.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Poston, J.T.",21554,6600,0.008,T2,3,6,0,0,87.0,20,116.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Thorbjornsen, Michael",26649,6000,0.0019,4,6,0,0,5,86.5,16,113.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hadley, Chesson",14967,6200,0.0007,5,0,3,0,5,82.5,14,104.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Cantlay, Patrick",15466,10200,0.2349,T13,3,6,0,0,82.5,6,97.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Mitchell, Keith",17365,8200,0.1101,T6,3,0,0,5,76.5,12,96.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Harman, Brian",8825,8600,0.1579,T8,3,0,0,5,79.0,9,96.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Stallings, Scott",12359,6900,0.018,T8,3,3,0,0,79.5,9,94.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"McIlroy, Rory",10091,11000,0.1969,T19,0,3,0,0,83.0,5,91.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"List, Luke",7960,7300,0.0386,T19,3,3,0,0,80.0,5,91.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kisner, Kevin",11328,7500,0.0452,T6,0,0,0,0,79.0,12,91.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Reavie, Chez",7961,7200,0.0364,T8,0,0,0,5,76.0,9,90.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Finau, Tony",11676,9500,0.1027,T13,3,0,0,5,74.0,6,88.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hardy, Nick",19865,7100,0.0455,T8,3,0,0,0,75.5,9,87.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Huh, John",14606,6800,0.0192,T13,3,0,0,5,71.5,6,85.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Simpson, Webb",11049,8500,0.0969,T13,0,6,0,0,73.0,6,85.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"McGirt, William",12477,6100,0.0003,T8,3,0,0,0,72.5,9,84.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Long, Adam",15473,7000,0.0569,T25,3,3,0,0,72.5,4,82.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Lee, K.H.",13497,7600,0.0662,T19,3,0,0,0,74.5,5,82.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Laird, Martin",9586,6900,0.0051,T13,0,3,0,0,73.0,6,82.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Scheffler, Scottie",18417,11200,0.2095,T13,0,3,0,0,72.0,6,81.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Bradley, Keegan",13872,9400,0.1168,T19,3,0,0,5,68.0,5,81.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hodges, Lee",25157,6400,0.0063,T25,0,6,0,0,70.0,4,80.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Armour, Ryan",8469,0,0.0,T25,0,0,0,0,76.0,4,80.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"English, Harris",14577,7600,0.0331,T19,0,0,0,0,73.5,5,78.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Steele, Brendan",11019,7700,0.168,T25,3,0,0,5,66.5,4,78.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"NeSmith, Matthew",16433,7200,0.0633,T19,3,3,0,0,67.5,5,78.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Streb, Robert",14852,6300,0.0064,T35,0,0,0,5,71.0,2,78.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Davis, Cam",17786,7500,0.0649,T56,3,0,0,0,75.0,0,78.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Blixt, Jonas",8182,6000,0.0006,T56,3,0,0,0,74.5,0,77.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Haas, Bill",7900,6100,0.0069,T25,0,0,0,0,73.0,4,77.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Streelman, Kevin",8480,7200,0.0442,T25,0,0,0,0,73.0,4,77.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hughes, Mackenzie",15556,7400,0.0794,T25,0,3,0,0,69.5,4,76.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Lashley, Nate",10943,6500,0.008,T25,0,0,0,5,66.5,4,75.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Svensson, Adam",13997,6800,0.0375,T25,0,3,0,0,68.0,4,75.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Power, Seamus",10104,9100,0.1056,T25,0,0,0,0,70.0,4,74.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Howell III, Charles",6892,7200,0.0241,T35,0,3,0,0,68.0,2,73.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Wolff, Matthew",25919,6800,0.0121,T40,0,0,0,0,71.0,2,73.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Buckley, Hayden",25363,6500,0.0163,T43,0,3,0,0,67.5,1,71.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Fleetwood, Tommy",12294,9200,0.0675,T46,3,0,0,0,67.5,1,71.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Gligic, Michael",13404,6200,0.0007,T40,0,0,0,0,69.0,2,71.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Gotterup, Christopher",27774,6400,0.0,T35,0,0,0,0,68.5,2,70.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Clark, Wyndham",23604,6700,0.0309,T35,0,0,0,0,68.5,2,70.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Ryder, Sam",16715,6200,0.0085,T35,0,0,0,0,67.5,2,69.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Cook, Austin",18579,6300,0.0023,63,3,0,0,0,64.5,0,67.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kizzire, Patton",13470,6700,0.01,T64,0,0,0,0,67.0,0,67.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Varner III, Harold",16602,9000,0.075,T43,0,0,0,0,66.0,1,67.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Putnam, Andrew",14704,6600,0.0187,T46,3,3,0,0,60.0,1,67.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hubbard, Mark",16333,0,0.0,T46,3,3,0,0,60.0,1,67.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Wallace, Matt",20706,6700,0.0142,T46,0,0,0,0,66.0,1,67.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Rai, Aaron",18554,7400,0.063,T40,3,0,0,0,61.5,2,66.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Novak, Andrew",23475,6300,0.0014,T46,3,0,0,0,61.0,1,65.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Duncan, Tyler",18187,6400,0.0349,T46,0,0,0,0,63.0,1,64.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Cink, Stewart",5665,7000,0.0193,T53,0,0,0,0,63.0,0,63.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Shindler, Conrad",17274,6000,0.0048,T43,0,0,0,0,61.0,1,62.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Barjon, Paul",16566,6100,0.003,T53,0,0,0,0,61.5,0,61.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Higgs, Harry",14140,6300,0.0034,T70,3,0,0,0,56.5,0,59.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Donald, Luke",4163,6400,0.0014,T56,0,0,0,0,59.5,0,59.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Malnati, Peter",14926,6400,0.0074,T64,0,0,0,0,59.0,0,59.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Lebioda, Hank",21943,6500,0.0321,T56,0,0,0,0,58.0,0,58.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Silverman, Ben",17381,6100,0.0002,T46,0,0,0,0,56.5,1,57.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Glover, Lucas",7399,6800,0.0479,T70,3,0,0,0,53.5,0,56.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Tway, Kevin",13127,6300,0.0023,67,0,0,0,0,56.0,0,56.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Moore, Taylor",21944,6300,0.0035,T56,0,0,0,0,55.0,0,55.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Riley, Davis",19872,8900,0.1941,T64,0,0,0,0,55.0,0,55.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Schwab, Matthias",15016,6500,0.0168,T53,0,0,0,0,54.0,0,54.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Dahmen, Joel",14509,7700,0.1363,69,0,0,0,0,53.5,0,53.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Bramlett, Joseph",14698,6700,0.0049,T56,0,0,0,0,53.5,0,53.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hoffmann, Morgan",14082,6000,0.0013,68,0,0,0,0,53.5,0,53.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kraft, Kelly",15852,6200,0.0027,T56,0,0,0,0,53.0,0,53.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Sloan, Roger",14050,6300,0.001,CUT,3,0,0,0,35.5,0,38.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Pereira, Mito",19455,8700,0.1691,CUT,3,0,0,0,35.0,0,38.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Gutschewski, Scott",7305,6100,0.0016,CUT,0,0,0,0,36.0,0,36.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Piercy, Scott",7899,6900,0.0032,CUT,3,0,0,0,31.5,0,34.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Skinns, David",10873,6200,0.0004,CUT,0,0,0,0,34.0,0,34.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Sigg, Greyson",23482,6400,0.0018,CUT,0,0,0,0,34.0,0,34.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Kim, Si Woo",14609,7600,0.0978,CUT,0,0,0,0,33.5,0,33.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Spieth, Jordan",14636,9900,0.1438,CUT,0,3,0,0,30.0,0,33.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Thompson, Curtis",19395,6100,0.0005,CUT,3,0,0,0,30.0,0,33.0
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Griffin, Lanto",15330,7100,0.062,CUT,0,0,0,0,32.5,0,32.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Todd, Brendon",12425,7900,0.124,CUT,0,0,0,0,32.5,0,32.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Hickok, Kramer",21237,6700,0.0153,CUT,0,0,0,0,32.5,0,32.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Whaley, Vince",25908,6400,0.0,CUT,0,0,0,0,31.5,0,31.5
pga,2022,2022,Travelers Championship,34,draftkings,PGA TOUR $1M Pitch + Putt [$250K to 1st],"Willett, Danny",12920,6900,0.0042,CUT,3,0,0,0,28.0,0,31.0
