player_name,sample_size,DG_odds,bet365_odds,bet365_ev,whill_odds,whill_ev,fanduel_odds,fanduel_ev,draftkings_odds,draftkings_ev,pinnacle_odds,pinnacle_ev,betcris_odds,betcris_ev,betfair_odds,betfair_ev,betonline_odds,betonline_ev,betmgm_odds,betmgm_ev,betway_odds,betway_ev,bovada_odds,bovada_ev,circa_odds,circa_ev,pointsbet_odds,pointsbet_ev,skybet_odds,skybet_ev,unibet_odds,unibet_ev
"Im, Sungjae",150,+1322,+1800,0.336,+2000,0.477,+1600,0.196,+1600,0.196,+1800,0.336,+1135,-0.131,+1600,0.196,+1600,0.196,+1600,0.196,+1800,0.336,+2000,0.477,+1700,0.266,+1600,0.196,+1600,0.196,+1400,0.055
"Matsuyama, Hideki",150,+1757,+1600,-0.085,+1400,-0.192,+1400,-0.192,+1600,-0.085,+1691,-0.036,+1488,-0.145,+1400,-0.192,+1400,-0.192,+1600,-0.085,+1600,-0.085,+1600,-0.085,+1500,-0.138,+1400,-0.192,+1400,-0.192,+1600,-0.085
"Finau, Tony",150,+2015,+1600,-0.196,+1600,-0.196,+1300,-0.338,+1100,-0.433,+1586,-0.203,+1375,-0.303,+1200,-0.385,+1300,-0.338,+1400,-0.291,+1400,-0.291,+1600,-0.196,+1400,-0.291,+1300,-0.338,+1400,-0.291,+1200,-0.385
"Steele, Brendan",150,+3003,+3300,0.096,+3500,0.160,+3400,0.128,+3500,0.160,+3386,0.123,+3200,0.063,+3300,0.096,+3300,0.096,+3500,0.160,+3300,0.096,+3300,0.096,+3500,0.160,+3300,0.096,+3300,0.096,+3300,0.096
"Tringale, Cameron",150,+3319,+2800,-0.152,+2800,-0.152,+2700,-0.181,+1800,-0.444,+2970,-0.102,+3054,-0.077,+2500,-0.239,+3000,-0.093,+2800,-0.152,+2500,-0.239,+3000,-0.093,+2700,-0.181,+2800,-0.152,+2800,-0.152,+2800,-0.152
"Hadwin, Adam",150,+3328,+2500,-0.241,+2200,-0.329,+2000,-0.387,+1800,-0.446,+2598,-0.213,+2751,-0.168,+2000,-0.387,+3000,-0.096,+2500,-0.241,+2000,-0.387,+3300,-0.008,+2900,-0.125,+2000,-0.387,+2200,-0.329,+2500,-0.241
"McNealy, Maverick",150,+3659,+2200,-0.388,+2200,-0.388,+2000,-0.441,+1600,-0.548,+2230,-0.380,+2160,-0.399,+2000,-0.441,+2500,-0.308,+2200,-0.388,+2200,-0.388,+2500,-0.308,+2900,-0.202,+2000,-0.441,+2000,-0.441,+2000,-0.441
"Riley, Davis",150,+3856,+2200,-0.419,+2500,-0.343,+2200,-0.419,+1800,-0.520,+2282,-0.398,+2052,-0.456,+2200,-0.419,+2200,-0.419,+2500,-0.343,+2000,-0.469,+2000,-0.469,+2000,-0.469,+2200,-0.419,+2500,-0.343,+2000,-0.469
"Long, Adam",150,+4234,+3500,-0.169,+3300,-0.215,+3400,-0.192,+2500,-0.400,+4045,-0.044,+3691,-0.125,+3300,-0.215,+4000,-0.054,+3300,-0.215,+3300,-0.215,+3300,-0.215,+4600,0.085,+3300,-0.215,+2800,-0.331,+3500,-0.169
"NeSmith, Matthew",150,+4405,+6000,0.354,+4500,0.021,+5500,0.243,+5000,0.132,+4915,0.113,+4757,0.078,+5000,0.132,+4000,-0.090,+5500,0.243,+5000,0.132,+5000,0.132,+4700,0.066,+5000,0.132,+5000,0.132,+4500,0.021
