date,event_name,player_name,make_cut,first_round_lead,top_30,top_20,top_10,top_5,top_3,win,observed_finish
"Jul 24, 2022","3M Open","Im, Sungjae",0.8158,0.0365,0.62825,0.520075,0.352825,0.22605,0.1585,0.070325,T2
"Jul 24, 2022","3M Open","Matsuyama, Hideki",0.79245,0.0318,0.5827,0.47105,0.311425,0.19445,0.13275,0.05385,WD
"Jul 24, 2022","3M Open","Finau, Tony",0.7844,0.0215,0.573525,0.45625,0.29275,0.178575,0.121075,0.047275,1
"Jul 24, 2022","3M Open","Steele, Brendan",0.735675,0.0219,0.48225,0.369025,0.2221,0.12725,0.083725,0.032225,CUT
"Jul 24, 2022","3M Open","Tringale, Cameron",0.731875,0.0166,0.483825,0.367925,0.22045,0.125575,0.080425,0.02925,CUT
"Jul 24, 2022","3M Open","Hadwin, Adam",0.739575,0.02075,0.485075,0.37015,0.2186,0.1221,0.079925,0.029175,T38
"Jul 24, 2022","3M Open","McNealy, Maverick",0.736525,0.0199,0.47475,0.360075,0.21145,0.118775,0.0754,0.0266,T49
"Jul 24, 2022","3M Open","Riley, Davis",0.70985,0.01585,0.448675,0.3387,0.197725,0.109625,0.068525,0.025275,CUT
"Jul 24, 2022","3M Open","Long, Adam",0.69765,0.014175,0.438925,0.32605,0.187225,0.103425,0.066275,0.023075,T16
"Jul 24, 2022","3M Open","NeSmith, Matthew",0.70635,0.018925,0.433375,0.3215,0.18305,0.101,0.06375,0.0222,T72
"Jul 24, 2022","3M Open","Davis, Cameron",0.69305,0.013,0.4249,0.3142,0.17695,0.097625,0.061575,0.021425,T16
"Jul 24, 2022","3M Open","Kim, Joohyung",0.6961,0.01705,0.41665,0.305675,0.170475,0.092125,0.0581,0.020875,T26
"Jul 24, 2022","3M Open","Theegala, Sahith",0.697675,0.01775,0.421475,0.3113,0.174425,0.09475,0.057725,0.020075,CUT
"Jul 24, 2022","3M Open","Laird, Martin",0.69275,0.0155,0.41225,0.30025,0.16635,0.0887,0.055725,0.0196,CUT
"Jul 24, 2022","3M Open","Poston, J.T.",0.679925,0.01355,0.403025,0.29305,0.163375,0.08815,0.053975,0.01865,T11
