bet_outcome_numeric,bet_outcome_text,close_odds,close_time,dg_id,open_odds,open_time,outcome,player_name,book,event_completed,event_name,market,season,year,event_id
1,paid in full,+1422,2022-07-21 06:50,11676,+1604,2022-07-19 08:33,1,"Finau, Tony",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+1514,2022-07-21 06:50,13562,+1773,2022-07-19 08:33,WD,"Matsuyama, Hideki",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+1807,2022-07-21 06:50,17488,+1804,2022-07-19 08:33,T2,"Im, Sungjae",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+2075,2022-07-21 06:50,19872,+2205,2022-07-19 08:33,CUT,"Riley, Davis",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+2236,2022-07-21 06:50,18634,+2205,2022-07-19 08:33,T49,"McNealy, Maverick",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+2375,2022-07-21 06:50,23014,+2501,2022-07-19 08:33,CUT,"Theegala, Sahith",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+2610,2022-07-21 06:50,13965,+2506,2022-07-19 08:33,T38,"Hadwin, Adam",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+2615,2022-07-21 06:50,17786,+2767,2022-07-19 08:33,T16,"Davis, Cameron",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+3087,2022-07-21 06:50,14013,+2808,2022-07-19 08:33,CUT,"Tringale, Cameron",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+3295,2022-07-21 06:50,24766,+3008,2022-07-19 08:33,T26,"Kim, Joohyung",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+3530,2022-07-21 06:50,11019,+3310,2022-07-19 08:33,CUT,"Steele, Brendan",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+3664,2022-07-21 06:50,13997,+4513,2022-07-19 08:33,CUT,"Svensson, Adam",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+4070,2022-07-21 06:50,21554,+3988,2022-07-19 08:33,T11,"Poston, J.T.",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+4159,2022-07-21 06:50,27774,+5516,2022-07-19 08:33,T31,"Gotterup, Chris",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+4215,2022-07-21 06:50,15473,+3918,2022-07-19 08:33,T16,"Long, Adam",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+4675,2022-07-21 06:50,19865,+4513,2022-07-19 08:33,T58,"Hardy, Nick",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+4973,2022-07-21 06:50,9771,+4513,2022-07-19 08:33,T64,"Day, Jason",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5117,2022-07-21 06:50,16433,+6017,2022-07-19 08:33,T72,"NeSmith, Matthew",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5244,2022-07-21 06:50,9586,+5014,2022-07-19 08:33,CUT,"Laird, Martin",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5284,2022-07-21 06:50,23604,+5516,2022-07-19 08:33,T38,"Clark, Wyndham",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5605,2022-07-21 06:50,7961,+5014,2022-07-19 08:33,T49,"Reavie, Chez",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5759,2022-07-21 06:50,12808,+5516,2022-07-19 08:33,T2,"Grillo, Emiliano",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+5936,2022-07-21 06:50,12425,+6619,2022-07-19 08:33,T64,"Todd, Brendon",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+6085,2022-07-21 06:50,23542,+5516,2022-07-19 08:33,T16,"Champ, Cameron",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+6308,2022-07-21 06:50,15475,+6017,2022-07-19 08:33,T31,"Pan, C.T.",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+6448,2022-07-21 06:50,12965,+5865,2022-07-19 08:33,T38,"Fowler, Rickie",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+6700,2022-07-21 06:50,13367,+6619,2022-07-19 08:33,T49,"Merritt, Troy",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+6842,2022-07-21 06:50,15575,+6619,2022-07-19 08:33,T4,"Hoge, Tom",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+7365,2022-07-21 06:50,11955,+7019,2022-07-19 08:33,CUT,"Frittelli, Dylan",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+7860,2022-07-21 06:50,24550,+7520,2022-07-19 08:33,T16,"Ghim, Doug",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+8491,2022-07-21 06:50,7820,+12038,2022-07-19 08:33,T31,"Palmer, Ryan",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+9148,2022-07-21 06:50,15470,+8525,2022-07-19 08:33,CUT,"Hossler, Beau",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+9303,2022-07-21 06:50,15016,+11963,2022-07-19 08:33,T72,"Schwab, Matthias",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10064,2022-07-21 06:50,20519,+11034,2022-07-19 08:33,T7,"Tarren, Callum",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10442,2022-07-21 06:50,5665,+9528,2022-07-19 08:33,T24,"Cink, Stewart",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10499,2022-07-21 06:50,22985,+13279,2022-07-19 08:33,T24,"Smotherman, Austin",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10599,2022-07-21 06:50,24342,+9528,2022-07-19 08:33,CUT,"Higgo, Garrick",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10603,2022-07-21 06:50,23482,+9528,2022-07-19 08:33,T7,"Sigg, Greyson",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10658,2022-07-21 06:50,14606,+9528,2022-07-19 08:33,CUT,"Huh, John",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10670,2022-07-21 06:50,21237,+12038,2022-07-19 08:33,CUT,"Hickok, Kramer",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10762,2022-07-21 06:50,16394,+11034,2022-07-19 08:33,CUT,"Jaeger, Stephan",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+10837,2022-07-21 06:50,18187,+11034,2022-07-19 08:33,T45,"Duncan, Tyler",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11132,2022-07-21 06:50,12946,+11714,2022-07-19 08:33,T26,"Thompson, Michael",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11410,2022-07-21 06:50,7399,+11034,2022-07-19 08:33,CUT,"Glover, Lucas",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11642,2022-07-21 06:50,13470,+11034,2022-07-19 08:33,T38,"Kizzire, Patton",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11668,2022-07-21 06:50,14704,+12038,2022-07-19 08:33,T11,"Putnam, Andrew",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11738,2022-07-21 06:50,13404,+10651,2022-07-19 08:33,T16,"Gligic, Michael",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+11949,2022-07-21 06:50,10943,+11034,2022-07-19 08:33,CUT,"Lashley, Nate",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+12199,2022-07-21 06:50,14967,+11034,2022-07-19 08:33,10,"Hadley, Chesson",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+12340,2022-07-21 06:50,19477,+11034,2022-07-19 08:33,T54,"Schenk, Adam",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+13504,2022-07-21 06:50,25363,+27582,2022-07-19 08:33,T26,"Buckley, Hayden",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+14307,2022-07-21 06:50,13126,+17053,2022-07-19 08:33,CUT,"Taylor, Nick",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+14418,2022-07-21 06:50,21943,+16889,2022-07-19 08:33,T16,"Lebioda, Hank",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+14425,2022-07-21 06:50,14140,+14045,2022-07-19 08:33,CUT,"Higgs, Harry",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+14518,2022-07-21 06:50,8469,+13041,2022-07-19 08:33,CUT,"Armour, Ryan",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+14645,2022-07-21 06:50,11451,+15047,2022-07-19 08:33,T31,"Garnett, Brice",pinnacle,2022-07-24,3M Open,win,2022,2022,525
0,loss,+15462,2022-07-21 06:50,12920,+14045,2022-07-19 08:33,T7,"Willett, Danny",pinnacle,2022-07-24,3M Open,win,2022,2022,525
