"","Name","ID","Salary","AvgPointsPerGame","fpts","proj_own","ceil","floor","scoring_points","finish_points","total_points","value","projected_ownership","sg_putt_pred","sg_putt_rank","sg_arg_pred","sg_arg_rank","sg_app_pred","sg_app_rank","sg_ott_pred","sg_ott_rank","sg_total_pred","sg_total_rank","distance_pred","distance_rank","accuracy_pred","accuracy_rank","baseline","age","age_adj","true_sg_adj","timing_adj","sg_category_adj","course_history_adj","driving_dist_adj","driving_acc_adj","fit_other_adj","course_fit_total_adj","final_prediction","make_cut","top_20","top_10","top_5","win","odds_per_dollar","residuals","proj_own_avg","course_fit","own_change","adj_own","one","date","tournament"
"96","Bo Van Pelt",23394733,6400,39.97,32.75,0.08,58.5,18.5,43.6,0.6,44.2,-0.35,0.04,-0.228,348,-0.064,241,-0.717,385,-0.621,376,-1.63,386,-7.33,337,-0.016,245,-1.441,47,-0.048,-0.007,-0.082,-0.052,0.033,0.047,-0.031,0.045,0.061,-1.536,0.3106,0.028,0.0084,0.0025,0,0,-0.13,0.06,-1.28,-5.82,0,1,2022-07-24,"3M Open"
"97","Kiradech Aphibarnrat",23394734,6400,43.38,32.69,0.15,57.5,18.5,49.8,1,50.8,-0.11,0.71,-0.035,213,-0.179,344,-0.539,351,-0.314,288,-1.067,331,-7.018,332,0.002,181,-1.066,33,-0.001,0.016,-0.021,0.005,-0.011,0.045,0.004,0.032,0.082,-0.996,0.3876,0.0593,0.0225,0.0085,0.0011,0.17,0.04,0.49,-1.23,-5.52,0,1,2022-07-24,"3M Open"
"98","Brian Gay",23394736,6400,50.59,30.53,0.06,54.5,17.5,44.1,0.6,44.8,-0.33,0.04,0.292,36,0.096,98,-1.001,415,-0.914,407,-1.526,381,-13.052,395,-0.015,242,-1.227,50,-0.059,-0.097,0.001,-0.143,0.005,0.084,-0.03,0.012,0.066,-1.454,0.2994,0.0287,0.0094,0.003,0,0,-0.13,0.05,-0.89,-4.07,0,1,2022-07-24,"3M Open"
"99","Sung Kang",23394738,6400,45.85,30.58,0.32,54,18,46.5,0.7,47.2,-0.24,0.04,-0.129,288,-0.142,321,-0.632,378,-0.471,344,-1.374,369,-4.96,307,-0.004,203,-1.374,35,-0.008,-0.04,-0.015,0.064,-0.046,0.032,-0.008,0.04,0.064,-1.355,0.346,0.0397,0.0145,0.0052,0,0,-0.13,0.15,-1.24,-5.64,0,1,2022-07-24,"3M Open"
"100","Seth Reeves",23394739,6400,45.66,36.84,0.1,62.5,20,50.1,1.1,51.2,-0.1,0.29,-0.261,371,-0.275,401,-0.486,339,0.163,110,-0.858,302,12.094,38,-0.039,323,-1.067,31,0.004,0.031,-0.046,0.22,-0.027,-0.077,-0.077,0.053,-0.102,-0.987,0.4082,0.0634,0.0242,0.0093,0.0011,0.17,0.04,0.21,-1.62,-7.27,0,1,2022-07-24,"3M Open"
"101","Richy Werenski",23394741,6400,38.86,31.86,0.12,56.5,18.5,46.7,0.7,47.4,-0.23,0.21,0.012,186,-0.081,259,-0.618,376,-0.704,384,-1.391,371,-3.185,271,-0.031,294,-1.27,30,0.007,-0.042,-0.08,-0.004,0.038,0.021,-0.061,0.027,-0.013,-1.364,0.3413,0.0375,0.0131,0.0049,6e-04,0.09,-0.04,0.17,-1.22,-5.51,0,1,2022-07-24,"3M Open"
"102","Paul Barjon",23394742,6300,47.52,42.44,0.26,67.5,21.5,54.9,1.5,56.4,0.15,1.48,-0.214,341,-0.412,432,-0.284,266,0.368,42,-0.541,250,11.719,39,-0.007,215,-0.86,29,0.009,0.058,-0.002,0.255,-0.04,-0.075,-0.014,0.051,-0.038,-0.618,0.463,0.0931,0.0382,0.0164,0.0023,0.37,0.27,0.99,-1.53,-6.75,0,1,2022-07-24,"3M Open"
"103","Aaron Baddeley",23394746,6300,58.68,39.69,0.46,64.5,20.5,47.6,0.9,48.5,-0.18,0.8,0.054,158,0.173,49,-0.392,315,-0.964,413,-1.13,341,-7.704,345,-0.069,386,-1.038,41,-0.028,-0.004,-0.027,-0.032,0.025,0.05,-0.135,0,-0.085,-1.189,0.3484,0.0426,0.0152,0.0058,6e-04,0.1,0,0.66,-0.57,-2.56,0,1,2022-07-24,"3M Open"
"104","Ryan Brehm",23394747,6300,49.53,30.31,0.23,54,18,47.6,0.8,48.4,-0.18,0.04,-0.44,414,-0.332,417,-0.433,331,0.146,117,-1.058,329,15.288,22,-0.11,426,-1.432,36,-0.012,0.152,-0.03,0.265,0.006,-0.098,-0.214,0.066,-0.246,-1.297,0.3367,0.0397,0.0145,0.0057,6e-04,0.1,0,0.12,-2.68,-12.06,0,1,2022-07-24,"3M Open"
"105","Brett Drewitt",23394748,6300,43.04,33.68,0.02,58.5,19,45.1,0.7,45.8,-0.27,0.04,-0.181,330,-0.042,219,-0.432,330,-0.637,378,-1.293,363,-3.153,269,-0.033,297,-1.367,31,0.003,0.021,0.043,0.008,-0.04,0.021,-0.064,0.03,-0.014,-1.346,0.3448,0.0341,0.011,0.0039,0,0,-0.1,0.03,-0.97,-4.42,0,1,2022-07-24,"3M Open"
"106","David Hearn",23394749,6300,43.68,34.49,0.07,60,18.5,45,0.7,45.6,-0.28,0.04,-0.126,286,-0.015,192,-0.532,349,-0.933,408,-1.605,384,-21.431,425,0.041,80,-1.344,43,-0.034,-0.02,-0.065,-0.142,0.017,0.138,0.079,0.026,0.243,-1.345,0.3413,0.0361,0.012,0.0047,5e-04,0.08,-0.02,0.05,-0.54,-2.44,0,1,2022-07-24,"3M Open"
"107","Seung-Yul Noh",23394750,6300,51.3,39.98,0.71,66,20.5,51.3,1.2,52.4,-0.04,1.61,0.231,52,0.23,22,-0.158,220,-0.935,409,-0.632,273,2.346,174,-0.093,414,-0.558,31,0.005,0.002,0.003,-0.082,-0.048,-0.015,-0.182,-0.022,-0.219,-0.898,0.431,0.0724,0.0273,0.0109,0.0015,0.24,0.14,1.25,-0.04,-0.11,0,1,2022-07-24,"3M Open"
"108","D.J. Trahan",23394753,6200,39.12,35.71,0.03,61.5,19.5,41.3,0.5,41.8,-0.4,0.04,-0.688,433,-0.182,346,-0.364,301,-0.449,339,-1.684,389,-2.94,266,-0.055,362,-1.585,41,-0.029,-0.028,-0.133,0.092,-0.024,0.019,-0.108,0.068,-0.021,-1.728,0.2564,0.018,0.0052,0.0018,0,0,-0.09,0.04,-1.94,-8.77,0,1,2022-07-24,"3M Open"
"109","Wesley Bryan",23394756,6200,46.9,40.97,0.3,66,21,45.9,0.7,46.6,-0.23,0.46,-0.012,203,0.08,110,-0.097,200,-1.235,425,-1.264,360,-4.955,306,-0.084,404,-0.811,32,0.001,0.024,-0.126,-0.351,-0.04,0.032,-0.164,-0.002,-0.133,-1.436,0.3175,0.0353,0.0128,0.0045,0,0,-0.09,0.4,-0.77,-3.51,0,1,2022-07-24,"3M Open"
"110","K.J. Choi",23394757,6200,54,32.22,0.1,57.5,18.5,44.9,0.7,45.6,-0.26,0.04,-0.251,365,0.001,174,-0.423,326,-1.033,419,-1.706,391,-26.11,433,0.065,33,-1.542,52,-0.064,0.005,0.005,-0.11,-0.007,0.168,0.125,0.029,0.321,-1.392,0.3356,0.0321,0.0098,0.0033,0,0,-0.09,0.06,-0.24,-1.12,0,1,2022-07-24,"3M Open"
"111","Jason Dufner",23394758,6200,37.1,42.18,0.25,67.5,21.5,49.9,1.1,51,-0.07,0.76,-0.406,410,-0.071,248,-0.346,293,-0.318,290,-1.141,348,-9.19,361,0.021,128,-0.965,45,-0.042,-0.034,-0.105,0.006,0.039,0.059,0.04,0.042,0.142,-0.958,0.4167,0.0665,0.0256,0.0101,0.0016,0.26,0.17,0.56,-0.58,-2.52,0,1,2022-07-24,"3M Open"
"112","Nick Watney",23394759,6200,39.9,30.7,0.09,55.35,17.5,43.7,0.6,44.3,-0.31,0.33,-0.162,319,-0.195,353,-0.232,248,-0.976,415,-1.565,383,-0.476,220,-0.076,390,-1.259,41,-0.028,0.007,-0.08,-0.205,0.064,0.003,-0.148,0.03,-0.115,-1.614,0.2976,0.0263,0.0081,0.0026,0,0,-0.09,0.23,-1.83,-8.28,0,1,2022-07-24,"3M Open"
"113","Martin Trainer",23394764,6100,44.11,31.22,0.21,55,18,49.3,1,50.3,-0.08,0.69,0.221,57,-0.022,198,-0.73,390,-0.403,325,-0.934,316,4.314,134,-0.085,405,-1.173,31,0.005,0.065,0.067,0.103,0.019,-0.027,-0.166,0.015,-0.178,-1.092,0.3774,0.0547,0.0213,0.0078,0.0013,0.21,0.1,0.5,-1.48,-6.61,0,1,2022-07-24,"3M Open"
"114","Jonas Blixt",23394765,6100,35.13,31.97,0.08,56.5,18,45.5,0.7,46.2,-0.22,0.04,0.081,136,-0.159,327,-0.973,413,-0.34,301,-1.39,370,-1.934,251,-0.004,202,-1.389,38,-0.018,0.009,-0.075,0.084,-0.057,0.013,-0.008,0.041,0.046,-1.4,0.3155,0.0329,0.0106,0.0037,0,0,-0.11,0.06,-1.49,-6.76,0,1,2022-07-24,"3M Open"
"115","David Skinns",23394769,6100,49.24,39.07,0.29,65,20.5,47.6,0.9,48.4,-0.15,0.26,0.1,127,-0.01,186,-0.284,267,-0.809,397,-1.003,325,0.536,201,-0.082,403,-0.904,40,-0.026,0.062,0.007,-0.141,-0.04,-0.003,-0.159,0.005,-0.158,-1.2,0.3731,0.0478,0.0172,0.0063,8e-04,0.13,0.02,0.27,-1.09,-4.9,0,1,2022-07-24,"3M Open"
"116","Jared Wolfe",23394775,6000,42.21,41.69,0.04,67,21,48.8,1,49.8,-0.08,0.63,-0.255,369,-0.189,349,-0.278,263,-0.25,260,-0.973,320,8.665,61,-0.053,357,-1.103,34,-0.005,0.058,-0.043,0.121,-0.04,-0.055,-0.105,0.039,-0.121,-1.133,0.365,0.0477,0.0168,0.0063,9e-04,0.15,0,0.39,-1.33,-5.98,0,1,2022-07-24,"3M Open"
