"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"220","Kyle Rudolph","NYG","te","10","@LAC","2.7","0","0","0","0","0","0","0","0","0","1.5356","1.1649","9.984","0.0952","0.0126","0.0063","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"221","Zach Gentry","PIT","te","7","@MIN","2.7","0","0","0","0","0","0","0","0","0","1.4805","1.026","11.49","0.0896","0.0106","0.0053","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"222","Patrick Ricard","BLT","rb","8","@CLV","1.5","0","0","0","0","0","0","0.1394","0.5945","0.0041","0.9676","0.7126","5.2566","0.0287","0.0091","0.0045","0.001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"223","Davion Davis","HST","wr","10","SEA","4.3","0","0","0","0","0","0","0","0","0","2.4703","1.6522","20.8852","0.101","0.0188","0.0094","0.0049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"224","Gabriel Davis","BUF","wr","7","@TB","4.3","0","0","0","0","0","0","0.0221","0.1285","0.0006","2.2244","1.2566","22.3459","0.1266","0.0161","0.008","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"225","Jimmy Graham","CHI","te","10","@GB","2.5","0","0","0","0","0","0","0","0","0","1.5091","1.023","9.9729","0.0805","0.014","0.007","0.0055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"226","Anthony Firkser","TEN","te","13","JAX","2.5","0","0","0","0","0","0","0","0","0","1.3098","0.9276","9.9056","0.0983","0.0079","0.0039","0.0017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"227","Dare Ogunbowale","JAX","rb","7","@TEN","1.3","0","0","0","0","0","0","0.2165","0.8538","0.0046","0.8206","0.6124","4.9692","0.0174","0.0107","0.0054","0.0007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"228","Chris Moore","HST","wr","10","SEA","4.2","0","0","0","0","0","0","0","0","0","2.4703","1.7772","19.0368","0.0852","0.0194","0.0097","0.0051","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"229","Keith Smith","ATL","rb","6","@CAR","1.2","0","0","0","0","0","0","0.3556","1.434","0.0103","0.6888","0.5313","4.0361","0.0164","0.0087","0.0043","0.0011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
