team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
CAR,5,12,380,7,48,380,89.9,66,11
TB,30,12,544,21,66,544,89.8,99,12
PHI,24,12,425,6,66,425,89.6,80,8
JAX,15,12,460,15,57,460,89.1,86,14
BLT,3,12,417,6,58,417,89.0,78,14
GB,12,13,472,10,67,472,88.7,92,15
SF,28,12,418,17,65,418,88.0,91,9
PIT,25,12,481,17,73,481,87.7,104,14
NO,20,13,470,20,67,470,87.6,102,15
ATL,2,13,350,13,52,350,87.0,78,13
DAL,9,12,395,27,67,395,86.6,100,6
CIN,7,12,503,23,68,503,86.6,113,22
BUF,4,12,519,16,104,519,86.1,132,12
DET,11,12,434,24,74,434,85.9,110,12
DEN,10,12,462,19,75,462,85.9,112,18
KC,16,12,528,23,102,528,85.9,137,12
MIA,17,12,468,23,86,468,85.8,121,12
NYJ,22,12,475,18,89,475,85.8,121,14
CLV,8,12,437,23,72,437,85.5,111,16
LAC,27,12,564,36,102,564,85.1,153,15
ARZ,1,12,535,15,110,535,85.0,143,18
NE,19,12,416,9,76,416,84.5,107,22
SEA,29,12,446,25,73,446,84.1,120,22
LV,23,13,485,28,102,485,83.9,143,13
NYG,21,12,428,18,79,428,83.8,118,21
IND,14,13,541,28,93,541,83.8,148,27
CHI,6,13,383,13,81,383,83.0,112,18
HST,13,12,451,26,91,451,82.8,136,19
MIN,18,12,497,40,84,497,82.7,148,24
WAS,32,13,502,32,101,502,81.6,159,26
TEN,31,12,348,22,71,348,81.5,111,18
LA,26,13,499,35,90,499,80.9,158,33
