player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Davante Adams,8688,WR,LV,13,132,0,23,0,-1.4,5,100.0,,0,0,0.0,0,2,0,90.9,76.5,0,16,2.6,1,39,5,84.6,33,136.3,5,3.8,1,36,43,8.6,7.2,1.09,9.2,8,85.7,66.7,2,3,0.0,0,19,0,90.4,92.4,2,45,0.6,1,155,30,92.3,143,119.4,35,26.5,3,403,168,5.6,13.4,2.82
Tyreek Hill,10799,WR,MIA,12,127,0,17,0,-2.0,3,85.7,,0,0,7.7,1,2,0,78.3,91.7,0,18,0.0,0,29,12,86.2,25,87.2,14,11.0,0,69,94,7.8,5.8,2.76,10.5,3,79.2,80.0,4,5,2.6,1,23,1,90.6,93.8,0,39,0.0,0,170,38,95.9,163,117.9,48,37.8,1,510,214,5.6,13.4,3.13
Stefon Diggs,9579,WR,BUF,12,124,0,4,0,-2.0,4,100.0,,0,0,0.0,0,4,0,92.1,83.2,0,13,0.0,0,31,12,100.0,31,83.3,12,9.7,0,48,72,6.0,4.0,1.55,8.5,3,80.0,80.0,4,5,6.7,2,15,0,45.2,90.6,0,53,0.0,0,154,28,98.1,151,111.3,35,28.2,0,375,160,5.7,13.4,2.48
Justin Jefferson,61398,WR,MIN,12,120,0,18,0,-1.6,0,100.0,,0,0,0.0,0,1,0,91.1,71.8,0,14,0.0,0,49,7,93.9,46,91.1,7,5.8,0,41,52,7.4,5.9,0.89,11.7,3,85.3,85.7,6,7,6.5,2,17,0,74.7,90.9,0,64,0.0,0,154,29,91.6,141,128.6,34,28.3,1,483,193,6.7,16.7,3.43
Travis Kelce,7844,TE,KC,12,106,0,16,0,-2.1,5,90.9,,0,0,9.1,1,4,0,57.1,84.1,0,18,7.0,3,43,10,88.4,38,116.3,11,10.4,1,51,74,7.4,5.1,1.34,7.7,12,76.0,37.5,3,8,5.0,2,27,1,73.7,90.6,0,46,0.5,1,215,38,93.5,201,123.0,50,47.2,3,451,187,4.9,11.9,2.24
CeeDee Lamb,61570,WR,DAL,12,105,0,9,0,-2.1,2,85.7,,0,0,0.0,0,0,0,90.9,50.8,0,13,0.0,0,27,6,96.3,26,84.5,7,6.7,0,30,42,7.0,5.0,1.15,11.4,3,67.9,50.0,6,12,2.7,1,27,0,76.6,84.4,3,30,0.0,0,228,36,94.7,216,82.2,53,50.5,1,519,162,4.5,14.4,2.4
Michael Pittman Jr.,29049,WR,IND,12,104,0,14,0,-2.8,0,100.0,100.0,1,1,0.0,0,0,0,90.6,45.1,0,10,0.0,0,42,4,90.5,38,79.2,4,3.8,0,9,20,5.0,2.3,0.24,6.9,3,73.3,62.5,5,8,4.3,1,16,0,90.3,71.5,2,26,0.0,0,132,22,92.4,122,71.7,30,28.8,0,261,121,5.5,11.9,2.14
Diontae Johnson,33441,WR,PIT,12,102,0,25,0,-3.7,0,100.0,,0,0,0.0,0,2,0,39.4,55.5,0,14,0.0,0,35,7,91.4,32,85.7,7,6.9,0,32,58,8.3,4.6,1.0,3.9,0,62.5,0.0,0,1,16.7,2,3,0,54.7,64.7,2,14,0.0,0,58,10,94.8,55,30.5,16,15.7,0,61,46,4.6,6.1,1.11
Austin Ekeler,12164,HB,LAC,12,100,0,27,0,-5.0,10,88.5,,0,0,8.0,2,8,1,69.3,93.9,0,21,7.1,3,42,23,88.1,37,105.8,26,26.0,1,164,279,12.1,7.1,4.43,1.6,1,50.0,,0,0,28.6,2,0,0,74.2,72.5,0,7,0.0,0,39,5,97.4,38,56.3,10,10.0,0,19,17,3.4,3.8,0.5
Amari Cooper,9437,WR,CLV,12,100,0,8,0,-2.3,2,100.0,,0,0,0.0,0,1,0,90.2,53.7,0,9,0.0,0,36,4,97.2,35,79.2,4,4.0,0,11,20,5.0,2.8,0.31,13.0,2,75.0,50.0,3,6,0.0,0,15,0,72.0,83.6,0,45,0.0,0,109,18,96.3,105,152.3,24,24.0,3,277,79,4.4,15.4,2.64
