player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Justin Jefferson,61398,WR,MIN,15,167,0,18,0,-1.2,0,100.0,,0,0,0.0,0,3,0,92.1,76.2,0,17,0.0,0,65,12,93.8,61,91.7,12,7.2,0,72,86,7.2,6.0,1.18,11.8,5,83.7,75.0,9,12,4.7,2,26,0,88.0,92.0,0,64,0.0,0,199,41,92.0,183,125.6,49,29.3,1,695,278,6.8,17.0,3.8
Tyreek Hill,10799,WR,MIA,15,155,0,17,0,-1.8,3,88.2,100.0,1,1,6.3,1,2,0,86.6,91.0,0,18,0.0,0,34,15,88.2,30,86.5,17,11.0,0,81,109,7.3,5.4,2.7,10.6,4,73.3,62.5,5,8,4.3,2,26,1,90.5,93.5,1,39,0.0,0,210,44,95.7,201,100.5,60,38.7,1,557,224,5.1,12.7,2.77
Davante Adams,8688,WR,LV,15,149,0,23,0,-1.4,5,100.0,,0,0,0.0,0,2,0,90.9,74.1,0,16,2.3,1,43,5,83.7,36,136.3,5,3.4,1,36,43,8.6,7.2,1.0,9.2,8,81.6,50.0,2,4,3.1,1,20,0,87.1,91.3,2,45,0.6,1,173,31,93.1,161,116.4,38,25.5,3,414,175,5.6,13.4,2.57
Stefon Diggs,9579,WR,BUF,15,139,0,4,0,-1.8,4,100.0,,0,0,0.0,0,4,0,92.3,79.6,0,13,0.0,0,36,13,97.2,35,82.4,13,9.4,0,49,73,5.6,3.8,1.4,8.7,3,74.4,66.7,4,6,5.9,2,16,0,48.4,89.4,0,53,0.0,0,198,32,96.0,190,104.5,43,30.9,0,417,192,6.0,13.0,2.19
Travis Kelce,7844,TE,KC,15,133,0,16,0,-2.2,5,91.7,,0,0,8.3,1,4,0,61.5,75.7,0,18,7.1,4,56,11,87.5,49,114.9,12,9.0,1,59,85,7.7,5.4,1.2,7.9,13,77.8,50.0,5,10,5.8,3,34,1,75.7,90.9,0,52,0.7,2,268,49,93.3,250,123.6,63,47.4,3,621,267,5.4,12.7,2.48
CeeDee Lamb,61570,WR,DAL,15,129,0,9,0,-2.3,2,88.9,,0,0,0.0,0,1,0,91.4,59.1,0,13,0.0,0,33,8,97.0,32,83.8,9,7.0,0,37,55,6.9,4.6,1.16,10.8,3,76.1,60.0,9,15,1.8,1,37,0,88.6,85.5,3,39,0.0,0,311,54,95.5,297,101.8,71,55.0,2,759,234,4.3,14.1,2.56
Diontae Johnson,33441,WR,PIT,15,127,0,25,0,-3.4,0,100.0,,0,0,0.0,0,2,0,45.7,54.1,0,14,0.0,0,41,8,90.2,37,85.4,8,6.3,0,36,63,7.9,4.5,0.97,5.5,4,75.0,50.0,1,2,10.0,2,9,0,59.4,72.8,2,14,0.0,0,75,18,94.7,71,54.5,24,18.9,0,142,58,3.2,7.9,2.0
D.K. Metcalf,47864,WR,SEA,15,126,0,29,0,-1.0,1,75.0,,0,0,25.0,1,0,1,27.1,26.7,0,4,0.0,0,31,3,93.5,29,77.1,4,3.2,0,-3,3,1.0,-1.0,-0.1,13.2,0,57.9,60.0,3,5,8.3,1,6,1,83.3,82.6,0,23,0.0,0,91,11,96.7,88,110.2,19,15.1,2,113,19,1.7,10.3,1.28
Amon-Ra St. Brown,84470,WR,DET,14,125,0,11,0,-2.8,0,92.3,,0,0,0.0,0,6,0,92.3,91.7,0,13,0.0,0,47,12,95.7,45,97.8,13,10.4,0,97,131,10.9,8.1,2.16,5.0,4,77.9,25.0,2,8,7.0,4,29,0,88.4,91.2,0,29,0.4,1,268,53,94.0,252,102.6,68,54.4,1,507,255,4.8,9.6,2.01
Michael Pittman Jr.,29049,WR,IND,14,125,0,14,0,-2.1,0,100.0,100.0,1,1,0.0,0,0,0,91.6,47.1,0,10,0.0,0,50,8,92.0,46,79.2,8,6.4,0,14,31,3.9,1.8,0.3,6.6,3,76.5,62.5,5,8,3.7,1,17,0,90.7,72.0,2,26,0.0,0,155,26,93.5,145,76.0,34,27.2,0,283,125,4.8,10.9,1.95
