id,player,team,opponent,position,salary,ownership
85186-86997,Amon-Ra St. Brown,DET,CHI,WR,8200,27.3
85186-111540,Rhamondre Stevenson,NE,MIA,RB,7000,22.6
85186-55050,Christian McCaffrey,SF,LV,RB,9500,22.6
85186-91591,Justin Fields,CHI,DET,QB,8400,14.7
85186-85671,Justin Jefferson,MIN,GB,WR,9200,14.0
85186-64401,Saquon Barkley,NYG,IND,RB,9200,13.6
85186-41872,Evan Engram,JAC,HOU,TE,5800,12.7
85186-71845,Miles Sanders,PHI,NO,RB,6800,12.6
85186-103564,Garrett Wilson,NYJ,SEA,WR,7300,12.5
85186-63634,Jakobi Meyers,NE,MIA,WR,6700,12.3
85186-40687,James Conner,ARI,ATL,RB,8000,10.8
85186-91047,Cole Kmet,CHI,DET,TE,5300,10.7
85186-33076,Travis Kelce,KC,DEN,TE,8300,10.3
85186-90562,Brian Robinson Jr.,WAS,CLE,RB,6900,10.3
85186-103342,Kenneth Walker III,SEA,NYJ,RB,6700,10.3
85186-12549,San Francisco 49ers,SF,LV,D,5000,10.1
85186-57439,Patrick Mahomes,KC,DEN,QB,9000,9.7
85186-27050,Tyler Lockett,SEA,NYJ,WR,6000,9.3
85186-6894,Aaron Rodgers,GB,MIN,QB,7100,9.2
85186-85798,Brandon Aiyuk,SF,LV,WR,6600,8.8
85186-60858,Christian Kirk,JAC,HOU,WR,6900,8.7
85186-54140,Dalvin Cook,MIN,GB,RB,8300,8.3
85186-55987,JuJu Smith-Schuster,KC,DEN,WR,6800,8.2
85186-38435,Jared Goff,DET,CHI,QB,7400,8.0
85186-56809,Allen Lazard,GB,MIN,WR,6200,8.0
85186-90428,Tyler Allgeier,ATL,ARI,RB,6700,7.9
85186-72731,Josh Jacobs,LV,SF,RB,8500,7.8
85186-40442,Aaron Jones,GB,MIN,RB,7600,7.5
85186-72846,A.J. Brown,PHI,NO,WR,8400,7.5
85186-12536,Kansas City Chiefs,KC,DEN,D,4300,7.4
85186-90576,DeVonta Smith,PHI,NO,WR,7800,7.3
85186-92575,Isiah Pacheco,KC,DEN,RB,6300,7.0
85186-54608,Jerick McKinnon,KC,DEN,RB,6800,7.0
85186-85607,Brock Purdy,SF,LV,QB,7000,6.8
85186-71706,T.J. Hockenson,MIN,GB,TE,7000,6.8
85186-53562,Nick Chubb,CLE,WAS,RB,7800,6.4
85186-45889,Davante Adams,LV,SF,WR,8500,6.3
85186-53681,Tyreek Hill,MIA,NE,WR,9000,6.2
85186-90573,Jaylen Waddle,MIA,NE,WR,7700,6.2
85186-16606,DeAndre Hopkins,ARI,ATL,WR,8100,5.9
85186-169776,Christian Watson,GB,MIN,WR,7600,5.8
85186-39793,George Kittle,SF,LV,TE,7400,5.8
85186-52917,DJ Chark Jr.,DET,CHI,WR,6000,5.7
85186-42104,Alvin Kamara,NO,PHI,RB,7300,5.6
85186-91598,D'Andre Swift,DET,CHI,RB,7100,5.5
85186-103252,Zonovan Knight,NYJ,SEA,RB,6400,5.4
85186-41305,Zay Jones,JAC,HOU,WR,6300,5.3
85186-12525,Atlanta Falcons,ATL,ARI,D,3900,5.3
85186-89956,Travis Etienne Jr.,JAC,HOU,RB,7700,5.3
85186-12541,New England Patriots,NE,MIA,D,4000,5.2
85186-89951,Trevor Lawrence,JAC,HOU,QB,7800,5.1
85186-12537,Las Vegas Raiders,LV,SF,D,3000,5.0
85186-83074,Dallas Goedert,PHI,NO,TE,6000,5.0
85186-73048,DK Metcalf,SEA,NYJ,WR,7600,4.8
85186-40647,Marquez Valdes-Scantling,KC,DEN,WR,5500,4.8
85186-73273,David Montgomery,CHI,DET,RB,7500,4.8
85186-12552,Washington Commanders,WAS,CLE,D,3900,4.8
85186-55635,Chris Godwin,TB,CAR,WR,7600,4.7
85186-12544,New York Jets,NYJ,SEA,D,4100,4.7
85186-45631,Jamaal Williams,DET,CHI,RB,6600,4.7
85186-12542,New Orleans Saints,NO,PHI,D,3200,4.5
85186-53097,Josh Reynolds,DET,CHI,WR,5400,4.5
85186-69213,Michael Pittman Jr.,IND,NYG,WR,7200,4.4
85186-31001,Amari Cooper,CLE,WAS,WR,7100,4.4
85186-94370,Romeo Doubs,GB,MIN,WR,5900,4.4
85186-63043,D.J. Moore,CAR,TB,WR,7000,4.3
85186-12535,Indianapolis Colts,IND,NYG,D,4000,4.3
85186-12551,Tampa Bay Buccaneers,TB,CAR,D,4200,4.3
85186-86687,Marquise Brown,ARI,ATL,WR,6900,4.3
85186-12529,Cleveland Browns,CLE,WAS,D,3700,4.3
85186-12553,Carolina Panthers,CAR,TB,D,3500,4.2
85186-22038,Kirk Cousins,MIN,GB,QB,7600,4.2
85186-39716,Adam Thielen,MIN,GB,WR,6300,4.1
85186-12543,New York Giants,NYG,IND,D,4700,4.0
85186-93107,AJ Dillon,GB,MIN,RB,7200,4.0
85186-57403,Courtland Sutton,DEN,KC,WR,6800,4.0
85186-70027,Zack Moss,IND,NYG,RB,6900,3.9
85186-137902,Rachaad White,TB,CAR,RB,6800,3.9
85186-14257,Randall Cobb,GB,MIN,WR,5400,3.9
85186-90561,Jerry Jeudy,DEN,KC,WR,7000,3.9
85186-87770,Chris Olave,NO,PHI,WR,6800,3.8
85186-52922,Leonard Fournette,TB,CAR,RB,7000,3.8
85186-32384,Mike Evans,TB,CAR,WR,7500,3.8
85186-61798,Gardner Minshew,PHI,NO,QB,7500,3.7
85186-61593,Jauan Jennings,SF,LV,WR,5500,3.7
85186-12545,Philadelphia Eagles,PHI,NO,D,4400,3.6
85186-30733,Cordarrelle Patterson,ATL,ARI,RB,5900,3.6
85186-170287,Rashid Shaheed,NO,PHI,WR,5600,3.6
85186-56250,Terry McLaurin,WAS,CLE,WR,7400,3.5
85186-26483,Geno Smith,SEA,NYJ,QB,7100,3.5
85186-12546,Arizona Cardinals,ARI,ATL,D,3900,3.5
85186-112745,Drake London,ATL,ARI,WR,6700,3.4
85186-12556,Houston Texans,HOU,JAC,D,3100,3.4
85186-12550,Seattle Seahawks,SEA,NYJ,D,4800,3.4
85186-55830,D'Onta Foreman,CAR,TB,RB,6500,3.4
85186-55552,Jeff Wilson Jr.,MIA,NE,RB,6000,3.4
85186-83081,Chase Edmonds,DEN,KC,RB,4500,3.4
85186-70051,Tyler Huntley,BAL,PIT,QB,6600,3.2
85186-28744,Raheem Mostert,MIA,NE,RB,6600,3.1
85186-33047,Chris Moore,HOU,JAC,WR,5600,3.1
85186-29501,Brandin Cooks,HOU,JAC,WR,6400,3.1
85186-55165,Justin Jackson,DET,CHI,RB,5400,3.1
85186-54879,Deshaun Watson,CLE,WAS,QB,6700,3.1
85186-53498,Richie James Jr.,NYG,IND,WR,5700,3.0
85186-55335,David Njoku,CLE,WAS,TE,5600,3.0
85186-55970,Royce Freeman,HOU,JAC,RB,5900,3.0
85186-34331,Latavius Murray,DEN,KC,RB,6700,3.0
85186-12539,Miami Dolphins,MIA,NE,D,4100,3.0
85186-72412,Khalil Herbert,CHI,DET,RB,5500,3.0
85186-93055,Isaiah Hodgins,NYG,IND,WR,6200,3.0
85186-93539,Michael Carter,NYJ,SEA,RB,6100,3.0
85186-63855,K.J. Osborn,MIN,GB,WR,5900,3.0
85186-56698,Dante Pettis,CHI,DET,WR,5200,3.0
85186-22103,Marvin Jones Jr.,JAC,HOU,WR,5200,2.9
85186-45229,Kareem Hunt,CLE,WAS,RB,5500,2.9
85186-12554,Jacksonville Jaguars,JAC,HOU,D,4500,2.9
85186-45439,Corey Davis,NYJ,SEA,WR,5500,2.9
85186-88575,Elijah Moore,NYJ,SEA,WR,5300,2.8
85186-87467,Chuba Hubbard,CAR,TB,RB,6400,2.8
85186-63519,Daniel Jones,NYG,IND,QB,7300,2.8
85186-6498,Tom Brady,TB,CAR,QB,7200,2.8
85186-92020,Kenny Pickett,PIT,BAL,QB,6600,2.7
85186-12547,Pittsburgh Steelers,PIT,BAL,D,3800,2.6
85186-63819,Darius Slayton,NYG,IND,WR,6300,2.6
