player,player_id,position,team_name,player_game_count,assists,avg_depth_of_tackle,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,missed_tackle_rate,missed_tackles,penalties,run_stop_opp,snap_counts_run,stop_percent,stops,tackles
Calais Campbell,4364,ED,ATL,2,0,2.0,0,0,2,40.6,63.5,80.8,58.9,72.1,28.5,20.0,1,0,28,28,14.3,4,4
Brandon Graham,5538,ED,PHI,2,0,,0,0,24,70.4,72.0,79.4,63.7,60.6,69.6,,0,0,6,6,0.0,0,0
Kareem Jackson,5545,S,DEN,2,0,,0,0,10,70.8,62.5,0.0,,53.0,58.9,,0,2,31,32,0.0,0,0
Jerry Hughes,5556,ED,HST,2,0,4.5,0,0,13,60.0,49.1,80.7,51.4,51.0,71.7,0.0,0,0,15,16,6.7,1,2
Al Woods,5646,DI,NYJ,2,1,-1.0,0,0,22,,62.5,78.6,56.1,64.0,69.8,0.0,0,0,30,32,3.3,1,1
Patrick Peterson,6157,CB,PIT,2,1,6.0,1,0,25,63.2,63.8,79.7,,62.4,29.6,0.0,0,1,62,65,0.0,0,2
Cameron Jordan,6176,ED,NO,2,3,3.8,0,0,20,62.0,80.7,81.8,69.6,78.6,77.1,0.0,0,0,30,31,10.0,3,5
Cameron Heyward,6183,DI,PIT,1,0,,0,0,25,,56.9,72.7,62.2,54.5,,,0,0,4,5,0.0,0,0
Justin Houston,6222,ED,CAR,2,1,,0,0,5,76.4,72.3,78.3,65.7,61.9,75.2,0.0,0,0,20,21,0.0,0,0
Lawrence Guy Sr.,6385,DI,NE,2,3,1.5,0,0,19,,64.8,78.4,50.0,72.5,71.4,0.0,0,0,27,28,7.4,2,2
Stephon Gilmore,7016,CB,DAL,2,0,,0,0,9,65.6,67.7,78.8,,73.5,81.9,,0,1,30,30,0.0,0,0
Fletcher Cox,7018,DI,PHI,2,0,3.5,0,0,24,,63.1,25.7,64.7,63.0,70.9,0.0,0,1,21,21,4.8,1,4
Bobby Wagner,7050,LB,SEA,2,3,2.1,0,0,29,55.1,80.4,77.7,61.9,91.3,82.3,5.6,1,0,66,67,18.2,12,14
Lavonte David,7060,LB,TB,2,0,2.5,0,0,30,59.4,53.8,78.1,52.9,47.0,54.5,50.0,2,0,30,30,3.3,1,2
Demario Davis,7079,LB,NO,2,1,6.1,0,0,20,75.7,89.7,79.8,66.7,90.4,86.6,0.0,0,0,36,38,11.1,4,9
Rodney McLeod,7271,S,CLV,2,1,8.0,0,0,8,53.2,53.2,78.5,,60.0,46.4,25.0,1,0,25,26,4.0,1,2
