"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Zach Ertz","55","33","0.36","67","1.4","56.9","-22","Jayron Kearse","65","5","0.07","67","0.37","68.1"
"Kyle Pitts","55","13","0.18","57","1.07","62.6","-5","Alex Anzalone","77","12","0.19","89","0.88","56.6"
"Mark Andrews","33","24","0.47","62","1.36","62.7","-22","Zaire Franklin","83","14","0.22","83","1.01","78.8"
"Dawson Knox","63","14","0.25","67","0.56","47.1","-6","Jamin Davis","37","11","0.16","75","0.81","72.4"
"Hayden Hurst","51","20","0.39","80","1.2","56.6","-21","Jordyn Brooks","45","24","0.37","91","1.49","63.6"
"Cole Kmet","64","20","0.27","69","1.28","63.6","-29","Willie Gay","34","18","0.22","50","1.35","61.4"
"Irv Smith Jr.","58","16","0.13","56","0.47","40.9","-9","Ernest Jones","47","13","0.21","83","1.06","63.7"
"David Njoku","68","10","0.19","86","1.06","56","-43","Jack Gibbens","41","2","0.04","100","0.15","81.3"
"Jake Ferguson","33","30","0.4","50","0.67","74.8","18","Krys Barnes","39","8","0.28","100","0.46","67.8"
"Adam Trautman","52","12","0.16","83","0.65","53.9","-29","David Long Jr.","37","8","0.24","100","1.57","71.8"
"Sam LaPorta","56","20","0.36","91","1.82","76.5","10","Nate Landman","19","","","","","77.5"
"Luke Musgrave","46","15","0.27","71","1.63","65.4","-27","Demario Davis","65","3","0.02","50","0.09","89.8"
"Dalton Schultz","88","12","0.11","55","0.43","47.7","-33","Foyesade Oluokun","84","10","0.11","75","0.4","72.8"
"Kylen Granson","59","17","0.31","70","0.93","57.3","-38","Patrick Queen","80","15","0.22","75","1.06","80.7"
"Evan Engram","70","19","0.31","85","1.51","76.3","34","Christian Harris","31","16","0.26","100","1.03","42.4"
"Travis Kelce","26","35","0.48","44","1","58.7","27","Tremaine Edmunds","63","14","0.26","100","1.16","66.5"
"Tyler Higbee","83","11","0.15","67","0.73","57.4","-15","Germaine Pratt","55","5","0.1","100","0.44","70.9"
"Gerald Everett","38","16","0.31","83","1.79","70.4","8","Ivan Pace Jr.","31","6","0.1","100","0.35","82.8"
"Austin Hooper","30","10","0.23","100","1.33","64.2","3","Cole Holcomb","63","6","0.08","50","0.48","67.9"
"Durham Smythe","74","12","0.17","67","0.91","57","-43","Josey Jewell","59","8","0.11","60","0.56","86.1"
"T.J. Hockenson","73","22","0.51","94","1.38","77.5","34","Nick Niemann","21","10","0.09","50","0.38","55.4"
"Hunter Henry","85","15","0.4","85","1.27","68.6","-3","C.J. Mosley","84","8","0.15","86","0.77","74"
"Juwan Johnson","61","13","0.16","62","0.8","54.3","-35","Quay Walker","60","17","0.3","90","1.52","86.2"
"Darren Waller","62","19","0.33","75","1.81","73","-4","Fred Warner","102","13","0.18","69","0.9","71.6"
"Tyler Conklin","48","12","0.23","100","1.08","63.5","-9","Marte Mapu","14","14","0.4","100","2.57","63.4"
"Dallas Goedert","62","13","0.13","75","0.35","57.5","5","Lavonte David","75","20","0.3","87","1.23","53.9"
"Pat Freiermuth","54","9","0.16","40","0.09","50.4","-5","Robert Spillane","68","12","0.2","88","1.01","68.8"
"Noah Fant","32","12","0.3","100","1.75","67","-10","Kamu Grugier-Hill","28","4","0.05","100","0.18","75.3"
"George Kittle","50","18","0.22","67","0.98","74.5","27","Micah McFadden","25","20","0.6","100","1.6","58.5"
"Cade Otton","58","16","0.24","89","1.03","54.2","-18","Zach Cunningham","88","22","0.24","74","0.85","64.5"
"Chigoziem Okonkwo","49","12","0.15","67","0.71","59.6","-44","Grant Delpit","62","15","0.12","67","0.23","92.4"
"John Bates","23","17","0.33","75","2","61.2","-24","Terrel Bernard","47","15","0.31","86","1.79","48.2"
