player,player_id,position,team_name,player_game_count,base_targets,declined_penalties,franchise_id,penalties,screen_avg_depth_of_target,screen_avoided_tackles,screen_caught_percent,screen_contested_catch_rate,screen_contested_receptions,screen_contested_targets,screen_drop_rate,screen_drops,screen_first_downs,screen_fumbles,screen_grades_hands_drop,screen_grades_pass_route,screen_interceptions,screen_longest,screen_pass_block_rate,screen_pass_blocks,screen_pass_plays,screen_receptions,screen_route_rate,screen_routes,screen_targeted_qb_rating,screen_targets,screen_targets_percent,screen_touchdowns,screen_yards,screen_yards_after_catch,screen_yards_after_catch_per_reception,screen_yards_per_reception,screen_yprr,slot_avg_depth_of_target,slot_avoided_tackles,slot_caught_percent,slot_contested_catch_rate,slot_contested_receptions,slot_contested_targets,slot_drop_rate,slot_drops,slot_first_downs,slot_fumbles,slot_grades_hands_drop,slot_grades_pass_route,slot_interceptions,slot_longest,slot_pass_block_rate,slot_pass_blocks,slot_pass_plays,slot_receptions,slot_route_rate,slot_routes,slot_targeted_qb_rating,slot_targets,slot_targets_percent,slot_touchdowns,slot_yards,slot_yards_after_catch,slot_yards_after_catch_per_reception,slot_yards_per_reception,slot_yprr
Stefon Diggs,9579,WR,BUF,9,95,0,4,0,-2.4,7,100.0,,0,0,0.0,0,3,0,91.6,88.1,0,34,0.0,0,25,9,96.0,24,94.4,9,9.5,0,60,82,9.1,6.7,2.5,8.1,8,72.4,100.0,2,2,0.0,0,9,0,91.2,84.7,1,34,0.0,0,136,21,93.4,127,80.2,29,30.5,1,144,88,4.2,6.9,1.13
Tyreek Hill,10799,WR,MIA,9,94,0,17,0,-3.2,1,94.1,,0,0,5.9,1,6,1,78.3,90.7,0,64,0.0,0,35,16,97.1,34,97.1,17,18.1,0,124,174,10.9,7.8,3.65,7.9,5,73.0,40.0,2,5,10.0,3,14,1,63.8,93.2,2,64,0.0,0,107,27,94.4,101,77.9,37,39.4,0,333,170,6.3,12.3,3.3
Puka Nacua,100632,WR,LA,9,91,0,26,0,-1.2,1,83.3,0.0,0,1,9.1,1,2,1,56.2,39.5,0,13,3.0,1,33,10,93.9,31,81.3,12,13.2,0,42,53,5.3,4.2,1.35,9.3,0,63.2,25.0,1,4,14.3,2,8,1,63.6,81.4,0,32,0.0,0,120,12,90.8,109,80.2,19,20.9,0,116,36,3.0,9.7,1.06
Ja'Marr Chase,84270,WR,CIN,8,90,0,7,0,-2.4,9,100.0,,0,0,0.0,0,7,0,92.9,94.0,0,17,0.0,0,38,18,100.0,38,90.7,18,20.0,0,104,148,8.2,5.8,2.74,3.7,8,82.9,50.0,1,2,6.5,2,18,0,76.7,84.6,0,23,0.0,0,91,29,96.7,88,104.0,35,38.9,1,234,188,6.5,8.1,2.66
A.J. Brown,48327,WR,PHI,9,89,0,24,0,-2.0,0,100.0,,0,0,0.0,0,0,0,88.7,44.8,0,5,0.0,0,29,2,93.1,27,79.2,2,2.2,0,6,10,5.0,3.0,0.22,8.9,1,85.7,66.7,2,3,7.7,1,8,0,91.8,93.9,0,59,0.0,0,76,12,94.7,72,142.6,14,15.7,1,194,86,7.2,16.2,2.69
Adam Thielen,8288,WR,CAR,9,85,0,5,0,-2.9,1,100.0,,0,0,0.0,0,1,0,91.6,66.2,0,10,2.9,1,35,9,91.4,32,86.1,9,10.6,0,42,68,7.6,4.7,1.31,7.2,3,79.3,33.3,1,3,2.1,1,27,0,91.1,81.5,0,30,0.0,0,287,46,93.4,268,120.3,58,68.2,4,426,161,3.5,9.3,1.59
Davante Adams,8688,WR,LV,9,84,0,23,0,-0.5,2,100.0,,0,0,0.0,0,1,0,90.2,66.6,0,16,0.0,0,24,4,100.0,24,136.5,4,4.8,1,29,31,7.8,7.3,1.21,7.3,1,85.7,50.0,1,2,0.0,0,4,0,72.5,76.2,0,21,0.0,0,52,6,94.2,49,115.5,7,8.3,0,82,35,5.8,13.7,1.67
Chris Olave,84355,WR,NO,9,84,0,20,0,-2.7,0,83.3,0.0,0,1,0.0,0,0,0,90.6,56.9,0,9,0.0,0,27,5,100.0,27,81.9,6,7.1,0,22,35,7.0,4.4,0.81,13.8,0,59.5,20.0,1,5,4.3,1,11,0,79.4,75.5,1,24,0.0,0,141,22,94.3,133,81.6,37,44.0,2,206,96,4.4,9.4,1.55
Michael Pittman Jr.,29049,WR,IND,9,81,0,14,0,-1.6,0,93.8,0.0,0,1,0.0,0,3,0,92.5,80.4,0,39,0.0,0,45,15,97.8,44,115.4,16,19.8,1,107,132,8.8,7.1,2.43,5.9,0,69.2,50.0,1,2,10.0,1,3,1,90.9,67.1,1,12,1.0,1,100,9,91.0,91,44.1,13,16.0,0,51,34,3.8,5.7,0.56
Keenan Allen,7857,WR,LAC,8,80,0,27,0,-2.1,0,100.0,,0,0,0.0,0,0,0,91.6,62.7,0,9,0.0,0,38,9,100.0,38,85.2,9,11.3,0,40,59,6.6,4.4,1.05,8.5,3,76.2,20.0,1,5,3.0,1,18,1,91.4,90.3,1,36,0.9,2,212,32,92.5,196,106.5,42,52.5,2,353,135,4.2,11.0,1.8
