player,player_id,position,team_name,player_game_count,declined_penalties,fifty_attempts,fifty_made,fifty_percent,forty_attempts,forty_made,forty_percent,franchise_id,grades_fgep_kicker,one_attempts,one_made,one_percent,pat_attempts,pat_made,pat_percent,penalties,thirty_attempts,thirty_made,thirty_percent,total_attempts,total_made,total_percent,twenty_attempts,twenty_made,twenty_percent
Matt Prater,3471,K,ARZ,8,0,4,3,75.0,4,4,100.0,1,75.9,0,0,,10,9,90.0,0,6,5,83.3,16,14,87.5,2,2,100.0
Nick Folk,3794,K,TEN,8,0,3,3,100.0,4,4,100.0,31,86.4,0,0,,13,13,100.0,0,7,7,100.0,19,19,100.0,5,5,100.0
Graham Gano,5443,K,NYG,8,0,4,3,75.0,6,3,50.0,21,48.7,0,0,,8,8,100.0,0,5,3,60.0,17,11,64.7,2,2,100.0
Greg Zuerlein,7163,K,NYJ,7,0,2,1,50.0,6,6,100.0,22,86.4,0,0,,6,6,100.0,0,7,7,100.0,19,18,94.7,4,4,100.0
Justin Tucker,7604,K,BLT,9,0,4,1,25.0,5,5,100.0,3,72.0,0,0,,26,25,96.2,0,5,5,100.0,19,16,84.2,5,5,100.0
Dustin Hopkins,7958,K,CLV,8,0,7,7,100.0,11,8,72.7,8,81.6,0,0,,13,13,100.0,0,2,2,100.0,23,20,87.0,3,3,100.0
Brandon McManus,8437,K,JAX,8,0,5,4,80.0,8,7,87.5,15,85.5,0,0,,18,18,100.0,0,5,5,100.0,19,17,89.5,1,1,100.0
Brett Maher,8585,K,LA,7,0,7,3,42.9,9,7,77.8,26,51.5,0,0,,13,12,92.3,0,4,4,100.0,23,17,73.9,3,3,100.0
Cairo Santos,8932,K,CHI,10,0,4,4,100.0,3,2,66.7,6,77.2,0,0,,20,19,95.0,0,5,5,100.0,16,15,93.8,4,4,100.0
Chris Boswell,8990,K,PIT,8,0,5,4,80.0,4,4,100.0,25,87.8,0,0,,11,11,100.0,0,2,2,100.0,15,14,93.3,4,4,100.0
Jason Myers,10207,K,SEA,8,0,3,1,33.3,4,3,75.0,29,56.9,0,0,,16,16,100.0,0,9,8,88.9,19,15,78.9,3,3,100.0
Wil Lutz,11096,K,DEN,7,0,3,2,66.7,0,0,,10,65.1,0,0,,16,15,93.8,0,6,5,83.3,15,13,86.7,6,6,100.0
Ka'imi Fairbairn,11161,K,HST,8,0,2,1,50.0,2,2,100.0,13,72.3,0,0,,14,14,100.0,0,9,9,100.0,19,18,94.7,6,6,100.0
Jake Elliott,11908,K,PHI,9,0,6,5,83.3,3,3,100.0,24,85.2,0,0,,27,26,96.3,0,6,5,83.3,20,18,90.0,5,5,100.0
Harrison Butker,11988,K,KC,9,0,3,3,100.0,2,2,100.0,16,90.4,0,0,,22,22,100.0,0,10,10,100.0,18,18,100.0,3,3,100.0
Younghoe Koo,12042,K,ATL,9,0,3,3,100.0,7,6,85.7,2,83.4,0,0,,13,12,92.3,0,5,5,100.0,21,20,95.2,6,6,100.0
Dare Ogunbowale,12329,HB,HST,1,0,0,0,,0,0,,13,60.3,0,0,,0,0,,0,0,0,,1,1,100.0,1,1,100.0
Austin Seibert,13701,K,NYJ,1,0,0,0,,0,0,,22,62.4,0,0,,1,1,100.0,0,1,1,100.0,1,1,100.0,0,0,
Greg Joseph,22842,K,MIN,9,0,5,3,60.0,3,1,33.3,18,57.5,1,1,100.0,23,21,91.3,0,2,2,100.0,17,13,76.5,6,6,100.0
Daniel Carlson,28121,K,LV,9,0,2,0,0.0,5,4,80.0,23,66.1,0,0,,14,14,100.0,0,2,2,100.0,17,14,82.4,8,8,100.0
Jason Sanders,29578,K,MIA,9,0,1,0,0.0,5,4,80.0,17,66.4,0,0,,37,36,97.3,0,1,1,100.0,9,7,77.8,2,2,100.0
Tyler Bass,33010,K,BUF,9,0,5,3,60.0,2,1,50.0,4,70.1,0,0,,26,26,100.0,0,7,7,100.0,15,12,80.0,1,1,100.0
Chase McLaughlin,33285,K,TB,8,0,5,4,80.0,2,1,50.0,30,90.7,0,0,,13,13,100.0,0,6,6,100.0,17,15,88.2,4,4,100.0
Joey Slye,39235,K,WAS,9,0,4,3,75.0,4,2,50.0,32,77.4,0,0,,19,19,100.0,0,6,6,100.0,16,12,75.0,2,1,50.0
Eddy Pineiro,44140,K,CAR,9,0,5,3,60.0,6,5,83.3,5,63.5,0,0,,14,13,92.9,0,6,6,100.0,19,16,84.2,2,2,100.0
Lucas Havrisik,57498,K,LA,2,0,1,1,100.0,2,1,50.0,26,58.2,0,0,,0,0,,0,1,1,100.0,4,3,75.0,0,0,
Blake Grupe,57502,K,NO,9,0,6,4,66.7,6,4,66.7,20,55.1,0,0,,19,19,100.0,0,4,4,100.0,23,18,78.3,7,6,85.7
Anders Carlson,57509,K,GB,8,0,2,2,100.0,2,0,0.0,12,57.4,0,0,,15,15,100.0,0,6,6,100.0,13,11,84.6,3,3,100.0
Riley Patterson,57556,K,DET,7,0,2,1,50.0,1,1,100.0,11,66.6,0,0,,23,23,100.0,0,8,8,100.0,13,11,84.6,2,1,50.0
Matt Gay,57643,K,IND,9,0,7,6,85.7,4,3,75.0,14,90.5,0,0,,24,24,100.0,0,2,2,100.0,18,16,88.9,5,5,100.0
Cameron Dicker,77069,K,LAC,8,0,5,4,80.0,2,2,100.0,27,84.0,0,0,,22,22,100.0,0,4,4,100.0,14,13,92.9,3,3,100.0
Chad Ryland,77083,K,NE,9,0,3,1,33.3,7,5,71.4,19,57.0,0,0,,13,13,100.0,0,2,2,100.0,14,10,71.4,2,2,100.0
Evan McPherson,82583,K,CIN,8,0,7,4,57.1,5,5,100.0,7,70.4,0,0,,17,17,100.0,0,0,0,,15,12,80.0,3,3,100.0
Jake Moody,82603,K,SF,8,0,3,2,66.7,4,2,50.0,28,64.4,0,0,,26,26,100.0,0,3,3,100.0,15,12,80.0,5,5,100.0
Brandon Aubrey,156112,K,DAL,8,0,4,4,100.0,1,1,100.0,9,83.7,0,0,,20,19,95.0,0,6,6,100.0,19,19,100.0,8,8,100.0
