team_name,franchise_id,player_game_count,attempts,hits_allowed,hurries_allowed,pass_snaps,pbe,pressures_allowed,sacks_allowed
MIA,17,9,333,8,38,333,90.7,54,8
JAX,15,8,319,7,44,319,87.9,64,13
DET,11,8,311,16,50,311,87.5,72,6
LV,23,9,316,10,39,316,87.5,64,15
ATL,2,9,345,14,44,345,87.2,73,15
HST,13,8,304,14,51,304,87.0,72,7
BUF,4,9,363,11,72,363,86.9,89,6
TB,30,8,311,12,55,311,86.7,75,8
IND,14,9,352,12,70,352,86.4,89,7
KC,16,9,380,20,70,380,86.1,98,8
GB,12,8,296,8,54,296,85.8,73,11
MIN,18,9,381,29,58,381,85.7,98,11
DEN,10,8,279,11,54,279,85.5,73,8
BLT,3,9,318,11,57,318,85.5,80,12
CLV,8,8,310,15,60,310,84.7,85,10
DAL,9,8,314,14,52,314,84.4,82,16
CIN,7,8,336,20,62,336,83.9,95,13
PHI,24,9,354,12,83,354,83.8,105,10
SF,28,8,252,10,58,252,83.7,75,7
WAS,32,9,421,24,82,421,83.6,122,16
NO,20,9,369,16,72,369,83.5,105,17
PIT,25,8,289,19,67,289,82.7,93,7
LAC,27,8,326,23,65,326,82.5,101,13
CHI,6,10,365,17,87,365,82.2,117,13
NE,19,9,350,17,81,350,81.7,113,15
LA,26,9,350,22,80,350,81.4,116,14
CAR,5,9,402,17,104,402,81.0,137,16
ARZ,1,9,331,27,66,331,80.8,110,17
SEA,29,8,288,15,84,288,78.3,112,13
NYG,21,9,362,14,105,362,76.4,145,26
TEN,31,8,272,29,67,272,75.0,116,20
NYJ,22,8,313,18,96,313,74.4,137,23
