player,player_id,position,team_name,player_game_count,attempts,attempts_with_hangtime,average_hangtime,average_net_yards,average_yards_per_attempt,average_yards_per_return,blocks,declined_penalties,downeds,fair_catches,franchise_id,grades_punter,inside_twenties,long,out_of_bounds,penalties,percent_returned,return_yards,returns,snaps,total_hangtime,total_net_yards,touchbacks,yards
Thomas Morstead,5088,P,NYJ,8,47,47,4.38,42.66,48.23,11.7,0,0,4,18,22,74.6,20,59,4,0,40.4,222,19,47,205.93,2005,2,2267
Bryan Anger,7072,P,DAL,8,23,23,4.5,44.61,50.13,8.2,0,0,2,7,9,77.8,8,57,0,0,56.5,107,13,23,103.58,1026,1,1153
Johnny Hekker,7252,P,CAR,9,41,41,4.31,43.76,47.12,6.6,0,1,6,14,5,56.2,16,69,2,1,43.9,118,18,41,176.86,1794,1,1932
Sam Martin,7947,P,BUF,9,24,24,4.26,39.75,46.04,10.1,0,0,2,6,4,76.2,9,70,3,0,45.8,111,11,24,102.13,954,2,1105
Brad Wing,8256,P,PIT,2,11,11,4.48,38.91,45.0,6.8,0,0,0,4,25,58.9,3,52,1,0,36.4,27,4,11,49.3,428,2,495
Tress Way,8358,P,WAS,9,42,42,4.39,42.19,47.79,8.9,0,0,5,13,32,55.7,17,66,0,0,52.4,195,22,42,184.32,1772,2,2007
Bradley Pinion,9598,P,ATL,9,40,40,4.52,41.75,47.55,11.3,0,0,2,13,2,88.6,15,62,6,0,42.5,192,17,40,180.72,1670,2,1902
Riley Dixon,10862,P,DEN,8,30,30,4.25,40.97,43.8,5.3,0,0,3,8,10,63.6,9,61,3,0,53.3,85,16,30,127.57,1229,0,1314
Rigoberto Sanchez,12130,P,IND,9,40,40,4.26,41.05,47.45,10.7,0,0,6,7,14,64.5,15,61,3,0,60.0,256,24,40,170.41,1642,0,1898
Cameron Johnston,12255,P,HST,4,20,20,4.35,43.4,46.6,6.3,0,0,3,8,13,70.8,9,74,1,0,35.0,44,7,20,86.95,868,1,932
Corey Bojorquez,27626,P,CLV,8,42,42,4.26,43.55,50.55,10.7,0,0,3,8,8,75.6,16,73,7,0,47.6,214,20,42,178.77,1829,4,2123
Logan Cooke,29214,P,JAX,8,32,32,4.32,44.22,47.66,5.6,0,0,4,11,15,75.3,21,62,5,0,28.1,50,9,32,138.28,1415,3,1525
Tommy Townsend,33007,P,KC,9,29,29,4.55,43.21,48.14,11.4,0,0,6,11,16,67.4,11,68,1,0,31.0,103,9,29,131.98,1253,2,1396
Jake Bailey,33963,P,MIA,9,27,27,4.61,42.15,45.48,6.3,0,0,3,10,17,76.5,9,63,4,0,29.6,50,8,27,124.6,1138,2,1228
Jack Fox,34735,P,DET,8,27,27,4.59,42.41,45.52,6.4,0,0,5,10,11,69.3,17,62,1,0,37.0,64,10,27,124.06,1145,1,1229
Michael Dickson,35381,P,SEA,8,31,31,4.41,44.52,49.9,6.2,0,0,7,4,29,68.1,14,73,2,0,45.2,87,14,31,136.69,1380,4,1547
AJ Cole,36038,P,LV,9,32,32,4.38,47.28,51.97,7.5,0,0,2,11,23,89.6,17,70,4,0,37.5,90,12,32,140.07,1513,3,1663
JK Scott,38809,P,LAC,8,36,36,4.7,39.67,43.53,9.9,0,0,6,16,27,67.3,14,65,2,0,27.8,99,10,36,169.16,1428,2,1567
Mitch Wishnowsky,44663,P,SF,8,25,25,4.46,44.64,48.68,7.4,0,0,5,6,28,77.9,15,67,2,0,44.0,81,11,25,111.4,1116,1,1217
Braden Mann,44664,P,PHI,7,15,15,4.37,42.53,48.13,12.8,0,0,4,4,24,65.7,6,59,1,0,33.3,64,5,15,65.52,638,1,722
Nolan Cooney,44995,P,ARZ,4,13,13,4.56,40.31,45.54,6.9,0,0,1,3,1,58.4,2,56,1,0,53.8,48,7,13,59.26,524,1,592
Blake Gillikin,45045,P,ARZ,5,25,25,4.34,40.52,50.4,12.4,0,0,3,2,1,67.2,4,66,0,0,80.0,247,20,25,108.42,1013,0,1260
Ryan Stonehouse,52045,P,TEN,8,34,34,4.23,43.56,52.29,12.3,0,0,2,4,31,72.0,19,74,7,0,47.1,197,16,34,143.98,1481,5,1778
Daniel Whelan,57639,P,GB,8,33,33,4.53,38.58,47.88,14.2,0,0,1,12,12,69.4,9,68,0,0,48.5,227,16,33,149.36,1273,4,1580
Jordan Stout,57649,P,BLT,9,37,37,4.28,41.05,48.54,14.3,1,0,3,12,3,73.0,19,67,3,0,48.6,257,18,38,158.54,1519,1,1796
Bryce Baringer,60274,P,NE,9,46,46,4.26,41.26,46.91,9.1,0,0,2,11,19,65.0,23,65,8,0,47.8,200,22,46,195.93,1898,3,2158
Brad Robbins,60291,P,CIN,8,38,38,4.29,39.5,44.05,8.7,0,0,1,15,7,60.5,10,62,6,0,34.2,113,13,38,163.02,1501,3,1674
Trenton Gill,60295,P,CHI,10,37,37,4.35,36.68,45.7,14.7,0,0,6,6,6,63.3,12,62,3,0,54.1,294,20,37,160.94,1357,2,1691
Pressley Harvin III,62973,P,PIT,6,34,34,4.44,41.35,46.24,9.7,0,0,6,7,25,60.4,15,63,6,0,38.2,126,13,34,150.9,1406,2,1572
Jamie Gillan,63303,P,NYG,9,50,50,4.2,43.54,46.56,7.3,0,0,6,19,21,64.9,20,64,6,0,36.0,131,18,50,209.79,2177,1,2328
Ryan Wright,77591,P,MIN,9,27,27,4.38,42.78,49.63,8.8,0,0,2,5,18,65.6,7,63,4,0,44.4,105,12,27,118.36,1155,4,1340
Arryn Siposs,82019,P,PHI,2,8,8,4.32,38.38,43.38,8.0,0,0,1,2,24,59.1,2,54,0,0,62.5,40,5,8,34.59,307,0,347
Jake Camarda,82636,P,TB,8,37,37,4.42,43.84,52.54,13.4,0,0,4,4,30,72.1,17,74,7,0,48.6,242,18,37,163.64,1622,4,1944
Lou Hedley,98796,P,NO,9,43,43,3.99,39.72,42.51,5.0,0,0,6,14,20,53.4,23,62,5,0,37.2,80,16,43,171.77,1708,2,1828
Ty Zentner,99465,P,HST,4,14,14,4.26,38.64,42.14,3.0,0,0,1,5,13,50.8,2,54,3,0,21.4,9,3,14,59.59,541,2,590
Ethan Evans,112090,P,LA,9,33,33,4.37,41.42,48.42,11.2,1,0,1,8,26,68.3,14,72,5,0,51.5,191,17,34,144.35,1367,2,1598
