player,player_id,position,team_name,player_game_count,base_snap_counts_coverage,declined_penalties,franchise_id,man_assists,man_avg_depth_of_target,man_catch_rate,man_coverage_percent,man_coverage_snaps_per_reception,man_coverage_snaps_per_target,man_dropped_ints,man_forced_incompletes,man_forced_incompletion_rate,man_grades_coverage_defense,man_interceptions,man_longest,man_missed_tackle_rate,man_missed_tackles,man_pass_break_ups,man_qb_rating_against,man_receptions,man_snap_counts_coverage,man_snap_counts_coverage_percent,man_snap_counts_pass_play,man_stops,man_tackles,man_targets,man_touchdowns,man_yards,man_yards_after_catch,man_yards_per_coverage_snap,man_yards_per_reception,penalties,zone_assists,zone_avg_depth_of_target,zone_catch_rate,zone_coverage_percent,zone_coverage_snaps_per_reception,zone_coverage_snaps_per_target,zone_dropped_ints,zone_forced_incompletes,zone_forced_incompletion_rate,zone_grades_coverage_defense,zone_interceptions,zone_longest,zone_missed_tackle_rate,zone_missed_tackles,zone_pass_break_ups,zone_qb_rating_against,zone_receptions,zone_snap_counts_coverage,zone_snap_counts_coverage_percent,zone_snap_counts_pass_play,zone_stops,zone_tackles,zone_targets,zone_touchdowns,zone_yards,zone_yards_after_catch,zone_yards_per_coverage_snap,zone_yards_per_reception
Calais Campbell,4364,ED,ATL,9,7,0,2,0,,,2.2,,,0,0,,54.6,0,,0.0,0,0,0.0,0,1,14.3,46,1,1,0,0,0,0,0.0,,0,0,12.0,100.0,5.8,6.0,6.0,0,0,0.0,59.2,0,13,50.0,1,0,118.8,1,6,85.7,103,3,1,1,0,13,1,2.2,13.0
Brandon Graham,5538,ED,PHI,9,11,0,24,0,,,2.9,,,0,0,,67.6,0,,0.0,0,0,0.0,0,1,9.1,35,2,1,0,0,0,0,0.0,,0,0,,,15.7,,,0,0,,52.8,0,,100.0,1,0,0.0,0,8,72.7,51,0,0,0,0,0,0,0.0,
Kareem Jackson,5545,S,DEN,7,232,0,10,0,6.8,60.0,98.0,15.7,9.4,0,1,20.0,76.0,1,12,0.0,0,1,67.1,3,50,21.6,51,2,5,5,1,18,6,0.4,6.0,0,1,6.2,100.0,100.0,25.2,25.2,0,0,0.0,68.3,0,18,0.0,0,0,102.5,5,133,57.3,133,3,17,5,0,43,12,0.3,8.6
Jerry Hughes,5556,ED,HST,8,5,0,13,0,,,4.5,,,0,0,,60.0,0,,,0,0,0.0,0,1,20.0,22,0,0,0,0,0,0,0.0,,0,0,,,3.3,,,0,0,,64.1,0,,0.0,0,0,0.0,0,3,60.0,90,2,1,0,0,0,0,0.0,
Von Miller,6154,ED,BUF,5,5,0,4,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,13,0,0,0,0,0,0,,,0,0,,,8.0,,,0,0,,62.1,0,,,0,0,0.0,0,4,80.0,50,0,0,0,0,0,0,0.0,
Patrick Peterson,6157,CB,PIT,8,341,0,25,0,14.2,68.8,99.2,10.2,7.0,0,1,6.3,29.3,0,52,50.0,2,1,151.0,11,126,37.0,127,0,2,16,3,216,79,1.9,19.6,0,1,6.4,60.0,98.2,17.7,10.6,0,1,6.7,74.7,1,29,16.7,2,1,50.7,9,166,48.7,169,2,9,15,0,95,74,0.6,10.6
Cameron Jordan,6176,ED,NO,9,7,0,20,0,,,5.1,,,0,0,,67.4,0,,0.0,0,0,0.0,0,5,71.4,98,0,1,0,0,0,0,0.0,,0,0,,,1.0,,,0,0,,76.7,0,,50.0,1,0,0.0,0,2,28.6,192,2,1,0,0,0,0,0.0,
Justin Houston,6222,ED,CAR,7,19,0,5,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,15,0,0,0,0,0,0,,,0,1,-7.0,100.0,21.0,16.0,16.0,0,0,0.0,83.5,0,0,0.0,0,0,79.2,1,17,89.5,81,4,3,1,0,0,7,0.0,0.0
Nick Bellore,6515,LB,SEA,3,2,0,29,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,1,0,0,0,0,0,0,,,0,0,,,100.0,,,0,0,,60.0,0,,,0,0,0.0,0,1,50.0,1,0,0,0,0,0,0,0.0,
Stephon Gilmore,7016,CB,DAL,8,292,0,9,0,10.3,58.3,100.0,8.0,4.7,0,4,16.7,63.5,1,23,8.3,1,2,91.3,14,127,43.5,127,2,11,24,2,174,45,1.6,12.4,0,4,10.7,53.3,100.0,18.0,9.6,0,2,13.3,64.5,1,68,6.3,1,2,88.7,8,158,54.1,158,3,11,15,1,172,91,1.2,21.5
Bobby Wagner,7050,LB,SEA,8,309,0,29,1,4.0,100.0,60.0,28.0,28.0,0,0,0.0,61.5,0,8,0.0,0,0,100.0,1,30,9.7,50,2,2,1,0,8,4,0.3,8.0,0,5,3.0,90.5,93.3,10.5,9.5,0,1,4.8,67.2,0,23,0.0,0,1,125.2,19,209,67.6,224,6,20,21,1,215,157,1.1,11.3
Lavonte David,7060,LB,TB,8,313,0,30,0,9.9,71.4,82.1,10.4,7.4,0,1,14.3,82.6,0,19,0.0,0,1,87.2,5,55,17.6,67,3,5,7,0,43,7,0.8,8.6,0,5,4.3,85.7,92.9,7.0,6.0,0,1,2.9,60.9,0,26,9.4,3,0,92.5,30,221,70.6,238,13,24,35,0,217,107,1.0,7.2
Demario Davis,7079,LB,NO,9,308,0,20,1,2.7,33.3,77.9,79.0,26.3,0,1,33.3,71.6,0,2,0.0,0,0,42.4,1,88,28.6,113,3,2,3,0,2,1,0.0,2.0,0,4,5.5,73.7,92.0,13.2,9.7,0,1,5.3,77.8,0,13,0.0,0,1,79.7,14,196,63.6,213,8,17,19,0,74,55,0.4,5.3
Rodney McLeod,7271,S,CLV,8,123,0,8,0,4.0,0.0,96.0,,22.0,0,0,0.0,57.6,0,,0.0,0,0,39.6,0,48,39.0,50,0,2,2,0,0,0,0.0,,0,0,6.1,71.4,97.3,14.2,10.1,1,1,14.3,49.2,0,17,0.0,0,1,89.6,5,72,58.5,74,1,3,7,0,47,31,0.7,9.4
Tashaun Gipson Sr.,7288,S,SF,8,338,0,28,1,9.5,0.0,96.0,,32.0,0,0,0.0,65.4,0,,0.0,0,0,39.6,0,72,21.3,75,0,1,2,0,0,0,0.0,,0,4,21.8,37.5,99.2,77.0,28.9,1,0,0.0,68.6,1,33,0.0,0,0,14.1,3,239,70.7,241,2,10,8,0,39,8,0.2,13.0
Harrison Smith,7641,S,MIN,9,317,0,18,1,0.3,66.7,73.2,28.0,18.7,0,0,0.0,76.5,0,5,0.0,0,0,70.1,2,60,18.9,82,3,3,3,0,8,18,0.1,4.0,0,4,6.5,69.6,88.5,13.4,9.3,0,1,4.3,67.2,0,18,4.2,1,1,81.6,16,223,70.3,252,10,19,23,0,119,66,0.6,7.4
Justin Bethel,7654,CB,MIA,7,84,0,17,1,11.7,66.7,89.3,12.0,8.0,0,1,33.3,70.6,0,24,0.0,0,0,126.4,2,25,29.8,28,1,1,3,1,21,12,0.9,10.5,0,0,7.5,100.0,94.4,8.3,8.3,0,0,0.0,59.8,0,18,0.0,0,0,146.9,4,34,40.5,36,2,5,4,1,39,11,1.2,9.8
Darius Slay,7817,CB,PHI,8,387,0,24,0,13.7,56.5,100.0,8.4,4.7,1,2,8.7,45.5,0,35,10.0,1,2,93.6,13,114,29.5,114,2,9,23,1,165,71,1.5,12.7,0,1,9.7,84.2,100.0,11.5,9.7,0,2,10.5,82.8,2,39,10.5,2,0,81.3,16,191,49.4,191,6,16,19,1,167,51,0.9,10.4
Tyrann Mathieu,7850,S,NO,9,360,0,20,1,13.0,50.0,96.5,99.0,49.5,0,1,50.0,80.6,1,1,0.0,0,1,16.7,1,109,30.3,113,2,5,2,0,1,2,0.0,1.0,0,3,6.1,66.7,99.6,17.7,11.8,1,1,5.6,60.8,0,46,0.0,0,1,141.9,12,224,62.2,225,3,12,18,2,204,149,1.0,17.0
Duron Harmon,7872,S,CHI,2,54,0,6,0,2.0,100.0,95.2,18.0,18.0,0,0,0.0,61.5,0,6,0.0,0,0,91.7,1,20,37.0,21,1,3,1,0,6,4,0.3,6.0,0,0,1.0,0.0,100.0,,29.0,0,0,0.0,59.0,0,,0.0,0,0,39.6,0,30,55.6,30,0,2,1,0,0,0,0.0,
Micah Hyde,7941,S,BUF,9,348,0,4,1,16.5,75.0,90.4,19.3,14.5,0,0,0.0,52.5,0,32,25.0,1,0,156.3,3,66,19.0,73,0,2,4,1,69,27,1.2,23.0,0,4,7.1,84.6,96.7,17.5,14.8,0,0,0.0,80.9,2,17,0.0,0,0,56.6,11,204,58.6,211,5,15,13,0,92,22,0.5,8.4
Jordan Poyer,8000,S,BUF,8,301,0,4,2,9.5,100.0,77.3,11.8,11.8,0,1,25.0,53.1,0,21,0.0,0,1,140.6,4,51,16.9,66,0,1,4,1,33,4,0.7,8.3,0,7,7.0,63.6,96.2,24.4,15.5,0,2,18.2,80.5,0,30,0.0,0,2,83.9,7,179,59.5,186,4,14,11,0,76,25,0.4,10.9
Mike Purcell,8530,DI,DEN,7,1,0,10,0,,,0.0,,,0,0,,,0,,,0,0,0.0,0,0,0.0,19,0,0,0,0,0,0,,,0,1,7.0,100.0,1.9,1.0,1.0,0,0,0.0,59.5,0,5,0.0,0,0,87.5,1,1,100.0,53,0,0,1,0,5,-2,5.0,5.0
Jadeveon Clowney,8636,ED,BLT,9,11,0,3,1,,,1.2,,,0,0,,61.2,0,,50.0,1,0,0.0,0,1,9.1,86,1,0,0,0,0,0,0.0,,0,0,10.0,100.0,7.2,10.0,10.0,0,0,0.0,53.0,0,10,33.3,1,0,108.3,1,10,90.9,138,1,2,1,0,10,0,1.0,10.0
Khalil Mack,8640,ED,LAC,8,27,0,27,0,,,1.6,,,0,0,,60.0,0,,,0,0,0.0,0,1,3.7,64,1,0,0,0,0,0,0.0,,0,1,,,11.2,,,0,0,,82.9,0,,0.0,0,0,0.0,0,17,63.0,152,5,1,0,0,0,0,0.0,
C.J. Mosley,8652,LB,NYJ,8,301,0,22,2,3.0,70.0,80.9,9.7,6.8,0,0,0.0,85.8,1,33,0.0,0,0,55.8,7,72,23.9,89,4,6,10,0,84,82,1.2,12.0,0,7,2.8,77.8,97.2,11.9,9.2,2,2,11.1,82.9,0,31,7.1,2,2,97.5,14,174,57.8,179,10,19,18,0,133,102,0.8,9.5
Jimmie Ward,8665,S,HST,6,229,0,13,1,11.6,80.0,100.0,8.0,6.4,0,0,0.0,53.6,0,24,0.0,0,0,107.5,4,40,17.5,40,0,4,5,0,49,19,1.5,12.3,0,3,3.2,86.7,97.4,10.8,9.3,0,1,6.7,64.9,0,28,10.0,2,1,92.2,13,148,64.6,152,6,15,15,0,92,78,0.7,7.1
