"offPlayer","offRoutes","offTr","offFr","offCPct","offYprr","offGrade","adv","defPlayer","defRoutes","defTr","defFr","defCPct","defYprr","defGrade"
"Trey McBride","147","27","0.43","72","1.95","69.1","0","Nate Landman","186","14","0.27","77","0.94","78.7"
"Kyle Pitts","260","19","0.3","64","1.5","69.5","25","Josh Woods","138","10","0.19","71","0.7","43"
"Mark Andrews","251","22","0.5","75","1.9","78.4","-3","Grant Delpit","234","8","0.08","79","0.21","77.7"
"Dalton Kincaid","244","18","0.33","91","1.39","68.7","23","Josey Jewell","178","10","0.17","82","0.96","68.2"
"Hayden Hurst","199","13","0.2","62","0.85","46.9","-25","Jack Sanborn","106","18","0.35","95","1.77","65.2"
"Cole Kmet","246","20","0.44","84","1.52","70.5","-5","Deion Jones","51","10","0.17","80","0.94","57"
"Irv Smith Jr.","163","12","0.17","68","0.5","43.3","5","Denzel Perryman","97","14","0.23","79","1.12","62.3"
"David Njoku","240","18","0.32","74","1.33","71.6","-11","Patrick Queen","320","12","0.2","76","0.9","72"
"Jake Ferguson","224","19","0.37","76","1.46","73.5","27","Xavier McKinney","289","7","0.08","60","0.4","68.6"
"Adam Trautman","205","9","0.12","61","0.34","43.7","-28","Terrel Bernard","282","15","0.24","78","1.25","67"
"Sam LaPorta","246","24","0.45","73","1.76","73","10","Eric Kendricks","195","14","0.23","81","1.17","74.6"
"Luke Musgrave","206","17","0.28","77","1.21","60.4","9","Kwon Alexander","176","16","0.21","64","1.08","59.5"
"Dalton Schultz","227","21","0.41","70","1.54","67.9","11","Logan Wilson","283","15","0.28","79","1.17","56.9"
"Andrew Ogletree","97","15","0.37","60","1.52","77.7","17","Ja'Whaun Bentley","244","12","0.23","80","1.09","66.7"
"Evan Engram","273","22","0.35","86","1.62","71.5","-1","Fred Warner","300","15","0.24","82","1.2","81.1"
"Gerald Everett","139","18","0.36","84","1.2","64.5","20","Alex Anzalone","291","13","0.18","74","0.82","72.7"
"Michael Mayer","150","13","0.19","68","1.06","61.5","-15","C.J. Mosley","288","11","0.18","79","0.88","87.8"
"T.J. Hockenson","318","25","0.42","77","1.72","73","-3","Demario Davis","286","9","0.11","68","0.3","89.9"
"Hunter Henry","247","17","0.29","66","1.12","66.9","26","Segun Olubi","49","10","0.07","40","0.24","56.6"
"Juwan Johnson","128","15","0.22","68","0.74","52.7","-5","Ivan Pace Jr.","94","13","0.15","83","0.45","74.1"
"Daniel Bellinger","117","7","0.12","88","0.56","45.5","-1","Donovan Wilson","140","8","0.16","82","0.54","49"
"Tyler Conklin","217","15","0.25","79","1.35","61.6","-7","Robert Spillane","281","11","0.16","77","0.79","73.4"
"Connor Heyward","130","16","0.19","67","0.81","56.4","0","Isaiah McDuffie","126","10","0.18","92","0.8","63.4"
"Noah Fant","130","13","0.28","82","1.74","72.7","9","Jamin Davis","252","13","0.26","71","1.19","67.5"
"George Kittle","221","19","0.43","76","2","84.9","22","Devin Lloyd","250","14","0.23","68","0.95","75.3"
"Cade Otton","267","14","0.26","74","0.92","55","-12","Jack Gibbens","175","7","0.12","83","0.67","72.1"
"Chigoziem Okonkwo","199","18","0.21","69","0.87","55.8","-15","Lavonte David","298","15","0.22","83","0.95","71.5"
"Logan Thomas","277","16","0.3","73","1.12","64.4","-15","Jordyn Brooks","219","16","0.25","83","1.1","70.7"
